,Player,Year,Team,GP,Min,Pts,2FGM,2FGA,2FG%,3FGM,3FGA,3FG%,FGM,FGA,FG%,Reb.Off,Reb.Def,Reb.Tot,Ast,Stl,Blk,TO,PF
542,Anatoly Kolesnikov,2010,Nicholls St,26,35.6,21.2,3.6,7.3,49.2%,2.8,7.4,37.8%,5.6,7.6,73.6%,1.3,4.8,6.1,1.9,1.1,0.3,3.0,2.2
543,Chris Harris,2010,Navy,30,34.9,21.1,3.2,8.5,37.3%,2.9,8.6,34.2%,5.9,6.8,87.3%,0.3,2.2,2.5,1.9,2.0,0.1,2.9,2.8
544,Cornelius Chatt,2010,SIU Edwardsville,1,33.0,21.0,3.0,5.0,60.0%,4.0,7.0,57.1%,3.0,4.0,75.0%,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0
545,Charles Jenkins,2010,Hofstra,31,36.9,20.9,5.1,11.3,45.4%,1.9,4.6,40.6%,5.0,6.3,80.0%,1.0,3.5,4.5,3.9,1.8,0.6,3.1,2.6
546,Artsiom Parakhouski,2010,Radford,29,34.9,20.9,7.6,13.2,57.7%,0.1,0.4,25.0%,5.3,9.4,57.0%,4.9,8.2,13.1,1.0,0.5,2.1,2.4,2.4
547,Denzel Bowles,2010,James Madison,25,32.8,20.8,8.1,13.7,59.4%,0.0,0.0,0.0%,4.6,6.9,66.3%,3.2,6.0,9.2,2.5,0.5,1.4,3.4,2.9
548,Donald Sims,2010,Appalachian St.,32,35.2,20.7,3.0,5.8,51.9%,3.2,7.7,41.9%,5.0,5.3,94.7%,0.3,2.9,3.1,2.3,1.0,0.0,2.7,1.2
549,Jordan Crawford,2010,Xavier,35,32.8,20.5,5.2,10.3,50.1%,2.3,5.8,39.1%,3.4,4.4,77.3%,1.0,3.8,4.7,2.9,1.3,0.2,2.4,1.6
550,Corey Wickware,2010,SIU Edwardsville,1,44.0,26.0,0.0,5.0,0.0%,4.0,7.0,57.1%,14.0,14.0,100.0%,1.0,4.0,5.0,5.0,0.0,0.0,1.0,2.0
551,Aubrey Coleman,2010,Houston,32,36.8,25.7,7.3,16.3,44.6%,1.4,4.7,30.2%,6.9,9.4,73.8%,2.5,5.1,7.6,2.5,2.7,0.2,2.1,2.0
552,Charlie Westbrook,2010,South Dakota,1,38.0,24.0,11.0,21.0,52.4%,0.0,2.0,0.0%,2.0,3.0,66.7%,4.0,4.0,8.0,0.0,2.0,2.0,1.0,3.0
553,Adrian Oliver,2010,San Jose St,30,36.4,22.9,5.8,13.0,44.9%,1.7,4.1,41.5%,6.2,6.9,88.9%,1.4,3.7,5.1,2.8,0.9,0.5,3.1,3.0
554,Adnan Hodzic,2010,Lipscomb,29,32.7,22.7,9.0,14.9,60.3%,0.0,0.0,0.0%,4.7,7.0,66.5%,3.4,5.7,9.1,0.8,0.5,0.4,2.7,2.2
555,Devan Downey,2010,South Carolina,31,34.0,22.5,5.4,12.6,43.1%,2.2,6.5,34.2%,5.0,6.0,83.4%,0.5,2.7,3.3,3.5,2.7,0.0,3.5,2.3
556,James Anderson,2010,Oklahoma St,34,33.9,22.4,4.6,8.4,55.1%,2.2,6.5,34.1%,6.5,8.0,81.6%,1.9,3.9,5.8,2.4,1.4,0.6,2.3,2.6
557,Marquez Haynes,2010,Texas Arlington,26,33.4,22.3,5.0,9.7,52.0%,2.1,5.3,39.4%,6.0,8.2,73.4%,0.7,3.4,4.1,3.7,1.5,0.3,3.8,2.2
558,Luke Babbitt,2010,Nevada,33,37.5,22.0,6.2,11.9,51.7%,1.3,3.0,42.0%,5.9,6.4,92.0%,2.1,6.8,8.9,2.1,1.0,0.8,2.4,2.6
559,Landry Fields,2010,Stanford,32,36.3,22.0,6.8,13.1,52.1%,0.9,2.7,33.7%,5.6,8.0,69.7%,2.5,6.2,8.8,2.8,1.6,0.8,2.6,2.0
560,Reggie Holmes,2010,Morgan St,35,33.2,21.9,3.5,8.4,41.5%,2.8,7.7,36.3%,6.5,7.9,81.7%,1.5,2.7,4.1,0.8,1.5,0.2,2.0,2.3
561,David Kool,2010,Western Mich,32,35.7,21.8,4.8,9.8,49.5%,1.9,5.4,34.9%,6.5,7.3,89.7%,1.1,3.1,4.2,2.7,1.8,0.0,2.3,1.7
562,Luke Harangody,2010,Notre Dame,30,33.0,21.8,7.3,14.2,51.4%,0.8,2.7,30.9%,4.7,5.9,78.7%,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3
563,Michael Deloach,2010,Norfolk St,30,35.9,21.7,6.7,12.0,56.3%,1.2,3.8,31.3%,4.7,6.9,67.3%,0.9,3.5,4.4,3.3,2.6,0.1,4.1,3.1
564,Jimmer Fredette,2010,BYU,32,30.5,21.7,4.2,9.0,46.4%,2.3,5.1,44.8%,6.4,7.2,89.6%,0.8,2.4,3.1,4.7,1.2,0.1,2.6,1.0
565,Dominique Jones,2010,South Florida,33,37.1,21.4,5.2,9.9,52.1%,1.6,5.1,31.1%,6.3,8.5,74.1%,1.1,5.0,6.1,3.6,1.7,0.6,2.9,2.8
566,Omar Samhan,2010,St Mary's,32,32.5,21.3,8.3,15.0,54.9%,0.0,0.0,0.0%,4.8,6.6,72.4%,3.6,7.6,11.1,1.0,0.5,2.9,2.2,3.1
567,Anatoly Kolesnikov,2010,Nicholls St,26,35.6,21.2,3.6,7.3,49.2%,2.8,7.4,37.8%,5.6,7.6,73.6%,1.3,4.8,6.1,1.9,1.1,0.3,3.0,2.2
568,Chris Harris,2010,Navy,30,34.9,21.1,3.2,8.5,37.3%,2.9,8.6,34.2%,5.9,6.8,87.3%,0.3,2.2,2.5,1.9,2.0,0.1,2.9,2.8
569,Cornelius Chatt,2010,SIU Edwardsville,1,33.0,21.0,3.0,5.0,60.0%,4.0,7.0,57.1%,3.0,4.0,75.0%,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0
570,Charles Jenkins,2010,Hofstra,31,36.9,20.9,5.1,11.3,45.4%,1.9,4.6,40.6%,5.0,6.3,80.0%,1.0,3.5,4.5,3.9,1.8,0.6,3.1,2.6
571,Artsiom Parakhouski,2010,Radford,29,34.9,20.9,7.6,13.2,57.7%,0.1,0.4,25.0%,5.3,9.4,57.0%,4.9,8.2,13.1,1.0,0.5,2.1,2.4,2.4
572,Denzel Bowles,2010,James Madison,25,32.8,20.8,8.1,13.7,59.4%,0.0,0.0,0.0%,4.6,6.9,66.3%,3.2,6.0,9.2,2.5,0.5,1.4,3.4,2.9
573,Donald Sims,2010,Appalachian St.,32,35.2,20.7,3.0,5.8,51.9%,3.2,7.7,41.9%,5.0,5.3,94.7%,0.3,2.9,3.1,2.3,1.0,0.0,2.7,1.2
574,Jordan Crawford,2010,Xavier,35,32.8,20.5,5.2,10.3,50.1%,2.3,5.8,39.1%,3.4,4.4,77.3%,1.0,3.8,4.7,2.9,1.3,0.2,2.4,1.6
575,Corey Wickware,2010,SIU Edwardsville,1,44.0,26.0,0.0,5.0,0.0%,4.0,7.0,57.1%,14.0,14.0,100.0%,1.0,4.0,5.0,5.0,0.0,0.0,1.0,2.0
576,Aubrey Coleman,2010,Houston,32,36.8,25.7,7.3,16.3,44.6%,1.4,4.7,30.2%,6.9,9.4,73.8%,2.5,5.1,7.6,2.5,2.7,0.2,2.1,2.0
577,Charlie Westbrook,2010,South Dakota,1,38.0,24.0,11.0,21.0,52.4%,0.0,2.0,0.0%,2.0,3.0,66.7%,4.0,4.0,8.0,0.0,2.0,2.0,1.0,3.0
578,Adrian Oliver,2010,San Jose St,30,36.4,22.9,5.8,13.0,44.9%,1.7,4.1,41.5%,6.2,6.9,88.9%,1.4,3.7,5.1,2.8,0.9,0.5,3.1,3.0
579,Adnan Hodzic,2010,Lipscomb,29,32.7,22.7,9.0,14.9,60.3%,0.0,0.0,0.0%,4.7,7.0,66.5%,3.4,5.7,9.1,0.8,0.5,0.4,2.7,2.2
580,Devan Downey,2010,South Carolina,31,34.0,22.5,5.4,12.6,43.1%,2.2,6.5,34.2%,5.0,6.0,83.4%,0.5,2.7,3.3,3.5,2.7,0.0,3.5,2.3
581,James Anderson,2010,Oklahoma St,34,33.9,22.4,4.6,8.4,55.1%,2.2,6.5,34.1%,6.5,8.0,81.6%,1.9,3.9,5.8,2.4,1.4,0.6,2.3,2.6
582,Marquez Haynes,2010,Texas Arlington,26,33.4,22.3,5.0,9.7,52.0%,2.1,5.3,39.4%,6.0,8.2,73.4%,0.7,3.4,4.1,3.7,1.5,0.3,3.8,2.2
583,Luke Babbitt,2010,Nevada,33,37.5,22.0,6.2,11.9,51.7%,1.3,3.0,42.0%,5.9,6.4,92.0%,2.1,6.8,8.9,2.1,1.0,0.8,2.4,2.6
584,Landry Fields,2010,Stanford,32,36.3,22.0,6.8,13.1,52.1%,0.9,2.7,33.7%,5.6,8.0,69.7%,2.5,6.2,8.8,2.8,1.6,0.8,2.6,2.0
585,Reggie Holmes,2010,Morgan St,35,33.2,21.9,3.5,8.4,41.5%,2.8,7.7,36.3%,6.5,7.9,81.7%,1.5,2.7,4.1,0.8,1.5,0.2,2.0,2.3
586,David Kool,2010,Western Mich,32,35.7,21.8,4.8,9.8,49.5%,1.9,5.4,34.9%,6.5,7.3,89.7%,1.1,3.1,4.2,2.7,1.8,0.0,2.3,1.7
587,Luke Harangody,2010,Notre Dame,30,33.0,21.8,7.3,14.2,51.4%,0.8,2.7,30.9%,4.7,5.9,78.7%,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3
588,Michael Deloach,2010,Norfolk St,30,35.9,21.7,6.7,12.0,56.3%,1.2,3.8,31.3%,4.7,6.9,67.3%,0.9,3.5,4.4,3.3,2.6,0.1,4.1,3.1
589,Jimmer Fredette,2010,BYU,32,30.5,21.7,4.2,9.0,46.4%,2.3,5.1,44.8%,6.4,7.2,89.6%,0.8,2.4,3.1,4.7,1.2,0.1,2.6,1.0
590,Dominique Jones,2010,South Florida,33,37.1,21.4,5.2,9.9,52.1%,1.6,5.1,31.1%,6.3,8.5,74.1%,1.1,5.0,6.1,3.6,1.7,0.6,2.9,2.8
591,Omar Samhan,2010,St Mary's,32,32.5,21.3,8.3,15.0,54.9%,0.0,0.0,0.0%,4.8,6.6,72.4%,3.6,7.6,11.1,1.0,0.5,2.9,2.2,3.1
592,Anatoly Kolesnikov,2010,Nicholls St,26,35.6,21.2,3.6,7.3,49.2%,2.8,7.4,37.8%,5.6,7.6,73.6%,1.3,4.8,6.1,1.9,1.1,0.3,3.0,2.2
593,Chris Harris,2010,Navy,30,34.9,21.1,3.2,8.5,37.3%,2.9,8.6,34.2%,5.9,6.8,87.3%,0.3,2.2,2.5,1.9,2.0,0.1,2.9,2.8
594,Cornelius Chatt,2010,SIU Edwardsville,1,33.0,21.0,3.0,5.0,60.0%,4.0,7.0,57.1%,3.0,4.0,75.0%,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0
595,Charles Jenkins,2010,Hofstra,31,36.9,20.9,5.1,11.3,45.4%,1.9,4.6,40.6%,5.0,6.3,80.0%,1.0,3.5,4.5,3.9,1.8,0.6,3.1,2.6
596,Artsiom Parakhouski,2010,Radford,29,34.9,20.9,7.6,13.2,57.7%,0.1,0.4,25.0%,5.3,9.4,57.0%,4.9,8.2,13.1,1.0,0.5,2.1,2.4,2.4
597,Denzel Bowles,2010,James Madison,25,32.8,20.8,8.1,13.7,59.4%,0.0,0.0,0.0%,4.6,6.9,66.3%,3.2,6.0,9.2,2.5,0.5,1.4,3.4,2.9
598,Donald Sims,2010,Appalachian St.,32,35.2,20.7,3.0,5.8,51.9%,3.2,7.7,41.9%,5.0,5.3,94.7%,0.3,2.9,3.1,2.3,1.0,0.0,2.7,1.2
599,Jordan Crawford,2010,Xavier,35,32.8,20.5,5.2,10.3,50.1%,2.3,5.8,39.1%,3.4,4.4,77.3%,1.0,3.8,4.7,2.9,1.3,0.2,2.4,1.6
600,Corey Wickware,2010,SIU Edwardsville,1,44.0,26.0,0.0,5.0,0.0%,4.0,7.0,57.1%,14.0,14.0,100.0%,1.0,4.0,5.0,5.0,0.0,0.0,1.0,2.0
601,Aubrey Coleman,2010,Houston,32,36.8,25.7,7.3,16.3,44.6%,1.4,4.7,30.2%,6.9,9.4,73.8%,2.5,5.1,7.6,2.5,2.7,0.2,2.1,2.0
602,Charlie Westbrook,2010,South Dakota,1,38.0,24.0,11.0,21.0,52.4%,0.0,2.0,0.0%,2.0,3.0,66.7%,4.0,4.0,8.0,0.0,2.0,2.0,1.0,3.0
603,Adrian Oliver,2010,San Jose St,30,36.4,22.9,5.8,13.0,44.9%,1.7,4.1,41.5%,6.2,6.9,88.9%,1.4,3.7,5.1,2.8,0.9,0.5,3.1,3.0
604,Adnan Hodzic,2010,Lipscomb,29,32.7,22.7,9.0,14.9,60.3%,0.0,0.0,0.0%,4.7,7.0,66.5%,3.4,5.7,9.1,0.8,0.5,0.4,2.7,2.2
605,Devan Downey,2010,South Carolina,31,34.0,22.5,5.4,12.6,43.1%,2.2,6.5,34.2%,5.0,6.0,83.4%,0.5,2.7,3.3,3.5,2.7,0.0,3.5,2.3
606,James Anderson,2010,Oklahoma St,34,33.9,22.4,4.6,8.4,55.1%,2.2,6.5,34.1%,6.5,8.0,81.6%,1.9,3.9,5.8,2.4,1.4,0.6,2.3,2.6
607,Marquez Haynes,2010,Texas Arlington,26,33.4,22.3,5.0,9.7,52.0%,2.1,5.3,39.4%,6.0,8.2,73.4%,0.7,3.4,4.1,3.7,1.5,0.3,3.8,2.2
608,Luke Babbitt,2010,Nevada,33,37.5,22.0,6.2,11.9,51.7%,1.3,3.0,42.0%,5.9,6.4,92.0%,2.1,6.8,8.9,2.1,1.0,0.8,2.4,2.6
609,Landry Fields,2010,Stanford,32,36.3,22.0,6.8,13.1,52.1%,0.9,2.7,33.7%,5.6,8.0,69.7%,2.5,6.2,8.8,2.8,1.6,0.8,2.6,2.0
610,Reggie Holmes,2010,Morgan St,35,33.2,21.9,3.5,8.4,41.5%,2.8,7.7,36.3%,6.5,7.9,81.7%,1.5,2.7,4.1,0.8,1.5,0.2,2.0,2.3
611,David Kool,2010,Western Mich,32,35.7,21.8,4.8,9.8,49.5%,1.9,5.4,34.9%,6.5,7.3,89.7%,1.1,3.1,4.2,2.7,1.8,0.0,2.3,1.7
612,Luke Harangody,2010,Notre Dame,30,33.0,21.8,7.3,14.2,51.4%,0.8,2.7,30.9%,4.7,5.9,78.7%,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3
613,Michael Deloach,2010,Norfolk St,30,35.9,21.7,6.7,12.0,56.3%,1.2,3.8,31.3%,4.7,6.9,67.3%,0.9,3.5,4.4,3.3,2.6,0.1,4.1,3.1
614,Jimmer Fredette,2010,BYU,32,30.5,21.7,4.2,9.0,46.4%,2.3,5.1,44.8%,6.4,7.2,89.6%,0.8,2.4,3.1,4.7,1.2,0.1,2.6,1.0
615,Dominique Jones,2010,South Florida,33,37.1,21.4,5.2,9.9,52.1%,1.6,5.1,31.1%,6.3,8.5,74.1%,1.1,5.0,6.1,3.6,1.7,0.6,2.9,2.8
616,Omar Samhan,2010,St Mary's,32,32.5,21.3,8.3,15.0,54.9%,0.0,0.0,0.0%,4.8,6.6,72.4%,3.6,7.6,11.1,1.0,0.5,2.9,2.2,3.1
617,Anatoly Kolesnikov,2010,Nicholls St,26,35.6,21.2,3.6,7.3,49.2%,2.8,7.4,37.8%,5.6,7.6,73.6%,1.3,4.8,6.1,1.9,1.1,0.3,3.0,2.2
618,Chris Harris,2010,Navy,30,34.9,21.1,3.2,8.5,37.3%,2.9,8.6,34.2%,5.9,6.8,87.3%,0.3,2.2,2.5,1.9,2.0,0.1,2.9,2.8
619,Cornelius Chatt,2010,SIU Edwardsville,1,33.0,21.0,3.0,5.0,60.0%,4.0,7.0,57.1%,3.0,4.0,75.0%,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0
620,Charles Jenkins,2010,Hofstra,31,36.9,20.9,5.1,11.3,45.4%,1.9,4.6,40.6%,5.0,6.3,80.0%,1.0,3.5,4.5,3.9,1.8,0.6,3.1,2.6
621,Artsiom Parakhouski,2010,Radford,29,34.9,20.9,7.6,13.2,57.7%,0.1,0.4,25.0%,5.3,9.4,57.0%,4.9,8.2,13.1,1.0,0.5,2.1,2.4,2.4
622,Denzel Bowles,2010,James Madison,25,32.8,20.8,8.1,13.7,59.4%,0.0,0.0,0.0%,4.6,6.9,66.3%,3.2,6.0,9.2,2.5,0.5,1.4,3.4,2.9
623,Donald Sims,2010,Appalachian St.,32,35.2,20.7,3.0,5.8,51.9%,3.2,7.7,41.9%,5.0,5.3,94.7%,0.3,2.9,3.1,2.3,1.0,0.0,2.7,1.2
624,Jordan Crawford,2010,Xavier,35,32.8,20.5,5.2,10.3,50.1%,2.3,5.8,39.1%,3.4,4.4,77.3%,1.0,3.8,4.7,2.9,1.3,0.2,2.4,1.6
625,Corey Wickware,2010,SIU Edwardsville,1,44.0,26.0,0.0,5.0,0.0%,4.0,7.0,57.1%,14.0,14.0,100.0%,1.0,4.0,5.0,5.0,0.0,0.0,1.0,2.0
626,Aubrey Coleman,2010,Houston,32,36.8,25.7,7.3,16.3,44.6%,1.4,4.7,30.2%,6.9,9.4,73.8%,2.5,5.1,7.6,2.5,2.7,0.2,2.1,2.0
627,Charlie Westbrook,2010,South Dakota,1,38.0,24.0,11.0,21.0,52.4%,0.0,2.0,0.0%,2.0,3.0,66.7%,4.0,4.0,8.0,0.0,2.0,2.0,1.0,3.0
628,Adrian Oliver,2010,San Jose St,30,36.4,22.9,5.8,13.0,44.9%,1.7,4.1,41.5%,6.2,6.9,88.9%,1.4,3.7,5.1,2.8,0.9,0.5,3.1,3.0
629,Adnan Hodzic,2010,Lipscomb,29,32.7,22.7,9.0,14.9,60.3%,0.0,0.0,0.0%,4.7,7.0,66.5%,3.4,5.7,9.1,0.8,0.5,0.4,2.7,2.2
630,Devan Downey,2010,South Carolina,31,34.0,22.5,5.4,12.6,43.1%,2.2,6.5,34.2%,5.0,6.0,83.4%,0.5,2.7,3.3,3.5,2.7,0.0,3.5,2.3
631,James Anderson,2010,Oklahoma St,34,33.9,22.4,4.6,8.4,55.1%,2.2,6.5,34.1%,6.5,8.0,81.6%,1.9,3.9,5.8,2.4,1.4,0.6,2.3,2.6
632,Marquez Haynes,2010,Texas Arlington,26,33.4,22.3,5.0,9.7,52.0%,2.1,5.3,39.4%,6.0,8.2,73.4%,0.7,3.4,4.1,3.7,1.5,0.3,3.8,2.2
633,Luke Babbitt,2010,Nevada,33,37.5,22.0,6.2,11.9,51.7%,1.3,3.0,42.0%,5.9,6.4,92.0%,2.1,6.8,8.9,2.1,1.0,0.8,2.4,2.6
634,Landry Fields,2010,Stanford,32,36.3,22.0,6.8,13.1,52.1%,0.9,2.7,33.7%,5.6,8.0,69.7%,2.5,6.2,8.8,2.8,1.6,0.8,2.6,2.0
635,Reggie Holmes,2010,Morgan St,35,33.2,21.9,3.5,8.4,41.5%,2.8,7.7,36.3%,6.5,7.9,81.7%,1.5,2.7,4.1,0.8,1.5,0.2,2.0,2.3
636,David Kool,2010,Western Mich,32,35.7,21.8,4.8,9.8,49.5%,1.9,5.4,34.9%,6.5,7.3,89.7%,1.1,3.1,4.2,2.7,1.8,0.0,2.3,1.7
637,Luke Harangody,2010,Notre Dame,30,33.0,21.8,7.3,14.2,51.4%,0.8,2.7,30.9%,4.7,5.9,78.7%,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3
638,Michael Deloach,2010,Norfolk St,30,35.9,21.7,6.7,12.0,56.3%,1.2,3.8,31.3%,4.7,6.9,67.3%,0.9,3.5,4.4,3.3,2.6,0.1,4.1,3.1
639,Jimmer Fredette,2010,BYU,32,30.5,21.7,4.2,9.0,46.4%,2.3,5.1,44.8%,6.4,7.2,89.6%,0.8,2.4,3.1,4.7,1.2,0.1,2.6,1.0
640,Dominique Jones,2010,South Florida,33,37.1,21.4,5.2,9.9,52.1%,1.6,5.1,31.1%,6.3,8.5,74.1%,1.1,5.0,6.1,3.6,1.7,0.6,2.9,2.8
641,Omar Samhan,2010,St Mary's,32,32.5,21.3,8.3,15.0,54.9%,0.0,0.0,0.0%,4.8,6.6,72.4%,3.6,7.6,11.1,1.0,0.5,2.9,2.2,3.1
642,Anatoly Kolesnikov,2010,Nicholls St,26,35.6,21.2,3.6,7.3,49.2%,2.8,7.4,37.8%,5.6,7.6,73.6%,1.3,4.8,6.1,1.9,1.1,0.3,3.0,2.2
643,Chris Harris,2010,Navy,30,34.9,21.1,3.2,8.5,37.3%,2.9,8.6,34.2%,5.9,6.8,87.3%,0.3,2.2,2.5,1.9,2.0,0.1,2.9,2.8
644,Cornelius Chatt,2010,SIU Edwardsville,1,33.0,21.0,3.0,5.0,60.0%,4.0,7.0,57.1%,3.0,4.0,75.0%,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0
645,Charles Jenkins,2010,Hofstra,31,36.9,20.9,5.1,11.3,45.4%,1.9,4.6,40.6%,5.0,6.3,80.0%,1.0,3.5,4.5,3.9,1.8,0.6,3.1,2.6
646,Artsiom Parakhouski,2010,Radford,29,34.9,20.9,7.6,13.2,57.7%,0.1,0.4,25.0%,5.3,9.4,57.0%,4.9,8.2,13.1,1.0,0.5,2.1,2.4,2.4
647,Denzel Bowles,2010,James Madison,25,32.8,20.8,8.1,13.7,59.4%,0.0,0.0,0.0%,4.6,6.9,66.3%,3.2,6.0,9.2,2.5,0.5,1.4,3.4,2.9
648,Donald Sims,2010,Appalachian St.,32,35.2,20.7,3.0,5.8,51.9%,3.2,7.7,41.9%,5.0,5.3,94.7%,0.3,2.9,3.1,2.3,1.0,0.0,2.7,1.2
649,Jordan Crawford,2010,Xavier,35,32.8,20.5,5.2,10.3,50.1%,2.3,5.8,39.1%,3.4,4.4,77.3%,1.0,3.8,4.7,2.9,1.3,0.2,2.4,1.6
650,Corey Wickware,2010,SIU Edwardsville,1,44.0,26.0,0.0,5.0,0.0%,4.0,7.0,57.1%,14.0,14.0,100.0%,1.0,4.0,5.0,5.0,0.0,0.0,1.0,2.0
651,Aubrey Coleman,2010,Houston,32,36.8,25.7,7.3,16.3,44.6%,1.4,4.7,30.2%,6.9,9.4,73.8%,2.5,5.1,7.6,2.5,2.7,0.2,2.1,2.0
652,Charlie Westbrook,2010,South Dakota,1,38.0,24.0,11.0,21.0,52.4%,0.0,2.0,0.0%,2.0,3.0,66.7%,4.0,4.0,8.0,0.0,2.0,2.0,1.0,3.0
653,Adrian Oliver,2010,San Jose St,30,36.4,22.9,5.8,13.0,44.9%,1.7,4.1,41.5%,6.2,6.9,88.9%,1.4,3.7,5.1,2.8,0.9,0.5,3.1,3.0
654,Adnan Hodzic,2010,Lipscomb,29,32.7,22.7,9.0,14.9,60.3%,0.0,0.0,0.0%,4.7,7.0,66.5%,3.4,5.7,9.1,0.8,0.5,0.4,2.7,2.2
655,Devan Downey,2010,South Carolina,31,34.0,22.5,5.4,12.6,43.1%,2.2,6.5,34.2%,5.0,6.0,83.4%,0.5,2.7,3.3,3.5,2.7,0.0,3.5,2.3
656,James Anderson,2010,Oklahoma St,34,33.9,22.4,4.6,8.4,55.1%,2.2,6.5,34.1%,6.5,8.0,81.6%,1.9,3.9,5.8,2.4,1.4,0.6,2.3,2.6
657,Marquez Haynes,2010,Texas Arlington,26,33.4,22.3,5.0,9.7,52.0%,2.1,5.3,39.4%,6.0,8.2,73.4%,0.7,3.4,4.1,3.7,1.5,0.3,3.8,2.2
658,Luke Babbitt,2010,Nevada,33,37.5,22.0,6.2,11.9,51.7%,1.3,3.0,42.0%,5.9,6.4,92.0%,2.1,6.8,8.9,2.1,1.0,0.8,2.4,2.6
659,Landry Fields,2010,Stanford,32,36.3,22.0,6.8,13.1,52.1%,0.9,2.7,33.7%,5.6,8.0,69.7%,2.5,6.2,8.8,2.8,1.6,0.8,2.6,2.0
660,Reggie Holmes,2010,Morgan St,35,33.2,21.9,3.5,8.4,41.5%,2.8,7.7,36.3%,6.5,7.9,81.7%,1.5,2.7,4.1,0.8,1.5,0.2,2.0,2.3
661,David Kool,2010,Western Mich,32,35.7,21.8,4.8,9.8,49.5%,1.9,5.4,34.9%,6.5,7.3,89.7%,1.1,3.1,4.2,2.7,1.8,0.0,2.3,1.7
662,Luke Harangody,2010,Notre Dame,30,33.0,21.8,7.3,14.2,51.4%,0.8,2.7,30.9%,4.7,5.9,78.7%,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3
663,Michael Deloach,2010,Norfolk St,30,35.9,21.7,6.7,12.0,56.3%,1.2,3.8,31.3%,4.7,6.9,67.3%,0.9,3.5,4.4,3.3,2.6,0.1,4.1,3.1
664,Jimmer Fredette,2010,BYU,32,30.5,21.7,4.2,9.0,46.4%,2.3,5.1,44.8%,6.4,7.2,89.6%,0.8,2.4,3.1,4.7,1.2,0.1,2.6,1.0
665,Dominique Jones,2010,South Florida,33,37.1,21.4,5.2,9.9,52.1%,1.6,5.1,31.1%,6.3,8.5,74.1%,1.1,5.0,6.1,3.6,1.7,0.6,2.9,2.8
666,Omar Samhan,2010,St Mary's,32,32.5,21.3,8.3,15.0,54.9%,0.0,0.0,0.0%,4.8,6.6,72.4%,3.6,7.6,11.1,1.0,0.5,2.9,2.2,3.1
667,Anatoly Kolesnikov,2010,Nicholls St,26,35.6,21.2,3.6,7.3,49.2%,2.8,7.4,37.8%,5.6,7.6,73.6%,1.3,4.8,6.1,1.9,1.1,0.3,3.0,2.2
668,Chris Harris,2010,Navy,30,34.9,21.1,3.2,8.5,37.3%,2.9,8.6,34.2%,5.9,6.8,87.3%,0.3,2.2,2.5,1.9,2.0,0.1,2.9,2.8
669,Cornelius Chatt,2010,SIU Edwardsville,1,33.0,21.0,3.0,5.0,60.0%,4.0,7.0,57.1%,3.0,4.0,75.0%,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0
670,Charles Jenkins,2010,Hofstra,31,36.9,20.9,5.1,11.3,45.4%,1.9,4.6,40.6%,5.0,6.3,80.0%,1.0,3.5,4.5,3.9,1.8,0.6,3.1,2.6
671,Artsiom Parakhouski,2010,Radford,29,34.9,20.9,7.6,13.2,57.7%,0.1,0.4,25.0%,5.3,9.4,57.0%,4.9,8.2,13.1,1.0,0.5,2.1,2.4,2.4
672,Denzel Bowles,2010,James Madison,25,32.8,20.8,8.1,13.7,59.4%,0.0,0.0,0.0%,4.6,6.9,66.3%,3.2,6.0,9.2,2.5,0.5,1.4,3.4,2.9
673,Donald Sims,2010,Appalachian St.,32,35.2,20.7,3.0,5.8,51.9%,3.2,7.7,41.9%,5.0,5.3,94.7%,0.3,2.9,3.1,2.3,1.0,0.0,2.7,1.2
674,Jordan Crawford,2010,Xavier,35,32.8,20.5,5.2,10.3,50.1%,2.3,5.8,39.1%,3.4,4.4,77.3%,1.0,3.8,4.7,2.9,1.3,0.2,2.4,1.6
675,Corey Wickware,2010,SIU Edwardsville,1,44.0,26.0,0.0,5.0,0.0%,4.0,7.0,57.1%,14.0,14.0,100.0%,1.0,4.0,5.0,5.0,0.0,0.0,1.0,2.0
676,Aubrey Coleman,2010,Houston,32,36.8,25.7,7.3,16.3,44.6%,1.4,4.7,30.2%,6.9,9.4,73.8%,2.5,5.1,7.6,2.5,2.7,0.2,2.1,2.0
677,Charlie Westbrook,2010,South Dakota,1,38.0,24.0,11.0,21.0,52.4%,0.0,2.0,0.0%,2.0,3.0,66.7%,4.0,4.0,8.0,0.0,2.0,2.0,1.0,3.0
678,Adrian Oliver,2010,San Jose St,30,36.4,22.9,5.8,13.0,44.9%,1.7,4.1,41.5%,6.2,6.9,88.9%,1.4,3.7,5.1,2.8,0.9,0.5,3.1,3.0
