,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
43,David Schroeder,2007,Idaho St,30,36.4,16.8,12.9,1.00,0.58,0.54,0.29,0.48,1.47,0.11,0.75,-2.91,1.5,0.1,2.1
44,Sharaud Curry,2007,Providence,27,36.3,15.3,12.4,0.87,0.55,0.50,0.27,0.42,4.44,0.36,1.24,-1.62,1.3,0.0,2.5
45,Jamar Wilson,2007,Albany,33,36.3,18.8,13.9,0.91,0.56,0.50,0.45,0.25,4.82,0.35,1.34,-1.14,1.2,0.4,2.1
46,Joe Zeglinski,2007,Hartford,31,36.3,12.7,12.2,0.88,0.48,0.45,0.20,0.63,1.23,0.10,1.15,-0.74,1.5,0.1,2.5
47,Charles Richardson,2007,Nebraska,31,36.3,7.8,6.2,0.79,0.53,0.45,0.42,0.45,5.77,0.93,2.52,4.53,1.8,0.1,2.2
48,Chris Timberlake,2007,UNF,29,36.3,11.0,9.7,0.83,0.51,0.48,0.25,0.45,4.10,0.43,1.70,0.92,1.2,0.1,1.7
49,Dwuan Rice,2007,CSUB,7,36.3,15.3,14.9,0.76,0.47,0.43,0.20,0.43,4.71,0.32,1.27,-1.53,1.3,0.0,1.7
50,Brian Laing,2007,Seton Hall,29,36.3,16.5,13.9,0.93,0.53,0.49,0.28,0.16,2.07,0.15,1.02,-1.77,1.7,0.5,2.6
51,Derek Raivio,2007,Gonzaga,34,36.3,18.0,12.3,1.10,0.63,0.55,0.37,0.50,2.62,0.21,1.46,-0.13,1.5,0.0,1.6
52,Javier Mojica,2007,CCSU,34,36.3,16.8,13.4,0.95,0.56,0.53,0.27,0.38,3.18,0.24,1.24,-1.26,1.5,0.2,2.4
53,DaShaun Wood,2007,Wright St,33,36.2,19.6,15.5,0.96,0.55,0.49,0.32,0.31,3.97,0.26,1.56,0.30,1.9,0.2,1.8
54,Steve Barnes,2007,Southern Utah,30,36.2,12.9,9.9,0.86,0.58,0.53,0.27,0.45,5.73,0.58,1.54,0.26,1.0,0.3,1.7
55,Frank Turner,2007,Canisius,31,36.1,11.9,9.0,0.78,0.53,0.49,0.53,0.15,5.39,0.60,1.42,-0.58,1.6,0.2,2.2
56,Jahsha Bluntt,2007,Delaware St,34,36.1,15.5,11.8,0.99,0.57,0.52,0.34,0.57,1.56,0.13,0.79,-3.14,1.2,0.2,2.3
57,Ed Tyson,2007,UMES,31,36.1,16.4,14.8,0.82,0.48,0.44,0.33,0.39,1.68,0.11,0.60,-4.69,1.0,0.0,2.5
58,Jamelle Cornley,2007,Penn St,30,36.1,13.5,11.0,0.88,0.53,0.51,0.37,0.02,1.73,0.16,0.75,-3.35,1.0,0.0,2.1
59,David Lawrence,2007,Col Of Charleston,33,36.0,12.1,10.3,0.89,0.53,0.50,0.27,0.54,2.15,0.21,1.13,-1.31,1.0,0.9,1.9
60,Adam Gore,2007,Cornell,1,36.0,20.0,13.0,1.29,0.74,0.73,0.08,0.77,4.00,0.31,2.00,1.95,1.0,0.0,4.0
61,Whitney Davis,2007,Ohio,32,36.0,12.2,9.3,0.90,0.55,0.50,0.45,0.31,2.25,0.24,1.01,-1.99,1.3,0.1,1.3
62,Raul Orta,2007,St. Peter's,30,36.0,13.3,11.8,0.91,0.52,0.49,0.19,0.58,2.03,0.17,1.17,-1.08,0.9,0.4,2.9
63,Marcus Becker,2007,Brown,29,36.0,5.7,4.4,0.78,0.55,0.50,0.39,0.33,3.10,0.71,1.53,0.10,2.1,0.1,2.3
64,Drew Housman,2007,Harvard,28,36.0,13.3,10.3,0.81,0.54,0.47,0.45,0.29,3.43,0.33,0.91,-4.03,1.6,0.0,2.1
65,Dontaye Draper,2007,Col Of Charleston,33,35.9,16.2,12.3,0.90,0.56,0.52,0.38,0.58,5.33,0.43,1.59,0.53,1.7,0.3,2.2
66,Martin Samarco,2007,Bowling Green,31,35.9,19.5,16.3,0.91,0.52,0.47,0.32,0.48,2.26,0.14,0.95,-2.45,0.9,0.2,2.4
67,Carlton Spencer,2007,San Jose St,20,35.9,14.3,13.2,0.80,0.48,0.45,0.27,0.32,3.45,0.26,1.23,-1.38,2.0,0.2,2.9
68,Will Ginn,2007,Jacksonville St,30,35.9,9.3,8.2,0.83,0.53,0.50,0.16,0.73,4.07,0.50,1.72,0.97,0.9,0.1,1.4
69,Jaycee Carroll,2007,Utah St,35,35.9,21.3,13.9,1.13,0.67,0.61,0.35,0.40,1.77,0.13,0.70,-3.81,0.9,0.2,2.2
70,Kevin Durant,2007,Texas,35,35.9,25.8,18.5,1.03,0.59,0.54,0.40,0.31,1.31,0.07,0.46,-5.24,1.9,1.9,2.0
71,Maurice Sumter,2007,Longwood,31,35.8,16.7,13.7,0.92,0.54,0.51,0.27,0.20,2.58,0.19,1.04,-2.04,2.2,1.5,2.1
72,Tommie Liddell,2007,St. Louis,33,35.8,15.4,11.7,0.93,0.58,0.54,0.31,0.28,2.64,0.23,0.88,-3.59,0.8,0.6,1.9
73,Stefan Blaszczynski,2007,Nicholls St,24,35.8,19.2,13.6,0.96,0.58,0.52,0.47,0.36,3.21,0.24,1.04,-2.50,1.3,0.3,3.1
74,Oliver Lafayette,2007,Houston,33,35.8,14.3,12.8,0.86,0.49,0.44,0.31,0.55,3.09,0.24,1.55,0.17,2.4,0.2,3.1
75,Drew Neitzel,2007,Michigan St,35,35.7,18.1,13.3,1.03,0.60,0.55,0.30,0.59,4.31,0.32,1.84,1.59,0.8,0.3,1.2
76,Melvin Buckley,2007,South Florida,30,35.7,14.8,13.0,0.88,0.52,0.49,0.21,0.58,1.03,0.08,0.42,-4.86,0.7,0.3,2.2
77,Quin Humphrey,2007,Youngstown St,31,35.6,18.8,14.1,0.95,0.57,0.51,0.42,0.39,2.97,0.21,1.08,-2.18,1.4,0.3,1.5
78,Leonard Mendez,2007,Georgia St,30,35.6,13.8,10.2,1.03,0.61,0.58,0.24,0.40,2.13,0.21,1.07,-1.66,1.3,0.5,1.6
79,A.J. Graves,2007,Butler,35,35.6,16.9,13.3,0.99,0.56,0.48,0.33,0.60,2.43,0.18,1.44,-0.22,1.5,0.1,1.6
80,Martin Zeno,2007,Texas Tech,34,35.6,16.6,11.1,0.97,0.59,0.51,0.60,0.09,3.21,0.29,1.20,-1.55,1.3,0.3,1.8
81,Chris Pugh,2007,UMBC,31,35.6,8.9,7.7,0.88,0.52,0.47,0.26,0.55,2.03,0.26,1.43,-0.20,1.2,0.2,1.8
82,Brian Roberts,2007,Dayton,31,35.6,18.5,12.5,1.08,0.64,0.57,0.38,0.46,2.68,0.22,1.15,-1.56,0.7,0.2,1.9
83,D.J. Augustin,2007,Texas,35,35.6,14.4,9.8,0.92,0.60,0.51,0.52,0.30,6.66,0.68,2.03,3.12,1.5,0.1,2.3
84,Keith Simmons,2007,Holy Cross,34,35.6,16.9,11.2,1.07,0.62,0.56,0.49,0.38,1.85,0.16,1.02,-1.79,2.3,0.7,2.3
85,Ken Tutt,2007,Oral Roberts,34,35.6,16.2,13.1,0.91,0.54,0.51,0.30,0.49,2.47,0.19,0.89,-3.11,1.1,0.1,1.7
86,David Dees,2007,La Lafayette,29,35.6,17.4,14.0,0.89,0.51,0.44,0.47,0.26,2.97,0.21,1.28,-0.93,1.0,0.3,2.0
87,Brandon Worthy,2007,LMU,13,35.5,18.5,13.5,0.94,0.57,0.51,0.45,0.28,3.69,0.27,1.17,-1.88,1.8,0.2,2.8
88,Pierre Curtis,2007,James Madison,30,35.5,11.4,8.1,0.79,0.54,0.45,0.68,0.19,3.73,0.46,1.06,-2.90,1.2,0.0,2.6
89,Andre' Ratliff,2007,Grambling,24,35.5,16.4,14.5,0.82,0.50,0.47,0.28,0.59,3.92,0.27,1.15,-2.18,0.9,0.1,1.7
90,A.J. Abrams,2007,Texas,35,35.5,15.5,12.6,1.03,0.57,0.53,0.18,0.64,1.49,0.12,1.08,-1.03,1.3,0.1,1.8
91,Roy Bright,2007,Delaware St,33,35.5,15.5,12.9,0.96,0.54,0.51,0.24,0.41,1.00,0.08,0.59,-3.54,0.8,0.5,1.8
92,Eugene Harvey,2007,Seton Hall,29,35.4,16.5,12.3,0.91,0.56,0.48,0.45,0.11,4.24,0.34,1.35,-0.86,1.7,0.0,2.5
93,Mike Trimboli,2007,Vermont,33,35.4,15.8,12.9,0.86,0.53,0.47,0.32,0.43,5.03,0.39,1.48,-0.11,1.9,0.3,1.9
94,A.J. Jackson,2007,Robert Morris,28,35.4,16.9,13.3,0.99,0.57,0.52,0.27,0.32,1.18,0.09,0.60,-3.28,0.7,1.0,2.6
95,Ryan Wittman,2007,Cornell,28,35.4,15.6,11.8,1.08,0.61,0.58,0.19,0.66,1.29,0.11,0.86,-1.91,1.0,0.3,1.3
96,Matt Janning,2007,Northeastern,32,35.4,11.6,9.8,0.86,0.53,0.50,0.24,0.50,2.81,0.29,1.17,-1.60,0.9,0.2,1.8
97,Jermaine Anderson,2007,New Hampshire,27,35.3,14.5,10.4,0.94,0.60,0.54,0.37,0.42,3.52,0.34,1.14,-2.32,1.0,0.6,2.4
98,Shaun Reynolds,2007,New Orleans,31,35.3,10.8,7.7,0.82,0.54,0.45,0.69,0.25,3.45,0.45,1.22,-1.53,0.8,0.0,2.5
99,Tim Pollitz,2007,Miami OH,33,35.3,16.1,12.4,0.97,0.59,0.58,0.23,0.01,1.70,0.14,0.61,-5.26,1.0,0.6,2.2
100,Wen Mukubu,2007,UAB,31,35.3,14.3,11.3,0.86,0.54,0.50,0.39,0.41,2.45,0.22,0.82,-3.98,1.4,0.4,2.5
101,Josh McRoberts,2007,Duke,33,35.3,13.0,9.9,0.90,0.55,0.51,0.45,0.07,3.45,0.35,1.43,-0.34,1.2,2.5,2.5
102,John Ford,2007,McNeese St,31,35.2,11.7,9.9,0.81,0.51,0.44,0.36,0.50,3.32,0.33,1.21,-1.49,1.9,0.3,2.3
103,Geoff McDermott,2007,Providence,31,35.2,9.5,7.3,0.75,0.54,0.52,0.48,0.22,5.13,0.70,1.43,-0.43,1.9,0.6,3.1
104,Antonio McMillion,2007,UMES,31,35.2,12.8,11.3,0.75,0.47,0.42,0.50,0.04,1.45,0.13,0.48,-5.99,0.7,0.4,2.4
105,Robert Hines,2007,St. Francis (NY),31,35.2,16.5,14.8,0.77,0.48,0.41,0.38,0.23,2.42,0.16,0.63,-6.32,1.0,0.6,2.6
106,Justin Ingram,2007,Toledo,32,35.2,14.5,13.1,0.85,0.50,0.45,0.27,0.56,2.84,0.22,1.26,-1.03,2.1,0.3,2.2
107,Gerald Brown,2007,Loyola MD,29,35.1,22.2,16.0,0.92,0.57,0.50,0.50,0.36,2.69,0.17,0.66,-6.70,1.9,0.4,3.4
108,Alex Harris,2007,UCSB,29,35.1,21.1,13.8,1.06,0.62,0.56,0.50,0.39,2.10,0.15,0.79,-3.58,0.9,0.1,1.9
109,Tony Murphy,2007,Norfolk St,30,35.1,16.5,13.9,0.89,0.54,0.50,0.23,0.50,1.43,0.10,0.50,-5.38,1.0,0.1,1.1
110,Tim Doyle,2007,Northwestern,31,35.1,11.5,8.6,0.85,0.56,0.51,0.45,0.13,5.06,0.59,1.69,1.28,1.7,0.3,2.4
111,Matt Lojeski,2007,Hawaii,32,35.1,16.9,11.5,1.04,0.64,0.60,0.33,0.32,4.47,0.39,1.55,0.28,1.6,0.7,2.0
112,Mike Nelson,2007,North Dakota St,28,35.0,15.7,11.7,1.05,0.62,0.60,0.20,0.35,2.86,0.24,1.36,-0.55,1.0,0.3,2.0
113,Glen Davis,2007,LSU,29,35.0,17.7,12.7,0.94,0.56,0.51,0.53,0.13,2.28,0.18,0.80,-3.78,1.1,1.0,2.3
114,Will Franklin,2007,Bradley,35,35.0,14.6,11.7,0.97,0.57,0.53,0.23,0.49,4.00,0.34,2.03,2.01,1.4,0.0,1.4
115,Golden Ingle,2007,Kennesaw St,31,35.0,11.1,11.2,0.66,0.42,0.36,0.37,0.52,5.81,0.52,1.70,1.35,1.6,0.0,1.6
116,De'Angelo Alexander,2007,Charlotte,30,35.0,17.6,14.8,0.94,0.53,0.49,0.28,0.53,1.83,0.12,0.92,-2.24,1.3,0.2,2.2
117,LeVonn Jordan,2007,Elon,28,35.0,14.5,12.0,0.85,0.51,0.44,0.44,0.19,2.14,0.18,0.85,-3.27,1.2,0.8,2.6
118,James Williams,2007,Long Island,29,34.9,16.2,13.8,0.88,0.52,0.47,0.28,0.55,1.86,0.14,0.67,-4.41,0.6,0.0,2.3
119,Michael Van Schaick,2007,Fairfield,32,34.9,15.4,10.8,1.10,0.63,0.58,0.33,0.65,1.97,0.18,1.31,-0.60,1.2,0.2,1.8
120,Caleb Green,2007,Oral Roberts,34,34.8,20.5,12.1,0.95,0.61,0.51,0.89,0.04,2.56,0.21,0.64,-6.44,1.4,0.4,2.9
121,Anthony Fisher,2007,Tennessee Tech,32,34.8,17.2,12.0,0.96,0.58,0.50,0.54,0.48,4.25,0.35,1.66,0.73,1.0,0.1,2.3
122,Mustafa Shakur,2007,Arizona,31,34.8,11.9,8.3,0.84,0.58,0.51,0.53,0.31,6.94,0.84,1.89,2.60,1.5,0.2,2.3
123,Lawrence Kinnard,2007,UAB,31,34.8,13.0,10.1,0.95,0.58,0.56,0.26,0.46,1.10,0.11,0.49,-4.51,1.3,1.0,2.5
124,Rashad Williams,2007,UNF,10,34.8,13.2,11.2,0.77,0.51,0.49,0.37,0.01,1.70,0.15,0.45,-7.91,0.7,0.4,2.6
125,Ronald Timus,2007,Morgan St,31,34.8,14.5,10.5,0.91,0.55,0.51,0.62,0.02,1.42,0.14,0.62,-3.85,0.9,0.1,1.8
126,Demetris Nichols,2007,Syracuse,35,34.8,18.9,14.4,1.03,0.59,0.55,0.26,0.48,1.54,0.11,0.70,-3.11,1.4,1.1,2.1
127,Marquis Webb,2007,Rutgers,29,34.8,10.1,8.7,0.86,0.52,0.46,0.28,0.52,1.17,0.13,0.64,-3.30,0.9,0.0,2.3
128,Will Thomas,2007,GMU,33,34.8,13.3,8.6,1.09,0.64,0.63,0.48,0.00,2.21,0.26,1.40,-0.32,0.6,0.6,1.4
129,Darris Nichols,2007,West Virginia,36,34.8,10.9,7.0,1.11,0.65,0.60,0.43,0.47,4.58,0.66,3.44,5.29,1.3,0.1,1.8
130,Brooks McKowen,2007,UNI,31,34.7,10.6,7.8,0.81,0.55,0.47,0.53,0.40,5.77,0.74,1.85,2.19,1.1,0.1,2.5
131,Damon Huffman,2007,Brown,23,34.7,14.7,8.9,1.17,0.70,0.64,0.44,0.70,1.83,0.21,1.02,-1.78,1.6,0.1,2.0
132,Eric Maynor,2007,VCU,35,34.7,13.9,10.9,0.89,0.53,0.45,0.47,0.16,6.40,0.59,3.07,6.52,1.4,0.2,2.1
133,Mike Green,2007,Butler,36,34.6,13.9,9.3,0.88,0.56,0.45,0.79,0.26,4.00,0.43,1.41,-0.56,1.3,0.0,2.6
134,Jack Leasure,2007,CCU,30,34.6,15.6,13.2,0.96,0.55,0.52,0.16,0.61,3.60,0.27,1.83,1.21,1.5,0.0,1.5
135,Adam Leonard,2007,EKU,33,34.6,12.5,10.0,0.98,0.59,0.57,0.14,0.80,2.61,0.26,1.28,-0.92,1.7,0.1,1.4
136,Kyle Anslinger,2007,Evansville,31,34.6,10.7,8.0,1.06,0.60,0.55,0.25,0.64,1.45,0.18,1.36,-0.30,0.6,0.1,1.9
137,Bobby Brown,2007,CSUF,27,34.6,20.2,14.9,0.98,0.60,0.57,0.28,0.51,5.11,0.34,1.44,-0.38,1.3,0.1,2.4
138,Giordan Watson,2007,Central Michigan,31,34.5,18.8,14.7,0.88,0.55,0.48,0.39,0.36,4.16,0.28,1.09,-3.04,1.6,0.2,2.5
139,Lawrence McKenzie,2007,Minnesota,31,34.5,14.9,12.2,0.89,0.55,0.52,0.24,0.55,2.77,0.23,0.89,-3.88,0.5,0.2,1.9
140,Bo McCalebb,2007,New Orleans,31,34.5,25.0,19.4,0.95,0.55,0.50,0.41,0.13,3.26,0.17,1.15,-1.94,2.0,0.2,2.8
141,Johnnie Bryant,2007,Utah,30,34.5,15.1,11.5,1.04,0.60,0.56,0.23,0.60,2.70,0.24,1.56,0.21,0.5,0.0,1.8
142,Ahmad Nivins,2007,St Joseph's,32,34.5,16.2,8.9,1.06,0.66,0.62,0.87,0.00,0.34,0.04,0.14,-6.99,1.0,1.0,2.9
143,Ben McCauley,2007,N.C. State,36,34.5,14.4,10.0,0.99,0.61,0.58,0.41,0.01,3.19,0.32,1.28,-1.06,1.0,0.6,2.7
144,Germaine Sparkes,2007,UNF,29,34.5,7.6,8.0,0.62,0.40,0.36,0.40,0.30,2.21,0.27,0.84,-3.44,1.1,0.2,2.6
145,Adam Haluska,2007,Iowa,31,34.5,20.5,15.0,1.04,0.58,0.50,0.41,0.53,2.58,0.17,1.51,0.03,1.4,0.3,1.7
146,Andre Ingram,2007,American,30,34.5,15.2,11.9,1.03,0.57,0.53,0.27,0.52,1.77,0.15,1.36,-0.37,1.2,0.1,1.7
147,Nate Funk,2007,Creighton,33,34.5,17.7,12.8,1.03,0.60,0.54,0.35,0.36,3.00,0.23,1.39,-0.47,1.2,0.1,1.5
148,Carl Elliott,2007,GW,32,34.5,12.9,11.0,0.78,0.50,0.44,0.38,0.24,4.81,0.44,1.40,-0.67,2.6,0.2,2.3
149,Matt McCraw,2007,Air Force,33,34.5,10.9,7.4,1.09,0.65,0.60,0.31,0.64,3.09,0.42,2.13,1.99,0.9,0.0,1.7
150,Brandon Costner,2007,N.C. State,36,34.4,16.8,11.3,0.96,0.60,0.55,0.54,0.40,1.78,0.16,0.57,-5.53,0.8,0.7,2.9
151,Derrick Low,2007,Washington St,34,34.4,13.7,10.9,1.02,0.58,0.55,0.20,0.51,2.15,0.20,1.59,0.25,1.3,0.1,1.8
152,Bennet Davis,2007,Northeastern,32,34.4,15.0,12.7,0.85,0.50,0.45,0.42,0.12,2.22,0.18,0.90,-3.07,0.9,2.1,2.3
153,LaDarious Weaver,2007,Tennessee St,32,34.4,13.7,12.1,0.96,0.54,0.52,0.12,0.66,1.75,0.14,1.27,-0.63,1.2,0.1,2.2
154,Jeremy Chappell,2007,Robert Morris,28,34.4,14.4,12.2,0.96,0.55,0.52,0.18,0.42,2.68,0.22,1.56,0.20,1.6,0.6,3.0
155,Jonas Brown,2007,La Monroe,32,34.4,12.3,10.3,0.81,0.52,0.48,0.35,0.46,3.06,0.30,0.97,-3.22,1.2,0.3,1.6
156,Patrick Beverley,2007,Arkansas,35,34.4,13.9,10.0,0.99,0.59,0.53,0.39,0.54,3.14,0.31,1.57,0.27,1.7,0.4,2.2
157,Jacques Jones,2007,Texas Southern,31,34.4,14.3,11.5,0.84,0.52,0.46,0.43,0.06,1.74,0.15,0.58,-4.92,1.2,0.7,3.1
158,Garrett Temple,2007,LSU,32,34.3,8.6,7.2,0.79,0.53,0.47,0.30,0.57,4.31,0.60,1.66,0.83,1.6,1.1,2.5
159,Andrew Hayles,2007,Alabama St,30,34.3,14.5,14.1,0.80,0.47,0.44,0.22,0.53,1.33,0.09,0.56,-4.48,0.9,0.1,1.8
160,Jason Richards,2007,Davidson,34,34.3,13.5,10.3,0.87,0.56,0.49,0.41,0.40,7.32,0.71,2.35,4.66,1.5,0.1,1.7
161,Lorenzo Miles,2007,Niagara,34,34.3,12.9,10.5,0.87,0.52,0.47,0.40,0.50,3.53,0.34,1.58,0.33,1.2,0.0,2.6
162,Dionte Christmas,2007,Temple,30,34.3,20.0,13.7,1.07,0.63,0.57,0.36,0.53,2.07,0.15,0.85,-3.01,1.4,0.4,2.6
163,Donnell Covington,2007,Charleston So,30,34.3,14.2,11.7,0.90,0.56,0.53,0.19,0.41,4.97,0.42,1.62,0.70,1.8,0.2,2.4
164,Ivan Radenovic,2007,Arizona,31,34.3,15.1,9.5,1.05,0.63,0.54,0.58,0.17,2.06,0.22,0.98,-2.01,0.9,0.6,2.4
165,Keenan Jeppesen,2007,Brown,7,34.3,10.4,10.9,0.61,0.42,0.34,0.34,0.33,2.86,0.26,0.67,-7.60,1.6,0.7,2.0
166,Maureece Rice,2007,GW,32,34.3,15.8,12.9,0.98,0.55,0.53,0.23,0.36,2.06,0.16,1.18,-1.09,1.3,0.1,1.6
167,Mark Porter,2007,Wagner,30,34.3,13.8,10.5,0.81,0.54,0.49,0.47,0.44,5.20,0.50,1.27,-1.80,1.3,0.7,2.0
168,Aubin Scott,2007,Long Island,23,34.3,9.7,6.8,0.94,0.61,0.60,0.39,0.11,2.30,0.34,1.06,-1.84,0.9,0.2,2.4
