,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
23,Martez Walker,2018,Oakland,26,37.1,17.6,11.5,1.07,0.62,0.55,0.55,0.54,1.62,0.14,0.93,-1.68,0.9,0.6,1.9
24,Tanner Leissner,2018,New Hampshire,28,37.1,18.7,14.1,0.98,0.55,0.48,0.48,0.27,2.11,0.15,1.31,-0.57,0.4,0.3,2.2
25,Ryan Woolridge,2018,North Texas,27,37.1,12.6,9.9,0.80,0.53,0.51,0.46,0.16,5.33,0.54,1.48,-0.10,1.2,0.4,2.1
26,JoJo Cooper,2018,Wagner,28,37.1,14.1,11.3,0.83,0.53,0.47,0.42,0.26,6.54,0.58,1.95,2.72,1.5,0.0,2.2
27,Jonathan Stark,2018,Murray St,28,37.0,22.3,15.8,1.07,0.62,0.57,0.31,0.55,4.11,0.26,1.55,0.26,1.3,0.1,1.9
28,Sa'eed Nelson,2018,American,29,37.0,18.6,14.9,0.85,0.52,0.48,0.44,0.22,5.07,0.34,1.35,-1.06,1.8,0.2,2.7
29,Anthony Cowan,2018,Maryland,31,37.0,15.7,10.5,0.97,0.60,0.51,0.57,0.43,5.06,0.48,1.85,1.79,1.4,0.3,2.1
30,Jaylen Adams,2018,St. Bonaventure,23,37.0,20.8,13.0,1.06,0.65,0.58,0.50,0.50,5.43,0.42,1.67,0.98,1.6,0.3,2.8
31,Nick Masterson,2018,Kennesaw St,28,36.9,15.7,9.9,1.23,0.71,0.68,0.27,0.43,3.29,0.33,2.14,1.74,0.7,0.1,2.0
32,Adam Grant,2018,Bryant,27,36.9,15.6,14.6,0.84,0.49,0.46,0.21,0.48,2.52,0.17,1.01,-2.12,1.0,0.0,2.2
33,Yuta Watanabe,2018,GW,30,36.8,16.5,13.6,0.97,0.54,0.50,0.25,0.35,1.63,0.12,1.07,-1.27,0.8,1.6,1.4
34,David Cohn,2018,William & Mary,26,36.8,14.8,9.1,1.08,0.69,0.62,0.43,0.41,6.46,0.71,2.40,4.29,1.8,0.0,2.0
35,Terrell Lewis,2018,Eastern Illinois,7,36.7,9.4,8.3,0.85,0.53,0.51,0.19,0.76,4.43,0.53,2.21,2.70,1.6,0.0,2.6
36,Brian Beard,2018,FIU,27,36.7,16.6,13.4,0.83,0.51,0.45,0.52,0.36,5.70,0.43,1.79,1.67,3.1,0.0,2.5
37,Jashuan Agosto,2018,Long Island,30,36.7,12.0,10.1,0.86,0.53,0.49,0.28,0.46,4.17,0.41,1.76,1.07,0.7,0.1,2.6
38,Jon Davis,2018,Charlotte,26,36.7,17.5,14.4,0.81,0.51,0.43,0.44,0.36,5.35,0.37,1.31,-1.35,0.9,0.3,1.4
39,Cortez Edwards,2018,Southern Miss,25,36.6,14.7,13.0,0.90,0.51,0.48,0.24,0.22,2.68,0.21,1.43,-0.26,2.2,0.4,1.4
40,Stephen Thompson,2018,Oregon St,29,36.6,15.9,12.8,0.96,0.56,0.54,0.25,0.45,3.31,0.26,1.55,0.19,1.8,0.4,2.3
41,Rashawn Powell,2018,La Salle,28,36.6,16.5,14.6,0.86,0.51,0.46,0.25,0.39,4.25,0.29,1.57,0.33,0.9,0.1,1.8
42,Junior Robinson,2018,Mt. St. Marys,30,36.6,21.5,15.9,0.99,0.58,0.51,0.37,0.39,4.93,0.31,1.76,1.40,1.2,0.0,2.7
43,Logan McIntosh,2018,UMES,26,36.5,12.1,10.2,0.79,0.49,0.42,0.45,0.32,4.54,0.44,1.62,0.62,1.0,0.1,1.5
44,Brock Stull,2018,Milwaukee,27,36.5,13.0,12.0,0.84,0.49,0.46,0.23,0.52,3.41,0.28,1.56,0.24,0.7,0.1,1.6
45,Otis Livingston,2018,GMU,30,36.5,17.4,13.5,0.95,0.57,0.52,0.30,0.38,4.50,0.33,1.59,0.46,1.1,0.1,1.2
46,Justin Strings,2018,Sacramento St,28,36.5,18.0,16.5,0.85,0.48,0.45,0.31,0.20,2.36,0.14,1.06,-1.82,0.5,1.0,2.5
47,Jordan Chatman,2018,Boston College,29,36.4,12.8,9.9,1.08,0.59,0.54,0.25,0.65,1.59,0.16,2.00,0.73,0.7,0.0,1.6
48,Jordan Howard,2018,Central Ark,29,36.4,25.8,17.9,1.10,0.62,0.55,0.38,0.47,2.79,0.16,1.25,-0.96,1.0,0.0,1.2
49,Montell Goodwin,2018,Eastern Illinois,29,36.4,15.1,13.7,0.89,0.51,0.48,0.20,0.48,3.17,0.23,1.59,0.33,1.0,0.3,1.6
50,J.R. Lynch,2018,Hartford,29,36.4,13.8,11.2,0.90,0.55,0.49,0.28,0.40,3.69,0.33,1.53,0.13,1.5,0.1,2.8
51,Shake Milton,2018,SMU,22,36.4,18.0,12.5,1.04,0.61,0.55,0.41,0.47,4.36,0.35,1.92,1.88,1.4,0.6,1.7
52,Tres Tinkle,2018,Oregon St,29,36.3,18.0,12.6,0.99,0.61,0.55,0.39,0.36,3.76,0.30,1.24,-1.49,1.4,0.6,2.9
53,Justin Simon,2018,St. John's,29,36.3,12.1,9.8,0.84,0.52,0.49,0.40,0.12,4.90,0.50,1.87,1.73,2.4,0.9,2.7
54,Tyler Nelson,2018,Fairfield,30,36.3,22.0,16.8,0.99,0.57,0.50,0.34,0.54,3.30,0.20,1.30,-0.88,1.4,0.0,1.6
55,Kurk Lee,2018,Drexel,30,36.3,12.6,11.8,0.81,0.49,0.45,0.21,0.40,3.27,0.28,1.36,-0.61,1.1,0.0,2.2
56,B.J. Tyson,2018,ECU,28,36.3,15.2,13.0,0.92,0.52,0.47,0.26,0.38,2.79,0.21,1.53,0.10,0.8,0.3,2.1
57,Jahad Thomas,2018,UMass Lowell,26,36.3,21.2,15.3,0.96,0.58,0.54,0.45,0.11,3.96,0.26,1.13,-2.30,1.8,0.3,2.6
58,Jacob Gilyard,2018,Richmond,29,36.2,10.9,8.9,0.95,0.56,0.53,0.22,0.51,4.10,0.46,2.43,2.93,2.8,0.0,1.8
59,Tyree Griffin,2018,Southern Miss,25,36.2,15.4,12.9,0.88,0.52,0.49,0.31,0.36,5.44,0.42,2.16,3.17,1.9,0.1,1.8
60,Desmond Williams,2018,FAMU,31,36.2,18.2,15.0,0.85,0.51,0.45,0.43,0.08,1.84,0.12,0.59,-5.18,1.1,0.7,2.3
61,Jalen Hayes,2018,Oakland,27,36.2,19.0,14.2,1.00,0.58,0.53,0.34,0.06,2.04,0.14,0.87,-2.57,1.0,0.8,3.1
62,Pinky Wiley,2018,Delaware St,29,36.2,8.8,8.7,0.72,0.47,0.44,0.20,0.49,2.83,0.33,1.06,-2.20,1.4,0.0,1.5
63,Blake Simmons,2018,Evansville,29,36.2,9.9,8.5,0.88,0.54,0.52,0.18,0.46,2.03,0.24,1.02,-1.87,0.9,0.2,2.1
64,Ben Lammers,2018,Georgia Tech,30,36.2,11.7,10.4,0.89,0.51,0.47,0.26,0.03,1.60,0.15,1.07,-1.28,1.2,2.4,2.0
65,Darius Thompson,2018,WKU,28,36.2,14.2,10.4,1.02,0.59,0.56,0.35,0.42,4.86,0.47,2.78,4.07,1.4,0.5,1.9
66,Henry Caruso,2018,Santa Clara,29,36.2,12.0,8.2,1.04,0.60,0.53,0.48,0.33,1.72,0.21,1.32,-0.48,1.3,0.2,1.8
67,Josh Okogie,2018,Georgia Tech,22,36.1,18.2,13.0,0.97,0.57,0.49,0.51,0.32,2.45,0.19,1.02,-2.28,1.6,0.9,2.8
68,Keith Braxton,2018,St. Francis (PA),28,36.1,17.5,12.4,0.98,0.59,0.53,0.44,0.29,3.36,0.27,1.22,-1.41,1.9,0.6,1.8
69,Javon Bess,2018,St. Louis,29,36.1,13.3,10.0,0.87,0.52,0.42,0.65,0.27,2.03,0.20,0.95,-2.30,1.3,0.4,2.3
70,Laurynas Motuzis,2018,American,30,36.1,14.6,12.4,0.89,0.52,0.50,0.27,0.51,1.67,0.13,0.76,-3.11,1.6,0.2,2.8
71,Devin Harris,2018,Jacksonville,25,36.1,12.3,9.7,0.77,0.51,0.43,0.54,0.13,5.84,0.60,1.64,0.90,1.6,0.2,1.9
72,Marcus Barham,2018,FAMU,28,36.0,17.2,14.1,0.91,0.55,0.50,0.27,0.55,1.86,0.13,0.65,-4.51,0.8,0.2,2.0
73,Stuckey Mosley,2018,James Madison,30,36.0,18.5,15.1,0.97,0.55,0.50,0.27,0.48,2.23,0.15,1.16,-1.24,1.5,0.2,2.5
74,Cameron Reynolds,2018,Tulane,29,36.0,15.2,13.5,0.92,0.51,0.49,0.22,0.42,2.24,0.17,1.51,0.03,0.8,0.6,2.6
75,Nick Weiler-Babb,2018,Iowa St,22,36.0,11.3,8.5,0.88,0.56,0.50,0.42,0.33,6.77,0.79,2.71,5.57,1.3,0.4,1.7
76,Joe Chealey,2018,Col Of Charleston,28,35.9,18.0,12.7,0.99,0.56,0.46,0.59,0.42,3.50,0.28,1.96,1.61,0.9,0.1,2.2
77,Ahmaad Rorie,2018,Montana,27,35.9,17.0,14.6,0.93,0.53,0.48,0.22,0.36,3.78,0.26,1.76,1.02,1.2,0.1,1.9
78,Jonah Radebaugh,2018,No. Colorado,27,35.9,7.2,5.6,1.03,0.59,0.55,0.22,0.65,1.33,0.24,1.80,0.39,0.9,0.4,2.4
79,Amar Stukes,2018,La Salle,30,35.9,8.6,6.5,0.93,0.58,0.51,0.35,0.26,3.27,0.51,2.00,1.53,1.1,0.1,2.5
80,Joseph Chartouny,2018,Fordham,27,35.9,11.8,10.4,0.79,0.48,0.42,0.41,0.46,4.52,0.43,1.85,1.64,3.4,0.4,2.3
81,Kassius Robertson,2018,Missouri,29,35.8,16.9,11.4,1.06,0.63,0.58,0.38,0.64,2.48,0.22,1.06,-1.98,1.0,0.1,1.7
82,Ryan Allen,2018,Delaware,27,35.8,16.1,13.7,0.99,0.55,0.53,0.15,0.55,1.33,0.10,0.84,-2.05,0.4,0.2,2.9
83,Matt Farrell,2018,Notre Dame,24,35.8,16.7,13.1,1.00,0.59,0.56,0.20,0.61,5.46,0.42,2.38,3.96,1.2,0.1,1.4
84,C.J. Burks,2018,Marshall,27,35.7,20.5,15.9,1.00,0.60,0.57,0.18,0.44,3.07,0.19,0.94,-3.05,0.9,0.1,2.3
85,Sammy Mojica,2018,Drexel,30,35.7,11.2,10.4,0.87,0.49,0.47,0.22,0.56,1.40,0.13,1.02,-1.20,1.5,0.3,2.1
86,Kevin Vannatta,2018,UNCA,30,35.7,9.7,7.4,0.91,0.56,0.50,0.39,0.38,3.13,0.42,1.74,0.81,0.7,0.2,1.7
87,Makale Foreman,2018,Chattanooga,30,35.7,10.2,8.2,0.99,0.58,0.56,0.15,0.72,1.67,0.20,1.11,-1.12,0.8,0.0,1.8
88,Kenrich Williams,2018,TCU,29,35.7,13.0,9.9,0.97,0.58,0.55,0.30,0.35,4.10,0.42,1.98,1.84,1.8,0.4,2.6
89,Jerome Robinson,2018,Boston College,30,35.7,21.0,14.3,1.09,0.64,0.59,0.35,0.38,3.30,0.23,1.32,-0.84,0.9,0.1,2.4
90,Jason Dunne,2018,Hartford,29,35.7,14.9,12.2,0.96,0.57,0.54,0.18,0.67,2.69,0.22,1.22,-1.19,1.1,0.3,2.3
91,D'Marcus Simonds,2018,Georgia St,28,35.6,21.2,17.5,0.87,0.52,0.49,0.35,0.23,4.50,0.26,1.22,-1.95,1.7,0.7,2.9
92,Paul Jackson,2018,Eastern Michigan,27,35.6,15.3,13.7,0.81,0.49,0.45,0.29,0.22,4.48,0.33,1.48,-0.14,1.3,0.1,2.6
93,Max Strus,2018,DePaul,29,35.6,17.0,13.5,0.94,0.56,0.51,0.30,0.57,2.76,0.20,1.08,-1.95,1.2,0.6,2.9
94,Colton Weisbrod,2018,Lamar,26,35.6,14.8,11.4,0.90,0.53,0.48,0.50,0.12,1.77,0.16,0.79,-2.94,1.1,0.2,2.5
95,Ikenna Ndugba,2018,Bryant,31,35.6,13.8,11.8,0.80,0.50,0.45,0.35,0.42,4.65,0.39,1.45,-0.27,2.0,0.0,3.0
96,Malik Benlevi,2018,Georgia St,28,35.5,9.9,7.6,1.12,0.61,0.60,0.15,0.65,1.71,0.23,2.40,1.23,1.4,1.0,2.3
97,Joe Cremo,2018,Albany,30,35.5,17.8,12.3,1.05,0.61,0.55,0.42,0.41,3.90,0.32,1.86,1.46,0.8,0.2,2.1
98,Dylan Windler,2018,Belmont,32,35.5,17.5,11.2,1.13,0.68,0.65,0.36,0.45,2.78,0.25,1.17,-1.48,1.1,0.9,2.6
99,Kajon Mack,2018,Tennessee Tech,30,35.5,13.0,10.3,0.90,0.53,0.47,0.43,0.38,3.73,0.36,1.87,1.34,0.9,0.4,2.5
100,Olin Carter,2018,San Diego,29,35.5,12.4,10.9,0.95,0.52,0.49,0.19,0.67,1.59,0.15,1.48,-0.03,0.8,0.6,2.4
101,Jon Gudmundsson,2018,Davidson,29,35.4,13.4,9.6,1.00,0.61,0.56,0.33,0.49,5.10,0.53,2.24,3.36,1.4,0.0,1.7
102,Sam Merrill,2018,Utah St,29,35.4,16.2,11.2,1.14,0.66,0.63,0.23,0.55,3.07,0.27,1.75,0.82,1.0,0.2,2.2
103,MaCio Teague,2018,UNCA,30,35.4,17.0,12.6,1.03,0.59,0.54,0.31,0.53,2.50,0.20,1.32,-0.66,1.6,0.1,1.7
104,Charles Williams,2018,Howard,30,35.4,20.3,16.9,1.00,0.55,0.52,0.21,0.33,0.60,0.04,0.38,-3.29,0.8,0.3,2.3
105,Darrell Davis,2018,Dayton,29,35.3,15.2,11.2,0.95,0.59,0.53,0.35,0.55,2.76,0.25,0.98,-2.91,0.6,0.1,2.2
106,Kelan Martin,2018,Butler,30,35.3,20.7,16.4,1.00,0.57,0.52,0.26,0.44,2.03,0.12,0.87,-2.74,0.8,0.5,2.0
107,Travis Munnings,2018,La Monroe,25,35.3,15.6,12.7,0.99,0.55,0.52,0.25,0.51,1.92,0.15,1.26,-0.71,1.2,0.2,2.7
108,Matt Morgan,2018,Cornell,25,35.3,23.0,15.1,1.09,0.63,0.57,0.45,0.49,3.28,0.22,1.30,-0.93,0.8,0.2,1.8
109,Kobe Gantz,2018,Delaware St,4,35.3,16.3,10.3,0.93,0.59,0.49,0.78,0.32,3.50,0.34,1.08,-2.69,2.8,0.0,2.8
110,Divine Myles,2018,Stetson,28,35.3,17.2,12.8,1.01,0.57,0.53,0.38,0.27,4.00,0.31,2.33,2.58,1.6,0.1,1.8
111,Tra Holder,2018,Arizona St,29,35.2,18.6,13.5,0.97,0.57,0.49,0.47,0.42,3.55,0.26,1.41,-0.41,1.3,0.0,2.1
112,Brendan Barry,2018,Dartmouth,25,35.2,9.9,7.6,0.98,0.59,0.55,0.23,0.59,4.04,0.53,2.66,3.41,0.6,0.1,1.9
113,James Thompson,2018,Eastern Michigan,27,35.2,15.7,8.9,1.18,0.69,0.68,0.63,0.00,0.26,0.03,0.16,-4.32,0.7,1.8,3.5
114,Elijah Pemberton,2018,Hofstra,28,35.2,16.2,10.9,1.01,0.60,0.53,0.55,0.41,2.29,0.21,1.05,-1.84,0.6,0.2,2.5
115,Joe Kilgore,2018,TAMUCC,24,35.2,18.1,15.4,0.87,0.52,0.46,0.32,0.26,3.25,0.21,1.10,-2.26,1.7,0.6,2.0
116,Trae Young,2018,Oklahoma,30,35.2,27.5,19.3,0.95,0.59,0.52,0.45,0.53,8.87,0.46,1.69,1.74,1.7,0.3,1.7
117,Jevon Carter,2018,West Virginia,30,35.2,17.2,13.6,0.93,0.55,0.49,0.32,0.38,6.50,0.48,2.35,4.38,2.9,0.4,3.0
118,Cody Martin,2018,Nevada,30,35.2,14.0,10.1,0.99,0.58,0.55,0.43,0.12,4.37,0.43,2.26,2.73,1.7,1.5,2.2
119,Kobe Webster,2018,Western Ill,23,35.2,16.6,14.3,0.90,0.53,0.49,0.22,0.43,3.30,0.23,1.29,-1.03,0.6,0.0,1.7
120,C.J. Anderson,2018,Massachusetts,29,35.2,10.2,8.7,0.81,0.51,0.45,0.34,0.28,4.97,0.57,2.03,2.53,0.7,0.2,2.3
121,Emmett Naar,2018,St Mary's,30,35.2,9.8,7.4,0.85,0.58,0.52,0.32,0.22,8.23,1.11,2.78,7.80,0.9,0.2,1.2
122,Bogdan Bliznyuk,2018,Eastern Wash.,28,35.1,20.5,14.4,1.02,0.62,0.55,0.35,0.23,3.89,0.27,1.18,-1.98,0.9,0.3,2.4
123,Ryan Taylor,2018,Evansville,25,35.1,21.2,18.3,0.95,0.53,0.50,0.19,0.35,1.12,0.06,0.49,-4.60,0.8,0.2,2.3
124,B.J. Johnson,2018,La Salle,25,35.1,21.2,16.2,0.99,0.57,0.51,0.33,0.29,0.76,0.05,0.30,-5.90,1.3,0.7,2.0
125,Ryan Welage,2018,San Jose St,27,35.1,17.7,13.9,1.01,0.57,0.52,0.27,0.33,1.33,0.10,0.71,-2.87,0.6,0.2,1.6
126,Luwane Pipkins,2018,Massachusetts,29,35.1,21.2,17.0,0.94,0.56,0.52,0.26,0.47,4.03,0.24,1.23,-1.73,1.6,0.0,2.0
127,Donte Clark,2018,Texas Southern,30,35.1,18.1,14.5,0.87,0.51,0.44,0.50,0.29,2.50,0.17,0.94,-2.72,1.2,0.4,3.1
128,Khalil Small,2018,Green Bay,29,35.1,17.8,13.8,0.92,0.55,0.48,0.39,0.29,3.14,0.23,1.12,-1.88,1.3,0.1,2.7
129,Dorian Pickens,2018,Stanford,19,35.1,15.2,11.1,1.02,0.60,0.56,0.31,0.60,2.16,0.20,1.05,-1.70,0.8,0.1,1.5
130,Jarren Greenwood,2018,McNeese St,23,35.0,13.1,9.8,0.92,0.55,0.46,0.49,0.35,3.17,0.32,1.52,0.08,0.8,0.1,2.0
131,Bryce Canda,2018,Portland St,27,35.0,13.5,13.2,0.86,0.48,0.46,0.15,0.54,2.30,0.17,1.51,0.03,1.6,0.2,1.1
132,James Batemon,2018,LMU,28,35.0,17.8,11.7,1.00,0.61,0.54,0.55,0.31,4.46,0.38,1.51,0.04,1.3,0.1,2.8
133,Liam O'Reilly,2018,Gardner-Webb,28,35.0,14.5,12.8,0.86,0.53,0.50,0.17,0.53,3.57,0.28,1.18,-1.91,0.9,0.1,1.8
134,KJ Feagin,2018,Santa Clara,29,35.0,17.5,14.9,0.94,0.54,0.50,0.19,0.36,4.14,0.28,1.76,1.26,0.9,0.1,2.3
135,Grant Benzinger,2018,Wright St,29,35.0,14.8,11.6,1.02,0.56,0.50,0.30,0.62,1.24,0.11,1.09,-0.88,0.8,0.2,2.5
136,Jose Alvarado,2018,Georgia Tech,25,35.0,12.1,8.8,0.95,0.59,0.54,0.37,0.49,3.08,0.35,1.31,-0.94,1.7,0.1,2.4
137,Barry Brown,2018,Kansas St,30,34.9,16.6,12.5,0.95,0.57,0.51,0.39,0.31,3.37,0.27,1.33,-0.86,1.9,0.1,2.2
138,Ivy Smith,2018,Grambling,29,34.9,16.2,11.8,0.85,0.54,0.43,0.64,0.18,4.83,0.41,1.36,-0.90,2.1,0.1,3.1
139,Amir Bell,2018,Princeton,27,34.9,10.8,8.7,0.93,0.54,0.52,0.34,0.33,3.63,0.42,2.39,2.73,1.4,0.7,3.2
140,Muhammad Abdur-Rahkman,2018,Michigan,32,34.9,12.3,9.8,1.03,0.56,0.52,0.30,0.46,3.25,0.33,4.73,4.50,0.8,0.2,1.7
141,Jahlil Tripp,2018,Pacific,30,34.9,10.6,8.6,0.79,0.52,0.47,0.44,0.20,4.47,0.52,1.54,0.23,1.5,0.2,2.9
142,Kellan Grady,2018,Davidson,29,34.9,17.9,13.3,1.14,0.62,0.59,0.21,0.45,1.90,0.14,1.83,0.70,0.8,0.1,2.1
143,Tyler Seibring,2018,Elon,29,34.9,16.0,12.0,1.13,0.62,0.61,0.17,0.50,2.14,0.18,1.82,0.74,0.3,0.7,1.6
144,Jairus Lyles,2018,UMBC,26,34.8,20.9,15.9,0.97,0.57,0.51,0.36,0.39,3.58,0.22,1.22,-1.55,2.1,0.2,1.8
145,Tyler Kohl,2018,CCSU,31,34.8,16.7,13.8,0.84,0.53,0.47,0.34,0.35,4.13,0.30,1.12,-2.78,1.4,0.1,2.0
146,Nick Mayo,2018,EKU,29,34.8,18.1,12.4,1.01,0.62,0.57,0.37,0.19,2.07,0.17,0.66,-5.07,0.8,1.3,2.9
147,Jermaine Marrow,2018,Hampton,27,34.8,20.5,17.6,0.85,0.51,0.45,0.33,0.25,5.22,0.30,1.48,-0.10,1.1,0.0,2.5
148,Myles Stephens,2018,Princeton,27,34.8,15.5,11.4,1.01,0.60,0.58,0.28,0.29,1.44,0.13,0.64,-3.94,0.5,0.9,2.2
149,Tony Carr,2018,Penn St,31,34.8,20.2,16.3,0.96,0.55,0.50,0.29,0.34,4.74,0.29,2.04,2.45,0.8,0.3,1.9
150,Payton Pritchard,2018,Oregon,30,34.8,14.6,10.9,1.01,0.60,0.56,0.27,0.53,4.93,0.45,2.31,3.32,1.3,0.0,2.4
151,Shannon Evans,2018,Arizona St,29,34.8,16.7,12.7,0.99,0.56,0.50,0.37,0.61,3.62,0.28,2.14,2.00,1.4,0.3,1.9
152,Joe Rosga,2018,Denver,26,34.8,16.7,10.8,1.11,0.66,0.60,0.38,0.51,2.81,0.26,1.26,-1.05,0.7,0.0,1.7
153,Kevin Maura,2018,UMBC,26,34.8,11.4,8.0,1.04,0.64,0.59,0.28,0.58,4.88,0.61,2.65,4.06,2.0,0.0,1.5
154,Christian Keeling,2018,Charleston So,25,34.8,18.0,14.4,0.91,0.53,0.47,0.38,0.36,2.16,0.15,0.83,-3.49,1.4,0.4,2.5
155,Grayson Allen,2018,Duke,30,34.7,15.5,11.7,1.00,0.59,0.54,0.29,0.62,4.53,0.39,2.09,2.41,1.6,0.1,2.1
156,Marcquise Reed,2018,Clemson,29,34.7,16.1,11.8,0.98,0.59,0.52,0.38,0.46,3.52,0.30,1.50,0.00,1.8,0.0,1.8
157,Elijah Bryant,2018,BYU,31,34.7,17.6,11.3,1.10,0.66,0.59,0.43,0.54,2.45,0.22,1.07,-1.94,1.3,0.6,2.4
158,Davon Bell,2018,Presbyterian,28,34.7,12.9,10.1,0.88,0.53,0.45,0.44,0.26,5.29,0.52,2.31,3.84,1.5,0.3,1.9
159,Jeremiah Martin,2018,Memphis,27,34.7,18.9,13.1,0.98,0.59,0.52,0.52,0.44,3.81,0.29,1.41,-0.49,2.3,0.6,1.9
160,Fletcher Magee,2018,Wofford,28,34.6,22.5,15.9,1.16,0.65,0.61,0.21,0.64,1.64,0.10,0.88,-2.27,0.9,0.1,2.0
161,Michael Smith,2018,Columbia,25,34.6,18.2,15.4,0.90,0.52,0.45,0.33,0.39,4.60,0.30,2.05,2.32,1.2,0.0,1.8
162,Sviatoslav Mykhailiuk,2018,Kansas,30,34.6,15.6,12.6,1.04,0.59,0.57,0.12,0.56,2.83,0.23,1.70,0.63,1.1,0.3,2.4
163,Darnell Edge,2018,Fairleigh Dickinson,27,34.6,14.0,10.7,1.01,0.58,0.53,0.27,0.52,2.26,0.21,1.36,-0.45,1.2,0.0,1.8
164,David Dileo,2018,Central Michigan,27,34.6,10.7,9.2,0.95,0.52,0.48,0.27,0.76,1.33,0.15,1.50,0.00,0.9,0.2,1.9
165,Byron Ashe,2018,Longwood,29,34.6,12.5,12.8,0.73,0.45,0.41,0.22,0.43,2.14,0.17,0.73,-4.38,1.2,0.3,1.9
166,Sean Lloyd,2018,Southern Ill,31,34.5,12.4,9.0,0.97,0.58,0.54,0.40,0.25,2.06,0.23,1.08,-1.58,1.5,0.5,2.3
167,Wesley Person,2018,Troy,28,34.5,18.0,12.8,1.04,0.60,0.55,0.39,0.62,1.79,0.14,0.91,-2.24,0.8,0.0,2.0
