,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
559,Walter Hodge,2008,Florida,36,30.6,10.4,8.3,1.01,0.59,0.57,0.15,0.50,2.86,0.35,2.02,1.57,1.4,0.0,2.3
560,Willis Gardner,2008,Colorado St,30,30.6,9.8,7.4,0.98,0.58,0.53,0.30,0.41,2.90,0.39,1.89,1.35,0.7,0.2,1.6
561,Jared Dillinger,2008,Hawaii,30,30.6,9.7,7.7,0.90,0.56,0.54,0.29,0.58,2.03,0.27,1.02,-2.09,1.1,0.1,3.0
562,Tony Crocker,2008,Oklahoma,35,30.6,11.3,8.5,0.94,0.58,0.55,0.32,0.51,1.94,0.23,0.89,-2.97,0.8,0.2,2.3
563,Joey Lynch-Flohr,2008,Radford,30,30.6,11.6,8.2,0.92,0.59,0.53,0.48,0.00,1.50,0.18,0.60,-4.57,0.6,0.4,3.5
564,Pierre Curtis,2008,James Madison,27,30.6,10.0,7.8,0.83,0.55,0.48,0.40,0.15,4.22,0.54,1.54,0.23,1.4,0.3,2.4
565,E'Twaun Moore,2008,Purdue,34,30.6,12.9,10.6,0.96,0.56,0.53,0.21,0.42,2.59,0.25,1.52,0.07,0.9,0.4,2.5
566,Bassirou Dieng,2008,St. Francis (PA),29,30.6,10.7,7.8,0.87,0.54,0.48,0.64,0.04,0.41,0.05,0.20,-6.27,0.4,1.0,3.0
567,Leon Williams,2008,Ohio,33,30.6,16.4,8.9,1.09,0.67,0.62,0.84,0.00,1.24,0.14,0.51,-5.43,1.4,0.7,2.8
568,Arinze Onuaku,2008,Syracuse,35,30.6,12.7,8.5,1.00,0.60,0.63,0.55,0.00,0.74,0.09,0.39,-4.19,1.0,1.3,3.1
569,Jamarcus Ellis,2008,Indiana,32,30.6,6.8,6.0,0.73,0.50,0.45,0.34,0.30,3.38,0.57,1.42,-0.40,1.5,0.6,2.8
570,Jamelle Cornley,2008,Penn St,25,30.6,12.1,9.6,0.88,0.53,0.51,0.39,0.04,1.88,0.20,0.85,-3.30,0.8,0.2,1.9
571,Ryan Bogan,2008,Longwood,31,30.5,11.7,10.2,0.87,0.52,0.48,0.22,0.51,2.29,0.22,1.09,-1.82,1.4,0.1,1.2
572,DeVon Mosley,2008,Dartmouth,28,30.5,11.6,9.9,0.90,0.53,0.48,0.23,0.54,1.86,0.19,1.02,-1.95,1.8,0.1,1.5
573,Marcus Williams,2008,St. Francis (NY),28,30.5,9.4,6.9,0.85,0.57,0.54,0.46,0.15,2.64,0.39,1.03,-2.58,1.8,0.2,2.7
574,Aaron Linn,2008,Gardner-Webb,32,30.5,12.5,10.0,0.90,0.55,0.51,0.31,0.38,3.34,0.33,1.43,-0.34,1.6,0.3,3.1
575,Mike Christensen,2008,New Hampshire,29,30.5,12.6,9.6,0.85,0.55,0.48,0.48,0.51,2.59,0.27,0.86,-4.27,0.8,0.6,2.7
576,Kenny Thomas,2008,Radford,28,30.5,14.3,10.0,0.96,0.60,0.55,0.42,0.52,1.64,0.16,0.61,-4.84,0.9,0.3,1.8
577,Alphonso Dawson,2008,Delaware,31,30.5,11.0,10.6,0.79,0.47,0.44,0.21,0.31,1.23,0.12,0.56,-4.69,0.9,0.2,2.2
578,K.C. Rivers,2008,Clemson,34,30.5,14.7,12.6,1.00,0.55,0.53,0.15,0.46,1.79,0.14,1.61,0.24,1.9,0.5,1.8
579,Todd Sowell,2008,St. Peter's,30,30.4,12.7,10.3,0.84,0.51,0.48,0.47,0.00,1.17,0.11,0.47,-5.51,1.0,2.2,3.3
580,Todd Hendley,2008,UNCW,33,30.4,12.5,9.1,0.97,0.60,0.57,0.31,0.12,1.45,0.16,0.62,-4.51,0.5,0.3,3.0
581,Anthony Mason Jr,2008,St. John's,22,30.4,14.0,12.6,0.84,0.51,0.49,0.19,0.35,2.32,0.18,0.86,-3.81,1.0,0.3,1.9
582,Tyler Dierkers,2008,Miami OH,32,30.4,6.1,4.5,0.87,0.58,0.56,0.38,0.06,2.47,0.55,1.52,0.08,1.2,0.4,2.3
583,Donald Sloan,2008,Texas A&M,36,30.4,9.5,8.0,0.80,0.51,0.46,0.39,0.31,3.42,0.43,1.50,0.00,0.5,0.0,1.4
584,Rob Diggs,2008,GW,26,30.4,13.9,10.8,0.92,0.54,0.50,0.41,0.02,1.04,0.10,0.51,-4.56,0.8,1.2,2.7
585,Marico Stinson,2008,Indiana St,31,30.4,12.0,11.7,0.83,0.49,0.47,0.12,0.56,1.39,0.12,0.66,-4.17,0.9,0.1,1.2
586,David Jackson,2008,Western Ill,29,30.3,13.7,11.5,0.86,0.51,0.45,0.37,0.16,2.14,0.19,0.91,-3.03,1.0,0.6,2.8
587,Chris Moore,2008,Charleston So,29,30.3,13.5,10.0,1.10,0.62,0.60,0.19,0.65,2.93,0.29,2.24,2.00,1.0,0.2,1.8
588,Marc Davis,2008,UMES,32,30.3,10.7,10.3,0.62,0.41,0.32,0.61,0.24,3.22,0.31,0.84,-5.69,1.7,0.0,3.1
589,Warrell Span,2008,Southeastern LA,30,30.3,12.2,9.7,0.90,0.55,0.52,0.32,0.01,1.17,0.12,0.51,-4.79,0.8,0.2,2.5
590,Frank Tolbert,2008,Auburn,30,30.3,13.4,10.4,0.88,0.54,0.48,0.43,0.33,2.23,0.21,0.88,-3.44,1.5,0.5,3.6
591,Baron Sauls,2008,Houston Baptist,10,30.3,12.1,9.2,0.81,0.58,0.52,0.30,0.36,3.70,0.40,0.86,-5.63,1.7,0.2,2.1
592,Brandon Brooks,2008,Alabama St,31,30.3,9.5,8.0,0.81,0.52,0.47,0.31,0.22,6.13,0.77,2.60,5.65,1.2,0.3,1.6
593,Dominic James,2008,Marquette,35,30.3,12.9,11.4,0.84,0.49,0.45,0.34,0.36,4.40,0.39,2.05,2.55,1.8,0.2,2.2
594,Leon Buchanan,2008,Morehead St,30,30.3,13.2,8.1,1.04,0.63,0.54,0.68,0.02,0.73,0.09,0.40,-4.62,0.8,0.4,2.6
595,Joe Seymore,2008,CCSU,30,30.3,10.5,9.1,0.91,0.54,0.51,0.18,0.57,1.70,0.19,1.04,-1.68,0.6,0.3,1.4
596,Joseph Harris,2008,CCU,8,30.3,8.3,6.3,0.85,0.58,0.58,0.30,0.02,2.75,0.44,1.10,-2.25,2.1,1.6,2.4
597,Talor Battle,2008,Penn St,31,30.2,10.2,9.9,0.76,0.46,0.42,0.27,0.55,3.19,0.32,1.41,-0.45,1.3,0.1,1.6
598,Austin Montgomery,2008,IUPUI,32,30.2,13.7,9.9,1.07,0.63,0.59,0.24,0.54,1.59,0.16,0.91,-2.38,1.0,0.3,2.2
599,Malcolm Thomas,2008,Pepperdine,32,30.2,12.5,9.0,0.85,0.54,0.51,0.64,0.00,1.56,0.17,0.56,-5.34,0.6,2.0,2.5
600,Torre Johnson,2008,Milwaukee,10,30.2,17.8,13.5,0.97,0.57,0.51,0.34,0.10,0.90,0.07,0.36,-6.36,1.5,1.8,2.1
601,J'Nathan Bullock,2008,Cleveland St.,34,30.2,14.8,10.7,0.93,0.56,0.49,0.52,0.21,1.12,0.10,0.46,-5.57,0.9,0.1,2.4
602,Jerel McNeal,2008,Marquette,35,30.2,14.9,12.4,0.88,0.53,0.50,0.30,0.27,3.54,0.29,1.27,-1.42,2.2,0.4,3.1
603,Trevon Hughes,2008,Wisconsin,35,30.2,11.2,8.8,0.86,0.52,0.46,0.51,0.45,2.46,0.28,1.18,-1.58,1.8,0.1,2.2
604,Channing Toney,2008,UAB,18,30.2,10.5,7.7,1.02,0.58,0.53,0.38,0.41,1.33,0.17,1.26,-0.54,0.2,0.3,2.6
605,Adrian Banks,2008,Arkansas St,21,30.1,18.4,12.6,1.05,0.62,0.57,0.38,0.43,1.29,0.10,0.53,-5.35,1.2,0.0,1.3
606,Boo Richardson,2008,Illinois St,35,30.1,6.9,5.7,0.81,0.52,0.50,0.37,0.36,3.71,0.65,2.10,2.49,1.6,0.0,2.0
607,Jai Lucas,2008,Florida,36,30.1,8.5,6.6,0.92,0.57,0.54,0.30,0.36,2.25,0.34,1.40,-0.36,0.5,0.0,1.8
608,Etienne Brower,2008,Massachusetts,36,30.1,12.7,9.0,1.06,0.61,0.58,0.35,0.59,1.61,0.18,1.18,-0.85,0.7,1.3,3.2
609,Eugene Kotorobai,2008,Long Island,29,30.1,10.5,9.4,0.90,0.50,0.46,0.25,0.80,0.66,0.07,0.56,-2.32,0.9,1.0,2.9
610,Brent Wilson,2008,Albany,30,30.1,9.6,8.4,0.94,0.54,0.53,0.13,0.70,1.60,0.19,1.26,-0.67,0.6,0.3,2.6
611,Joey Mundweiler,2008,Wagner,31,30.1,10.3,9.5,0.89,0.51,0.50,0.15,0.77,1.77,0.19,1.34,-0.44,0.7,0.2,1.8
612,Alonzo Gee,2008,Alabama,33,30.1,14.5,12.2,0.88,0.51,0.46,0.39,0.29,1.33,0.11,0.70,-3.30,1.5,0.4,2.3
613,Will Graham,2008,Wright St,31,30.1,5.9,4.3,0.77,0.55,0.49,0.57,0.19,3.55,0.83,1.64,0.75,1.3,0.3,1.8
614,Amadi McKenzie,2008,Tennessee Tech,32,30.1,14.5,9.4,1.00,0.62,0.60,0.57,0.08,1.72,0.18,0.71,-3.96,1.0,0.3,2.8
615,Andrew Warren,2008,Bradley,33,30.1,13.2,9.3,1.03,0.60,0.54,0.42,0.54,1.45,0.16,0.94,-1.90,1.5,0.2,2.6
616,Tony White,2008,Col Of Charleston,33,30.1,13.2,9.8,0.92,0.58,0.51,0.38,0.56,2.70,0.27,1.03,-2.64,0.5,0.0,1.6
617,Anthony Farmer,2008,Rutgers,31,30.0,10.2,7.8,0.91,0.54,0.48,0.44,0.31,2.32,0.30,1.38,-0.43,0.8,0.1,1.9
618,John Pichon,2008,McNeese St,29,30.0,9.6,8.5,0.75,0.49,0.45,0.36,0.15,2.59,0.30,0.94,-3.37,0.9,0.7,1.8
619,Gordon Watt,2008,Houston Baptist,5,30.0,16.6,11.4,0.95,0.65,0.63,0.28,0.28,1.20,0.11,0.27,-11.17,0.4,0.4,4.2
620,Theron Wilson,2008,Bradley,37,30.0,11.7,8.3,0.94,0.56,0.51,0.59,0.22,1.46,0.18,0.82,-2.68,1.4,0.4,2.5
621,Frank Elegar,2008,Drexel,31,30.0,14.0,8.4,0.99,0.61,0.56,0.82,0.00,1.03,0.12,0.47,-5.13,1.0,1.9,3.1
622,Willie Powers,2008,Ga Southern,32,30.0,11.5,8.9,0.98,0.57,0.55,0.29,0.41,2.63,0.29,1.71,0.69,0.9,0.1,1.8
623,Mario Chalmers,2008,Kansas,39,30.0,12.8,8.2,1.09,0.66,0.63,0.41,0.49,4.33,0.53,2.25,3.07,2.5,0.6,2.5
624,Patrick Britton,2008,Rice,29,30.0,11.3,9.2,0.81,0.48,0.40,0.61,0.01,0.66,0.07,0.34,-4.98,1.0,0.8,3.3
625,Gordon Watt,2008,Houston Baptist,5,30.0,16.6,11.4,0.95,0.65,0.63,0.28,0.28,1.20,0.11,0.27,-11.17,0.4,0.4,4.2
626,Courtney Lee,2008,WKU,36,30.0,20.4,15.1,1.03,0.59,0.54,0.33,0.32,2.08,0.14,0.89,-3.05,1.8,0.8,2.4
627,Jamarco Warren,2008,Charleston So,30,30.0,13.9,13.6,0.83,0.49,0.46,0.13,0.54,2.67,0.20,1.19,-1.43,1.0,0.0,1.9
628,Jamar Smith,2008,Morgan St,30,30.0,16.6,13.7,0.94,0.54,0.50,0.30,0.21,1.23,0.09,0.62,-4.03,1.0,0.6,2.5
629,Jhamar Youngblood,2008,Monmouth,27,30.0,12.1,11.7,0.74,0.46,0.43,0.31,0.32,2.15,0.18,0.73,-5.47,1.7,0.0,1.9
630,David Carson,2008,IPFW,22,30.0,11.4,9.6,0.80,0.48,0.40,0.53,0.21,1.50,0.16,0.75,-3.31,0.6,0.5,3.3
631,Nigel Johnson,2008,Middle Tenn,32,29.9,7.3,5.9,0.79,0.54,0.50,0.33,0.39,3.44,0.58,1.47,-0.18,1.0,0.2,3.3
632,Reggie Hamilton,2008,UMKC,31,29.9,11.7,8.8,0.85,0.56,0.50,0.42,0.41,3.26,0.37,1.04,-3.25,1.2,0.2,2.9
633,Andrew Strait,2008,Montana,30,29.9,13.3,8.7,1.11,0.65,0.64,0.38,0.01,0.90,0.10,0.54,-3.80,0.8,0.7,2.4
634,Aaron Smith,2008,Prairie View,30,29.9,11.6,9.8,0.94,0.54,0.51,0.24,0.69,1.37,0.14,0.95,-1.62,0.4,0.0,1.7
635,Todd Babington,2008,Austin Peay,35,29.9,11.5,8.7,1.06,0.60,0.58,0.24,0.88,1.43,0.16,1.25,-0.65,1.2,0.0,2.0
636,David Hicks,2008,Long Island,30,29.9,8.0,8.2,0.75,0.44,0.39,0.26,0.53,1.20,0.15,0.82,-2.12,1.0,0.1,2.0
637,Evan Hilton,2008,Alabama A&M,29,29.9,12.0,10.6,0.79,0.47,0.43,0.47,0.38,1.66,0.16,0.77,-3.31,0.9,0.0,2.6
638,Chris Johnson,2008,LSU,25,29.8,11.6,8.7,0.95,0.60,0.56,0.25,0.23,0.80,0.09,0.33,-6.19,0.6,2.6,2.4
639,Kevin Langford,2008,TCU,30,29.8,13.3,10.0,0.84,0.52,0.43,0.65,0.10,1.33,0.13,0.50,-5.87,0.8,0.5,3.1
640,Anthony Johnson,2008,Fairfield,29,29.8,9.6,7.9,0.86,0.52,0.50,0.40,0.00,1.03,0.13,0.60,-3.76,1.1,1.4,2.7
641,Alex Gordon,2008,Vanderbilt,34,29.8,10.8,8.1,0.95,0.59,0.54,0.32,0.70,3.06,0.38,1.49,-0.06,1.0,0.0,1.9
642,Jessie Burton,2008,SCSU,32,29.8,10.9,8.5,0.86,0.56,0.51,0.33,0.53,3.09,0.36,1.13,-2.10,1.0,0.1,2.5
643,Durrell Nevels,2008,Central Ark,26,29.8,9.2,8.6,0.77,0.47,0.43,0.33,0.07,0.54,0.06,0.29,-4.91,1.1,1.9,3.1
644,Dom Johnson,2008,Illinois St,30,29.8,8.2,6.8,0.89,0.56,0.53,0.18,0.53,3.27,0.48,1.81,1.35,0.5,0.2,1.7
645,Arturas Valeika,2008,Weber St,30,29.8,9.9,6.6,0.93,0.60,0.55,0.59,0.31,1.17,0.18,0.56,-4.53,0.8,1.2,2.9
646,Wesley Jenkins,2008,St. Peter's,29,29.8,13.0,11.7,0.89,0.52,0.51,0.14,0.56,0.93,0.08,0.44,-4.96,1.5,0.2,2.3
647,Ricky Cadell,2008,St. Francis (NY),29,29.8,9.3,8.7,0.78,0.49,0.45,0.23,0.35,2.55,0.29,1.10,-1.99,1.1,0.0,1.7
648,Michael Allen,2008,Ohio,32,29.8,4.8,4.0,0.66,0.52,0.50,0.35,0.28,4.44,1.12,1.69,1.16,1.1,0.1,2.5
649,Brandon Long,2008,Texas Arlington,9,29.8,12.3,9.7,1.05,0.60,0.57,0.16,0.63,1.11,0.11,0.83,-1.84,0.7,0.0,2.3
650,Rodrick Epps,2008,Texas Arlington,33,29.8,8.2,6.4,0.83,0.54,0.47,0.39,0.59,2.58,0.40,1.18,-1.44,1.0,0.1,1.9
651,Chris Lofton,2008,Tennessee,36,29.8,15.5,11.8,1.04,0.58,0.54,0.28,0.72,1.78,0.15,1.31,-0.55,1.3,0.1,1.6
652,Ben Stywall,2008,UNCG,31,29.7,8.9,6.3,0.92,0.57,0.53,0.55,0.20,1.48,0.23,0.92,-2.11,0.9,0.5,2.0
653,Jeff Teague,2008,Wake Forest,30,29.7,13.9,10.4,0.91,0.56,0.49,0.46,0.26,2.47,0.24,0.97,-2.87,1.8,0.5,2.3
654,Byron Eaton,2008,Oklahoma St,33,29.7,11.5,7.5,0.92,0.58,0.48,0.71,0.38,3.52,0.47,1.57,0.34,2.1,0.3,3.5
655,Anthony Morrow,2008,Georgia Tech,32,29.7,14.3,10.5,1.12,0.62,0.58,0.23,0.54,1.06,0.10,1.03,-1.02,1.1,0.3,1.9
656,Jake Anderson,2008,Northern Illinois,28,29.7,12.2,10.3,0.78,0.50,0.44,0.43,0.34,2.64,0.26,0.81,-4.76,0.9,0.1,2.3
657,Nick Murphy,2008,Jacksonville St,28,29.7,13.0,9.4,0.91,0.55,0.54,0.59,0.04,2.11,0.22,0.94,-2.74,1.8,0.2,2.6
658,Ryan Anderson,2008,Nebraska,33,29.7,8.4,7.0,0.95,0.56,0.53,0.17,0.59,1.73,0.25,1.36,-0.43,1.4,0.0,2.6
659,Andre' Ratliff,2008,Grambling,26,29.7,9.1,8.3,0.80,0.51,0.49,0.20,0.66,3.04,0.37,1.30,-1.01,0.7,0.0,1.8
660,LaKory Daniels,2008,Lipscomb,31,29.7,9.1,7.8,0.93,0.54,0.51,0.19,0.72,1.90,0.24,1.55,0.14,0.6,0.0,1.6
661,Jaraun Burrows,2008,IPFW,31,29.7,13.9,8.3,1.05,0.65,0.61,0.68,0.03,1.87,0.23,0.85,-3.16,0.8,1.5,3.3
662,Bubba Walther,2008,Ohio,31,29.7,12.3,9.5,0.98,0.59,0.54,0.24,0.77,3.74,0.40,1.90,1.85,1.5,0.1,1.5
663,Ben Dowdell,2008,Santa Clara,30,29.7,8.1,5.8,0.81,0.55,0.52,0.61,0.05,1.93,0.34,0.79,-4.14,0.7,0.2,2.5
664,Parfait Bitee,2008,Rhode Island,33,29.7,11.8,7.8,1.02,0.66,0.62,0.34,0.49,4.73,0.60,1.93,2.18,0.8,0.2,2.0
665,Larry Cunningham,2008,UCR,30,29.7,16.3,13.4,0.89,0.53,0.47,0.34,0.41,1.40,0.10,0.54,-5.88,1.5,0.3,2.0
666,Brandon Rush,2008,Kansas,38,29.7,13.3,10.9,0.96,0.56,0.53,0.21,0.46,2.13,0.20,1.17,-1.27,0.8,0.8,1.6
667,Kevin Tiggs,2008,ETSU,32,29.7,14.6,9.7,0.96,0.62,0.56,0.48,0.10,1.56,0.16,0.49,-6.56,1.5,0.2,2.4
668,Ben Botts,2008,IPFW,31,29.6,10.0,7.6,1.05,0.61,0.58,0.20,0.54,0.97,0.13,0.79,-1.94,0.9,0.0,1.3
669,Kevin Love,2008,UCLA,39,29.6,17.5,10.4,1.11,0.66,0.59,0.64,0.20,1.92,0.18,0.96,-2.46,0.7,1.4,1.9
670,Dane Brumagin,2008,UMKC,30,29.6,17.1,12.1,1.07,0.62,0.57,0.31,0.48,1.20,0.10,0.63,-3.78,1.3,0.0,3.1
671,Montell Watson,2008,Elon,32,29.6,10.7,9.5,0.80,0.52,0.48,0.22,0.53,3.56,0.38,1.23,-1.89,1.6,0.2,2.5
672,Bryan White,2008,Lehigh,29,29.6,10.5,8.2,0.91,0.53,0.47,0.47,0.01,1.21,0.15,0.88,-2.00,1.5,1.0,2.3
673,T.J. Bannister,2008,Liberty,31,29.6,8.2,5.4,0.74,0.58,0.46,0.75,0.32,7.23,1.35,1.93,3.76,1.0,0.1,3.2
674,Michael Gruner,2008,Lafayette,30,29.6,7.5,6.0,0.87,0.54,0.47,0.38,0.42,2.40,0.40,1.57,0.22,1.1,0.2,2.0
675,Michael Gruner,2008,Lafayette,30,29.6,7.5,6.0,0.87,0.54,0.47,0.38,0.42,2.40,0.40,1.57,0.22,1.1,0.2,2.0
676,Scottie Wilson,2008,Wright St,30,29.6,9.8,6.8,0.99,0.62,0.60,0.39,0.27,0.67,0.10,0.36,-5.21,0.5,0.4,2.8
677,Robert Jarvis,2008,Oral Roberts,30,29.6,16.1,12.0,1.00,0.58,0.53,0.34,0.58,2.03,0.17,1.02,-2.22,1.0,0.1,1.8
678,Dustin Scott,2008,Col Of Charleston,32,29.6,10.8,8.0,0.95,0.60,0.59,0.26,0.30,1.97,0.25,0.85,-3.32,1.4,1.3,3.2
679,Jordan Brooks,2008,Idaho,28,29.6,12.4,9.5,0.74,0.51,0.45,0.62,0.06,4.71,0.50,1.09,-4.08,1.7,0.2,3.0
680,Maze Stallworth,2008,Morehead St,30,29.6,11.9,9.1,0.96,0.57,0.52,0.34,0.65,1.43,0.16,0.81,-2.85,1.1,0.3,3.5
681,Carlos Taylor,2008,Montana St,30,29.6,18.1,13.4,0.99,0.58,0.53,0.36,0.38,2.10,0.16,0.84,-3.66,0.9,0.2,2.8
682,Trent Meacham,2008,Illinois,34,29.6,10.1,7.8,0.98,0.58,0.55,0.27,0.70,2.32,0.30,1.58,0.28,0.7,0.1,2.5
683,Antoine Pearson,2008,Manhattan,31,29.5,12.2,8.2,0.92,0.59,0.53,0.57,0.42,2.26,0.28,0.83,-4.07,0.9,0.1,2.2
684,Ricky Franklin,2008,Milwaukee,30,29.5,9.8,9.6,0.78,0.46,0.42,0.26,0.48,2.57,0.27,1.45,-0.19,0.8,0.2,2.9
685,Jamar Nutter,2008,Seton Hall,32,29.5,10.9,9.1,0.90,0.54,0.51,0.24,0.61,2.16,0.24,1.11,-1.63,1.0,0.0,2.1
686,Marcus Johnson,2008,Dayton,34,29.5,10.1,6.8,0.98,0.59,0.53,0.56,0.25,0.91,0.13,0.60,-3.32,0.7,0.4,2.0
687,Jason Wills,2008,NC A&T,31,29.5,11.0,8.2,0.78,0.52,0.49,0.64,0.05,2.68,0.33,0.81,-4.83,0.8,0.2,2.5
688,Terrel Harris,2008,Oklahoma St,33,29.5,10.5,8.8,0.82,0.53,0.47,0.33,0.41,1.42,0.16,0.53,-5.90,1.5,0.2,3.1
689,Darryl Clements,2008,Bowling Green,30,29.5,7.2,6.6,0.72,0.49,0.44,0.23,0.45,2.43,0.37,0.94,-3.41,1.2,0.1,2.5
690,Antonio Anderson,2008,Memphis,40,29.5,8.6,6.9,0.89,0.52,0.50,0.41,0.55,3.40,0.49,2.62,3.09,1.2,0.3,1.7
691,Justin Jonus,2008,Troy,31,29.5,13.9,10.8,0.99,0.58,0.53,0.27,0.71,1.48,0.14,0.85,-2.43,0.9,0.1,1.5
692,Alex Franklin,2008,Siena,29,29.5,15.1,9.6,1.03,0.61,0.57,0.67,0.00,1.14,0.12,0.58,-4.00,1.6,0.8,2.9
693,Xavier Silas,2008,Colorado,23,29.5,9.7,8.0,0.81,0.50,0.44,0.49,0.34,1.65,0.21,0.83,-3.31,0.8,0.2,2.3
694,Gerald Robinson,2008,Tennessee St,32,29.5,15.2,12.6,0.98,0.56,0.54,0.18,0.44,1.28,0.10,0.75,-2.83,1.7,0.1,2.0
695,Brian Connelly,2008,Albany,30,29.5,10.1,8.3,0.88,0.53,0.48,0.33,0.08,0.97,0.12,0.56,-3.75,0.5,0.1,2.6
696,Steven Rush,2008,NC A&T,30,29.5,14.3,12.2,0.88,0.53,0.48,0.26,0.65,1.83,0.15,0.71,-4.32,1.1,0.1,1.5
697,Jesus Verdejo,2008,South Florida,30,29.5,10.7,8.8,0.91,0.55,0.51,0.25,0.44,2.63,0.30,1.46,-0.15,0.6,0.1,1.6
698,Jordan Hill,2008,Arizona,34,29.4,13.2,8.7,1.05,0.64,0.62,0.40,0.00,0.79,0.09,0.38,-5.61,0.5,1.6,3.1
699,Chris Vann,2008,Mt. St. Marys,34,29.4,14.4,11.6,1.03,0.57,0.54,0.20,0.58,1.18,0.10,0.91,-1.71,0.6,0.0,2.4
700,Casey Durham,2008,Montana St,30,29.4,9.3,6.8,0.98,0.62,0.59,0.25,0.76,2.80,0.41,1.53,0.11,1.2,0.1,2.0
701,Mike Schachtner,2008,Green Bay,30,29.4,15.8,11.4,1.07,0.60,0.54,0.34,0.24,0.63,0.06,0.44,-3.51,0.3,0.1,2.2
702,Matt Nelson,2008,Boise St,33,29.4,15.7,9.5,1.09,0.66,0.65,0.58,0.00,2.12,0.22,0.95,-2.60,0.6,0.2,3.0
703,Erik Kangas,2008,Oakland,26,29.4,14.6,11.1,1.07,0.61,0.57,0.20,0.74,1.12,0.10,0.74,-2.53,0.9,0.0,1.1
704,Harry Marshall,2008,Indiana St,31,29.4,10.1,7.2,0.91,0.56,0.48,0.60,0.29,2.29,0.32,1.31,-0.79,1.0,0.1,2.2
705,Chris Fuller,2008,FIU,29,29.4,8.2,6.3,0.77,0.53,0.49,0.51,0.35,2.14,0.34,0.79,-4.15,1.0,0.3,2.4
706,Kevin Rogers,2008,Baylor,32,29.4,12.3,9.6,0.96,0.56,0.51,0.34,0.04,0.69,0.07,0.42,-3.87,0.7,0.6,2.6
707,Derrick Jasper,2008,Kentucky,20,29.4,4.2,3.4,0.71,0.53,0.54,0.37,0.54,2.35,0.69,1.31,-0.81,0.7,0.9,2.7
708,Tyler Holloway,2008,Murray St,31,29.4,10.6,7.2,1.15,0.66,0.62,0.28,0.53,2.65,0.37,2.48,2.37,0.7,0.0,1.3
709,Wynton Witherspoon,2008,GW,26,29.4,11.0,9.4,0.88,0.51,0.48,0.31,0.38,2.23,0.24,1.35,-0.58,1.2,0.5,2.2
710,Nic Wise,2008,Arizona,27,29.4,9.2,6.5,0.94,0.60,0.56,0.39,0.44,4.41,0.68,2.16,3.19,2.0,0.1,1.9
711,David Dubois,2008,Western Ill,30,29.4,9.9,9.0,0.82,0.49,0.47,0.28,0.06,1.47,0.16,0.80,-2.91,1.3,0.2,2.8
712,Marcus Landry,2008,Wisconsin,36,29.4,10.8,8.7,0.91,0.54,0.50,0.33,0.17,1.39,0.16,0.77,-3.19,0.4,0.8,2.0
713,Denzel Jackson,2008,UMES,31,29.4,6.1,4.5,0.76,0.49,0.50,0.88,0.04,0.94,0.21,0.58,-3.42,1.5,0.5,2.6
714,Josh Miller,2008,Army,30,29.3,8.4,7.9,0.72,0.46,0.41,0.35,0.26,3.97,0.50,1.65,0.88,1.8,0.0,2.3
715,Aleks Maric,2008,Nebraska,33,29.3,15.7,10.1,1.01,0.61,0.58,0.62,0.02,1.94,0.19,0.81,-3.92,1.3,1.7,2.4
716,Dan Geriot,2008,Richmond,31,29.3,14.3,11.3,0.92,0.56,0.52,0.31,0.22,1.81,0.16,0.72,-4.76,0.7,0.3,3.0
717,Jeremy Clayton,2008,Appalachian St.,31,29.3,8.7,6.1,0.87,0.59,0.57,0.50,0.03,2.06,0.34,0.84,-3.64,1.0,2.4,2.8
718,Casey Wohlleb,2008,FGCU,31,29.3,16.5,14.4,0.87,0.51,0.47,0.29,0.40,1.87,0.13,0.74,-4.23,1.1,0.1,1.8
719,Ken Horton,2008,CCSU,29,29.2,12.7,9.0,1.05,0.62,0.59,0.30,0.21,1.14,0.13,0.66,-3.37,0.7,2.2,2.2
720,Dion Dowell,2008,Houston,34,29.2,10.9,8.3,1.06,0.60,0.55,0.23,0.63,1.03,0.12,0.97,-1.23,0.6,1.5,3.2
721,Adam Walker,2008,Howard,30,29.2,6.1,5.8,0.64,0.44,0.39,0.42,0.07,1.67,0.29,0.67,-4.82,0.6,1.5,2.8
722,Kris Clark,2008,Utah St,35,29.2,5.6,5.3,0.64,0.47,0.43,0.25,0.31,6.40,1.20,2.38,5.49,1.0,0.1,2.0
723,Courtney Fells,2008,N.C. State,31,29.2,10.6,7.9,1.01,0.61,0.58,0.24,0.57,1.19,0.15,0.73,-2.94,0.8,0.6,2.5
724,Jake Wohlfeil,2008,Campbell,27,29.2,9.9,8.3,0.94,0.55,0.51,0.20,0.81,2.15,0.26,1.53,0.08,0.7,0.1,1.4
725,Matthew Miller,2008,Texas Southern,32,29.2,10.4,10.2,0.75,0.46,0.43,0.22,0.51,2.19,0.21,0.88,-3.52,0.8,0.0,1.5
726,Brandon Patterson,2008,UALR,28,29.2,6.0,5.1,0.72,0.49,0.44,0.42,0.24,2.75,0.53,1.26,-1.18,0.9,0.6,2.0
727,Chris Knight,2008,Bowling Green,29,29.2,10.7,9.5,0.82,0.50,0.48,0.27,0.17,1.10,0.12,0.47,-5.67,0.8,1.0,3.1
