,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
23,Charles Futrell,2008,NCCU,30,37.1,16.7,13.4,0.89,0.56,0.53,0.27,0.23,0.80,0.06,0.22,-7.96,1.6,0.9,2.8
24,Greivis Vasquez,2008,Maryland,34,37.0,17.0,13.6,0.84,0.55,0.50,0.32,0.45,6.79,0.50,1.55,0.37,1.4,0.3,2.3
25,Lester Hudson,2008,UT Martin,33,36.9,25.7,19.0,1.01,0.60,0.56,0.27,0.51,4.48,0.24,1.17,-2.14,2.8,0.7,2.6
26,O.J. Mayo,2008,USC,33,36.8,20.7,16.2,0.94,0.57,0.52,0.28,0.40,3.30,0.20,0.93,-3.69,1.5,0.4,2.4
27,George Hill,2008,IUPUI,32,36.8,21.5,12.6,1.11,0.67,0.61,0.61,0.27,4.28,0.34,1.46,-0.24,1.8,0.4,2.8
28,Sean Baptiste,2008,Fairleigh Dickinson,25,36.8,18.5,12.7,1.04,0.59,0.53,0.53,0.27,1.40,0.11,0.83,-1.98,1.0,0.2,2.7
29,Ed Tyson,2008,UMES,32,36.8,20.2,18.3,0.83,0.49,0.44,0.30,0.39,1.44,0.08,0.45,-6.16,1.7,0.0,2.9
30,Eugene Harvey,2008,Seton Hall,32,36.8,13.3,10.3,0.78,0.51,0.43,0.58,0.14,4.88,0.47,1.32,-1.15,1.9,0.0,2.1
31,David Kummer,2008,Denver,16,36.7,11.4,8.0,0.98,0.61,0.55,0.38,0.55,1.63,0.20,0.79,-3.21,1.2,0.7,1.9
32,Ben Woodside,2008,North Dakota St,29,36.6,20.7,13.7,1.02,0.61,0.54,0.52,0.39,5.14,0.38,1.66,0.83,1.5,0.1,2.2
33,Dior Lowhorn,2008,San Francisco,31,36.6,20.5,15.8,0.95,0.56,0.52,0.35,0.07,0.71,0.04,0.24,-6.93,0.5,0.9,1.6
34,Mike Trimboli,2008,Vermont,31,36.5,17.9,13.7,0.91,0.57,0.51,0.33,0.42,4.48,0.33,1.22,-1.81,1.3,0.2,2.6
35,Jarell Brown,2008,Army,30,36.4,18.2,15.0,1.01,0.56,0.54,0.18,0.56,1.93,0.13,1.14,-1.19,1.6,0.1,1.6
36,Tim Anderson,2008,Air Force,30,36.3,14.0,10.0,0.99,0.58,0.51,0.47,0.47,2.73,0.27,1.44,-0.25,2.2,0.3,1.9
37,Ben Smith,2008,Jacksonville,31,36.3,15.8,10.5,0.93,0.58,0.46,0.69,0.39,4.61,0.44,1.57,0.37,1.8,0.1,1.6
38,Michael Lee,2008,St. Bonaventure,30,36.3,17.5,13.2,0.94,0.57,0.53,0.38,0.21,1.43,0.11,0.50,-5.38,1.5,0.5,2.1
39,Matt Janning,2008,Northeastern,31,36.3,16.1,12.7,0.94,0.57,0.53,0.26,0.44,2.42,0.19,0.89,-3.26,1.3,0.2,2.0
40,Jamar Butler,2008,Ohio St,37,36.2,15.0,11.6,0.97,0.59,0.55,0.20,0.63,5.92,0.51,2.21,3.58,1.3,0.0,1.3
41,Roy Bright,2008,Delaware St,28,36.2,19.1,16.4,1.00,0.54,0.51,0.18,0.48,0.64,0.04,0.47,-3.09,0.7,0.6,2.6
42,Mike Rose,2008,EKU,30,36.2,15.3,13.3,0.90,0.53,0.49,0.20,0.44,2.17,0.16,0.93,-2.71,1.8,0.2,1.2
43,Bryan Smithson,2008,UNCA,29,36.2,16.4,12.0,1.00,0.59,0.54,0.35,0.43,4.14,0.34,1.71,0.93,1.9,0.1,1.7
44,Darryl Proctor,2008,UMBC,33,36.2,15.1,11.8,0.95,0.55,0.50,0.40,0.01,1.55,0.13,0.85,-2.27,1.8,0.3,2.8
45,Adam Leonard,2008,EKU,29,36.1,11.9,9.8,0.98,0.56,0.53,0.19,0.69,3.14,0.32,2.22,2.07,1.3,0.0,1.9
46,Zarryon Fereti,2008,St. Bonaventure,30,36.1,13.8,11.9,0.86,0.51,0.45,0.31,0.53,2.33,0.20,1.08,-1.73,0.7,0.1,1.9
47,Paul Harris,2008,Syracuse,35,36.1,14.5,9.8,0.87,0.57,0.49,0.69,0.10,3.34,0.34,1.00,-2.79,1.7,0.8,2.6
48,Johnathon Jones,2008,Oakland,31,36.1,14.9,11.3,0.89,0.56,0.49,0.39,0.26,6.00,0.53,1.81,1.84,1.5,0.1,2.5
49,Kyle Gibson,2008,Louisiana Tech,30,36.0,16.5,12.9,0.95,0.55,0.50,0.37,0.42,1.30,0.10,0.63,-3.53,1.1,0.3,2.8
50,Garrison Carr,2008,American,33,36.0,18.4,13.6,1.06,0.61,0.57,0.23,0.67,1.73,0.13,0.78,-3.19,0.7,0.0,1.8
51,Tristan Blackwood,2008,CCSU,30,35.9,16.4,13.0,0.91,0.58,0.54,0.21,0.73,5.17,0.40,1.45,-0.35,1.2,0.1,1.9
52,Brad Jones,2008,Wyoming,29,35.9,12.1,8.0,0.81,0.54,0.42,0.90,0.23,3.62,0.45,1.08,-2.47,0.9,0.0,2.4
53,Terrence Williams,2008,Louisville,36,35.9,11.1,9.9,0.78,0.50,0.48,0.30,0.41,4.47,0.45,1.53,0.18,1.3,0.8,1.9
54,A.J. Abrams,2008,Texas,37,35.9,16.5,13.9,1.05,0.56,0.54,0.13,0.60,1.49,0.11,1.77,0.44,1.6,0.1,1.9
55,Mike Gordon,2008,Binghamton,30,35.9,12.5,10.3,0.91,0.54,0.50,0.27,0.37,3.80,0.37,1.84,1.36,2.2,0.2,2.8
56,Jaytornah Wisseh,2008,Long Island,30,35.9,15.8,12.1,0.87,0.54,0.47,0.45,0.24,5.10,0.42,1.58,0.44,1.6,0.2,2.6
57,Amir Johnson,2008,Radford,28,35.8,13.3,11.8,0.73,0.48,0.44,0.38,0.37,5.54,0.47,1.31,-1.36,1.9,0.1,3.3
58,Donte Greene,2008,Syracuse,35,35.8,17.7,14.9,0.91,0.53,0.50,0.26,0.50,2.03,0.14,0.78,-3.15,1.3,1.6,2.9
59,Tyrece Gibbs,2008,New Hampshire,29,35.8,14.4,12.4,0.89,0.54,0.52,0.19,0.57,3.14,0.25,1.20,-1.51,1.0,0.6,2.6
60,Jerryd Bayless,2008,Arizona,30,35.7,19.7,12.6,1.02,0.62,0.54,0.59,0.38,4.03,0.32,1.36,-0.81,1.0,0.1,2.2
61,Peyton Stovall,2008,Ball State,30,35.7,13.5,10.0,0.95,0.58,0.53,0.39,0.35,2.23,0.22,1.02,-2.20,1.3,0.2,2.3
62,Anthony Nelson,2008,Niagara,29,35.7,5.7,4.5,0.65,0.48,0.37,0.68,0.35,5.14,1.14,1.89,1.87,1.2,0.2,2.7
63,Patrick Patterson,2008,Kentucky,25,35.7,16.4,11.3,1.04,0.61,0.57,0.42,0.01,1.72,0.15,0.83,-2.67,0.8,1.2,2.8
64,Barry Stewart,2008,Mississippi St.,34,35.7,11.5,9.9,0.84,0.51,0.47,0.30,0.55,2.59,0.26,1.13,-1.52,1.3,0.1,2.4
65,Mark Socoby,2008,Maine,30,35.7,14.6,10.5,0.92,0.58,0.53,0.44,0.67,2.20,0.21,0.73,-4.16,1.4,0.5,2.2
66,Kyle McAlarney,2008,Notre Dame,33,35.7,15.1,11.6,1.03,0.60,0.58,0.17,0.64,3.48,0.30,1.74,0.85,0.8,0.0,1.0
67,Justin Johnson,2008,Iowa,32,35.7,11.8,11.1,0.86,0.51,0.49,0.11,0.76,2.13,0.19,1.10,-1.63,0.6,0.5,1.7
68,Tim Blackwell,2008,UMKC,31,35.7,12.0,9.3,0.90,0.55,0.49,0.40,0.45,2.87,0.31,1.31,-0.80,0.8,0.1,1.6
69,Geoff Payne,2008,Southern Utah,30,35.7,20.6,12.9,1.02,0.62,0.57,0.68,0.01,2.33,0.18,0.77,-4.13,1.8,0.4,2.7
70,Will Thomas,2008,GMU,34,35.6,16.1,9.5,1.16,0.67,0.64,0.59,0.00,1.97,0.21,1.29,-0.64,0.9,0.5,1.8
71,Jason Holsinger,2008,Evansville,27,35.5,12.3,9.9,0.88,0.56,0.52,0.26,0.58,4.56,0.46,1.60,0.56,0.6,0.0,2.4
72,Jonny Flynn,2008,Syracuse,35,35.5,15.7,11.9,0.94,0.57,0.53,0.34,0.39,5.29,0.44,1.95,2.06,1.5,0.2,1.5
73,Bobby Nash,2008,Hawaii,30,35.5,13.7,12.0,0.94,0.51,0.46,0.25,0.48,2.67,0.22,2.29,1.71,0.6,0.2,2.1
74,Michael Thompson,2008,Northwestern,30,35.5,11.6,9.5,0.88,0.54,0.51,0.30,0.36,4.27,0.45,1.97,2.13,1.1,0.1,2.8
75,Tim Pollitz,2008,Miami OH,33,35.5,15.5,12.2,0.93,0.57,0.54,0.28,0.04,3.06,0.25,1.11,-2.29,1.2,0.5,2.5
76,Kevin Kanaskie,2008,Middle Tenn,32,35.5,11.7,8.1,0.89,0.58,0.49,0.56,0.63,3.31,0.41,1.26,-1.21,1.2,0.0,2.3
77,Tyrone Kent,2008,Toledo,30,35.5,16.9,14.5,0.77,0.50,0.44,0.37,0.49,3.03,0.21,0.65,-7.83,1.8,0.5,2.5
78,Kellen Williams,2008,Eastern Wash.,30,35.5,13.5,10.1,1.03,0.59,0.56,0.31,0.30,1.63,0.16,1.09,-1.23,1.1,0.2,2.3
79,Robert Vaden,2008,UAB,33,35.5,21.1,16.3,0.99,0.58,0.54,0.24,0.66,2.58,0.16,0.88,-3.38,1.0,0.2,2.0
80,Toney Douglas,2008,Florida St,34,35.4,15.4,12.2,0.91,0.56,0.50,0.32,0.42,2.88,0.24,1.03,-2.43,2.6,0.3,2.6
81,Byron Davis,2008,Youngstown St,30,35.4,15.5,12.9,0.88,0.54,0.51,0.27,0.35,2.37,0.18,0.83,-3.60,1.1,0.2,2.3
82,Craig Moore,2008,Northwestern,30,35.4,13.4,10.4,1.04,0.61,0.60,0.11,0.78,3.10,0.30,1.63,0.53,1.8,0.2,2.3
83,Tywain McKee,2008,Coppin St,34,35.4,16.6,11.8,0.98,0.59,0.52,0.42,0.36,3.12,0.26,1.20,-1.55,1.5,0.1,2.7
84,Anthony Newell,2008,Ball State,21,35.4,16.9,15.2,0.85,0.47,0.43,0.40,0.20,1.76,0.12,1.03,-1.69,1.0,0.5,2.9
85,Rob Quaintance,2008,FGCU,31,35.3,7.0,5.4,0.70,0.59,0.57,0.19,0.77,5.61,1.04,1.38,-0.89,2.5,0.2,2.3
86,Zach Urbanus,2008,Citadel,30,35.3,10.4,9.5,0.83,0.51,0.49,0.15,0.58,2.90,0.31,1.23,-1.30,1.1,0.1,1.5
87,Chase Budinger,2008,Arizona,34,35.3,17.1,13.4,0.96,0.56,0.53,0.31,0.42,2.91,0.22,1.24,-1.21,1.1,0.2,1.9
88,Jon Killen,2008,SMU,30,35.3,12.9,10.3,0.88,0.57,0.55,0.24,0.60,5.13,0.50,1.60,0.63,1.5,0.1,2.4
89,Arizona Reid,2008,High Point,31,35.3,23.9,18.4,1.06,0.59,0.56,0.23,0.16,2.42,0.13,1.15,-1.39,1.7,0.5,2.8
90,Zam Fredrick,2008,South Carolina,32,35.3,14.8,13.7,0.86,0.50,0.48,0.19,0.44,3.16,0.23,1.35,-0.69,0.9,0.2,2.2
91,Nate Bowie,2008,Central Ark,30,35.2,17.5,12.7,0.91,0.56,0.48,0.54,0.47,3.47,0.27,1.11,-2.30,1.9,0.0,2.4
92,Patrick Christopher,2008,Cal,33,35.2,15.2,12.5,0.95,0.55,0.51,0.25,0.33,1.97,0.16,1.00,-1.81,0.5,0.1,2.2
93,Marc Egerson,2008,Delaware,24,35.2,13.4,10.8,0.80,0.52,0.44,0.46,0.38,3.04,0.28,0.87,-4.34,1.0,0.1,2.3
94,Joe Zeglinski,2008,Hartford,34,35.2,16.2,12.7,1.00,0.58,0.56,0.22,0.58,2.62,0.21,1.27,-0.88,0.9,0.1,2.3
95,A.J. Graves,2008,Butler,34,35.2,13.6,11.6,0.94,0.54,0.49,0.21,0.71,2.18,0.19,1.35,-0.54,1.6,0.1,1.2
96,Riley Luettgerodt,2008,Hawaii,30,35.2,12.8,10.8,0.89,0.52,0.46,0.33,0.15,2.80,0.26,1.53,0.09,1.0,0.0,1.7
97,Brody Angley,2008,Santa Clara,31,35.2,11.5,9.8,0.81,0.53,0.49,0.25,0.41,5.29,0.54,1.61,0.72,1.5,0.2,1.8
98,Brandon Johnson,2008,San Diego,35,35.1,16.9,14.2,0.86,0.52,0.50,0.31,0.43,3.54,0.25,1.07,-2.77,2.2,0.1,2.2
99,Reggie Williams,2008,VMI,25,35.1,27.8,20.4,1.04,0.60,0.57,0.33,0.30,3.88,0.19,1.28,-1.08,2.2,0.7,2.1
100,Jason Richards,2008,Davidson,36,35.1,12.7,10.3,0.85,0.54,0.49,0.34,0.49,8.14,0.79,2.82,7.03,1.4,0.1,1.6
101,Stefon Jackson,2008,UTEP,33,35.1,23.6,17.0,0.98,0.56,0.50,0.54,0.19,1.73,0.10,0.74,-3.14,1.2,0.1,2.3
102,Jawann McClellan,2008,Arizona,34,35.1,8.4,6.6,0.87,0.55,0.50,0.36,0.37,2.71,0.41,1.48,-0.06,0.6,0.6,2.1
103,Kai Williams,2008,South Dakota St,29,35.1,14.0,9.9,0.99,0.60,0.56,0.40,0.39,1.62,0.16,0.75,-3.16,0.7,0.5,2.2
104,Ramel Bradley,2008,Kentucky,30,35.1,15.9,11.0,0.93,0.59,0.51,0.52,0.46,3.37,0.31,1.01,-3.18,1.6,0.2,2.7
105,Geoff McDermott,2008,Providence,31,35.1,10.3,7.6,0.78,0.55,0.51,0.54,0.14,4.87,0.64,1.36,-0.95,1.5,1.2,3.2
106,Jonathan Rodriguez,2008,Campbell,30,35.0,20.9,13.8,0.95,0.59,0.50,0.66,0.12,2.50,0.18,0.69,-5.29,1.6,0.6,2.4
107,Mike Jefferson,2008,High Point,31,35.0,13.0,10.8,0.81,0.53,0.48,0.32,0.58,6.97,0.64,1.93,2.99,1.3,0.0,2.2
108,Tony Murphy,2008,Norfolk St,31,35.0,17.9,15.9,0.83,0.50,0.44,0.30,0.48,2.45,0.15,0.73,-4.73,1.7,0.1,1.0
109,Dominique Jones,2008,South Florida,31,35.0,17.1,12.4,0.99,0.58,0.53,0.42,0.40,2.77,0.22,1.23,-1.17,1.5,0.3,2.4
110,Jamaal Womack,2008,St. Francis (NY),29,35.0,12.1,12.3,0.82,0.46,0.45,0.13,0.64,2.10,0.17,1.33,-0.51,1.6,0.0,2.6
111,Cameron Wells,2008,Citadel,30,35.0,14.4,13.6,0.82,0.48,0.45,0.24,0.23,3.83,0.28,1.60,0.47,1.6,0.2,2.7
112,Joe Ross Merritt,2008,Samford,30,35.0,12.1,9.2,1.02,0.60,0.60,0.20,0.64,2.10,0.23,1.19,-1.24,0.6,0.1,2.4
113,Tony Freeman,2008,Iowa,22,35.0,13.8,11.0,0.85,0.54,0.50,0.36,0.67,3.23,0.29,1.00,-3.44,1.0,0.2,1.7
114,Kevin Coble,2008,Northwestern,21,35.0,15.9,12.9,1.02,0.57,0.55,0.18,0.33,1.76,0.14,1.16,-1.12,1.3,0.4,2.2
115,Taylor Rochestie,2008,Washington St,35,34.9,10.4,7.3,1.01,0.62,0.57,0.36,0.48,4.71,0.64,2.80,4.70,1.0,0.0,1.6
116,Kenny Dawkins,2008,Lamar,30,34.9,14.6,10.2,0.98,0.61,0.55,0.39,0.53,4.50,0.44,1.69,0.88,2.0,0.0,2.3
117,Tyrone Lewis,2008,Niagara,29,34.9,16.1,13.1,0.90,0.52,0.47,0.39,0.52,1.97,0.15,0.88,-2.54,2.0,0.6,2.9
118,Marquis Weddle,2008,UT Martin,33,34.8,17.1,14.8,0.93,0.54,0.51,0.19,0.60,1.79,0.12,0.77,-3.12,0.9,0.0,1.2
119,Eric Maynor,2008,VCU,32,34.8,17.9,13.3,0.94,0.57,0.52,0.40,0.30,5.47,0.41,1.82,1.91,1.3,0.2,1.9
120,Kevin Anderson,2008,Richmond,31,34.8,10.7,9.4,0.82,0.50,0.44,0.32,0.37,3.03,0.32,1.38,-0.53,1.8,0.2,2.2
121,Rob McKiver,2008,Houston,34,34.8,23.6,17.3,1.03,0.59,0.52,0.37,0.64,2.91,0.17,1.15,-1.63,1.6,0.1,1.9
122,Bryan Mullins,2008,Southern Ill,31,34.8,10.7,8.1,0.88,0.56,0.51,0.39,0.47,4.97,0.61,2.05,2.82,2.1,0.1,2.7
123,Demetric Bennett,2008,South Alabama,33,34.8,19.7,13.4,1.08,0.63,0.58,0.36,0.50,2.55,0.19,1.04,-2.17,1.3,0.1,1.2
124,Eddie Miller,2008,Fresno St,32,34.8,15.0,11.9,1.06,0.59,0.56,0.18,0.73,1.03,0.09,0.85,-1.51,1.0,0.5,1.2
125,Michael Bramos,2008,Miami OH,28,34.7,16.3,12.3,1.04,0.58,0.53,0.31,0.52,1.18,0.10,0.89,-1.75,1.3,1.5,1.7
126,Eric Gordon,2008,Indiana,32,34.7,20.9,13.3,0.99,0.61,0.52,0.65,0.49,2.44,0.18,0.68,-5.61,1.3,0.6,2.2
127,Maarty Leunen,2008,Oregon,32,34.7,15.2,8.8,1.21,0.71,0.66,0.51,0.43,2.81,0.32,1.80,0.89,0.9,0.3,2.4
128,Richard Roby,2008,Colorado,32,34.7,17.0,12.4,0.94,0.59,0.54,0.40,0.31,2.06,0.17,0.62,-6.16,1.0,0.9,3.3
129,Brian Roberts,2008,Dayton,34,34.7,18.4,12.9,1.05,0.63,0.59,0.30,0.50,3.44,0.27,1.24,-1.44,0.4,0.1,1.8
130,Darren Collison,2008,UCLA,33,34.7,14.5,10.2,1.02,0.62,0.56,0.35,0.30,3.76,0.37,1.68,0.77,1.8,0.1,1.3
131,Darris Nichols,2008,West Virginia,37,34.6,10.7,8.2,1.01,0.57,0.54,0.30,0.53,3.22,0.39,2.83,2.94,1.2,0.5,2.1
132,Jamont Gordon,2008,Mississippi St.,34,34.6,17.2,13.7,0.83,0.53,0.48,0.43,0.40,4.94,0.36,1.22,-2.10,1.1,0.6,2.6
133,Todd Brown,2008,Wright St,31,34.6,12.7,11.2,0.91,0.51,0.49,0.23,0.41,2.29,0.20,1.51,0.03,0.8,0.3,2.0
134,Vaughn Duggins,2008,Wright St,31,34.6,13.8,10.6,0.95,0.57,0.53,0.34,0.44,2.74,0.26,1.31,-0.86,1.0,0.1,1.6
135,Kevin Sims,2008,Tulane,32,34.6,12.2,9.1,0.87,0.55,0.47,0.49,0.44,3.75,0.41,1.38,-0.64,1.4,0.0,2.3
136,Charles Jenkins,2008,Hofstra,29,34.6,15.0,11.7,0.87,0.55,0.50,0.36,0.18,2.07,0.18,0.62,-5.56,1.7,0.5,2.7
137,Jason Thompson,2008,Rider,34,34.6,20.4,14.4,0.99,0.59,0.57,0.47,0.07,2.74,0.19,0.94,-2.96,1.1,2.7,2.9
138,J.R. Blount,2008,Loyola IL,31,34.6,15.1,13.6,0.80,0.48,0.42,0.38,0.27,2.65,0.19,1.00,-2.81,1.2,0.0,3.0
139,Stanley Hodge,2008,Niagara,28,34.6,13.3,9.5,0.95,0.58,0.53,0.44,0.49,3.36,0.35,1.47,-0.13,1.0,0.1,2.7
140,Jeremy Crouch,2008,Bradley,38,34.6,15.8,12.1,1.00,0.59,0.55,0.23,0.64,3.21,0.27,1.40,-0.43,1.5,0.1,2.2
141,Damon Huffman,2008,Brown,29,34.6,15.8,11.0,1.13,0.64,0.61,0.26,0.57,1.66,0.15,1.07,-1.39,1.2,0.1,1.7
142,David Schneider,2008,William & Mary,33,34.5,10.9,8.5,0.90,0.54,0.45,0.44,0.66,3.76,0.44,2.21,2.54,1.7,0.0,2.3
143,Greg Sprink,2008,Navy,30,34.5,21.8,17.4,0.88,0.52,0.43,0.44,0.49,2.87,0.16,0.84,-4.04,1.3,0.2,3.5
144,Matt Braeuer,2008,Wichita State,21,34.5,12.0,10.3,0.89,0.54,0.53,0.19,0.58,3.33,0.32,1.52,0.10,1.2,0.0,1.9
145,Tommie Liddell,2008,St. Louis,31,34.5,12.3,10.1,0.87,0.53,0.47,0.36,0.27,2.06,0.20,0.91,-2.86,0.7,0.2,1.6
146,Jeremy Wise,2008,Southern Miss,33,34.5,18.7,13.6,0.90,0.56,0.47,0.54,0.29,4.15,0.31,1.22,-1.79,1.2,0.4,2.9
147,Sollie Norwood,2008,Texas Southern,32,34.5,14.7,12.7,0.89,0.52,0.47,0.27,0.58,1.06,0.08,0.48,-4.32,1.2,0.0,1.6
148,Chaisson Allen,2008,Northeastern,31,34.5,9.2,8.0,0.74,0.48,0.42,0.44,0.29,3.48,0.44,1.33,-0.91,2.0,0.1,2.2
149,Kevin Lisch,2008,St. Louis,31,34.5,14.6,10.3,0.99,0.59,0.53,0.45,0.51,3.13,0.30,1.52,0.07,1.2,0.1,2.0
150,Chris Skrelja,2008,Brown,29,34.4,8.4,5.2,0.84,0.60,0.53,0.81,0.05,4.07,0.78,1.51,0.07,1.1,0.2,2.3
151,Michael Crowell,2008,Idaho,28,34.4,10.9,8.4,0.98,0.60,0.57,0.18,0.57,1.50,0.18,0.78,-2.76,0.6,0.2,2.6
152,Jon Goode,2008,Detroit,26,34.4,19.3,14.5,1.00,0.59,0.56,0.27,0.47,2.69,0.19,0.93,-3.57,0.9,0.0,2.2
153,Nick Stallings,2008,Centenary,31,34.4,15.9,12.9,0.89,0.53,0.47,0.39,0.23,2.42,0.19,0.93,-2.84,1.5,0.4,2.7
154,Paige Paulsen,2008,Milwaukee,30,34.4,13.3,10.7,0.97,0.55,0.50,0.30,0.58,1.40,0.13,0.95,-1.57,0.9,0.3,2.2
155,Gary Patterson,2008,IUPUI,33,34.4,12.9,9.7,1.10,0.62,0.58,0.18,0.65,2.64,0.27,2.29,1.84,1.1,0.0,1.7
156,Garrett Temple,2008,LSU,31,34.4,6.4,5.0,0.75,0.53,0.46,0.45,0.47,3.58,0.72,1.52,0.09,1.3,0.8,2.9
157,Reggie Larry,2008,Boise St,34,34.4,19.4,13.4,1.01,0.60,0.58,0.47,0.19,1.82,0.14,0.69,-3.85,1.4,1.0,2.0
158,Leonard Mendez,2008,Georgia St,30,34.4,16.0,13.3,0.95,0.55,0.52,0.24,0.43,1.30,0.10,0.66,-3.43,1.3,0.1,1.3
159,Matt Gibson,2008,Hawaii,25,34.3,17.0,11.8,0.91,0.60,0.53,0.48,0.42,4.84,0.41,1.20,-2.36,1.9,0.2,3.4
160,A.D. Vassallo,2008,Virginia Tech,35,34.3,16.9,13.3,0.96,0.57,0.53,0.27,0.46,2.20,0.17,0.89,-2.92,0.7,0.5,2.2
161,Anthony Smith,2008,Liberty,32,34.3,16.0,11.5,1.12,0.64,0.63,0.22,0.56,1.13,0.10,0.73,-2.36,1.0,0.2,2.2
162,Mike O'Donnell,2008,UCF,29,34.3,11.9,9.6,0.96,0.56,0.52,0.26,0.73,3.03,0.32,1.96,1.38,1.6,0.2,1.8
163,Troy Jackson,2008,Alcorn State,23,34.3,15.6,12.1,0.88,0.54,0.49,0.42,0.40,1.70,0.14,0.57,-5.14,1.8,0.3,2.1
164,Martin Zeno,2008,Texas Tech,31,34.3,16.0,11.3,0.91,0.56,0.48,0.60,0.08,2.94,0.26,1.05,-2.41,1.4,0.5,1.8
165,Adam Tanner,2008,Denver,30,34.2,10.8,7.3,0.92,0.59,0.52,0.56,0.35,2.87,0.39,1.25,-1.37,0.6,0.8,3.2
166,Eric Devendorf,2008,Syracuse,10,34.2,17.0,13.1,0.93,0.58,0.55,0.27,0.41,3.90,0.30,1.15,-2.11,1.7,0.4,2.9
167,Markel Humphrey,2008,Marshall,27,34.2,13.1,9.6,0.93,0.55,0.52,0.54,0.25,2.00,0.21,1.06,-1.70,0.9,0.3,1.5
168,Cliff Hammonds,2008,Clemson,34,34.2,11.4,9.4,0.94,0.56,0.56,0.19,0.50,3.91,0.41,2.22,2.34,1.9,0.2,1.6
