,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
14,Ryan Gomes,2005,Providence,31,37.5,21.6,16.1,1.02,0.59,0.55,0.32,0.28,3.23,0.20,1.32,-0.78,1.5,0.2,1.6
15,Brandon McKnight,2005,Purdue,28,37.4,11.8,12.2,0.74,0.44,0.39,0.24,0.30,3.75,0.31,1.67,0.71,1.3,0.2,1.6
16,J.J. Redick,2005,Duke,33,37.3,21.8,15.0,1.06,0.61,0.53,0.42,0.61,2.61,0.17,1.05,-1.93,1.1,0.1,1.1
17,Ronnie Price,2005,Utah Valley,28,37.2,24.3,19.1,0.96,0.55,0.50,0.34,0.42,3.00,0.16,0.99,-2.94,1.8,0.2,2.3
18,Tiras Wade,2005,La Lafayette,31,37.2,20.3,14.9,1.03,0.60,0.55,0.32,0.43,1.32,0.09,0.58,-3.71,1.4,0.3,2.5
19,Alex Acker,2005,Pepperdine,31,37.2,16.6,13.1,0.95,0.57,0.52,0.26,0.34,3.68,0.28,1.39,-0.50,1.3,0.5,1.9
20,Jamar Wilson,2005,Albany,27,37.1,16.9,11.3,0.88,0.59,0.50,0.61,0.31,4.15,0.37,0.94,-4.56,1.3,0.3,2.8
21,Dainmon Gonner,2005,Southeast Mo St,27,37.0,20.3,15.9,0.94,0.54,0.50,0.39,0.27,2.26,0.14,0.90,-2.83,2.7,0.5,2.5
22,Ian Young,2005,Auburn,30,37.0,13.3,11.9,0.81,0.50,0.44,0.27,0.57,4.03,0.34,1.41,-0.48,1.3,0.2,2.3
23,Will Blalock,2005,Iowa St,30,36.9,12.3,10.7,0.82,0.50,0.44,0.34,0.27,4.87,0.45,1.95,2.02,2.0,0.1,1.2
24,John Cox,2005,San Francisco,31,36.9,20.0,16.5,0.93,0.53,0.49,0.32,0.41,2.52,0.15,1.03,-2.10,1.0,0.2,1.6
25,Brandon Cole,2005,IUPUI,28,36.9,14.3,11.2,1.03,0.58,0.55,0.20,0.58,1.39,0.12,0.93,-1.66,1.5,0.2,1.8
26,Jerry Johnson,2005,Rider,30,36.8,18.4,14.0,1.01,0.58,0.53,0.29,0.62,4.47,0.32,2.00,2.04,1.5,0.1,2.3
27,James Williams,2005,Long Island,29,36.8,16.3,12.2,0.88,0.56,0.49,0.45,0.52,3.38,0.28,0.92,-3.70,1.1,0.2,2.7
28,Zack Graber,2005,UALR,28,36.8,4.0,2.7,0.68,0.63,0.58,0.45,0.76,4.43,1.65,1.68,0.87,1.6,0.0,2.0
29,Alvin Cruz,2005,Niagara,30,36.7,13.2,9.6,0.94,0.58,0.52,0.42,0.46,6.37,0.66,2.58,4.53,1.2,0.1,2.5
30,Mike Slattery,2005,Delaware,26,36.7,9.0,8.0,0.79,0.51,0.50,0.24,0.33,6.46,0.81,2.63,4.93,1.6,0.0,2.1
31,Walker Russell,2005,Jacksonville St,29,36.7,14.5,10.1,0.82,0.57,0.46,0.61,0.20,7.28,0.72,1.61,0.92,2.2,0.2,2.7
32,Bryan Hopkins,2005,SMU,25,36.7,17.9,14.2,0.88,0.55,0.50,0.35,0.54,3.88,0.27,1.04,-3.17,2.4,0.0,2.9
33,Seamus Boxley,2005,Portland St,28,36.6,20.6,12.4,1.03,0.65,0.61,0.65,0.10,2.46,0.20,0.68,-5.16,0.8,1.4,2.1
34,J. Robert Merritt,2005,Samford,28,36.6,16.5,10.5,1.12,0.67,0.63,0.39,0.66,1.68,0.16,0.75,-3.67,1.4,0.3,1.4
35,Jeff Horner,2005,Iowa,33,36.6,14.0,10.9,0.93,0.57,0.53,0.30,0.59,5.45,0.50,2.14,2.91,1.4,0.2,1.8
36,Paul Millsap,2005,Louisiana Tech,29,36.6,20.4,13.5,1.02,0.60,0.58,0.61,0.00,1.00,0.07,0.39,-4.95,1.1,1.9,3.1
37,Daevon Haskins,2005,Louisiana Tech,29,36.6,8.4,7.3,0.70,0.48,0.42,0.46,0.14,5.76,0.79,1.88,2.02,1.9,0.0,2.3
38,TJ Sorrentine,2005,Vermont,31,36.5,18.7,15.8,0.93,0.55,0.52,0.18,0.59,4.23,0.27,1.51,0.03,1.0,0.0,1.8
39,Dion Harris,2005,Michigan,31,36.5,14.3,13.4,0.80,0.49,0.45,0.23,0.50,3.52,0.26,1.21,-1.66,1.1,0.2,2.1
40,Steve Burtt,2005,Iona,31,36.5,19.3,14.1,0.99,0.58,0.52,0.39,0.46,2.32,0.16,0.92,-2.56,1.2,0.1,2.2
41,Zac Schlader,2005,Austin Peay,32,36.5,12.7,10.0,0.89,0.55,0.50,0.37,0.00,2.28,0.23,0.94,-2.64,0.5,1.3,2.8
42,Ken Tutt,2005,Oral Roberts,33,36.5,17.1,14.0,0.96,0.56,0.52,0.22,0.45,2.42,0.17,1.04,-1.86,1.0,0.1,1.8
43,Derek Raivio,2005,Gonzaga,31,36.4,13.0,8.5,1.05,0.65,0.57,0.43,0.64,4.81,0.57,2.26,2.85,1.6,0.1,2.2
44,Will Venable,2005,Princeton,28,36.4,10.5,7.3,0.92,0.60,0.55,0.48,0.26,3.11,0.43,1.26,-1.37,1.9,0.3,2.1
45,Ike Diogu,2005,Arizona St,32,36.4,22.6,12.4,1.08,0.68,0.60,0.78,0.11,1.34,0.11,0.37,-7.10,0.6,2.3,2.8
46,Taylor Coppenrath,2005,Vermont,31,36.4,25.1,16.9,1.07,0.59,0.53,0.56,0.06,1.94,0.11,1.11,-1.27,1.2,0.7,2.0
47,Cortney Scott,2005,Oakland,32,36.3,18.1,13.7,0.98,0.56,0.54,0.41,0.02,2.16,0.16,1.08,-1.60,1.6,0.3,2.3
48,Ahmad Smith,2005,St. Bonaventure,28,36.3,14.2,12.7,0.84,0.48,0.46,0.34,0.29,3.50,0.28,1.85,1.24,0.9,0.3,1.7
49,Jared Homan,2005,Iowa St,31,36.3,13.6,11.9,0.84,0.48,0.43,0.39,0.03,1.06,0.09,0.54,-3.48,0.8,2.1,2.8
50,Tory Cavalieri,2005,St. Francis (NY),28,36.3,15.6,11.4,0.95,0.60,0.57,0.29,0.57,4.79,0.42,1.47,-0.16,2.1,0.0,1.5
51,Lucious Jordan,2005,Albany,28,36.3,14.8,12.3,0.86,0.52,0.48,0.37,0.37,2.32,0.19,0.90,-2.91,1.4,0.1,2.3
52,Dewitt Doss,2005,Canisius,29,36.2,15.2,12.7,0.92,0.53,0.48,0.31,0.40,1.97,0.15,1.12,-1.21,1.5,0.0,2.2
53,Thomas Kelati,2005,Washington St,28,36.2,14.3,11.2,0.97,0.58,0.56,0.21,0.61,2.82,0.25,1.16,-1.68,1.5,0.4,2.6
54,Antonio Hudson,2005,LSU,30,36.2,13.1,10.2,1.00,0.58,0.56,0.26,0.53,1.93,0.19,1.23,-0.76,1.0,0.3,2.1
55,Eddie Basden,2005,Charlotte,29,36.2,15.2,11.0,0.94,0.57,0.52,0.48,0.18,3.72,0.34,1.42,-0.37,3.2,0.1,2.0
56,Rawle Marshall,2005,Oakland,32,36.2,19.9,14.9,0.91,0.55,0.48,0.51,0.28,2.19,0.15,0.69,-4.95,1.8,1.3,2.3
57,John Lucas,2005,Oklahoma St,33,36.1,17.7,13.7,1.07,0.60,0.56,0.19,0.51,4.09,0.30,2.55,3.06,1.1,0.0,1.8
58,Dwayne Lee,2005,St Joseph's,36,36.1,9.4,7.6,0.79,0.52,0.45,0.46,0.52,5.22,0.69,2.00,2.60,1.1,0.1,1.9
59,Tim Begley,2005,Penn,29,36.1,13.9,10.7,0.91,0.57,0.54,0.29,0.63,4.76,0.44,1.57,0.38,1.3,0.3,1.6
60,Chakowby Hicks,2005,Norfolk St,27,36.0,14.4,11.7,0.82,0.52,0.47,0.40,0.37,3.93,0.33,1.12,-2.52,3.4,0.7,2.0
61,Deng Gai,2005,Fairfield,30,36.0,13.9,11.0,0.92,0.55,0.50,0.35,0.17,1.33,0.12,0.65,-3.37,0.6,5.5,2.8
62,Dan Oppland,2005,Valparaiso,31,36.0,18.6,13.1,1.07,0.61,0.56,0.39,0.19,1.19,0.09,0.66,-2.81,0.5,0.3,2.8
63,Harding Nana,2005,Delaware,31,36.0,18.5,14.2,0.92,0.56,0.51,0.39,0.38,1.35,0.10,0.44,-5.88,1.1,1.4,2.9
64,Vincent Grier,2005,Minnesota,32,36.0,17.9,13.3,0.93,0.55,0.49,0.51,0.12,2.44,0.18,0.92,-2.87,2.0,0.2,1.9
65,Jared Dudley,2005,Boston College,30,36.0,16.5,11.3,1.04,0.59,0.53,0.53,0.27,3.17,0.28,1.94,1.34,1.6,0.2,1.8
66,Marc Axton,2005,Eastern Wash.,28,35.9,16.2,12.5,0.96,0.56,0.51,0.38,0.59,2.39,0.19,1.18,-1.25,0.5,0.1,2.4
67,Bobby Brown,2005,CSUF,32,35.9,16.8,14.6,0.88,0.54,0.51,0.17,0.52,4.66,0.32,1.42,-0.48,1.3,0.1,2.3
68,Tim Smith,2005,ETSU,29,35.9,22.2,20.0,0.82,0.51,0.47,0.22,0.27,4.24,0.21,0.88,-4.99,2.2,0.0,1.5
69,Chad Maclies,2005,Centenary,27,35.9,18.0,11.8,1.00,0.61,0.54,0.59,0.09,1.07,0.09,0.38,-6.00,1.4,0.7,3.3
70,David Moss,2005,Indiana St,31,35.8,14.9,11.8,0.85,0.53,0.46,0.44,0.22,3.52,0.30,1.14,-2.23,1.4,0.5,2.5
71,Tim Blackwell,2005,UMKC,24,35.8,10.1,7.1,1.02,0.63,0.58,0.29,0.66,2.17,0.30,1.21,-0.97,0.7,0.2,1.7
72,Anthony Anderson,2005,Massachusetts,20,35.8,10.2,8.0,0.97,0.59,0.58,0.17,0.76,2.90,0.36,1.61,0.40,1.9,0.1,1.8
73,Erik Benzel,2005,Denver,31,35.7,13.7,9.9,1.11,0.63,0.61,0.21,0.77,2.55,0.26,1.76,0.68,1.5,0.4,2.4
74,Ray Barbosa,2005,James Madison,28,35.7,14.9,13.0,0.90,0.52,0.49,0.22,0.49,1.32,0.10,0.61,-3.73,0.6,0.2,1.8
75,Julian Sensley,2005,Hawaii,29,35.7,12.0,10.6,0.83,0.50,0.48,0.30,0.28,3.07,0.29,1.35,-0.67,1.1,0.8,2.2
76,Mark Williams,2005,Savannah St,19,35.6,16.6,14.5,0.82,0.49,0.43,0.41,0.43,1.58,0.11,0.59,-4.31,1.5,0.0,2.5
77,Carl Krauser,2005,Pittsburgh,29,35.6,16.0,11.2,0.85,0.57,0.49,0.58,0.42,5.86,0.52,1.39,-0.85,1.8,0.1,2.4
78,Curtis Stinson,2005,Iowa St,31,35.6,17.2,14.9,0.84,0.50,0.46,0.34,0.18,4.48,0.30,1.39,-0.67,2.3,0.1,2.9
79,Quin Humphrey,2005,Youngstown St,28,35.6,14.4,11.8,0.87,0.54,0.50,0.29,0.34,1.82,0.15,0.61,-5.32,1.4,0.5,1.6
80,Anthony Davis,2005,Austin Peay,29,35.6,15.2,13.9,0.85,0.49,0.45,0.27,0.27,2.83,0.20,1.26,-1.05,1.7,0.6,2.3
81,Toney Douglas,2005,Auburn,31,35.6,16.9,13.6,0.93,0.55,0.50,0.32,0.39,1.84,0.14,0.72,-3.72,1.4,0.1,2.5
82,Nathan Watson,2005,Auburn,31,35.6,11.3,9.0,0.94,0.57,0.55,0.23,0.50,1.97,0.22,0.97,-2.03,1.7,0.5,2.8
83,Gerry McNamara,2005,Syracuse,34,35.6,15.8,12.7,0.90,0.55,0.49,0.29,0.73,4.94,0.39,1.70,1.06,1.9,0.1,1.8
84,Andre Heard,2005,Binghamton,29,35.6,14.3,14.0,0.78,0.45,0.41,0.28,0.40,2.55,0.18,1.14,-1.61,2.0,0.3,2.5
85,Sean Walker,2005,Texas Southern,26,35.5,17.8,12.3,0.90,0.57,0.48,0.61,0.40,2.38,0.19,0.65,-5.67,1.0,0.5,2.3
86,Maurice Maxwell,2005,Massachusetts,28,35.5,11.4,10.2,0.81,0.50,0.46,0.26,0.42,3.82,0.38,1.51,0.04,1.8,0.6,1.5
87,Donnie McGrath,2005,Providence,30,35.5,9.7,7.5,0.96,0.60,0.56,0.19,0.78,3.83,0.51,2.02,1.80,1.4,0.1,2.0
88,Darshan Luckey,2005,St. Francis (PA),28,35.5,21.5,16.0,1.02,0.58,0.52,0.38,0.22,1.29,0.08,0.62,-3.53,1.4,0.3,1.6
89,Jermaine Thomas,2005,La Salle,37,35.5,13.3,10.2,1.01,0.57,0.53,0.31,0.62,2.05,0.20,1.49,-0.03,1.5,0.1,1.8
90,David Teague,2005,Purdue,26,35.4,14.0,13.7,0.84,0.47,0.44,0.20,0.52,1.19,0.09,0.72,-2.57,0.9,0.3,2.7
91,Larry Blair,2005,Liberty,28,35.4,16.6,13.9,0.89,0.53,0.49,0.27,0.35,2.36,0.17,0.84,-3.41,1.8,0.4,2.2
92,Scott Greenman,2005,Princeton,28,35.4,8.6,6.4,0.99,0.59,0.55,0.34,0.74,2.25,0.35,1.75,0.77,1.1,0.0,2.4
93,Bracey Wright,2005,Indiana,26,35.3,18.3,14.0,0.93,0.55,0.48,0.44,0.42,2.69,0.19,1.03,-2.58,1.1,0.6,1.9
94,Raheem Scott,2005,Coppin St,28,35.3,7.9,7.6,0.66,0.45,0.37,0.38,0.20,2.96,0.39,1.02,-2.72,1.3,0.1,2.5
95,Chris Quinn,2005,Notre Dame,28,35.3,12.6,9.5,1.08,0.60,0.57,0.22,0.54,3.07,0.32,2.77,2.83,1.3,0.2,1.5
96,Aaron Cook,2005,Hartford,28,35.2,14.9,14.1,0.83,0.49,0.45,0.19,0.51,2.04,0.14,0.80,-3.45,1.8,0.1,2.1
97,Blake Schilb,2005,Loyola IL,30,35.2,17.9,13.0,0.94,0.61,0.57,0.28,0.37,4.00,0.31,0.98,-4.02,1.7,0.5,2.3
98,Turner Battle,2005,Buffalo,33,35.2,15.5,11.7,0.96,0.56,0.52,0.41,0.33,4.42,0.38,2.28,2.77,1.4,0.1,2.8
99,Mike Bell,2005,Fla Atlantic,27,35.1,19.1,15.6,0.96,0.54,0.54,0.29,0.34,1.11,0.07,0.52,-3.60,1.0,1.9,2.0
100,Hosea Butler,2005,MVSU,28,35.1,13.0,11.6,0.84,0.50,0.45,0.27,0.46,4.89,0.42,2.21,2.98,3.3,0.1,2.4
101,Reggie Williams,2005,VMI,27,35.1,15.5,13.2,0.91,0.52,0.48,0.27,0.33,2.48,0.19,1.24,-0.96,1.4,0.2,1.9
102,Darius Washington,2005,Memphis,38,35.1,15.4,11.1,0.89,0.57,0.52,0.49,0.28,3.79,0.34,1.07,-2.81,1.7,0.1,2.3
103,Jeff Gardner,2005,Idaho St,27,35.1,12.0,8.8,0.85,0.55,0.46,0.53,0.70,4.44,0.51,1.46,-0.21,1.8,0.0,2.9
104,Danny Horace,2005,Miami OH,30,35.1,15.4,10.3,0.99,0.59,0.50,0.61,0.24,1.30,0.13,0.61,-3.89,0.8,0.6,2.3
105,John Goldsberry,2005,UNCW,27,35.0,12.1,8.2,1.01,0.63,0.59,0.39,0.61,4.78,0.58,2.19,3.04,2.1,0.0,2.2
106,Vedran Vukusic,2005,Northwestern,31,35.0,16.8,12.7,1.00,0.59,0.56,0.25,0.47,2.29,0.18,0.93,-2.95,1.0,0.7,2.7
107,Darrel Mitchell,2005,LSU,30,35.0,13.1,10.4,0.93,0.56,0.51,0.29,0.59,2.93,0.28,1.35,-0.60,1.8,0.2,2.8
108,Jon Mends,2005,Youngstown St,27,35.0,5.6,5.6,0.60,0.44,0.41,0.34,0.15,3.59,0.65,1.24,-1.50,0.7,0.1,2.4
109,Darnell Harris,2005,La Salle,39,35.0,10.8,10.0,0.88,0.50,0.46,0.20,0.69,0.97,0.10,0.75,-2.01,0.9,0.3,1.3
110,Andrew Bogut,2005,Utah,35,35.0,20.4,12.9,1.09,0.66,0.63,0.46,0.06,2.34,0.18,0.85,-3.64,1.0,1.9,2.2
111,Chet Mason,2005,Miami OH,30,35.0,13.4,11.4,0.79,0.50,0.46,0.41,0.18,3.30,0.29,1.04,-2.98,1.3,0.2,2.4
112,Marquin Chandler,2005,San Jose St,29,35.0,19.6,16.2,0.92,0.55,0.51,0.25,0.22,1.07,0.07,0.34,-7.14,0.6,0.6,3.3
113,Rodney Billups,2005,Denver,31,34.9,10.2,9.0,0.75,0.50,0.46,0.28,0.31,6.42,0.71,1.93,2.70,1.9,0.2,2.2
114,Bo McCalebb,2005,New Orleans,30,34.9,22.6,18.1,0.92,0.53,0.50,0.43,0.18,3.67,0.20,1.43,-0.36,1.8,0.2,1.9
115,CJ Watson,2005,Tennessee,31,34.9,11.9,8.6,0.86,0.57,0.50,0.51,0.48,5.00,0.58,1.61,0.69,1.9,0.0,2.3
116,Louis Ford,2005,Howard,10,34.9,14.1,12.0,0.88,0.54,0.50,0.20,0.31,5.60,0.47,1.93,2.36,3.8,0.3,2.9
117,Ismael N'Diaye,2005,FIU,29,34.9,13.4,10.2,0.86,0.55,0.49,0.47,0.30,2.52,0.25,0.85,-3.57,1.0,0.2,2.9
118,Andre Ingram,2005,American,28,34.9,15.3,13.1,0.91,0.53,0.49,0.25,0.45,2.07,0.16,1.02,-1.92,1.1,0.2,1.8
119,Marc Jackson,2005,Utah,35,34.9,10.7,6.3,1.00,0.67,0.59,0.60,0.61,3.66,0.58,1.42,-0.41,0.9,0.1,1.9
120,Fred Peete,2005,Kansas St,29,34.9,13.0,11.3,0.81,0.49,0.44,0.40,0.39,3.76,0.33,1.49,-0.03,2.1,0.1,2.3
121,Matt Rohde,2005,Green Bay,28,34.9,11.5,8.5,1.03,0.59,0.53,0.35,0.61,2.07,0.24,1.61,0.29,0.4,0.0,2.1
122,Eric Castro,2005,SMU,28,34.9,14.2,10.5,0.93,0.58,0.56,0.38,0.00,1.89,0.18,0.71,-4.16,1.3,0.6,2.9
123,Dwayne Jones,2005,St Joseph's,36,34.8,10.1,6.3,0.85,0.54,0.51,1.09,0.00,0.86,0.14,0.41,-4.68,0.4,3.0,2.4
124,Akeem Clark,2005,IUPUI,29,34.8,14.2,12.4,0.95,0.53,0.50,0.20,0.63,2.28,0.18,1.83,0.85,1.4,0.1,2.5
125,Aaron Bruce,2005,Baylor,28,34.8,18.2,13.0,1.00,0.61,0.57,0.32,0.47,3.75,0.29,1.25,-1.51,1.1,0.2,2.4
126,Andre Owens,2005,Houston,32,34.8,18.3,15.2,0.96,0.54,0.51,0.27,0.58,2.09,0.14,1.10,-1.52,1.3,0.2,2.8
127,Antoine Agudio,2005,Hofstra,30,34.8,15.1,12.5,0.94,0.55,0.54,0.20,0.52,2.40,0.19,1.06,-1.92,0.8,0.1,1.9
128,Pat Carroll,2005,St Joseph's,35,34.8,18.3,13.9,1.08,0.60,0.58,0.23,0.64,1.91,0.14,1.22,-0.92,0.8,0.3,2.1
129,Brian Bender,2005,Gardner-Webb,30,34.7,15.4,12.3,0.92,0.54,0.49,0.35,0.43,1.93,0.16,0.84,-2.78,0.9,0.7,2.0
130,Chris Hernandez,2005,Stanford,30,34.7,15.2,10.5,0.97,0.60,0.53,0.47,0.51,4.00,0.38,1.45,-0.28,1.7,0.0,2.2
131,Tamien Trent,2005,Fairleigh Dickinson,33,34.7,15.7,12.1,0.91,0.56,0.52,0.34,0.40,5.48,0.45,1.76,1.49,1.1,0.1,2.8
132,David Schroeder,2005,Idaho St,3,34.7,15.3,12.0,1.10,0.61,0.61,0.11,0.50,2.67,0.22,2.00,1.30,1.3,0.3,2.3
133,Terrence Todd,2005,Fairfield,30,34.7,15.9,14.1,0.87,0.50,0.45,0.28,0.29,2.77,0.20,1.26,-1.06,1.0,0.0,1.6
134,Marcellus Sommerville,2005,Bradley,28,34.6,17.5,13.5,0.92,0.55,0.50,0.39,0.31,1.89,0.14,0.63,-4.80,0.9,0.6,2.9
135,Dijon Thompson,2005,UCLA,28,34.6,18.4,13.8,0.95,0.58,0.53,0.35,0.30,2.25,0.16,0.69,-4.81,1.5,0.3,2.2
136,Ivan Almonte,2005,FIU,30,34.6,17.2,11.9,0.87,0.58,0.54,0.57,0.06,3.17,0.27,0.71,-6.48,1.4,0.4,3.1
137,Sherard Reddick,2005,Savannah St,19,34.6,12.9,10.8,0.72,0.48,0.47,0.57,0.06,0.68,0.06,0.16,-10.07,0.9,1.4,3.0
138,Craig Smith,2005,Boston College,29,34.6,18.0,13.8,0.95,0.55,0.51,0.42,0.05,1.69,0.12,0.75,-3.26,1.6,0.4,2.3
139,Ibrahim Jaaber,2005,Penn,29,34.6,11.5,9.2,0.90,0.54,0.49,0.36,0.40,2.76,0.30,1.36,-0.56,2.9,0.6,2.7
140,Julius Hodge,2005,N.C. State,34,34.6,17.0,11.8,0.94,0.56,0.51,0.63,0.14,4.76,0.41,1.82,1.66,1.4,0.7,2.2
141,Ralphy Holmes,2005,CSUF,26,34.6,16.9,14.3,0.95,0.55,0.53,0.18,0.25,2.62,0.18,1.21,-1.15,1.0,0.3,2.8
142,Tyrone Riley,2005,San Francisco,31,34.6,15.8,12.5,0.97,0.56,0.51,0.30,0.43,1.32,0.11,0.71,-2.86,0.9,0.3,2.1
143,Mark Tyndale,2005,Temple,30,34.6,12.5,11.7,0.77,0.44,0.36,0.47,0.32,2.57,0.22,1.43,-0.29,1.2,0.1,1.9
144,Nicholas King,2005,Coppin St,29,34.6,14.2,12.5,0.81,0.49,0.43,0.37,0.43,1.21,0.10,0.45,-5.60,1.7,0.5,2.2
145,Craig Benson,2005,Quinnipiac,25,34.6,12.3,11.8,0.87,0.49,0.46,0.15,0.50,1.48,0.13,1.03,-1.24,0.3,0.1,1.6
146,Ricky Soliver,2005,Iona,29,34.6,12.7,11.1,0.81,0.50,0.44,0.35,0.33,4.52,0.41,1.72,1.09,1.4,0.2,2.5
147,Brandon Freeman,2005,UALR,28,34.5,16.3,12.5,1.05,0.60,0.58,0.19,0.51,0.96,0.08,0.50,-3.84,1.0,0.1,1.8
148,Will Funn,2005,Portland St,28,34.5,7.5,5.2,0.72,0.55,0.50,0.70,0.25,8.00,1.53,2.33,5.21,2.2,0.2,2.9
149,Daniel Ewing,2005,Duke,33,34.5,15.3,12.8,0.88,0.54,0.51,0.25,0.47,4.00,0.31,1.35,-0.85,2.0,0.4,3.0
150,Ronald Ross,2005,Texas Tech,33,34.5,17.5,13.5,1.05,0.59,0.56,0.22,0.21,3.00,0.22,1.77,0.84,2.6,0.1,1.8
151,Juan Mendez,2005,Niagara,30,34.5,23.5,15.6,1.04,0.60,0.51,0.59,0.27,1.30,0.08,0.57,-3.89,1.2,2.1,3.1
152,Kennedy Winston,2005,Alabama,32,34.4,17.9,13.8,0.97,0.57,0.53,0.31,0.32,2.56,0.19,1.03,-2.34,0.3,0.3,2.0
153,Kevin Hamilton,2005,Holy Cross,32,34.4,15.7,12.8,0.90,0.54,0.50,0.32,0.57,2.84,0.22,1.06,-2.43,2.9,0.4,2.4
154,David Brooks,2005,Niagara,30,34.4,17.1,14.2,0.94,0.54,0.50,0.26,0.50,2.70,0.19,1.25,-1.00,1.5,0.1,2.7
155,John Reimold,2005,Bowling Green,29,34.4,18.5,12.0,1.16,0.67,0.64,0.35,0.50,1.83,0.15,0.95,-2.12,1.0,0.6,2.0
156,Raymond Anthony,2005,Lamar,29,34.4,15.5,10.9,0.98,0.59,0.53,0.45,0.70,4.31,0.40,1.69,0.82,1.6,0.0,1.7
157,Sundiata Gaines,2005,Georgia,27,34.4,12.0,11.0,0.73,0.45,0.42,0.47,0.31,2.89,0.26,1.04,-2.60,2.4,0.3,2.2
158,Brandon Heath,2005,San Diego St,29,34.4,18.3,14.9,0.86,0.53,0.46,0.37,0.35,3.69,0.25,1.03,-3.38,2.2,0.1,1.8
159,Jordan Farmar,2005,UCLA,29,34.4,13.2,10.1,0.81,0.54,0.47,0.47,0.35,5.28,0.52,1.35,-1.05,1.4,0.1,2.7
160,CJ Anderson,2005,Manhattan,28,34.4,16.1,11.8,0.93,0.55,0.52,0.56,0.00,2.82,0.24,1.30,-0.87,1.5,1.3,3.4
161,Javier Mendiburu,2005,Green Bay,26,34.3,11.5,9.0,0.84,0.55,0.50,0.37,0.47,7.08,0.79,2.30,4.99,1.4,0.3,2.1
162,Guillermo Diaz,2005,Miami FL,29,34.3,18.6,14.4,0.97,0.56,0.53,0.33,0.40,2.62,0.18,1.09,-1.95,1.5,0.3,1.8
163,Quincy Douby,2005,Rutgers,29,34.3,15.1,13.9,0.90,0.50,0.47,0.19,0.48,3.38,0.24,2.00,1.77,1.2,0.8,2.0
164,Kyle Bailey,2005,Santa Clara,31,34.3,14.8,13.4,0.83,0.49,0.45,0.28,0.48,4.16,0.31,1.65,0.72,1.5,0.3,2.3
165,Donald Carson,2005,Savannah St,28,34.3,12.8,13.4,0.68,0.42,0.37,0.33,0.32,0.89,0.07,0.28,-6.99,1.8,0.5,3.5
166,Wayne Simien,2005,Kansas,26,34.3,20.3,13.3,1.07,0.62,0.56,0.50,0.04,1.38,0.10,0.60,-3.94,0.6,0.6,2.6
167,Michael Sneed,2005,Texas Southern,26,34.3,16.6,12.7,0.92,0.55,0.51,0.44,0.30,1.88,0.15,0.72,-3.80,0.8,0.4,2.2
168,Anthony Register,2005,Stetson,27,34.3,16.1,12.3,0.93,0.54,0.48,0.47,0.36,1.96,0.16,0.93,-2.35,1.5,0.1,2.0
