,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
554,Paul Harris,2009,Syracuse,37,30.5,12.0,8.4,0.94,0.58,0.51,0.54,0.14,2.16,0.26,1.03,-2.01,1.0,0.7,1.9
555,Cortez Riley,2009,UNF,30,30.5,10.2,10.5,0.65,0.42,0.39,0.35,0.17,3.87,0.37,1.14,-2.81,1.0,0.1,2.3
556,Jesse Sanders,2009,Liberty,32,30.5,6.9,4.6,0.90,0.60,0.54,0.56,0.21,4.28,0.93,2.40,3.47,1.2,0.2,2.4
557,Ravern Johnson,2009,Mississippi St.,36,30.5,12.1,10.1,0.99,0.57,0.55,0.13,0.58,1.11,0.11,0.73,-2.44,0.4,0.5,1.4
558,James Johnson,2009,Wake Forest,31,30.5,15.0,11.1,0.99,0.60,0.57,0.29,0.20,2.00,0.18,0.84,-3.00,1.4,1.5,2.9
559,Tyler Kepkay,2009,Utah,34,30.5,10.3,8.4,0.92,0.54,0.49,0.29,0.47,1.12,0.13,0.69,-2.89,0.5,0.0,2.1
560,Marcus Neal,2009,Delaware St,30,30.5,8.4,7.5,0.78,0.52,0.49,0.18,0.51,1.83,0.24,0.71,-5.01,0.5,0.1,2.1
561,Morgan Sabia,2009,Hartford,32,30.5,10.6,9.4,0.88,0.52,0.49,0.20,0.57,0.72,0.08,0.43,-4.11,0.4,0.6,2.7
562,Jeff Allen,2009,Virginia Tech,33,30.5,13.7,9.8,0.88,0.55,0.51,0.60,0.13,1.30,0.13,0.48,-5.99,1.8,1.3,3.5
563,John Clifford,2009,Southern Utah,31,30.5,9.7,5.6,1.06,0.68,0.62,0.65,0.00,0.97,0.17,0.53,-4.12,0.7,0.5,3.2
564,Kevin Langford,2009,TCU,31,30.5,13.9,8.6,0.99,0.60,0.50,0.78,0.10,1.06,0.12,0.54,-4.36,0.4,0.5,3.4
565,Jon Brockman,2009,Washington,34,30.5,14.9,10.6,0.96,0.57,0.53,0.55,0.00,1.15,0.11,0.60,-3.42,0.9,0.1,3.0
566,Lorenzo Keeler,2009,Cal Poly,28,30.5,12.7,11.3,0.84,0.49,0.42,0.33,0.49,1.54,0.14,0.77,-3.30,0.4,0.1,1.7
567,Jerrell Houston,2009,Tennessee St,28,30.5,13.9,10.9,0.87,0.55,0.51,0.37,0.09,1.43,0.13,0.47,-6.51,1.0,1.3,3.4
568,Harouna Mutombo,2009,WCU,31,30.5,14.4,11.6,0.91,0.53,0.51,0.38,0.26,2.19,0.19,1.03,-2.12,1.8,0.5,2.4
569,Kellen Brand,2009,Appalachian St.,31,30.5,14.8,10.2,1.04,0.62,0.57,0.41,0.39,1.45,0.14,0.71,-3.23,0.8,0.0,2.2
570,Ryan Bathie,2009,Nicholls St,31,30.5,15.8,11.7,1.03,0.61,0.57,0.26,0.44,2.19,0.19,1.06,-2.12,1.1,0.4,2.9
571,Trey Montgomery,2009,Samford,32,30.4,11.6,7.9,0.95,0.61,0.57,0.48,0.31,2.50,0.32,1.00,-3.09,1.4,0.1,1.7
572,Austin Freeman,2009,Georgetown,30,30.4,11.4,8.3,1.01,0.58,0.53,0.41,0.34,2.03,0.25,1.53,0.08,0.9,0.2,2.1
573,Joe Krabbenhoft,2009,Wisconsin,33,30.4,8.2,6.1,0.93,0.58,0.51,0.39,0.17,2.45,0.41,1.62,0.46,0.9,0.5,2.6
574,Emmanuel Jones,2009,UTPA,26,30.4,17.7,12.8,0.99,0.59,0.56,0.41,0.01,1.08,0.08,0.42,-5.92,0.8,0.9,1.9
575,Brian Connelly,2009,Albany,31,30.4,8.0,7.1,0.84,0.49,0.45,0.32,0.02,1.06,0.15,0.83,-1.91,0.4,0.2,2.8
576,Theron Wilson,2009,Bradley,36,30.4,14.0,9.2,0.91,0.57,0.48,0.76,0.18,1.69,0.18,0.64,-5.12,1.8,0.5,2.6
577,Zahir Carrington,2009,Lehigh,29,30.4,14.0,11.1,0.82,0.50,0.44,0.58,0.00,1.00,0.09,0.38,-6.54,0.8,0.7,3.2
578,Chris Lowe,2009,Massachusetts,30,30.4,12.4,10.4,0.76,0.51,0.47,0.37,0.17,6.43,0.62,1.60,0.81,0.8,0.1,2.9
579,Wayne Ellington,2009,UNC,38,30.4,15.8,11.7,1.07,0.61,0.58,0.25,0.46,2.66,0.23,1.63,0.40,0.9,0.2,1.5
580,Brady Morningstar,2009,Kansas,35,30.4,6.5,5.3,0.93,0.58,0.55,0.16,0.64,2.63,0.49,1.96,1.27,1.2,0.1,1.7
581,Cornelius Hester,2009,Alabama A&M,27,30.4,12.0,12.9,0.78,0.44,0.41,0.13,0.48,1.44,0.11,0.89,-2.06,0.9,0.0,1.9
582,Donald Boone,2009,Arkansas St,30,30.4,13.6,11.4,0.88,0.53,0.49,0.27,0.32,2.03,0.18,0.84,-3.60,1.8,0.1,2.1
583,T.J. Marion,2009,Eastern Illinois,30,30.4,9.0,7.4,0.76,0.50,0.44,0.49,0.00,3.50,0.47,1.36,-0.81,0.8,0.5,2.4
584,Jonathan Rodriguez,2009,Campbell,30,30.4,15.6,11.5,0.93,0.57,0.50,0.46,0.15,1.90,0.17,0.71,-4.24,1.3,0.3,2.1
585,Willie Powers,2009,Ga Southern,11,30.4,14.5,11.5,0.89,0.55,0.50,0.32,0.26,3.64,0.32,1.21,-1.82,1.5,0.3,2.1
586,Eni Cuka,2009,UNF,23,30.3,13.2,10.3,0.88,0.57,0.53,0.29,0.47,1.48,0.14,0.45,-7.98,1.0,0.0,3.1
587,Andrew Prestley,2009,Grambling,18,30.3,10.9,10.9,0.77,0.45,0.42,0.24,0.13,1.78,0.16,0.94,-2.40,0.9,0.3,1.6
588,Thomas Kennedy,2009,Detroit,30,30.3,11.6,10.5,0.82,0.51,0.48,0.20,0.22,1.00,0.10,0.37,-6.99,0.8,0.4,1.7
589,Roeland Schaftenaar,2009,Oregon St,36,30.3,10.5,8.1,0.88,0.56,0.52,0.36,0.25,3.33,0.41,1.45,-0.31,0.8,0.8,1.8
590,Delvin Franklin,2009,FGCU,31,30.3,11.1,8.8,0.92,0.55,0.51,0.34,0.68,1.29,0.15,0.74,-2.73,0.8,0.0,1.6
591,Dominique Johnson,2009,North Texas,32,30.3,11.0,7.9,0.93,0.58,0.51,0.44,0.43,3.75,0.48,1.69,0.89,1.1,0.0,1.8
592,Anthony Thomas,2009,Boise St,32,30.3,9.5,7.4,0.82,0.57,0.55,0.26,0.52,4.72,0.63,1.47,-0.23,1.3,0.0,2.5
593,Kevin Foster,2009,Santa Clara,33,30.3,14.7,12.0,0.91,0.55,0.52,0.24,0.59,2.52,0.21,0.91,-3.60,1.3,0.2,2.2
594,Josh Chavis,2009,USC Upstate,30,30.3,8.3,7.8,0.79,0.49,0.45,0.20,0.75,2.30,0.29,1.15,-1.58,0.8,0.0,1.3
595,Kayode Ayeni,2009,St. Francis (NY),10,30.3,13.3,10.1,0.83,0.53,0.47,0.53,0.36,1.50,0.15,0.47,-7.25,1.0,1.7,3.4
596,Donald Sloan,2009,Texas A&M,34,30.3,11.8,10.0,0.86,0.50,0.43,0.42,0.25,3.18,0.32,1.93,1.56,0.7,0.1,1.4
597,Andrew Lovedale,2009,Davidson,35,30.3,12.5,10.5,0.91,0.52,0.50,0.31,0.00,0.66,0.06,0.39,-3.84,0.9,1.5,2.6
598,Garrett Temple,2009,LSU,35,30.3,7.1,6.0,0.78,0.50,0.43,0.39,0.45,3.83,0.64,2.00,2.05,1.7,0.7,2.8
599,B.J. Raymond,2009,Xavier,35,30.3,14.1,10.4,1.06,0.61,0.57,0.26,0.56,1.43,0.14,0.91,-2.00,0.5,0.3,2.0
600,Markel Humphrey,2009,Marshall,32,30.3,12.5,8.2,1.09,0.62,0.57,0.51,0.21,1.28,0.16,1.11,-1.01,0.9,0.4,2.1
601,Jamal Durham,2009,Winston-Salem State,29,30.3,12.9,12.1,0.79,0.46,0.42,0.38,0.29,0.79,0.07,0.40,-4.67,0.4,0.4,1.9
602,Alex Renfroe,2009,Belmont,33,30.3,16.2,10.1,0.96,0.63,0.60,0.62,0.26,5.12,0.51,1.41,-0.69,2.1,0.5,2.4
603,Benny Valentine,2009,Eastern Wash.,30,30.3,15.1,13.5,0.84,0.50,0.46,0.27,0.39,3.07,0.23,1.14,-2.27,1.5,0.0,2.8
604,Chris Devine,2009,UCSB,30,30.3,15.5,10.5,0.94,0.59,0.53,0.54,0.10,1.43,0.14,0.47,-6.94,1.1,0.4,2.3
605,Tyler Hansbrough,2009,UNC,34,30.3,20.7,12.8,1.09,0.62,0.52,0.68,0.05,1.00,0.08,0.54,-3.40,1.2,0.4,2.3
606,Travis Pinick,2009,Yale,27,30.3,10.8,7.7,0.93,0.57,0.57,0.52,0.07,2.89,0.38,1.47,-0.12,1.4,0.5,1.7
607,Kellan Carter,2009,Nicholls St,31,30.3,5.2,3.6,0.88,0.59,0.58,0.46,0.01,2.06,0.57,1.52,0.08,2.4,0.3,3.2
608,Richie Williams,2009,San Diego St,36,30.3,7.2,6.4,0.76,0.51,0.49,0.23,0.41,3.53,0.55,1.55,0.26,2.1,0.1,2.8
609,Randy Culpepper,2009,UTEP,37,30.2,17.5,13.9,0.94,0.54,0.50,0.36,0.50,1.81,0.13,0.80,-3.33,1.8,0.3,2.8
610,Ashton Mitchell,2009,Sam Houston St,30,30.2,12.5,8.5,0.84,0.57,0.47,0.67,0.39,6.83,0.81,1.93,3.24,1.7,0.2,2.7
611,Steve Harley,2009,Nebraska,31,30.2,10.2,9.4,0.83,0.48,0.45,0.30,0.22,1.97,0.21,1.39,-0.38,1.5,0.1,1.3
612,Robert Dozier,2009,Memphis,37,30.2,12.9,8.6,0.99,0.60,0.55,0.54,0.18,1.43,0.17,0.72,-3.31,1.3,1.6,2.7
613,James Hett,2009,Monmouth,28,30.2,4.1,4.1,0.60,0.44,0.38,0.36,0.31,4.39,1.08,2.16,3.03,0.9,0.0,2.3
614,Jacob Pullen,2009,Kansas St,34,30.2,13.9,11.9,0.84,0.52,0.47,0.31,0.56,3.21,0.27,1.11,-2.37,1.6,0.1,2.2
615,Romain Martin,2009,Eastern Illinois,30,30.2,15.4,12.9,0.98,0.56,0.54,0.16,0.51,1.03,0.08,0.58,-3.74,0.7,0.1,1.7
616,Jared Quayle,2009,Utah St,35,30.2,13.1,9.3,1.01,0.60,0.56,0.38,0.46,3.74,0.40,2.05,2.35,1.4,0.1,1.7
617,John Fowler,2009,UALR,31,30.2,10.5,6.9,0.91,0.57,0.49,0.78,0.34,1.97,0.29,0.98,-2.32,0.7,0.5,3.1
618,Kevin Bland,2009,UCI,31,30.2,10.2,8.7,0.90,0.52,0.50,0.25,0.10,2.00,0.23,1.35,-0.53,0.9,0.2,3.3
619,Jack Eggleston,2009,Penn,28,30.2,9.6,7.6,0.91,0.54,0.47,0.41,0.25,1.79,0.23,1.28,-0.66,1.2,0.7,2.7
620,Devin Ebanks,2009,West Virginia,35,30.2,10.5,8.0,0.88,0.54,0.48,0.50,0.14,2.66,0.33,1.39,-0.48,0.8,0.7,1.8
621,Nate Miller,2009,Bowling Green,30,30.2,13.8,11.7,0.87,0.52,0.52,0.32,0.19,2.23,0.19,1.02,-2.48,2.0,0.5,1.9
622,Trevor Welcher,2009,Delaware St,32,30.2,5.4,4.5,0.78,0.51,0.46,0.34,0.43,2.22,0.49,1.39,-0.42,1.3,0.2,1.6
623,Brian Moten,2009,Bowling Green,33,30.2,11.2,9.9,0.95,0.52,0.49,0.19,0.61,0.82,0.08,0.87,-1.37,0.6,0.2,1.3
624,Nedeljko Golubovic,2009,Fresno St,34,30.1,7.3,6.1,0.89,0.54,0.51,0.26,0.54,1.29,0.21,0.98,-1.55,0.7,0.4,2.8
625,Jonathan Gibson,2009,New Mexico St,31,30.1,14.1,11.3,0.94,0.55,0.52,0.31,0.48,2.10,0.19,1.07,-1.81,1.4,0.0,2.5
626,Joe Ballard,2009,FAMU,31,30.1,6.9,6.4,0.67,0.46,0.41,0.42,0.29,3.55,0.56,1.38,-0.73,2.0,0.2,1.9
627,Desmond Yates,2009,Middle Tenn,32,30.1,17.2,12.3,1.10,0.63,0.60,0.24,0.15,0.25,0.02,0.14,-5.53,0.6,0.4,3.2
628,Noah Dahlman,2009,Wofford,29,30.1,17.8,11.1,1.15,0.64,0.60,0.57,0.01,0.48,0.04,0.38,-3.31,0.7,0.3,1.8
629,Bryan Petersen,2009,Iowa St,32,30.1,6.6,5.0,0.93,0.60,0.56,0.21,0.81,2.69,0.53,1.83,1.09,0.7,0.1,2.2
630,Paul Gause,2009,Seton Hall,32,30.1,7.8,6.6,0.90,0.53,0.50,0.27,0.47,2.56,0.39,2.05,1.49,2.7,0.1,3.2
631,Kyle Swanston,2009,James Madison,35,30.1,11.6,9.0,1.04,0.58,0.54,0.25,0.74,0.97,0.11,0.97,-1.17,0.6,0.3,1.9
632,Obi Muonelo,2009,Oklahoma St,35,30.1,12.7,10.9,0.96,0.55,0.53,0.16,0.58,1.63,0.15,1.10,-1.24,0.9,0.0,2.2
633,Kenneth Faried,2009,Morehead St,36,30.1,13.9,9.7,0.95,0.58,0.56,0.54,0.01,1.44,0.15,0.65,-4.10,1.9,1.9,2.9
634,Avery Smith,2009,Milwaukee,29,30.1,11.4,10.9,0.77,0.47,0.43,0.28,0.25,3.14,0.29,1.26,-1.29,1.2,0.3,2.8
635,Gerald McLemore,2009,Maine,30,30.1,12.1,11.1,0.89,0.52,0.49,0.13,0.63,1.07,0.10,0.62,-3.46,1.3,0.2,2.6
636,Ryon Howard,2009,Sacred Heart,31,30.1,10.7,8.3,0.92,0.58,0.55,0.29,0.22,2.23,0.27,1.01,-2.26,0.9,0.5,2.7
637,Isacc Miles,2009,Murray St,31,30.1,10.6,8.1,0.84,0.54,0.49,0.50,0.40,3.84,0.48,1.51,0.04,1.3,0.1,2.6
638,Michael Washington,2009,Arkansas,30,30.0,15.5,10.8,0.99,0.58,0.56,0.53,0.09,0.90,0.08,0.44,-4.55,1.0,1.3,3.1
639,Corey Counts,2009,LMU,31,30.0,7.4,6.5,0.89,0.53,0.50,0.19,0.76,1.84,0.29,1.50,0.00,0.7,0.0,1.6
640,Dana Smith,2009,Longwood,31,30.0,14.8,10.8,0.96,0.57,0.54,0.46,0.16,2.10,0.19,0.94,-2.48,1.7,0.8,3.5
641,Matt Kingsley,2009,Stephen F. Austin,32,30.0,15.8,12.2,0.99,0.57,0.55,0.32,0.00,0.91,0.07,0.50,-4.10,0.5,1.2,2.3
642,Michael Allen,2009,Ohio,32,30.0,6.9,6.0,0.75,0.48,0.42,0.42,0.36,4.31,0.72,2.26,3.31,1.4,0.0,2.6
643,Afam Muojeke,2009,Wyoming,33,30.0,13.8,10.1,0.89,0.57,0.52,0.43,0.37,1.55,0.15,0.48,-6.85,0.8,0.4,2.0
644,Taylor Griffin,2009,Oklahoma,36,30.0,9.6,6.5,0.96,0.60,0.55,0.56,0.06,1.33,0.21,0.77,-2.62,1.3,1.0,2.8
645,Xavier Perkins,2009,Fla Atlantic,8,30.0,12.4,7.3,0.98,0.64,0.54,0.78,0.17,2.88,0.40,1.10,-2.45,0.5,0.1,2.8
646,Marcus Cousin,2009,Houston,33,30.0,10.9,7.7,1.00,0.57,0.50,0.54,0.00,0.67,0.09,0.59,-2.19,0.5,2.1,2.4
647,Todd Brown,2009,Wright St,33,30.0,11.7,9.6,0.93,0.53,0.48,0.34,0.42,1.42,0.15,1.09,-1.29,0.7,0.4,1.9
648,Trent Blakley,2009,CSUB,29,30.0,13.4,11.6,0.94,0.53,0.50,0.21,0.43,0.62,0.05,0.41,-3.86,0.6,0.2,2.0
649,Justin Mason,2009,Texas,35,30.0,6.1,5.4,0.72,0.48,0.45,0.43,0.18,4.03,0.75,2.07,2.42,1.1,0.3,1.8
650,Marcus Cousin,2009,Houston,33,30.0,10.9,7.7,1.00,0.57,0.50,0.54,0.00,0.67,0.09,0.59,-2.19,0.5,2.1,2.4
651,Justin Mason,2009,Texas,35,30.0,6.1,5.4,0.72,0.48,0.45,0.43,0.18,4.03,0.75,2.07,2.42,1.1,0.3,1.8
652,Todd Brown,2009,Wright St,33,30.0,11.7,9.6,0.93,0.53,0.48,0.34,0.42,1.42,0.15,1.09,-1.29,0.7,0.4,1.9
653,Jeremy Pargo,2009,Gonzaga,34,30.0,10.2,8.5,0.86,0.55,0.52,0.24,0.22,4.91,0.58,2.06,2.86,1.4,0.1,1.8
654,Chauncey Gilliam,2009,UMBC,32,30.0,10.9,8.0,1.05,0.59,0.55,0.33,0.18,0.59,0.07,0.56,-2.35,0.9,0.2,2.8
655,Terrico White,2009,Mississippi,31,30.0,13.7,11.8,0.92,0.53,0.51,0.21,0.48,2.32,0.20,1.31,-0.73,0.8,0.3,1.8
656,Malik Alvin,2009,Binghamton,27,30.0,11.5,8.7,0.80,0.53,0.43,0.56,0.26,3.67,0.42,1.19,-2.09,1.3,0.3,2.5
657,Seth Tarver,2009,Oregon St,36,29.9,8.0,5.6,0.96,0.60,0.58,0.41,0.07,1.81,0.32,1.14,-1.43,1.7,0.0,1.8
658,Ty Lawson,2009,UNC,35,29.9,16.6,9.8,1.13,0.67,0.61,0.61,0.32,6.57,0.67,3.48,7.22,2.1,0.1,1.7
659,Sylvester Seay,2009,Fresno St,34,29.9,15.3,11.6,0.93,0.55,0.51,0.43,0.34,1.15,0.10,0.48,-5.57,1.0,1.7,2.8
660,Alex Johnson,2009,CSUB,29,29.9,8.3,7.3,0.79,0.49,0.44,0.37,0.64,3.07,0.42,1.59,0.40,1.0,0.0,1.2
661,Chaz Thomas,2009,Cal Poly,27,29.9,11.0,9.7,0.85,0.51,0.48,0.27,0.44,2.70,0.28,1.40,-0.42,1.1,0.0,2.1
662,Tyler Jones,2009,Eastern Michigan,25,29.9,5.0,4.2,0.72,0.47,0.40,0.61,0.40,1.68,0.40,1.17,-1.13,0.9,0.0,1.7
663,Nate Linhart,2009,Akron,36,29.9,10.3,8.0,0.91,0.56,0.51,0.31,0.42,1.47,0.18,0.73,-3.61,1.7,0.5,2.5
664,Yves Mekongo Mbala,2009,La Salle,23,29.9,10.4,7.2,0.92,0.58,0.52,0.52,0.40,1.65,0.23,0.76,-3.49,0.5,0.5,1.5
665,Kevin Palmer,2009,TAMUCC,33,29.9,18.2,13.5,0.91,0.56,0.49,0.46,0.39,2.85,0.21,0.85,-4.67,2.6,0.5,1.9
666,Joe Darger,2009,UNLV,32,29.9,9.3,7.8,1.02,0.55,0.53,0.15,0.84,0.81,0.10,1.18,-0.50,0.7,0.3,2.4
667,Ty Abbott,2009,Arizona St,35,29.9,7.1,6.7,0.82,0.49,0.48,0.15,0.67,1.51,0.22,1.08,-1.44,0.9,0.5,2.4
668,Kelly Beidler,2009,Mt. St. Marys,33,29.8,10.9,9.4,0.85,0.52,0.49,0.27,0.34,2.09,0.22,0.96,-2.68,1.3,0.7,2.5
669,Justin Eller,2009,Sacramento St,29,29.8,10.0,9.6,0.75,0.44,0.39,0.41,0.11,0.83,0.09,0.46,-4.43,0.3,0.3,2.4
670,Clint Sargent,2009,South Dakota St,29,29.8,14.1,10.7,1.00,0.57,0.53,0.35,0.58,2.00,0.19,1.35,-0.52,0.5,0.1,2.4
671,Rod Melvin,2009,Jackson St,33,29.8,4.8,4.4,0.66,0.48,0.42,0.32,0.35,3.36,0.77,1.56,0.29,1.1,0.2,2.2
672,Alex Zampier,2009,Yale,27,29.8,13.2,10.8,0.86,0.54,0.48,0.32,0.44,1.85,0.17,0.67,-5.17,1.6,0.4,2.6
673,Brandon Hazzard,2009,Troy,32,29.8,16.2,11.8,1.10,0.62,0.59,0.25,0.49,1.66,0.14,1.13,-1.15,0.8,0.0,1.3
674,Rob Lewis,2009,Denver,31,29.8,12.9,8.1,0.97,0.66,0.61,0.48,0.30,2.19,0.27,0.66,-7.31,0.5,0.3,3.7
675,Nigel Johnson,2009,Middle Tenn,30,29.8,7.4,6.7,0.75,0.47,0.43,0.39,0.31,3.50,0.53,1.84,1.47,0.9,0.1,3.3
676,Spencer Dixon,2009,Kennesaw St,29,29.8,7.4,8.3,0.61,0.39,0.35,0.29,0.43,2.69,0.32,1.01,-3.16,1.6,0.1,2.0
677,Jacques Jones,2009,Texas Southern,32,29.8,9.8,7.4,0.78,0.53,0.48,0.56,0.09,2.16,0.29,0.72,-5.13,1.0,0.7,3.2
678,Rene Rougeau,2009,UNLV,32,29.8,10.9,8.2,0.96,0.59,0.56,0.31,0.03,1.69,0.21,0.89,-2.68,1.4,2.0,2.8
679,Eric Wise,2009,UCI,31,29.8,14.0,10.2,0.93,0.54,0.45,0.61,0.04,1.71,0.17,0.98,-2.16,0.7,0.4,2.4
680,Alex Nunner,2009,Monmouth,31,29.8,7.9,6.5,0.87,0.54,0.50,0.31,0.56,2.23,0.35,1.38,-0.44,0.9,0.0,1.4
681,Korvotney Barber,2009,Auburn,36,29.8,12.8,9.6,0.89,0.54,0.54,0.53,0.00,0.94,0.10,0.41,-5.26,0.7,1.2,2.9
682,Denis Clemente,2009,Kansas St,32,29.8,15.0,12.9,0.87,0.52,0.48,0.26,0.39,3.50,0.27,1.33,-0.94,0.8,0.0,2.4
683,Michael Rogers,2009,Valparaiso,31,29.7,9.9,8.5,0.87,0.53,0.51,0.21,0.41,1.29,0.15,0.65,-4.00,1.1,0.1,1.8
684,Calvin Williams,2009,Southeast Mo St,19,29.7,16.5,10.7,0.97,0.60,0.54,0.65,0.01,1.16,0.11,0.41,-6.63,0.7,2.1,2.6
685,Johnny Moran,2009,UNI,34,29.7,8.4,7.4,0.84,0.51,0.48,0.23,0.60,2.29,0.31,1.34,-0.64,1.2,0.1,1.9
686,Ryan Rossiter,2009,Siena,34,29.7,10.0,5.8,1.12,0.68,0.62,0.60,0.01,1.29,0.22,0.96,-1.53,1.2,1.9,2.6
687,Ben McCauley,2009,N.C. State,30,29.7,12.4,8.4,1.00,0.59,0.54,0.56,0.00,2.00,0.24,1.20,-1.11,0.9,0.5,1.6
688,Ron Manigault,2009,Long Island,30,29.7,5.7,4.5,0.79,0.51,0.46,0.50,0.01,1.93,0.43,1.26,-0.81,0.7,0.3,3.5
689,Kareem Nitoto,2009,Hawaii,30,29.7,7.1,6.2,0.69,0.48,0.41,0.45,0.24,3.43,0.56,1.23,-1.76,1.1,0.2,2.0
690,Calvin Haynes,2009,Oregon St,30,29.7,13.0,10.9,0.91,0.53,0.50,0.26,0.40,1.47,0.13,0.79,-3.37,1.0,0.2,1.8
691,Joey Lynch-Flohr,2009,Radford,33,29.7,13.7,9.9,0.95,0.57,0.52,0.47,0.00,1.45,0.15,0.67,-3.70,0.6,0.4,3.2
692,Gerald Henderson,2009,Duke,37,29.7,16.5,12.8,0.94,0.55,0.49,0.40,0.26,2.46,0.19,1.14,-1.71,1.2,0.8,1.7
693,Nick Shaw,2009,Stephen F. Austin,32,29.7,6.2,5.1,0.86,0.54,0.52,0.28,0.44,1.59,0.31,1.16,-1.07,0.6,0.2,3.1
694,Gani Lawal,2009,Georgia Tech,31,29.6,15.1,10.7,0.94,0.57,0.56,0.53,0.00,0.61,0.06,0.24,-6.57,1.0,1.5,2.6
695,Darryl Monroe,2009,GMU,33,29.6,10.5,7.5,0.97,0.59,0.57,0.47,0.00,2.06,0.28,1.19,-1.25,1.1,0.5,2.5
696,Darrion Griffin,2009,Jackson St,33,29.6,14.8,9.7,0.97,0.59,0.52,0.67,0.19,2.85,0.29,1.19,-1.59,1.4,0.2,2.1
697,Anthony Vereen,2009,Texas Arlington,30,29.6,17.7,10.1,1.16,0.67,0.60,0.72,0.09,2.23,0.22,1.37,-0.46,0.8,0.1,3.0
698,Casper Ware,2009,LBSU,30,29.6,9.1,7.9,0.75,0.49,0.44,0.37,0.23,4.07,0.51,1.47,-0.19,1.1,0.0,2.0
699,Courtney Fells,2009,N.C. State,27,29.6,11.3,9.0,0.98,0.58,0.55,0.17,0.44,1.48,0.16,0.87,-2.40,1.0,0.8,2.0
700,Cole Aldrich,2009,Kansas,35,29.6,14.9,9.5,1.12,0.65,0.60,0.46,0.00,1.03,0.11,0.64,-2.90,0.6,2.7,2.6
701,Justin Stommes,2009,EKU,29,29.6,10.1,7.3,1.10,0.62,0.59,0.23,0.58,1.90,0.26,1.90,0.98,1.0,0.2,1.5
702,Alex Tucker,2009,Fla Atlantic,29,29.6,6.1,4.6,0.65,0.50,0.41,0.72,0.16,4.79,1.04,1.54,0.32,1.0,0.0,2.5
703,Bryan Bostic,2009,Presbyterian,21,29.6,12.4,11.2,0.80,0.50,0.47,0.24,0.46,2.05,0.18,0.68,-5.81,1.0,0.4,2.5
704,DeAndre Bray,2009,Jacksonville St,28,29.6,5.5,4.4,0.76,0.56,0.54,0.26,0.63,4.93,1.13,2.16,3.36,1.4,0.0,2.0
705,Antonio Hanson,2009,Ga Southern,30,29.6,12.0,10.3,0.89,0.55,0.53,0.13,0.68,2.37,0.23,0.97,-2.77,0.7,0.0,2.0
706,Omar Samhan,2009,St Mary's,35,29.6,14.1,10.1,1.02,0.60,0.56,0.39,0.00,1.63,0.16,0.89,-2.46,0.4,2.0,2.8
707,Alvin Abreu,2009,New Hampshire,27,29.6,12.8,11.5,0.80,0.49,0.44,0.31,0.48,2.22,0.19,0.85,-4.11,1.2,0.2,1.7
708,Steffphon Pettigrew,2009,WKU,34,29.6,12.7,10.3,0.93,0.54,0.51,0.35,0.32,0.79,0.08,0.49,-3.68,0.6,0.2,2.4
709,Patrick Behan,2009,Bucknell,30,29.6,13.8,12.3,0.84,0.50,0.46,0.29,0.05,0.53,0.04,0.23,-6.43,0.3,0.3,2.6
710,Jason Ebie,2009,TCU,31,29.5,5.5,4.9,0.68,0.46,0.39,0.50,0.34,3.74,0.76,1.81,1.54,1.1,0.1,2.5
711,Damion James,2009,Texas,35,29.5,15.4,12.4,0.91,0.54,0.50,0.36,0.20,1.34,0.11,0.59,-4.50,1.0,0.9,2.7
712,Stefan Welsh,2009,Arkansas,30,29.5,11.5,10.9,0.79,0.47,0.44,0.28,0.51,2.13,0.20,0.97,-2.45,1.0,0.1,2.5
713,Mike DiNunno,2009,Northern Illinois,30,29.5,11.9,10.8,0.79,0.49,0.44,0.30,0.54,2.63,0.24,0.95,-3.31,1.5,0.0,2.1
714,R.J. Evans,2009,Holy Cross,32,29.5,13.4,12.2,0.80,0.49,0.47,0.29,0.19,1.56,0.13,0.58,-5.64,1.7,0.2,2.6
715,Brandon Bowdry,2009,Eastern Michigan,32,29.5,14.8,11.8,0.80,0.52,0.47,0.45,0.16,1.81,0.15,0.47,-9.52,0.8,0.3,3.0
716,Bill Clark,2009,Duquesne,34,29.5,12.9,8.4,1.01,0.64,0.61,0.47,0.58,2.68,0.32,1.08,-2.22,0.9,0.2,3.6
717,Chris Birrell,2009,Bryant,27,29.5,6.2,5.8,0.71,0.49,0.47,0.23,0.71,3.52,0.61,1.48,-0.09,1.9,0.5,2.2
718,Mikko Koivisto,2009,UNCG,29,29.5,12.4,10.0,0.95,0.56,0.51,0.25,0.72,2.41,0.24,1.35,-0.63,0.7,0.0,2.2
719,Matt Holland,2009,Air Force,31,29.5,10.5,7.6,1.08,0.64,0.62,0.16,0.69,1.16,0.15,0.80,-2.59,1.1,0.5,2.0
720,Weyinmi Efejuku,2009,Providence,33,29.5,15.7,10.7,0.99,0.59,0.52,0.53,0.29,2.33,0.22,1.04,-2.12,1.5,0.2,1.6
721,Derrick Brown,2009,Xavier,35,29.5,13.7,9.6,1.03,0.60,0.56,0.40,0.27,1.94,0.20,1.11,-1.49,0.7,0.9,2.5
722,Marcus Van,2009,Central Michigan,26,29.5,13.0,9.3,0.95,0.56,0.52,0.56,0.00,0.27,0.03,0.16,-5.34,0.7,1.4,3.0
