,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
80,Dominique Morrison,2010,Oral Roberts,32,35.6,15.5,12.1,0.95,0.54,0.47,0.42,0.30,2.56,0.21,1.44,-0.20,0.8,0.4,2.7
81,Ricky Franklin,2010,Milwaukee,32,35.6,14.6,11.5,0.89,0.56,0.52,0.32,0.54,3.78,0.33,1.23,-1.53,0.8,0.2,2.8
82,Colt Ryan,2010,Evansville,29,35.6,14.4,12.3,0.87,0.51,0.45,0.32,0.46,2.90,0.24,1.27,-0.99,1.1,0.1,2.7
83,Andrew Goudelock,2010,Col Of Charleston,33,35.6,19.4,16.4,1.00,0.56,0.54,0.13,0.44,3.91,0.24,1.98,1.73,1.2,0.4,1.7
84,Jio Fontan,2010,Fordham,5,35.6,15.0,11.4,0.79,0.49,0.40,0.75,0.42,4.20,0.37,1.24,-1.56,1.0,0.0,2.8
85,Robo Kreps,2010,Ill Chicago,29,35.6,15.2,13.3,0.86,0.50,0.42,0.35,0.47,2.00,0.15,0.92,-2.35,1.4,0.0,1.3
86,D.J. Cooper,2010,Ohio,36,35.6,13.5,11.1,0.85,0.52,0.46,0.38,0.49,5.72,0.51,2.15,3.15,2.5,0.3,2.1
87,Frisco Sandidge,2010,Delaware St,24,35.6,12.0,9.0,0.90,0.54,0.49,0.51,0.06,1.54,0.17,0.74,-3.44,1.4,0.7,2.2
88,Anatoly Kolesnikov,2010,Nicholls St,26,35.6,21.2,14.8,0.98,0.59,0.53,0.51,0.50,1.88,0.13,0.63,-5.14,1.1,0.3,2.2
89,Jordan Sugars,2010,Navy,30,35.5,15.8,12.4,0.99,0.58,0.56,0.23,0.50,1.30,0.10,0.61,-3.33,1.3,0.1,2.5
90,Morgan Sabia,2010,Hartford,30,35.5,11.7,10.7,0.90,0.51,0.49,0.16,0.57,1.00,0.09,0.70,-2.24,1.0,1.0,2.7
91,Anthony Johnson,2010,Montana,30,35.5,20.1,12.2,1.07,0.65,0.55,0.62,0.28,2.93,0.24,1.04,-2.62,0.8,0.1,1.7
92,Aaron Johnson,2010,UAB,34,35.5,9.6,6.2,0.87,0.59,0.52,0.67,0.35,4.82,0.77,1.78,1.48,1.6,0.0,3.0
93,Ekpe Udoh,2010,Baylor,33,35.5,13.7,10.8,0.88,0.53,0.49,0.42,0.07,2.64,0.24,1.09,-1.88,0.8,3.8,2.4
94,Dwight Lewis,2010,USC,29,35.5,13.8,12.1,0.84,0.50,0.46,0.29,0.39,1.55,0.13,0.60,-4.67,1.1,0.2,2.1
95,Ricky Cadell,2010,St. Francis (NY),27,35.5,15.9,13.7,0.87,0.52,0.49,0.26,0.55,1.81,0.13,0.67,-4.35,1.3,0.0,2.4
96,Justin Graham,2010,San Jose St,30,35.5,9.1,7.6,0.74,0.50,0.46,0.45,0.08,4.77,0.63,1.55,0.31,1.5,0.3,2.7
97,Ben Hansbrough,2010,Notre Dame,35,35.5,12.0,8.1,1.02,0.61,0.57,0.45,0.57,4.37,0.54,2.43,3.30,1.1,0.1,2.3
98,Anthony Campbell,2010,Austin Peay,29,35.4,15.6,10.9,1.00,0.61,0.56,0.39,0.46,1.62,0.15,0.60,-4.52,1.1,0.2,1.6
99,Christopher Jones,2010,Prairie View,22,35.4,8.5,5.8,0.78,0.54,0.44,0.79,0.18,5.00,0.86,1.77,1.43,2.7,0.2,2.0
100,Nolan Smith,2010,Duke,32,35.4,17.6,14.3,0.96,0.54,0.50,0.30,0.29,3.03,0.21,1.67,0.59,1.3,0.3,1.8
101,Anthony Nelson,2010,Niagara,33,35.4,9.9,6.8,0.82,0.54,0.46,0.77,0.30,5.00,0.73,1.92,2.00,1.4,0.1,2.7
102,Chaisson Allen,2010,Northeastern,33,35.4,13.6,10.4,0.95,0.58,0.54,0.30,0.51,3.58,0.34,1.57,0.34,1.5,0.0,1.6
103,Jamie Harris,2010,Drexel,32,35.3,14.5,12.9,0.84,0.50,0.44,0.31,0.27,3.44,0.27,1.39,-0.52,1.0,0.0,2.8
104,Vernon Teel,2010,LMU,33,35.2,15.4,10.4,0.88,0.57,0.51,0.67,0.13,5.55,0.53,1.56,0.41,1.8,0.6,2.7
105,Brigham Waginger,2010,WCU,31,35.2,8.9,7.4,0.85,0.54,0.53,0.24,0.69,4.48,0.60,2.14,2.43,2.8,0.1,2.6
106,Klay Thompson,2010,Washington St,29,35.2,19.4,15.6,0.89,0.54,0.49,0.34,0.44,2.28,0.15,0.65,-5.71,1.4,0.7,2.4
107,Darryl Shazier,2010,Bucknell,31,35.2,10.1,8.2,0.90,0.54,0.49,0.35,0.51,3.81,0.47,2.36,2.72,1.2,0.2,1.5
108,Wesley Johnson,2010,Syracuse,32,35.2,15.9,11.6,1.00,0.59,0.55,0.36,0.29,2.28,0.20,0.97,-2.23,1.7,1.8,2.1
109,Donald Sims,2010,Appalachian St.,32,35.2,20.7,13.5,1.10,0.65,0.58,0.39,0.57,2.25,0.17,0.85,-3.32,1.0,0.0,1.2
110,Kemba Walker,2010,Connecticut,33,35.2,14.7,11.0,0.87,0.54,0.46,0.54,0.30,5.03,0.46,1.71,1.16,2.1,0.4,1.7
111,Omar Johnson,2010,UTSA,27,35.1,11.3,8.8,0.85,0.54,0.48,0.41,0.40,3.37,0.38,1.28,-1.13,0.9,0.0,2.1
112,Chris Gaston,2010,Fordham,29,35.1,17.8,14.9,0.79,0.50,0.45,0.42,0.05,1.48,0.10,0.32,-9.47,0.9,1.7,2.6
113,Gerald McLemore,2010,Maine,29,35.1,14.3,11.9,0.96,0.55,0.53,0.19,0.71,1.31,0.11,0.70,-2.89,1.0,0.2,2.0
114,Craig Brackins,2010,Iowa St,32,35.1,16.5,14.3,0.88,0.50,0.45,0.34,0.19,2.16,0.15,1.01,-1.89,0.8,1.2,2.0
115,D.J. Gay,2010,San Diego St,33,35.1,10.5,8.7,0.87,0.52,0.47,0.38,0.54,3.18,0.37,1.84,1.19,1.0,0.1,1.5
116,Norris Cole,2010,Cleveland St.,31,35.1,16.6,13.4,0.89,0.53,0.46,0.39,0.26,4.42,0.33,1.65,0.79,1.6,0.1,2.5
117,Kimmani Barrett,2010,La Salle,16,35.1,13.4,9.5,1.00,0.60,0.56,0.40,0.50,1.38,0.14,0.71,-2.83,1.3,0.4,2.3
118,Dorian Green,2010,Colorado St,31,35.0,11.5,9.1,0.86,0.52,0.44,0.46,0.51,2.42,0.27,1.09,-1.77,0.8,0.3,2.6
119,Chris Wright,2010,Georgetown,32,35.0,15.5,11.7,0.98,0.58,0.53,0.33,0.34,4.13,0.35,1.89,1.62,1.5,0.3,2.3
120,Dorenzo Hudson,2010,Virginia Tech,33,35.0,15.2,12.1,0.94,0.54,0.48,0.39,0.30,1.91,0.16,1.11,-1.28,0.8,0.2,1.8
121,Davis Baker,2010,Southern Utah,27,35.0,17.2,13.4,0.94,0.56,0.49,0.35,0.22,0.89,0.07,0.35,-5.45,1.0,0.2,2.0
122,Khalid Mutakabbir,2010,Presbyterian,31,35.0,8.3,8.0,0.68,0.45,0.41,0.32,0.25,2.29,0.29,0.80,-3.93,1.1,0.4,2.2
123,Scott Thomas,2010,Bowling Green,29,35.0,13.2,11.0,0.86,0.51,0.47,0.39,0.40,2.79,0.25,1.33,-0.73,1.6,0.7,2.6
124,Jay Threatt,2010,Delaware St,25,35.0,8.0,7.2,0.78,0.48,0.42,0.38,0.42,4.56,0.63,2.65,4.38,2.6,0.2,1.6
125,Artsiom Parakhouski,2010,Radford,29,34.9,20.9,13.6,1.01,0.59,0.57,0.69,0.03,0.97,0.07,0.39,-4.90,0.5,2.1,2.4
126,David Nurse,2010,Western Ill,27,34.9,8.7,7.2,0.88,0.53,0.50,0.29,0.77,1.37,0.19,0.84,-2.22,0.6,0.1,3.3
127,Chris Harris,2010,Navy,30,34.9,21.1,17.1,0.90,0.53,0.44,0.40,0.50,1.87,0.11,0.64,-4.53,2.0,0.1,2.8
128,Carlos Medlock,2010,Eastern Michigan,29,34.9,15.3,11.4,0.85,0.54,0.45,0.55,0.59,3.86,0.34,1.14,-2.34,1.4,0.1,3.0
129,Jared Rehmel,2010,Central Ark,26,34.9,9.5,8.8,0.80,0.48,0.43,0.27,0.58,1.65,0.19,0.91,-2.08,1.0,0.1,1.8
130,John Wall,2010,Kentucky,32,34.9,16.4,11.8,0.87,0.56,0.49,0.53,0.26,6.44,0.54,1.61,0.80,1.7,0.6,1.9
131,Armon Bassett,2010,Ohio,33,34.8,17.1,12.8,0.94,0.55,0.48,0.48,0.49,3.55,0.28,1.52,0.08,1.2,0.1,1.3
132,Armon Johnson,2010,Nevada,33,34.8,15.6,13.0,0.86,0.54,0.51,0.27,0.16,5.52,0.42,1.64,0.86,0.8,0.4,1.8
133,Anthony Miles,2010,Lamar,27,34.8,13.9,10.6,0.84,0.53,0.46,0.53,0.29,3.56,0.34,1.14,-2.05,1.5,0.1,2.7
134,Jahmar Young,2010,New Mexico St,32,34.8,20.2,14.4,1.01,0.60,0.54,0.39,0.40,3.19,0.22,1.15,-1.76,0.8,0.2,2.6
135,Barry Stewart,2010,Mississippi St.,35,34.8,11.9,10.5,0.90,0.51,0.48,0.25,0.59,2.63,0.25,1.84,0.92,1.1,0.2,2.0
136,Dee Bost,2010,Mississippi St.,35,34.8,12.7,10.1,0.82,0.54,0.49,0.39,0.55,5.20,0.52,1.54,0.27,1.2,0.2,1.9
137,Sean Baptiste,2010,Fairleigh Dickinson,29,34.8,15.8,13.0,0.91,0.53,0.49,0.34,0.43,1.14,0.09,0.52,-3.97,0.9,0.3,2.7
138,Malcolm Lee,2010,UCLA,32,34.8,12.1,9.6,0.85,0.53,0.47,0.44,0.33,3.13,0.32,1.20,-1.51,1.1,0.3,2.3
139,Daniel Emerson,2010,Mercer,30,34.7,15.5,9.3,0.99,0.63,0.56,0.74,0.12,1.40,0.15,0.48,-5.41,0.8,0.2,2.1
140,Michael Glasker,2010,NCCU,22,34.7,6.1,7.6,0.52,0.37,0.33,0.16,0.40,4.50,0.59,1.32,-1.17,1.2,0.0,1.6
141,Jeremy Nash,2010,Northwestern,34,34.7,8.9,7.4,0.87,0.52,0.45,0.39,0.54,3.09,0.42,2.02,1.63,1.7,0.6,3.0
142,Jerome Randle,2010,Cal,33,34.7,18.4,13.2,0.98,0.61,0.55,0.32,0.50,4.52,0.34,1.30,-1.36,0.8,0.0,1.5
143,Wesley Jenkins,2010,St. Peter's,29,34.7,13.8,13.6,0.79,0.46,0.43,0.21,0.43,1.62,0.12,0.67,-3.93,1.3,0.5,2.1
144,Jason Flagler,2010,SCSU,28,34.6,15.9,12.3,1.05,0.59,0.55,0.22,0.01,1.00,0.08,0.65,-2.47,0.6,0.4,2.2
145,Kyle Austin,2010,UCR,27,34.6,17.8,14.1,0.90,0.52,0.48,0.49,0.17,1.63,0.12,0.73,-3.53,0.6,0.3,2.2
146,Michael Tveidt,2010,North Dakota St,27,34.6,15.2,14.4,0.86,0.49,0.45,0.18,0.23,1.41,0.10,0.69,-3.12,1.3,0.4,2.7
147,Ashton Gibbs,2010,Pittsburgh,35,34.6,15.7,11.7,1.03,0.57,0.50,0.39,0.49,1.89,0.16,1.53,0.09,0.8,0.1,1.2
148,Jheryl Wilson,2010,NJIT,26,34.6,14.7,13.1,0.81,0.49,0.46,0.31,0.35,2.35,0.18,0.80,-3.86,1.0,0.2,2.0
149,Drew Viney,2010,LMU,31,34.6,16.6,13.0,0.98,0.56,0.51,0.30,0.36,1.84,0.14,0.92,-2.14,1.1,1.1,2.6
150,Amorrow Morgan,2010,Idaho St,28,34.6,15.8,12.6,0.85,0.53,0.48,0.43,0.23,1.39,0.11,0.41,-7.43,1.0,0.1,2.0
151,Travis Taylor,2010,Monmouth,24,34.6,17.8,12.5,0.89,0.58,0.54,0.52,0.02,1.63,0.13,0.39,-8.80,1.0,0.8,2.9
152,David Gonzalvez,2010,Richmond,36,34.6,14.4,10.7,1.02,0.58,0.55,0.35,0.55,2.39,0.22,1.48,-0.06,1.8,0.2,2.1
153,Austin Freeman,2010,Georgetown,31,34.5,16.6,11.8,1.09,0.63,0.60,0.25,0.35,2.45,0.21,1.29,-0.79,0.9,0.2,1.7
154,Mike Singletary,2010,Texas Tech,35,34.5,15.0,10.6,0.89,0.55,0.48,0.64,0.20,2.29,0.22,0.82,-3.34,1.2,0.7,2.7
155,Noruwa Agho,2010,Columbia,28,34.5,15.9,12.5,0.92,0.55,0.50,0.37,0.37,1.89,0.15,0.76,-3.74,1.4,0.0,1.8
156,Mac Koshwal,2010,DePaul,19,34.5,15.9,11.6,0.89,0.56,0.54,0.51,0.00,2.11,0.18,0.63,-5.90,1.8,0.9,2.6
157,Markeith Cummings,2010,Kennesaw St,31,34.5,17.5,13.6,0.90,0.54,0.49,0.42,0.22,2.10,0.15,0.71,-4.64,1.0,0.2,2.5
158,Brock Young,2010,ECU,28,34.5,15.5,12.1,0.78,0.52,0.42,0.55,0.29,5.07,0.42,1.17,-2.67,1.6,0.0,2.5
159,Rotnei Clarke,2010,Arkansas,30,34.5,15.5,10.9,1.16,0.64,0.61,0.23,0.70,1.23,0.11,1.06,-0.94,1.2,0.1,1.0
160,Lavoy Allen,2010,Temple,35,34.5,11.5,9.1,0.97,0.56,0.54,0.28,0.07,2.37,0.26,1.57,0.21,0.5,1.4,2.2
161,Kyle Roemer,2010,Colgate,29,34.4,18.8,15.4,0.94,0.55,0.51,0.24,0.46,1.38,0.09,0.51,-5.31,1.5,0.2,2.6
162,William Buford,2010,Ohio St,36,34.4,14.6,12.1,0.94,0.54,0.50,0.27,0.28,3.17,0.26,1.81,1.09,1.1,0.3,2.2
163,Denis Clemente,2010,Kansas St,32,34.4,16.2,14.0,0.91,0.52,0.48,0.27,0.50,4.16,0.30,2.11,2.18,1.0,0.1,2.1
164,Damian Lillard,2010,Weber St,29,34.4,20.1,14.2,1.02,0.60,0.53,0.43,0.51,3.62,0.25,1.48,-0.10,1.2,0.1,1.9
165,Evan Washington,2010,Air Force,29,34.4,9.9,7.0,0.87,0.55,0.50,0.64,0.14,3.00,0.43,1.40,-0.46,0.9,0.3,1.8
166,Kyle Gibson,2010,Louisiana Tech,30,34.4,18.8,13.5,0.97,0.56,0.47,0.52,0.45,3.07,0.23,1.35,-0.63,0.9,0.1,2.1
167,Josh Young,2010,Drake,33,34.4,14.5,10.3,0.99,0.58,0.52,0.49,0.44,2.73,0.26,1.55,0.19,1.0,0.0,2.4
