,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
41,Daniel Dion,2017,New Hampshire,29,36.2,13.6,9.7,1.06,0.62,0.58,0.32,0.73,2.31,0.24,1.40,-0.33,0.6,0.0,1.4
42,Jackson Kent,2017,James Madison,32,36.2,13.9,10.3,0.99,0.58,0.52,0.34,0.44,2.31,0.22,1.25,-0.88,1.1,0.1,1.4
43,Stephen Thompson,2017,Oregon St,26,36.2,16.3,14.3,0.84,0.50,0.47,0.30,0.45,3.04,0.21,1.08,-2.24,1.4,0.2,2.2
44,Frank Mason,2017,Kansas,36,36.1,20.9,13.7,1.08,0.63,0.57,0.48,0.35,5.19,0.38,2.17,2.89,1.3,0.1,2.0
45,Dallas Moore,2017,UNF,30,36.1,23.5,18.3,1.02,0.58,0.55,0.23,0.41,3.73,0.20,1.42,-0.38,1.2,0.1,1.1
46,Jaaron Simmons,2017,Ohio,30,36.1,16.1,13.3,0.82,0.53,0.48,0.35,0.26,6.43,0.48,1.61,0.77,0.9,0.1,2.3
47,Austin Nehls,2017,CCSU,29,36.1,13.4,9.9,1.01,0.58,0.51,0.42,0.64,1.55,0.16,1.10,-1.09,0.7,0.2,1.9
48,Tyler Nelson,2017,Fairfield,31,36.1,19.5,14.3,1.03,0.59,0.54,0.35,0.47,3.61,0.25,1.62,0.49,1.1,0.1,1.7
49,Tyler Lydon,2017,Syracuse,34,36.1,13.2,9.4,1.03,0.60,0.55,0.36,0.39,2.06,0.22,1.19,-1.03,1.0,1.4,2.5
50,Patrick Cole,2017,NCCU,31,36.1,19.8,16.4,0.84,0.51,0.45,0.41,0.37,5.65,0.34,1.45,-0.39,1.0,0.3,2.4
51,Jazz Johnson,2017,Portland,31,36.0,16.1,12.4,0.95,0.56,0.51,0.34,0.36,2.39,0.19,0.97,-2.49,0.8,0.1,2.4
52,Adam Grant,2017,Bryant,31,36.0,13.3,11.9,0.87,0.51,0.47,0.22,0.46,2.58,0.22,1.23,-1.04,1.3,0.2,2.4
53,Trayvon Palmer,2017,Chicago St,29,36.0,14.2,11.6,0.83,0.52,0.46,0.42,0.23,1.38,0.12,0.46,-5.77,1.4,0.6,3.2
54,Dequon Miller,2017,Missouri St,32,35.9,12.8,10.7,0.87,0.52,0.48,0.34,0.45,3.78,0.35,1.68,0.79,1.1,0.0,1.6
55,Nick Mayo,2017,EKU,29,35.9,18.6,13.3,0.97,0.59,0.53,0.43,0.21,2.66,0.20,0.88,-3.52,0.8,1.3,2.6
56,Garret Covington,2017,Western Ill,26,35.9,19.8,15.5,0.95,0.56,0.50,0.31,0.53,3.27,0.21,1.09,-2.25,0.8,0.0,1.9
57,Bryce Washington,2017,La Lafayette,31,35.9,13.2,8.5,1.02,0.62,0.59,0.55,0.02,2.10,0.25,1.05,-1.60,1.2,0.7,2.0
58,Nisre Zouzoua,2017,Bryant,30,35.9,20.5,16.5,0.98,0.55,0.50,0.32,0.50,1.53,0.09,0.79,-2.52,1.4,0.4,2.6
59,Jalen Moore,2017,Utah St,30,35.9,17.1,12.5,1.03,0.60,0.56,0.33,0.39,2.63,0.21,1.32,-0.69,0.5,0.5,1.5
60,Calaen Robinson,2017,Portland St,28,35.9,12.3,9.9,0.89,0.56,0.51,0.27,0.61,4.04,0.41,1.51,0.03,2.4,0.0,3.1
61,Zaynah Robinson,2017,Norfolk St,31,35.8,13.6,12.0,0.88,0.50,0.45,0.31,0.45,4.48,0.37,2.67,3.62,1.6,0.1,2.1
62,Joe Cremo,2017,Albany,34,35.8,16.1,11.9,0.96,0.58,0.51,0.37,0.33,3.82,0.32,1.44,-0.29,1.0,0.1,1.8
63,Xavier Moon,2017,Morehead St,28,35.8,16.6,13.0,1.00,0.58,0.53,0.25,0.46,4.75,0.37,2.42,3.32,1.1,0.3,2.0
64,Aleksa Jugovic,2017,Tennessee Tech,30,35.8,15.1,11.5,0.98,0.57,0.50,0.34,0.61,2.07,0.18,1.09,-1.45,0.8,0.2,1.5
65,Jimmie Taylor,2017,Rider,33,35.8,15.5,12.1,0.99,0.56,0.51,0.35,0.46,1.85,0.15,1.27,-0.58,1.1,0.3,2.6
66,Ben Lammers,2017,Georgia Tech,36,35.8,14.3,11.3,0.96,0.55,0.51,0.32,0.00,2.08,0.18,1.17,-1.10,1.2,3.4,2.3
67,Markelle Fultz,2017,Washington,25,35.7,23.2,17.6,0.96,0.56,0.54,0.38,0.29,5.92,0.34,1.85,2.00,1.6,1.2,2.5
68,Keon Johnson,2017,Winthrop,30,35.6,23.0,16.4,1.05,0.60,0.53,0.40,0.50,2.60,0.16,1.10,-1.74,0.7,0.0,1.9
69,Damon Lynn,2017,NJIT,19,35.6,21.3,16.9,0.96,0.55,0.49,0.33,0.70,3.42,0.20,1.38,-0.53,1.9,0.2,1.6
70,Tanner Leissner,2017,New Hampshire,29,35.6,17.6,12.6,1.01,0.57,0.50,0.48,0.20,1.79,0.14,1.00,-1.75,0.5,0.3,2.7
71,Jon Elmore,2017,Marshall,34,35.6,20.0,14.6,0.94,0.57,0.49,0.47,0.46,6.00,0.41,1.89,2.07,1.1,0.2,1.8
72,Shannon Evans,2017,Arizona St,32,35.6,15.0,11.8,0.96,0.56,0.51,0.31,0.52,4.34,0.37,2.24,2.57,1.3,0.2,1.8
73,Daniel Dingle,2017,Temple,32,35.6,12.6,10.0,0.87,0.54,0.49,0.38,0.46,3.47,0.35,1.37,-0.63,1.0,0.6,2.2
74,Stephan Jiggetts,2017,Fairleigh Dickinson,29,35.6,13.7,10.4,0.85,0.54,0.45,0.50,0.36,4.17,0.40,1.32,-1.09,0.6,0.1,3.1
75,Olin Carter,2017,San Diego,29,35.6,14.6,12.2,0.98,0.55,0.52,0.21,0.66,2.00,0.16,1.41,-0.24,0.6,0.0,2.5
76,Randy Onwuasor,2017,Southern Utah,31,35.5,23.9,19.3,0.90,0.53,0.46,0.40,0.31,3.23,0.17,0.93,-3.58,1.5,0.5,3.2
77,Jalen Bradley,2017,Oral Roberts,28,35.5,13.8,11.8,0.92,0.53,0.48,0.25,0.35,3.89,0.33,2.27,2.42,1.3,0.0,1.5
78,Jacolby Mobley,2017,UT Martin,28,35.5,19.5,15.0,1.00,0.57,0.52,0.33,0.60,2.04,0.14,0.98,-2.01,1.0,0.1,2.0
79,Luke Kennard,2017,Duke,37,35.5,19.5,13.1,1.13,0.64,0.58,0.39,0.41,2.46,0.19,1.54,0.13,0.8,0.4,2.2
80,Steven Spieth,2017,Brown,28,35.5,18.0,10.8,1.03,0.66,0.57,0.59,0.39,3.39,0.31,0.99,-3.18,1.4,0.4,2.9
81,James Daniel,2017,Howard,2,35.5,17.0,17.5,0.75,0.44,0.40,0.26,0.60,4.00,0.23,1.33,-0.95,1.5,0.0,1.0
82,Khalid Hart,2017,Marist,32,35.5,17.9,12.7,1.05,0.59,0.54,0.43,0.43,2.28,0.18,1.46,-0.12,1.1,0.3,2.1
83,Matt Hauser,2017,Santa Clara,30,35.5,10.1,8.7,0.88,0.52,0.49,0.25,0.42,5.30,0.61,3.18,5.71,0.9,0.0,1.7
84,Tra Holder,2017,Arizona St,32,35.4,16.1,11.7,0.97,0.56,0.49,0.51,0.32,3.25,0.28,1.68,0.62,0.8,0.0,2.1
85,Marcus Marshall,2017,Nevada,35,35.4,19.7,13.9,1.07,0.60,0.54,0.41,0.62,3.66,0.26,2.13,2.00,0.9,0.1,2.1
86,Jalen Adams,2017,Connecticut,31,35.4,14.1,12.5,0.82,0.51,0.47,0.24,0.26,5.94,0.48,1.88,2.40,1.1,0.2,2.2
87,Jonathan Wade,2017,Norfolk St,32,35.4,19.0,13.2,0.97,0.59,0.54,0.49,0.36,1.84,0.14,0.56,-5.74,0.7,0.1,2.2
88,Shake Milton,2017,SMU,35,35.4,13.0,9.9,1.00,0.59,0.55,0.26,0.56,4.54,0.46,2.56,3.87,1.3,0.3,1.5
89,Zak Irvin,2017,Michigan,38,35.4,13.0,11.3,0.92,0.53,0.52,0.18,0.37,2.97,0.26,1.59,0.35,0.9,0.1,1.2
90,Jon Davis,2017,Charlotte,29,35.4,19.3,13.6,0.98,0.59,0.53,0.46,0.32,4.24,0.31,1.40,-0.55,1.1,0.3,1.5
91,Jeremy Morgan,2017,UNI,28,35.4,15.0,11.9,0.92,0.54,0.48,0.38,0.49,2.82,0.24,1.27,-1.01,1.7,1.1,2.2
92,Monte Morris,2017,Iowa St,35,35.3,16.4,13.3,1.02,0.56,0.52,0.24,0.31,6.20,0.47,5.17,8.16,1.5,0.3,1.5
93,Jahmal Mcmurray,2017,South Florida,3,35.3,20.3,17.0,0.87,0.55,0.53,0.20,0.39,2.00,0.12,0.43,-9.44,0.3,0.0,1.0
94,Davon Reed,2017,Miami FL,33,35.3,14.9,11.3,1.00,0.59,0.54,0.29,0.53,2.39,0.21,1.18,-1.32,1.3,0.5,1.6
95,Ahmad Caver,2017,Old Dominion,31,35.3,13.0,11.6,0.83,0.49,0.45,0.34,0.50,4.84,0.42,2.27,3.37,1.3,0.2,2.0
96,Devonte Graham,2017,Kansas,36,35.3,13.4,10.2,1.01,0.59,0.56,0.25,0.66,4.14,0.41,2.33,2.71,1.5,0.2,1.6
97,Marcus Graves,2017,Sacramento St,29,35.2,13.8,12.2,0.81,0.49,0.43,0.36,0.15,5.17,0.42,1.95,2.31,1.0,0.3,2.3
98,Josh Hawkinson,2017,Washington St,30,35.2,15.4,10.3,1.09,0.64,0.58,0.39,0.21,2.57,0.25,1.48,-0.06,0.5,0.7,2.4
99,Christen Cunningham,2017,Samford,34,35.2,11.2,9.3,0.84,0.51,0.44,0.39,0.19,6.21,0.67,2.78,5.43,0.8,0.0,1.6
100,Tai Webster,2017,Nebraska,30,35.2,17.3,14.3,0.85,0.52,0.46,0.38,0.31,4.03,0.28,1.23,-1.64,1.4,0.1,2.4
101,Jay Wright,2017,La Lafayette,31,35.2,16.5,12.4,0.94,0.56,0.51,0.43,0.37,3.90,0.31,1.61,0.50,1.9,0.4,2.2
102,Cameron Reynolds,2017,Tulane,31,35.2,17.0,14.0,0.99,0.55,0.51,0.24,0.46,1.45,0.10,0.96,-1.52,0.8,0.5,2.7
103,Fred Sims,2017,Chicago St,28,35.1,18.4,18.8,0.81,0.45,0.42,0.18,0.39,1.39,0.07,0.60,-3.95,0.9,0.2,1.6
104,Alec Peters,2017,Valparaiso,28,35.1,22.5,15.7,1.05,0.60,0.53,0.43,0.34,2.25,0.14,0.93,-2.64,0.8,0.3,2.3
105,Jordan Caroline,2017,Nevada,35,35.1,15.0,10.7,0.93,0.54,0.50,0.67,0.22,1.94,0.18,1.10,-1.33,1.1,0.3,2.4
106,Mike Miklusak,2017,Western Ill,23,35.1,15.5,12.6,0.95,0.56,0.53,0.25,0.51,2.35,0.19,1.08,-1.71,1.2,0.2,3.5
107,Trevon Bluiett,2017,Xavier,36,35.1,18.5,13.4,1.01,0.58,0.53,0.41,0.51,2.06,0.15,0.95,-2.31,0.9,0.1,2.4
108,Yuta Watanabe,2017,GW,28,35.1,12.2,9.6,0.93,0.55,0.49,0.35,0.32,2.50,0.26,1.37,-0.46,1.1,1.1,1.6
109,Marquise Moore,2017,GMU,33,35.1,16.9,12.2,0.91,0.56,0.50,0.55,0.08,3.55,0.29,1.24,-1.39,0.9,0.8,2.0
110,Chris Flemmings,2017,UNCW,33,35.1,14.9,11.5,0.97,0.57,0.54,0.30,0.49,2.18,0.19,1.01,-1.97,1.2,0.7,2.1
111,Lonzo Ball,2017,UCLA,36,35.1,14.6,9.5,1.09,0.68,0.67,0.29,0.57,7.61,0.80,3.08,6.95,1.8,0.8,1.8
112,Marcus Johnson,2017,UALR,30,35.0,13.3,11.4,0.87,0.51,0.46,0.31,0.46,2.83,0.25,1.35,-0.64,0.9,0.0,1.5
113,Perrion Callandret,2017,Idaho,1,35.0,2.0,10.0,0.18,0.10,0.10,0.00,0.60,2.00,0.20,2.00,0.98,0.0,0.0,3.0
114,Egor Koulechov,2017,Rice,33,35.0,18.1,12.7,1.05,0.61,0.55,0.39,0.40,2.21,0.17,1.04,-1.74,0.8,0.3,2.1
115,J.J. Frazier,2017,Georgia,33,35.0,19.2,14.5,0.96,0.56,0.47,0.44,0.37,4.12,0.28,1.74,1.10,1.8,0.1,2.4
116,Jordan Dartis,2017,Ohio,30,35.0,12.5,8.6,1.16,0.65,0.60,0.30,0.73,1.73,0.20,1.79,0.52,1.2,0.2,1.8
117,MaCio Teague,2017,UNCA,31,34.9,16.1,11.3,1.15,0.63,0.57,0.32,0.43,2.77,0.25,2.97,2.63,1.1,0.2,1.5
118,Jaylen Franklin,2017,Abilene Christian,23,34.9,11.1,9.7,0.77,0.48,0.47,0.46,0.12,4.57,0.47,1.81,1.52,1.9,0.3,2.5
119,J.R. Holder,2017,Jacksonville,29,34.9,17.9,12.6,0.99,0.60,0.56,0.43,0.31,1.97,0.16,0.70,-4.22,1.1,0.4,2.0
120,Eric Garcia,2017,Wofford,30,34.8,14.1,9.1,1.07,0.64,0.56,0.46,0.57,6.80,0.74,3.46,7.54,0.8,0.0,2.1
121,Tyler Hall,2017,Montana St,30,34.8,23.4,15.9,1.14,0.64,0.60,0.32,0.56,2.77,0.17,1.36,-0.53,1.1,0.3,2.5
122,Tres Tinkle,2017,Oregon St,6,34.8,20.2,13.5,0.94,0.57,0.47,0.72,0.31,2.33,0.17,0.74,-4.79,2.2,0.8,2.0
123,Derrick Walton,2017,Michigan,38,34.8,15.5,10.3,1.08,0.63,0.56,0.43,0.59,4.97,0.48,2.86,4.94,1.1,0.0,1.7
124,Jeremiah Martin,2017,Memphis,32,34.8,10.3,7.9,0.88,0.54,0.50,0.45,0.34,4.44,0.56,2.25,2.83,1.8,0.7,2.5
125,Jeremiah Martin,2017,Memphis,32,34.8,10.3,7.9,0.88,0.54,0.50,0.45,0.34,4.44,0.56,2.25,2.83,1.8,0.7,2.5
126,KJ Feagin,2017,Santa Clara,19,34.8,14.6,11.3,1.03,0.61,0.58,0.15,0.49,4.42,0.39,2.10,2.63,1.0,0.2,2.2
127,Jake Wiley,2017,Eastern Wash.,32,34.8,21.1,12.5,1.09,0.70,0.65,0.47,0.02,2.28,0.18,0.58,-7.11,0.8,2.8,3.1
128,Cleveland Thomas,2017,WKU,32,34.8,13.8,11.2,1.00,0.56,0.52,0.24,0.53,2.56,0.23,1.95,1.17,0.9,0.0,1.5
129,James McGee,2017,Southern Utah,31,34.7,14.7,10.7,1.01,0.59,0.55,0.37,0.69,2.61,0.24,1.40,-0.35,0.9,0.1,2.5
130,Khris Lane,2017,Longwood,28,34.7,16.9,12.9,1.01,0.59,0.57,0.24,0.25,1.25,0.10,0.54,-4.19,0.8,1.1,2.7
131,Tookie Brown,2017,Ga Southern,31,34.6,17.3,13.3,0.92,0.54,0.47,0.46,0.40,3.90,0.29,1.66,0.71,1.4,0.3,2.2
132,Otis Livingston,2017,GMU,33,34.6,14.3,11.3,0.93,0.55,0.47,0.34,0.35,2.91,0.26,1.41,-0.35,1.1,0.0,1.5
133,Jalen Ross,2017,Hartford,29,34.6,19.9,15.6,0.91,0.54,0.46,0.43,0.42,2.10,0.14,0.73,-4.28,1.3,0.0,1.4
134,Admon Gilder,2017,Texas A&M,31,34.6,13.7,11.0,0.90,0.55,0.51,0.30,0.45,3.87,0.35,1.45,-0.29,1.9,0.3,2.2
135,Jahad Thomas,2017,UMass Lowell,30,34.6,18.6,12.5,0.97,0.62,0.59,0.45,0.01,4.60,0.37,1.20,-2.12,1.6,0.2,3.1
136,Torian Graham,2017,Arizona St,32,34.6,18.3,15.3,1.04,0.57,0.55,0.11,0.55,1.22,0.08,0.89,-1.55,0.9,0.3,1.6
137,Michael Carey,2017,Wagner,29,34.6,14.2,12.0,0.90,0.53,0.50,0.24,0.14,1.66,0.14,0.74,-3.52,0.7,0.2,2.4
138,Jairus Lyles,2017,UMBC,31,34.6,18.9,14.9,0.94,0.54,0.48,0.41,0.30,2.55,0.17,1.18,-1.30,1.7,0.0,1.5
139,Steve Vasturia,2017,Notre Dame,36,34.6,13.1,10.4,0.98,0.57,0.51,0.27,0.43,3.31,0.32,2.09,1.85,1.2,0.1,2.1
140,TreLun Banks,2017,Southern,29,34.6,11.1,10.5,0.70,0.45,0.38,0.38,0.38,4.69,0.45,1.45,-0.33,1.2,0.0,1.9
141,Jonathan Williams,2017,Toledo,31,34.5,19.6,15.1,0.95,0.56,0.51,0.36,0.43,3.19,0.21,1.14,-1.97,0.8,0.1,2.2
142,Nate Mason,2017,Minnesota,34,34.5,15.2,13.2,0.87,0.50,0.44,0.35,0.33,4.97,0.38,2.60,4.01,1.4,0.1,1.6
143,Matt Scott,2017,Niagara,33,34.5,17.0,13.0,0.93,0.56,0.51,0.40,0.40,3.00,0.23,1.14,-1.79,1.4,0.4,2.4
144,Malachi Alexander,2017,Holy Cross,32,34.5,13.3,10.5,0.95,0.55,0.53,0.33,0.43,1.94,0.18,1.07,-1.70,1.8,0.4,2.3
145,Dedric Lawson,2017,Memphis,32,34.5,19.2,14.7,0.95,0.55,0.49,0.44,0.24,3.28,0.22,1.38,-0.54,1.3,2.1,2.5
146,Joshua Braun,2017,Grand Canyon,20,34.5,17.4,11.4,1.10,0.62,0.56,0.52,0.63,1.45,0.13,0.97,-1.51,0.6,0.3,1.8
147,Chris Clemons,2017,Campbell,33,34.5,25.3,19.3,1.00,0.57,0.52,0.32,0.49,2.48,0.13,0.86,-3.67,2.0,0.5,1.9
148,Jahvaughn Powell,2017,Nicholls St,27,34.5,12.4,9.7,0.83,0.57,0.52,0.29,0.62,5.15,0.53,1.32,-1.28,1.8,0.1,3.1
149,Joe Rosga,2017,Denver,30,34.5,15.2,11.1,1.02,0.61,0.56,0.29,0.50,3.23,0.29,1.47,-0.13,1.1,0.0,2.1
150,Lamond Murray,2017,Pepperdine,30,34.4,21.1,17.1,0.96,0.55,0.51,0.26,0.26,1.20,0.07,0.45,-5.39,1.1,0.3,2.0
151,Divine Myles,2017,Stetson,28,34.4,17.2,12.6,1.01,0.58,0.55,0.39,0.21,3.71,0.30,1.86,1.29,0.9,0.1,2.1
152,Elijah Long,2017,Mt. St. Marys,36,34.4,15.0,12.1,0.83,0.52,0.47,0.41,0.28,4.36,0.36,1.28,-1.50,1.6,0.1,2.8
153,Rashad Lindsey,2017,Arkansas St,29,34.4,10.2,8.1,0.92,0.55,0.51,0.35,0.41,2.62,0.32,1.55,0.17,0.5,0.0,1.6
154,Matt Farrell,2017,Notre Dame,36,34.4,14.1,10.7,0.96,0.59,0.55,0.27,0.50,5.44,0.51,2.15,3.30,1.4,0.1,2.0
155,Gabe Taylor,2017,Portland,31,34.4,11.5,9.6,0.90,0.52,0.48,0.32,0.27,0.71,0.07,0.46,-3.26,0.4,0.6,1.8
156,Corey Henson,2017,Wagner,28,34.4,14.9,12.0,0.93,0.55,0.51,0.26,0.54,2.68,0.22,1.14,-1.78,0.6,0.1,2.0
157,Jaron Blossomgame,2017,Clemson,33,34.3,17.7,13.4,1.01,0.57,0.53,0.38,0.21,1.55,0.12,0.93,-1.90,0.8,0.9,1.6
158,C.J. Bryce,2017,UNCW,33,34.3,17.0,13.5,0.97,0.55,0.52,0.31,0.27,2.79,0.21,1.46,-0.15,0.9,0.1,2.2
159,Sindarius Thornwell,2017,South Carolina,31,34.3,21.4,14.2,1.03,0.60,0.51,0.59,0.34,2.77,0.20,1.13,-1.76,2.1,1.0,2.3
160,Damyean Dotson,2017,Houston,32,34.3,17.4,13.4,1.14,0.61,0.60,0.12,0.57,1.13,0.08,1.09,-0.86,0.9,0.2,1.7
161,Jamel Artis,2017,Pittsburgh,32,34.3,18.2,12.9,1.01,0.60,0.56,0.38,0.46,3.31,0.26,1.28,-1.16,0.4,0.3,1.9
162,Jonah Radebaugh,2017,No. Colorado,27,34.3,7.5,5.8,1.04,0.60,0.60,0.16,0.67,1.89,0.33,1.96,0.85,1.1,0.1,2.2
163,Ikenna Iroegbu,2017,Washington St,30,34.2,12.5,9.6,0.91,0.55,0.51,0.43,0.31,3.57,0.37,1.70,0.81,0.7,0.1,2.0
164,Jordan Howard,2017,Central Ark,30,34.2,19.5,13.7,1.05,0.61,0.55,0.37,0.52,2.90,0.21,1.23,-1.22,1.1,0.1,1.0
165,Fletcher Magee,2017,Wofford,30,34.2,18.6,14.1,1.05,0.59,0.54,0.26,0.59,1.77,0.13,1.04,-1.56,0.8,0.1,1.4
166,Brandon Tabb,2017,Bethune Cookman,30,34.2,17.6,15.4,0.95,0.52,0.48,0.23,0.62,1.53,0.10,1.15,-0.90,1.3,0.6,3.3
167,Sam Hunt,2017,NC A&T,30,34.2,12.1,10.4,0.88,0.53,0.47,0.23,0.61,1.63,0.16,0.74,-3.49,0.5,0.0,1.6
