,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
93,Levi Randolph,2015,Alabama,33,35.4,15.5,10.3,1.08,0.62,0.54,0.50,0.32,2.45,0.24,1.72,0.62,1.5,0.2,2.2
94,Myles Mack,2015,Rutgers,32,35.4,13.4,11.4,0.87,0.52,0.47,0.28,0.51,4.19,0.37,1.72,1.00,1.8,0.1,1.5
95,Malcolm Duvivier,2015,Oregon St,30,35.4,10.8,9.8,0.75,0.47,0.41,0.37,0.32,3.50,0.36,1.27,-1.28,1.2,0.1,2.7
96,Brett Olson,2015,Denver,30,35.4,13.9,9.6,1.09,0.64,0.60,0.30,0.56,3.00,0.31,1.73,0.84,0.8,0.1,2.8
97,Chris Fowler,2015,Central Michigan,29,35.3,16.8,11.8,0.94,0.58,0.53,0.52,0.18,5.86,0.50,1.93,2.46,1.4,0.2,2.4
98,David Laury,2015,Iona,34,35.3,19.8,15.1,0.92,0.55,0.50,0.45,0.14,2.82,0.19,0.95,-2.83,0.8,1.3,2.7
99,Shavon Shields,2015,Nebraska,31,35.3,15.4,11.8,0.90,0.54,0.46,0.46,0.24,2.13,0.18,0.79,-3.72,1.1,0.2,2.4
100,Terrell Lewis,2015,Eastern Illinois,31,35.3,9.1,6.8,0.88,0.59,0.54,0.31,0.47,4.55,0.67,1.81,1.50,0.8,0.0,1.6
101,Hugh Greenwood,2015,New Mexico,31,35.3,11.6,11.1,0.83,0.48,0.46,0.18,0.61,3.26,0.29,1.74,0.90,1.5,0.7,1.9
102,Mike Brown,2015,WCU,30,35.2,14.0,11.1,0.93,0.55,0.52,0.34,0.32,1.67,0.15,0.78,-2.83,0.9,0.5,3.0
103,Twymond Howard,2015,UT Martin,32,35.2,13.6,10.4,0.94,0.55,0.50,0.41,0.18,1.69,0.16,0.90,-2.20,0.8,0.6,2.6
104,Treshawn Hagood,2015,Prairie View,32,35.2,12.9,11.8,0.74,0.47,0.43,0.40,0.15,4.91,0.42,1.44,-0.36,2.4,0.1,2.2
105,Siyani Chambers,2015,Harvard,28,35.1,9.7,8.9,0.76,0.48,0.41,0.33,0.45,4.00,0.45,1.65,0.72,1.5,0.0,2.0
106,Corban Wroe,2015,Hartford,29,35.1,10.1,7.9,0.96,0.59,0.57,0.18,0.59,2.38,0.30,1.23,-1.01,1.4,0.1,3.0
107,Jarell Martin,2015,LSU,33,35.1,16.9,12.0,0.95,0.57,0.53,0.51,0.13,1.79,0.15,0.64,-4.23,1.2,0.7,2.8
108,Montrezl Harrell,2015,Louisville,35,35.1,15.7,10.7,1.02,0.60,0.58,0.51,0.10,1.43,0.13,0.72,-2.87,0.9,1.2,2.1
109,Devon Bookert,2015,Florida St,28,35.1,10.1,8.1,0.85,0.54,0.49,0.32,0.59,2.64,0.33,1.07,-1.98,1.0,0.1,2.0
110,Cameron Golden,2015,Arkansas St,28,35.1,13.5,12.5,0.82,0.48,0.45,0.27,0.53,2.54,0.20,1.13,-1.55,1.7,0.2,2.0
111,Taylor Johns,2015,UCR,29,35.1,16.5,13.7,0.82,0.51,0.47,0.42,0.10,1.97,0.14,0.56,-6.29,1.2,1.6,3.0
112,Dion Wright,2015,St. Bonaventure,31,35.1,13.5,10.4,1.01,0.58,0.55,0.26,0.04,1.39,0.13,0.88,-1.86,0.8,0.6,2.7
113,Tyler Kalinoski,2015,Davidson,31,35.1,16.6,12.8,1.07,0.60,0.57,0.19,0.52,4.10,0.32,2.89,3.61,1.3,0.4,2.7
114,Terran Petteway,2015,Nebraska,31,35.0,18.2,15.0,0.86,0.52,0.47,0.39,0.47,2.81,0.19,0.84,-4.31,1.2,0.9,3.0
115,Tyler Larson,2015,South Dakota,31,35.0,14.3,11.0,0.90,0.54,0.47,0.47,0.23,2.81,0.25,1.28,-0.91,0.8,0.3,2.6
116,Terry Rozier,2015,Louisville,36,35.0,17.1,14.5,0.89,0.51,0.46,0.34,0.30,3.00,0.21,1.37,-0.55,2.0,0.2,1.7
117,Obi Emegano,2015,Oral Roberts,32,35.0,18.1,12.7,0.94,0.56,0.46,0.63,0.17,2.22,0.18,0.88,-2.98,1.4,0.2,2.2
118,Montrael Scott,2015,Prairie View,28,35.0,16.0,13.6,0.91,0.53,0.50,0.24,0.43,1.75,0.13,0.75,-3.08,1.5,0.0,2.1
119,Michael Gbinije,2015,Syracuse,30,35.0,12.7,10.0,0.92,0.56,0.54,0.33,0.42,3.60,0.36,1.69,0.75,1.9,0.4,2.8
120,Ben Wilson,2015,Idaho St,28,35.0,7.3,6.3,0.73,0.47,0.42,0.48,0.02,3.68,0.58,1.75,1.00,1.1,0.1,2.4
121,Aaseem Dixon,2015,Northern Arizona,37,34.9,12.9,11.8,0.89,0.50,0.46,0.22,0.52,2.30,0.20,1.55,0.13,0.7,0.0,1.7
122,Jourdan Grant,2015,UMBC,30,34.9,8.5,7.9,0.65,0.44,0.40,0.49,0.24,4.03,0.51,1.22,-1.76,1.6,0.2,2.4
123,Adonys Henriquez,2015,UCF,29,34.9,10.4,8.2,0.97,0.57,0.54,0.23,0.66,2.14,0.26,1.41,-0.27,0.7,0.2,1.0
124,Wesley Saunders,2015,Harvard,28,34.9,17.1,12.6,0.93,0.56,0.49,0.47,0.20,4.25,0.34,1.57,0.36,1.8,0.4,2.3
125,Wesley Person,2015,Troy,27,34.9,14.5,11.2,0.99,0.58,0.53,0.28,0.61,0.85,0.08,0.48,-3.41,0.4,0.0,2.0
126,Evan Singletary,2015,Albany,33,34.9,13.0,10.2,0.94,0.56,0.50,0.34,0.45,2.85,0.28,1.40,-0.40,0.8,0.2,2.1
127,Maurice Ndour,2015,Ohio,30,34.9,16.0,11.3,0.95,0.59,0.52,0.47,0.18,1.63,0.14,0.56,-5.02,1.1,2.1,2.8
128,Yogi Ferrell,2015,Indiana,34,34.9,16.3,12.1,1.02,0.59,0.54,0.31,0.48,4.88,0.40,2.55,3.74,0.7,0.0,1.7
129,Riley Grabau,2015,Wyoming,32,34.9,9.5,6.3,1.02,0.62,0.52,0.49,0.80,2.25,0.36,1.57,0.20,0.3,0.1,1.7
130,Jordan Mickey,2015,LSU,31,34.9,15.4,12.2,0.86,0.54,0.51,0.39,0.02,1.29,0.11,0.40,-6.40,0.9,3.6,2.6
131,Maodo Lo,2015,Columbia,27,34.9,18.4,13.4,1.04,0.62,0.59,0.25,0.52,2.30,0.17,0.91,-3.07,1.6,0.6,2.3
132,Anthony Beane,2015,Southern Ill,32,34.8,15.8,13.3,0.92,0.52,0.47,0.31,0.33,1.06,0.08,0.59,-3.35,1.2,0.3,2.2
133,Phil Greene,2015,St. John's,32,34.8,12.9,11.7,0.95,0.52,0.51,0.13,0.43,1.59,0.14,1.50,0.00,0.9,0.0,0.9
134,Tyrone Wallace,2015,Cal,33,34.8,17.1,14.8,0.83,0.49,0.45,0.40,0.18,3.97,0.27,1.39,-0.57,1.3,0.3,2.8
135,Derek Jackson,2015,Kent St,33,34.8,10.7,8.5,0.97,0.57,0.54,0.24,0.54,3.36,0.39,2.22,2.19,1.6,0.2,1.7
136,Chris Horton,2015,Austin Peay,28,34.8,13.0,10.5,0.84,0.51,0.45,0.50,0.00,1.50,0.14,0.62,-3.91,1.1,2.1,2.1
137,Canyon Barry,2015,Col Of Charleston,33,34.8,12.5,11.7,0.84,0.49,0.46,0.21,0.45,1.61,0.14,0.80,-2.80,1.2,0.5,1.9
138,D'Angelo Harrison,2015,St. John's,32,34.8,17.1,13.0,0.98,0.55,0.48,0.43,0.41,1.94,0.15,1.17,-1.01,1.2,0.4,3.5
139,Sir'Dominic Pointer,2015,St. John's,32,34.8,13.9,10.1,0.97,0.58,0.53,0.43,0.08,3.00,0.30,1.48,-0.09,1.9,2.5,3.0
140,Cedric Blossom,2015,Morgan St,31,34.7,14.2,12.2,0.88,0.49,0.43,0.44,0.02,0.71,0.06,0.59,-2.04,1.1,0.3,2.4
141,Chris Bilbo,2015,Troy,27,34.7,8.1,7.5,0.74,0.46,0.42,0.38,0.36,2.96,0.39,1.40,-0.38,1.0,0.2,2.1
142,Nic Moore,2015,SMU,33,34.7,14.2,10.6,0.96,0.59,0.53,0.31,0.51,5.18,0.49,1.99,2.52,1.3,0.0,1.9
143,Isaiah Williams,2015,Iona,23,34.7,13.3,9.3,1.21,0.68,0.66,0.15,0.73,2.22,0.24,2.13,1.15,1.4,1.4,2.9
144,Xavier Rathan-Mayes,2015,Florida St,32,34.7,14.9,12.4,0.83,0.52,0.48,0.36,0.43,4.28,0.35,1.27,-1.49,1.1,0.0,2.3
145,Demetrius Jackson,2015,Notre Dame,38,34.7,12.4,8.7,1.07,0.62,0.59,0.33,0.38,3.08,0.36,2.05,1.62,1.6,0.3,1.9
146,Marcus Gilbert,2015,Fairfield,31,34.7,16.4,11.2,1.00,0.59,0.52,0.53,0.49,1.23,0.11,0.57,-4.05,0.8,0.6,2.3
147,Jerome Hill,2015,Gardner-Webb,30,34.7,18.8,13.4,0.87,0.52,0.46,0.77,0.09,2.23,0.17,0.73,-4.36,0.5,0.7,2.2
148,Amere May,2015,Delaware St,31,34.6,21.3,17.3,0.94,0.55,0.50,0.29,0.42,2.65,0.15,0.89,-3.28,1.0,0.2,1.8
149,Montay Brandon,2015,Florida St,33,34.6,11.8,7.5,0.95,0.60,0.55,0.71,0.09,1.91,0.26,0.83,-2.95,1.1,0.4,1.8
150,Isiah Umipig,2015,Seattle,32,34.6,17.3,13.1,1.01,0.59,0.54,0.27,0.67,2.84,0.22,1.30,-0.89,1.3,0.0,2.2
151,Andrew Ryan,2015,Campbell,29,34.6,11.3,8.5,1.13,0.62,0.61,0.15,0.74,1.69,0.20,2.04,0.90,0.7,0.0,2.3
152,L.J. Rose,2015,Houston,19,34.6,9.8,9.1,0.74,0.47,0.44,0.33,0.47,5.32,0.59,1.98,2.52,0.9,0.2,2.3
153,Brad Waldow,2015,St Mary's,30,34.6,19.1,13.7,1.02,0.59,0.56,0.42,0.00,2.17,0.16,1.02,-2.08,0.5,0.7,2.3
154,Norman Powell,2015,UCLA,36,34.6,16.4,13.0,0.94,0.55,0.50,0.36,0.25,2.08,0.16,0.94,-2.32,1.8,0.4,2.5
155,C.J. Carter,2015,Omaha,28,34.5,17.3,13.6,0.91,0.55,0.52,0.32,0.39,2.68,0.20,0.88,-3.22,1.5,0.6,2.5
156,Shannon Evans,2015,Buffalo,33,34.5,15.4,12.0,0.92,0.55,0.50,0.36,0.44,4.61,0.38,1.81,1.44,1.7,0.3,2.1
157,Josh Adams,2015,Wyoming,33,34.5,13.3,9.9,0.91,0.56,0.51,0.44,0.43,3.70,0.37,1.44,-0.36,1.5,0.2,2.2
158,James Woodard,2015,Tulsa,33,34.5,14.8,11.6,0.99,0.56,0.52,0.32,0.61,1.12,0.10,0.82,-1.81,0.9,0.2,1.6
159,LeAntwan Luckett,2015,Alcorn State,28,34.5,15.9,13.9,0.83,0.48,0.42,0.43,0.36,1.61,0.12,0.70,-3.39,1.4,0.4,3.0
160,Mandell Thomas,2015,Fordham,30,34.5,13.3,11.2,0.86,0.51,0.45,0.38,0.29,3.63,0.33,1.68,0.73,2.3,0.4,2.7
161,Shaquille Boga,2015,UTPA,28,34.5,12.0,12.3,0.77,0.45,0.42,0.19,0.41,3.61,0.29,1.63,0.56,1.4,0.1,2.2
162,George Marshall,2015,South Dakota St,26,34.5,13.2,11.1,0.91,0.54,0.51,0.25,0.53,2.27,0.20,1.09,-1.60,0.7,0.1,2.0
163,Alex Mitola,2015,Dartmouth,29,34.4,12.4,10.2,0.98,0.55,0.50,0.25,0.66,2.72,0.27,2.14,1.62,0.8,0.0,1.2
164,D'Vauntes Smith-Rivera,2015,Georgetown,32,34.4,16.3,11.7,1.04,0.59,0.52,0.42,0.50,3.16,0.27,1.94,1.40,1.6,0.2,2.1
165,Jeffrey Short,2015,Norfolk St,32,34.4,19.0,12.6,1.04,0.63,0.57,0.45,0.41,1.88,0.15,0.65,-4.70,0.8,0.4,1.9
166,Jordan Williams,2015,North Texas,29,34.4,14.6,12.7,0.82,0.49,0.43,0.38,0.39,1.83,0.14,0.65,-4.55,1.4,0.4,2.3
167,Blake Bozeman,2015,Morgan St,31,34.4,12.4,11.5,0.84,0.48,0.45,0.26,0.60,1.68,0.15,0.96,-1.79,0.6,0.0,1.9
