,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
13,Austin McBroom,2016,Eastern Wash.,32,37.7,21.0,14.8,1.02,0.61,0.55,0.38,0.59,3.47,0.23,1.21,-1.47,1.0,0.0,1.6
14,Max Landis,2016,IPFW,32,37.7,19.5,13.3,1.10,0.64,0.59,0.35,0.63,3.72,0.28,1.68,0.68,0.9,0.0,1.3
15,Jaylen Adams,2016,St. Bonaventure,30,37.5,17.9,11.2,1.06,0.65,0.57,0.52,0.57,5.00,0.45,1.83,1.59,1.3,0.3,2.7
16,Cane Broome,2016,Sacred Heart,30,37.5,23.1,17.7,0.93,0.56,0.51,0.38,0.40,2.93,0.17,0.77,-4.78,1.7,0.0,2.4
17,Emmett Naar,2016,St Mary's,34,37.4,13.7,9.9,0.99,0.60,0.55,0.32,0.37,6.41,0.65,2.76,5.76,1.3,0.1,1.3
18,Nick Coppola,2016,La Monroe,32,37.3,10.8,10.0,0.82,0.49,0.46,0.23,0.45,5.25,0.52,2.51,3.92,0.8,0.1,1.8
19,John Papale,2016,Boston U.,33,37.3,12.0,10.0,1.05,0.57,0.55,0.12,0.70,2.12,0.21,2.50,1.53,0.6,0.2,1.4
20,D.J. Balentine,2016,Evansville,33,37.3,20.6,16.1,0.95,0.55,0.50,0.37,0.32,4.27,0.27,1.55,0.24,0.7,0.3,1.7
21,Kori Babineaux,2016,Jacksonville,28,37.3,18.6,17.6,0.84,0.48,0.47,0.21,0.06,3.86,0.22,1.42,-0.37,0.9,0.2,2.5
22,DeAndre Bembry,2016,St Joseph's,36,37.3,17.4,13.8,0.95,0.54,0.51,0.36,0.26,4.47,0.32,2.21,2.52,1.4,0.8,2.4
23,Marcus Posley,2016,St. Bonaventure,31,37.2,19.6,15.2,0.97,0.56,0.51,0.35,0.48,3.65,0.24,1.51,0.03,1.3,0.1,2.5
24,Joe Rahon,2016,St Mary's,34,37.2,10.8,9.6,0.87,0.51,0.50,0.20,0.36,5.32,0.55,2.92,5.13,1.3,0.4,2.0
25,Chris Fowler,2016,Central Michigan,24,37.2,16.4,12.1,0.93,0.56,0.49,0.47,0.23,6.00,0.50,2.22,3.56,1.3,0.2,3.1
26,Dikembe Dixson,2016,Ill Chicago,28,37.1,20.4,17.7,0.78,0.47,0.41,0.50,0.26,1.86,0.10,0.45,-7.44,1.1,0.3,2.6
27,Brian Sullivan,2016,Davidson,29,37.1,13.9,11.7,0.98,0.55,0.51,0.19,0.70,3.41,0.29,2.54,2.43,0.9,0.1,1.7
28,Dion Wright,2016,St. Bonaventure,31,37.1,16.7,13.7,0.98,0.54,0.50,0.29,0.18,1.23,0.09,0.84,-1.70,1.0,0.7,2.8
29,Tre Demps,2016,Northwestern,32,37.0,15.7,14.8,0.91,0.49,0.47,0.16,0.46,3.25,0.22,2.67,2.75,0.7,0.0,0.9
30,Marvelle Harris,2016,Fresno St,33,37.0,21.0,17.0,0.93,0.52,0.47,0.41,0.35,4.45,0.26,2.01,2.02,2.2,0.5,3.1
31,Cleon Roberts,2016,La Salle,30,37.0,13.1,10.7,0.92,0.54,0.49,0.32,0.56,1.23,0.12,0.70,-2.64,1.9,0.3,2.8
32,Josh Adams,2016,Wyoming,29,37.0,24.6,16.4,1.00,0.61,0.53,0.53,0.51,4.21,0.26,1.09,-2.99,1.4,0.6,2.8
33,Majok Deng,2016,La Monroe,29,36.9,18.1,13.0,1.03,0.59,0.54,0.38,0.40,1.79,0.14,0.90,-2.27,0.7,1.2,2.8
34,Tyler Ulis,2016,Kentucky,35,36.8,17.3,12.6,1.00,0.57,0.50,0.44,0.36,7.03,0.56,3.57,7.48,1.5,0.1,1.8
35,Torrance Rowe,2016,Tennessee Tech,29,36.8,18.7,14.2,0.96,0.57,0.50,0.35,0.55,4.52,0.32,1.66,0.77,0.6,0.1,1.1
36,Kay Felder,2016,Oakland,35,36.7,24.4,17.5,0.98,0.58,0.50,0.46,0.35,9.26,0.53,2.70,6.93,2.0,0.2,3.0
37,Shane McLaughlin,2016,Bryant,30,36.7,7.7,6.8,0.69,0.49,0.47,0.33,0.34,5.43,0.80,1.73,1.35,1.0,0.0,2.1
38,Jaaron Simmons,2016,Ohio,34,36.6,15.6,10.7,0.89,0.59,0.51,0.56,0.21,7.79,0.73,1.96,3.28,0.8,0.0,3.1
39,Grayson Allen,2016,Duke,36,36.6,21.6,14.3,1.10,0.62,0.55,0.49,0.42,3.53,0.25,1.76,0.97,1.3,0.1,2.7
40,Khalid Hart,2016,Marist,28,36.5,20.3,13.2,1.07,0.62,0.54,0.54,0.51,2.07,0.16,0.92,-2.38,1.5,0.1,2.3
41,Brian Bernardi,2016,Hofstra,33,36.4,12.4,10.1,1.00,0.57,0.53,0.19,0.66,1.48,0.15,1.09,-1.01,0.7,0.1,1.5
42,Jamaya Burr,2016,McNeese St,26,36.4,15.2,10.9,0.85,0.54,0.45,0.65,0.29,3.69,0.34,1.05,-2.78,1.4,0.0,2.2
43,Devin Carter,2016,Arkansas St,29,36.4,17.5,13.2,1.03,0.59,0.57,0.27,0.53,1.97,0.15,1.04,-1.54,0.7,0.3,2.9
44,Obi Emegano,2016,Oral Roberts,27,36.4,23.5,16.9,1.02,0.57,0.48,0.50,0.27,1.78,0.11,0.94,-1.90,1.1,0.3,2.5
45,Trevor Cooney,2016,Syracuse,37,36.4,12.9,11.6,0.89,0.50,0.45,0.25,0.60,2.32,0.20,1.54,0.11,1.6,0.1,1.3
46,Jeffery Moss,2016,Murray St,29,36.4,14.8,11.1,1.06,0.59,0.56,0.27,0.58,2.00,0.18,1.53,0.07,0.7,0.1,2.2
47,Quinton Hooker,2016,North Dakota,29,36.3,20.7,13.6,1.10,0.63,0.55,0.47,0.30,3.41,0.25,1.77,0.91,1.9,0.2,2.2
48,Dallas Moore,2016,UNF,31,36.3,19.8,14.8,1.05,0.60,0.57,0.27,0.32,6.13,0.41,3.02,5.42,0.9,0.1,0.8
49,Jeremy Senglin,2016,Weber St,32,36.3,18.6,12.8,1.06,0.62,0.61,0.37,0.57,2.75,0.21,1.19,-1.33,0.7,0.1,1.8
50,Shane Richards,2016,Manhattan,31,36.3,17.2,12.8,0.97,0.56,0.48,0.43,0.54,1.68,0.13,0.83,-2.52,0.9,0.1,2.5
51,Kory Holden,2016,Delaware,30,36.3,17.7,15.3,0.87,0.52,0.47,0.28,0.39,4.20,0.27,1.43,-0.38,0.4,0.1,2.1
52,Jairus Lyles,2016,UMBC,21,36.2,23.0,17.1,0.97,0.57,0.53,0.41,0.31,2.81,0.16,0.95,-2.90,2.5,0.0,2.8
53,Bryce Alford,2016,UCLA,32,36.2,16.1,12.8,0.94,0.54,0.47,0.38,0.49,5.22,0.41,2.65,4.02,0.7,0.0,1.3
54,Nigel Hayes,2016,Wisconsin,35,36.2,15.7,12.5,0.85,0.50,0.41,0.59,0.30,2.97,0.24,1.32,-0.82,1.1,0.4,2.0
55,Martin Hermannsson,2016,Long Island,31,36.2,16.2,10.8,1.02,0.60,0.51,0.53,0.30,4.71,0.43,2.15,2.47,1.8,0.3,2.1
56,Josh Brown,2016,Temple,33,36.2,8.3,7.3,0.86,0.51,0.47,0.28,0.33,4.88,0.67,3.50,5.39,1.2,0.5,2.1
57,Hayden Graham,2016,Air Force,30,36.2,13.6,11.2,0.92,0.55,0.53,0.25,0.26,2.27,0.20,1.08,-1.63,1.0,0.3,2.8
58,Derrick Colter,2016,Duquesne,33,36.2,18.0,14.2,0.90,0.55,0.49,0.36,0.49,4.64,0.33,1.43,-0.39,1.0,0.2,2.0
59,Ethan Telfair,2016,Idaho St,29,36.1,20.3,14.9,0.91,0.56,0.46,0.51,0.35,5.41,0.36,1.48,-0.12,2.3,0.1,2.6
60,John Konchar,2016,IPFW,32,36.1,13.1,8.4,1.12,0.66,0.62,0.44,0.24,2.69,0.32,1.83,0.88,2.1,0.3,2.4
61,Steve Vasturia,2016,Notre Dame,36,36.1,11.4,9.4,0.91,0.54,0.50,0.24,0.39,3.19,0.34,1.72,0.79,0.8,0.2,2.2
62,Christopher Hyder,2016,Southern,31,36.1,9.6,6.8,0.92,0.57,0.49,0.55,0.18,4.77,0.70,2.69,3.87,2.4,0.1,2.5
63,Demetrius Jackson,2016,Notre Dame,35,36.0,15.8,12.2,0.96,0.57,0.51,0.32,0.38,4.69,0.38,2.16,2.82,1.2,0.3,1.9
64,Reggie Johnson,2016,Hampton,31,36.0,17.7,16.1,0.81,0.47,0.42,0.37,0.36,4.13,0.26,1.45,-0.23,1.5,0.1,3.0
65,Alex Hamilton,2016,Louisiana Tech,31,35.9,20.1,13.1,0.97,0.59,0.53,0.66,0.27,6.26,0.48,1.94,2.50,1.9,0.5,1.7
66,Johnnie Shuler,2016,La Salle,30,35.9,9.6,9.1,0.78,0.48,0.44,0.23,0.68,3.03,0.33,1.38,-0.51,1.3,0.0,2.5
67,Jordan Johnson,2016,Milwaukee,31,35.9,13.2,8.5,0.91,0.59,0.48,0.75,0.31,8.10,0.96,2.85,7.26,0.9,0.0,2.1
68,A.J. English,2016,Iona,28,35.9,22.6,15.7,1.00,0.61,0.54,0.43,0.58,6.21,0.40,1.72,1.42,1.6,0.5,2.1
69,Micah Mason,2016,Duquesne,32,35.8,18.5,13.4,1.09,0.63,0.60,0.21,0.64,4.53,0.34,2.13,2.34,1.0,0.1,2.0
70,Jared Brownridge,2016,Santa Clara,30,35.8,20.5,15.8,0.98,0.55,0.49,0.39,0.48,2.37,0.15,1.22,-1.03,0.7,0.2,2.2
71,Jalen Moore,2016,Utah St,29,35.8,15.1,12.7,0.95,0.53,0.50,0.27,0.38,2.69,0.21,1.73,0.68,0.8,0.6,1.7
72,Jack Gibbs,2016,Davidson,30,35.7,23.9,18.5,0.96,0.56,0.51,0.33,0.43,4.93,0.27,1.51,0.06,1.8,0.1,2.0
73,Denton Koon,2016,Hofstra,33,35.7,11.4,9.7,0.91,0.53,0.51,0.24,0.47,1.48,0.15,0.89,-1.87,0.6,0.5,2.0
74,Daviyon Draper,2016,FIU,29,35.7,15.9,13.9,0.87,0.52,0.49,0.24,0.20,2.31,0.17,0.85,-3.42,1.0,0.7,2.6
75,Bryant Mcintosh,2016,Northwestern,32,35.7,13.8,11.9,0.88,0.53,0.49,0.22,0.35,6.66,0.56,2.73,6.01,1.0,0.2,2.0
76,Quincy Ford,2016,Northeastern,28,35.7,16.7,13.7,0.92,0.53,0.49,0.32,0.49,2.68,0.20,1.21,-1.26,1.4,0.9,2.2
77,Kevin Ware,2016,Georgia St,28,35.6,11.3,9.0,0.83,0.53,0.46,0.43,0.24,3.04,0.34,1.13,-1.96,1.3,0.5,2.4
78,Jared Terrell,2016,Rhode Island,32,35.5,13.6,11.7,0.87,0.51,0.45,0.35,0.32,2.56,0.22,1.32,-0.68,1.2,0.3,2.5
79,Tyler Nelson,2016,Fairfield,33,35.4,16.0,11.2,1.05,0.60,0.52,0.45,0.52,2.88,0.26,1.79,0.84,1.3,0.0,1.3
80,Keon Johnson,2016,Winthrop,29,35.4,18.9,12.7,1.03,0.61,0.53,0.52,0.50,2.55,0.20,1.12,-1.54,1.0,0.0,2.0
81,Jason McManamen,2016,Wyoming,30,35.4,14.6,9.6,1.15,0.65,0.62,0.38,0.71,1.57,0.16,1.18,-0.85,0.4,0.1,2.9
82,Teddy Okereafor,2016,Rider,33,35.4,12.1,9.2,0.84,0.54,0.48,0.50,0.51,4.55,0.50,1.53,0.18,1.1,0.2,1.4
83,D'Vauntes Smith-Rivera,2016,Georgetown,33,35.4,16.2,12.6,0.96,0.56,0.50,0.34,0.53,4.55,0.36,2.17,2.66,1.5,0.3,2.4
84,Buddy Hield,2016,Oklahoma,37,35.4,25.0,16.2,1.14,0.67,0.62,0.33,0.54,2.03,0.12,0.66,-4.69,1.1,0.5,2.1
85,Marquis Wright,2016,Siena,19,35.4,14.5,11.7,0.85,0.54,0.49,0.32,0.27,4.89,0.42,1.39,-0.72,1.8,0.4,2.9
86,Mike Brown,2016,WCU,31,35.4,17.2,13.8,0.86,0.52,0.44,0.45,0.30,3.45,0.25,1.09,-2.42,1.5,0.4,3.4
87,Pascal Siakam,2016,New Mexico St,32,35.3,20.4,15.0,1.01,0.58,0.54,0.40,0.03,1.59,0.11,0.76,-3.02,1.0,2.2,2.8
88,Wesley Person,2016,Troy,29,35.3,16.0,12.8,1.02,0.56,0.53,0.27,0.64,1.41,0.11,1.14,-0.85,0.2,0.2,1.4
89,Matt Bohannon,2016,UNI,35,35.3,11.7,8.5,1.16,0.63,0.60,0.21,0.76,0.94,0.11,1.43,-0.09,0.8,0.1,2.0
90,Isaac Hamilton,2016,UCLA,32,35.3,16.8,13.6,0.97,0.57,0.54,0.19,0.36,3.31,0.24,1.39,-0.46,1.0,0.1,2.2
91,Austin Nehls,2016,CCSU,29,35.3,11.7,9.4,0.93,0.55,0.50,0.30,0.68,1.62,0.17,0.92,-1.92,0.6,0.2,2.2
92,Ahmad Abdullah,2016,NC A&T,31,35.3,9.8,8.3,0.85,0.52,0.46,0.34,0.36,3.48,0.42,1.86,1.29,0.6,0.0,2.0
93,John Simons,2016,Central Michigan,30,35.2,10.0,7.6,1.02,0.58,0.54,0.30,0.83,0.90,0.12,0.93,-1.07,0.6,0.2,2.2
94,Shep Garner,2016,Penn St,32,35.2,14.8,12.2,0.91,0.53,0.48,0.33,0.53,3.41,0.28,1.68,0.71,1.3,0.2,1.8
95,Jamal Murray,2016,Kentucky,36,35.2,20.0,14.9,1.03,0.60,0.56,0.28,0.51,2.19,0.15,0.94,-2.51,1.0,0.3,2.1
96,Jahmal Mcmurray,2016,South Florida,33,35.2,15.1,14.2,0.85,0.49,0.47,0.16,0.45,2.48,0.17,1.01,-2.33,0.4,0.1,1.8
97,Cazmon Hayes,2016,Delaware,29,35.2,11.3,10.6,0.86,0.48,0.45,0.27,0.60,1.34,0.13,1.18,-0.70,1.0,0.3,1.8
98,Malcolm Hill,2016,Illinois,34,35.1,18.1,12.9,0.97,0.56,0.48,0.53,0.27,3.29,0.25,1.49,-0.03,1.2,0.4,2.6
99,Austin Tillotson,2016,Colgate,29,35.1,15.2,12.4,0.93,0.55,0.51,0.26,0.44,5.28,0.43,2.15,3.21,2.0,0.0,1.9
100,Trent Mackey,2016,UNF,31,35.1,11.5,8.1,1.16,0.65,0.63,0.20,0.86,1.74,0.22,1.74,0.44,0.5,0.0,1.9
101,Trey Freeman,2016,Old Dominion,38,35.1,22.1,19.8,0.95,0.51,0.46,0.23,0.19,3.03,0.15,2.40,2.36,1.0,0.1,1.8
102,Kendrick Nunn,2016,Illinois,28,35.1,15.5,12.9,0.99,0.56,0.53,0.17,0.53,1.71,0.13,1.07,-1.34,1.5,0.2,2.3
103,Cleveland Thomas,2016,Hartford,29,35.1,19.2,13.8,1.06,0.60,0.54,0.38,0.46,2.79,0.20,1.59,0.29,1.2,0.2,2.4
104,Matt Donlan,2016,Youngstown St,30,35.1,13.2,10.1,1.07,0.61,0.59,0.16,0.56,1.23,0.12,0.82,-1.81,0.5,0.2,1.9
105,Dequon Miller,2016,Missouri St,31,35.0,12.7,11.5,0.79,0.48,0.44,0.34,0.47,3.00,0.26,1.13,-1.84,0.6,0.0,1.9
106,Ameen Tanksley,2016,Hofstra,33,35.0,15.8,11.9,0.96,0.56,0.49,0.42,0.43,1.42,0.12,0.71,-2.96,0.9,0.2,2.3
107,Cameron Michael,2016,No. Colorado,3,35.0,19.0,14.0,1.03,0.60,0.54,0.31,0.40,2.33,0.17,1.00,-2.19,0.7,0.0,3.0
108,Marcus Graves,2016,Sacramento St,29,35.0,12.3,10.2,0.84,0.51,0.46,0.43,0.35,4.41,0.43,2.03,2.19,1.5,0.0,3.1
109,Devin Watson,2016,San Francisco,29,35.0,20.3,15.4,0.92,0.54,0.48,0.48,0.40,4.86,0.32,1.62,0.67,0.9,0.0,1.8
110,Bronson Koenig,2016,Wisconsin,35,34.9,13.1,11.0,0.95,0.54,0.50,0.25,0.55,2.40,0.22,1.62,0.35,0.4,0.2,2.2
111,Ben Simmons,2016,LSU,33,34.9,19.2,11.7,0.99,0.61,0.56,0.77,0.01,4.79,0.41,1.53,0.19,2.0,0.8,2.7
112,A.J. Jacobson,2016,North Dakota St,31,34.9,12.6,9.6,0.98,0.56,0.50,0.38,0.47,1.55,0.16,1.20,-0.78,0.5,0.5,2.7
113,Jordan Howard,2016,Central Ark,28,34.9,20.2,14.7,1.05,0.60,0.54,0.33,0.54,2.79,0.19,1.28,-0.86,0.6,0.1,1.2
114,Kevin Vannatta,2016,UNCA,32,34.8,11.8,7.4,1.05,0.64,0.58,0.56,0.39,2.59,0.35,1.43,-0.23,1.3,0.1,1.8
115,Ryan Bowie,2016,UTSA,30,34.8,17.9,13.3,1.01,0.59,0.54,0.35,0.48,1.53,0.12,0.69,-3.30,0.8,0.2,2.9
116,George Marshall,2016,South Dakota St,26,34.8,15.7,12.2,1.01,0.56,0.51,0.32,0.51,2.77,0.23,2.12,1.57,0.8,0.0,2.2
117,TreLun Banks,2016,Southern,30,34.7,12.3,11.3,0.78,0.47,0.43,0.36,0.40,1.97,0.17,0.83,-3.01,1.0,0.0,2.4
118,Shawndre Jones,2016,Richmond,32,34.7,14.7,11.3,0.99,0.57,0.52,0.32,0.42,3.56,0.31,2.24,2.25,0.8,0.1,2.7
119,Yogi Ferrell,2016,Indiana,35,34.7,17.3,12.2,1.02,0.61,0.55,0.38,0.44,5.57,0.46,2.22,3.46,1.1,0.0,1.7
120,Jaylen Bland,2016,UCR,31,34.7,15.6,12.7,0.94,0.56,0.51,0.24,0.70,1.77,0.14,0.76,-3.33,1.4,0.2,2.2
121,Julian Eleby,2016,VMI,27,34.7,13.4,10.2,0.91,0.57,0.51,0.36,0.53,2.48,0.24,0.91,-3.13,1.0,0.2,1.6
122,Jaleen Smith,2016,New Hampshire,29,34.7,13.4,10.1,0.93,0.56,0.47,0.43,0.37,3.17,0.31,1.46,-0.17,1.0,0.4,2.4
123,Jon Elmore,2016,Marshall,25,34.6,15.2,11.8,0.91,0.55,0.48,0.41,0.60,5.80,0.49,2.27,3.34,0.8,0.1,2.6
124,Garret Covington,2016,Western Ill,24,34.6,18.0,13.9,0.99,0.57,0.54,0.28,0.50,1.92,0.14,0.87,-2.70,0.8,0.2,1.8
125,Garret Covington,2016,Western Ill,24,34.6,18.0,13.9,0.99,0.57,0.54,0.28,0.50,1.92,0.14,0.87,-2.70,0.8,0.2,1.8
126,Jimmy Gavin,2016,Winthrop,29,34.6,18.9,13.2,1.07,0.62,0.58,0.33,0.55,3.00,0.23,1.36,-0.57,0.8,0.0,1.8
127,Josh Robinson,2016,Austin Peay,34,34.6,17.0,12.9,0.92,0.55,0.48,0.45,0.47,2.53,0.20,0.91,-3.12,0.9,0.0,1.4
128,Carson Puriefoy,2016,Stony Brook,31,34.6,15.1,12.3,0.89,0.54,0.49,0.32,0.52,3.10,0.25,1.19,-1.61,1.1,0.4,2.4
129,Brandon Ingram,2016,Duke,36,34.6,17.3,13.4,0.97,0.56,0.52,0.35,0.40,1.97,0.15,0.99,-2.00,1.1,1.4,2.1
130,Ladarius Tabb,2016,Alabama A&M,28,34.6,18.9,15.8,0.93,0.52,0.49,0.34,0.35,0.71,0.05,0.42,-3.77,1.4,0.3,2.5
131,Roderick Bobbitt,2016,Hawaii,32,34.6,13.5,10.0,0.88,0.55,0.47,0.50,0.51,5.50,0.55,1.98,2.50,2.1,0.2,2.6
132,Paul Miller,2016,North Dakota St,24,34.6,15.6,12.8,0.94,0.55,0.51,0.26,0.52,1.71,0.13,0.80,-2.99,0.8,0.3,2.0
133,Stefan Moody,2016,Mississippi,31,34.6,23.6,16.4,0.97,0.59,0.51,0.50,0.53,4.29,0.26,1.13,-2.70,1.5,0.1,2.4
134,Wes Washpun,2016,UNI,35,34.6,14.0,10.5,0.89,0.55,0.49,0.48,0.23,5.26,0.50,2.02,2.83,1.2,0.7,2.7
135,Q.J. Peterson,2016,VMI,27,34.6,19.8,16.1,0.92,0.54,0.47,0.31,0.48,2.85,0.18,1.03,-2.54,1.5,0.5,2.3
136,Quenton DeCosey,2016,Temple,33,34.5,15.9,12.3,0.91,0.54,0.46,0.47,0.34,2.58,0.21,1.16,-1.50,1.2,0.4,2.0
137,Stacy Davis,2016,Pepperdine,31,34.5,15.0,11.1,0.93,0.55,0.49,0.50,0.27,2.03,0.18,0.90,-2.65,0.6,0.6,2.6
138,Isaiah Miles,2016,St Joseph's,36,34.4,18.1,11.8,1.19,0.66,0.60,0.38,0.40,0.86,0.07,0.74,-1.69,0.6,1.0,2.8
139,Jaden Jackson,2016,Utah Valley,27,34.4,14.2,12.3,0.96,0.53,0.49,0.22,0.44,2.52,0.20,2.13,1.33,0.9,0.0,1.4
140,Tavon Blackmon,2016,Brown,25,34.4,13.7,9.8,0.89,0.58,0.52,0.48,0.24,5.52,0.56,1.70,1.25,1.2,0.0,2.4
141,Cameron Morse,2016,Youngstown St,28,34.4,20.8,14.6,1.07,0.60,0.54,0.41,0.36,3.11,0.21,1.78,0.88,1.4,0.1,1.6
142,Gary Payton II,2016,Oregon St,31,34.4,16.0,13.3,0.92,0.53,0.51,0.28,0.17,5.00,0.38,2.21,3.15,2.5,0.5,2.6
143,Nic Moore,2016,SMU,29,34.4,16.1,12.6,0.97,0.57,0.52,0.29,0.51,5.24,0.42,2.30,3.70,1.1,0.1,2.1
144,Malachi Richardson,2016,Syracuse,37,34.4,13.4,11.1,0.87,0.52,0.46,0.38,0.54,2.08,0.19,0.97,-2.31,1.2,0.3,2.5
145,Egor Koulechov,2016,Rice,30,34.4,16.9,13.2,1.03,0.57,0.52,0.28,0.55,1.27,0.10,0.88,-1.66,0.9,0.1,2.1
146,D.J. Fenner,2016,Nevada,36,34.4,13.9,12.9,0.85,0.48,0.42,0.29,0.37,1.78,0.14,1.10,-1.19,1.1,0.5,2.7
147,Kendall Smith,2016,CSUN,20,34.4,15.0,12.6,0.82,0.49,0.42,0.51,0.30,3.00,0.24,1.25,-1.12,1.1,0.1,2.2
148,Rosco Allen,2016,Stanford,29,34.3,15.6,11.3,0.96,0.56,0.50,0.51,0.50,1.62,0.14,0.80,-2.87,1.2,0.2,2.9
149,Malcolm McMillan,2016,Canisius,33,34.3,14.7,9.5,1.01,0.59,0.49,0.70,0.41,4.09,0.43,2.25,2.66,0.7,0.5,2.4
150,Jarvis Garrett,2016,Rhode Island,31,34.3,12.5,10.4,0.86,0.52,0.49,0.33,0.33,4.71,0.45,1.95,2.22,1.1,0.1,1.9
151,Kahron Ross,2016,Lehigh,31,34.3,11.2,9.1,0.88,0.53,0.49,0.36,0.26,5.97,0.66,2.89,5.75,1.4,0.2,1.9
152,Greg Brown,2016,St. Francis (PA),28,34.3,12.8,11.5,0.82,0.49,0.45,0.29,0.31,3.29,0.28,1.30,-1.04,0.9,0.3,2.6
153,Otis Livingston,2016,GMU,32,34.3,11.9,9.9,0.86,0.52,0.46,0.36,0.41,3.56,0.36,1.65,0.65,0.7,0.0,1.8
154,Anthony Beane,2016,Southern Ill,32,34.3,19.3,15.0,0.95,0.56,0.51,0.35,0.40,1.78,0.12,0.66,-4.31,1.1,0.0,2.8
155,Kyle Hittle,2016,Incarnate Word,25,34.3,16.1,11.3,1.10,0.62,0.60,0.32,0.54,2.20,0.19,1.49,-0.04,1.0,0.0,2.6
156,Braxton Ogbueze,2016,Charlotte,33,34.3,14.5,11.6,1.06,0.58,0.56,0.17,0.67,2.64,0.23,2.29,1.70,0.5,0.1,1.5
157,Kareem Canty,2016,Auburn,21,34.2,18.3,15.0,0.92,0.55,0.51,0.27,0.61,5.29,0.35,1.79,1.59,0.8,0.0,1.9
158,Ron Curry,2016,James Madison,30,34.2,17.6,12.5,1.04,0.59,0.53,0.46,0.51,3.70,0.30,2.41,2.78,1.0,0.4,2.1
159,Ben Bentil,2016,Providence,35,34.2,21.1,15.2,1.02,0.57,0.51,0.47,0.30,1.14,0.08,0.60,-3.34,0.9,1.0,2.8
160,Chase Fischer,2016,BYU,36,34.2,18.5,13.9,1.04,0.58,0.53,0.34,0.59,2.06,0.15,1.42,-0.20,1.1,0.0,1.7
161,Jaron Blossomgame,2016,Clemson,31,34.2,18.7,12.7,1.09,0.62,0.57,0.43,0.26,1.52,0.12,0.85,-2.42,0.7,1.3,2.0
162,TraVaughn White,2016,Longwood,23,34.2,14.0,13.3,0.85,0.47,0.41,0.26,0.43,2.57,0.19,1.74,0.67,1.1,0.0,2.5
163,Patrick McCaw,2016,UNLV,31,34.2,14.5,10.9,0.99,0.58,0.55,0.31,0.52,3.87,0.35,1.85,1.33,2.4,0.4,2.3
164,Quinton Chievous,2016,Hampton,27,34.1,17.0,12.0,0.98,0.59,0.60,0.46,0.18,2.00,0.17,0.75,-3.78,0.6,0.1,2.3
165,Chris Horton,2016,Austin Peay,34,34.1,18.9,11.5,1.02,0.62,0.59,0.73,0.00,1.41,0.12,0.49,-5.46,1.4,1.7,2.2
166,Malcolm Brogdon,2016,Virginia,37,34.1,18.2,13.6,1.07,0.59,0.53,0.31,0.38,3.11,0.23,2.21,2.20,0.9,0.2,2.1
167,James Woodard,2016,Tulsa,31,34.1,15.4,11.3,1.00,0.58,0.53,0.40,0.62,2.39,0.21,1.32,-0.63,1.0,0.4,1.6
