,Player,Year,Team,GP,Min,Pts,FGA,Pts/Play,TS%,eFG%,FTA/FGA,3PA/FGA,Ast,Ast/FGA,Ast/TO,PPR,Stl,Blk,PF
123,Tyler Honeycutt,2011,UCLA,34,34.9,12.7,10.8,0.83,0.52,0.48,0.30,0.43,2.85,0.27,0.96,-3.07,0.9,2.0,1.6
124,Kevin Jones,2011,West Virginia,33,34.9,13.1,11.8,0.92,0.50,0.49,0.23,0.27,1.12,0.10,1.06,-0.93,0.5,0.5,2.0
125,Chris Warren,2011,Mississippi,34,34.9,19.1,14.1,1.01,0.58,0.50,0.38,0.58,3.76,0.27,1.78,1.11,0.7,0.1,1.8
126,Jamarr Sanders,2011,UAB,31,34.8,17.8,14.9,0.93,0.55,0.52,0.18,0.51,1.87,0.13,0.64,-5.11,0.9,0.3,1.9
127,Ceola Clark,2011,Western Ill,6,34.8,10.7,9.7,0.80,0.51,0.48,0.19,0.64,4.67,0.48,1.65,0.85,2.0,0.2,1.5
128,Greg Plater,2011,LBSU,35,34.8,11.7,10.2,0.93,0.53,0.51,0.16,0.76,1.71,0.17,1.15,-0.94,0.9,0.1,1.4
129,Micah Williams,2011,ETSU,35,34.8,14.0,11.6,0.91,0.52,0.47,0.35,0.40,1.17,0.10,0.63,-3.13,0.9,0.2,1.9
130,Cade Davis,2011,Oklahoma,30,34.8,13.9,10.4,0.98,0.58,0.54,0.35,0.53,1.87,0.18,0.97,-2.02,1.0,0.5,2.7
131,Will Cherry,2011,Montana,29,34.8,14.6,11.1,0.89,0.53,0.47,0.51,0.31,4.17,0.37,1.73,1.11,2.3,0.2,2.3
132,Adrian Oliver,2011,San Jose St,33,34.8,23.0,18.3,0.94,0.54,0.48,0.36,0.29,2.39,0.13,0.79,-4.08,0.7,0.3,2.8
133,Tyler Laser,2011,Eastern Illinois,9,34.8,11.8,11.2,0.81,0.48,0.43,0.22,0.46,1.89,0.17,0.89,-2.58,1.0,0.0,2.6
134,James Hett,2011,Monmouth,30,34.8,5.3,4.7,0.75,0.49,0.48,0.33,0.55,3.97,0.84,2.43,3.02,1.3,0.0,1.7
135,Kyle Singler,2011,Duke,37,34.8,16.9,13.8,0.95,0.54,0.49,0.30,0.38,1.62,0.12,0.86,-2.21,0.9,0.3,2.6
136,Omar Carter,2011,Appalachian St.,30,34.7,16.8,13.2,0.98,0.56,0.51,0.33,0.24,1.33,0.10,0.78,-2.29,0.8,0.2,1.9
137,Zack Novak,2011,Michigan,37,34.7,8.6,6.8,1.00,0.56,0.51,0.31,0.72,1.54,0.23,2.11,0.92,0.6,0.1,2.5
138,Marquis Jones,2011,Rhode Island,35,34.7,11.1,8.9,0.86,0.54,0.49,0.39,0.40,3.77,0.42,1.57,0.33,1.5,0.3,2.3
139,Klay Thompson,2011,Washington St,34,34.7,21.6,16.2,0.97,0.58,0.52,0.34,0.45,3.74,0.23,1.10,-2.50,1.6,0.9,2.9
140,Antoine Mason,2011,Niagara,3,34.7,16.7,13.0,0.89,0.51,0.41,0.59,0.59,1.00,0.08,0.50,-3.74,0.7,0.3,2.7
141,Travele Jones,2011,Texas Southern,27,34.7,15.8,9.6,0.90,0.58,0.50,0.94,0.29,1.74,0.18,0.49,-6.73,1.7,0.4,2.8
142,Jimmy Butler,2011,Marquette,37,34.6,15.7,10.3,1.05,0.60,0.52,0.63,0.15,2.32,0.23,1.59,0.25,1.4,0.4,1.3
143,Jordan Sugars,2011,Navy,28,34.6,16.2,13.6,0.91,0.53,0.50,0.27,0.54,1.25,0.09,0.53,-4.05,1.3,0.1,1.9
144,Desi Washington,2011,Delaware St,28,34.6,13.2,10.9,0.98,0.56,0.53,0.18,0.56,1.04,0.09,0.67,-2.68,1.0,0.0,1.6
145,Hernst Laroche,2011,New Mexico St,34,34.6,11.7,9.4,0.84,0.53,0.48,0.39,0.31,4.53,0.48,1.66,0.80,1.7,0.1,2.6
146,Drew Viney,2011,LMU,26,34.6,17.1,13.0,0.94,0.57,0.52,0.35,0.30,1.65,0.13,0.58,-4.90,0.7,1.0,2.8
147,Mike Smith,2011,ETSU,35,34.6,17.9,13.8,0.97,0.56,0.51,0.35,0.27,1.94,0.14,0.85,-2.90,0.8,0.4,3.3
148,Kamil Svrdlik,2011,Fairleigh Dickinson,30,34.6,12.3,8.9,0.87,0.55,0.51,0.57,0.00,1.07,0.12,0.40,-5.66,0.7,1.4,3.2
149,Nick Winbush,2011,Miami FL,32,34.6,12.3,10.8,0.94,0.53,0.50,0.19,0.55,1.06,0.10,0.79,-1.91,0.7,1.0,2.9
150,Noruwa Agho,2011,Columbia,29,34.6,16.8,14.0,0.84,0.51,0.48,0.38,0.27,4.45,0.32,1.36,-0.88,0.9,0.6,2.2
151,Jamarco Warren,2011,Charleston So,30,34.5,16.9,12.7,0.94,0.58,0.52,0.32,0.54,2.63,0.21,0.84,-3.97,1.2,0.1,2.3
152,John Jenkins,2011,Vanderbilt,32,34.5,19.5,12.8,1.15,0.65,0.58,0.39,0.60,1.22,0.09,0.75,-2.32,0.8,0.3,1.4
153,Bradford Burgess,2011,VCU,40,34.5,14.3,9.9,1.07,0.62,0.58,0.38,0.42,1.65,0.17,1.08,-1.26,1.1,0.8,2.2
154,Brandon Frazier,2011,Fordham,27,34.5,11.0,9.9,0.81,0.51,0.48,0.25,0.61,3.33,0.34,1.32,-0.85,0.6,0.1,2.1
155,Maurice Jones,2011,USC,34,34.5,9.9,8.9,0.78,0.48,0.44,0.35,0.39,3.24,0.36,1.53,0.12,2.0,0.0,1.8
156,Brandyn Curry,2011,Harvard,32,34.5,9.4,7.4,0.82,0.54,0.49,0.42,0.42,6.13,0.83,2.51,4.99,1.2,0.8,2.4
157,Anatoly Kolesnikov,2011,Nicholls St,27,34.4,21.7,16.0,0.91,0.54,0.46,0.56,0.44,2.33,0.15,0.68,-5.78,1.1,0.2,2.4
158,Chase Hallam,2011,Denver,34,34.4,12.6,9.2,0.96,0.58,0.54,0.39,0.30,2.15,0.23,1.04,-2.07,1.5,0.2,3.2
159,Logan Aronhalt,2011,Albany,35,34.4,14.2,13.0,0.87,0.50,0.46,0.22,0.46,1.37,0.11,0.74,-3.01,0.7,0.3,1.3
160,Mark Payne,2011,UCD,27,34.4,15.7,9.8,1.05,0.63,0.54,0.63,0.22,3.67,0.37,1.83,1.25,1.1,0.3,1.5
161,Javon Borum,2011,UCR,30,34.4,13.4,11.6,0.88,0.52,0.47,0.27,0.54,2.80,0.24,1.33,-0.69,1.0,0.1,2.5
162,John Shurna,2011,Northwestern,36,34.4,17.1,11.6,1.09,0.62,0.58,0.43,0.44,2.33,0.20,1.45,-0.17,1.2,0.9,1.7
163,Zane Johnson,2011,Hawaii,31,34.4,15.6,11.7,1.02,0.60,0.56,0.27,0.66,1.94,0.17,0.92,-2.29,0.5,0.1,2.8
164,Steffphon Pettigrew,2011,WKU,35,34.3,14.6,11.8,0.93,0.54,0.53,0.33,0.28,1.31,0.11,0.67,-3.09,0.7,0.6,2.7
165,Devon Moore,2011,James Madison,34,34.3,11.4,7.8,0.93,0.58,0.51,0.60,0.22,4.03,0.52,1.78,1.22,0.7,0.3,2.8
166,Eddie Williams,2011,Stephen F. Austin,26,34.3,7.9,8.3,0.70,0.43,0.40,0.25,0.31,3.62,0.44,1.84,1.41,1.2,0.1,2.4
167,Langston Galloway,2011,St Joseph's,33,34.3,12.8,10.2,0.99,0.55,0.50,0.29,0.49,2.88,0.28,2.38,2.15,1.7,0.5,2.5
