,Player,Year,Team,GP,Min,PER,EFF,EFF/40,EWA,Pos/G,Tm Pos/G,%Tm Pos,Pts/Pos,FGA/Pos,FTA/Pos,Ast/Pos,TO/Pos
81,Nathan Watson,2005,Auburn,31,35.6,16.6,13.6,15.3,3.16,9.8,-,-,1.16,0.92,0.21,0.20,0.21
82,Toney Douglas,2005,Auburn,31,35.6,18.4,14.3,16.1,4.17,16.9,-,-,1.00,0.81,0.25,0.11,0.15
83,Gerry McNamara,2005,Syracuse,34,35.6,18.8,13.6,15.3,4.79,15.9,-,-,0.99,0.80,0.23,0.31,0.18
84,Andre Heard,2005,Binghamton,29,35.6,16.3,11.2,12.6,2.83,15.8,-,-,0.90,0.89,0.25,0.16,0.14
85,Sean Walker,2005,Texas Southern,26,35.5,17.8,13.7,15.5,3.21,17.6,-,-,1.01,0.70,0.43,0.14,0.21
86,Maurice Maxwell,2005,Massachusetts,28,35.5,15.8,12.1,13.6,2.49,12.6,-,-,0.90,0.81,0.21,0.30,0.20
87,Donnie McGrath,2005,Providence,30,35.5,13.2,10.8,12.2,1.26,9.7,-,-,1.00,0.77,0.15,0.39,0.20
88,Darshan Luckey,2005,St. Francis (PA),28,35.5,24.9,18.2,20.5,6.98,19.6,-,-,1.10,0.82,0.31,0.07,0.11
89,Jermaine Thomas,2005,La Salle,37,35.5,18.2,12.6,14.3,4.80,11.9,-,-,1.12,0.86,0.27,0.17,0.12
90,David Teague,2005,Purdue,26,35.4,14.2,10.7,12.0,1.55,14.4,-,-,0.97,0.95,0.19,0.08,0.12
91,Larry Blair,2005,Liberty,28,35.4,18.4,14.5,16.3,3.76,16.6,-,-,1.00,0.84,0.22,0.14,0.17
92,Scott Greenman,2005,Princeton,28,35.4,14.1,8.7,9.9,1.61,7.6,-,-,1.14,0.84,0.29,0.30,0.17
93,Bracey Wright,2005,Indiana,26,35.3,23.5,15.3,17.4,5.79,17.2,-,-,1.07,0.81,0.36,0.16,0.15
94,Raheem Scott,2005,Coppin St,28,35.3,9.6,8.5,9.6,-0.58,10.0,-,-,0.79,0.76,0.29,0.30,0.29
95,Chris Quinn,2005,Notre Dame,28,35.3,18.9,13.0,14.8,3.97,10.2,-,-,1.24,0.94,0.21,0.30,0.11
96,Aaron Cook,2005,Hartford,28,35.2,16.7,11.4,12.9,2.90,15.4,-,-,0.97,0.92,0.17,0.13,0.16
97,Blake Schilb,2005,Loyola IL,30,35.2,23.6,18.4,20.9,6.73,16.9,-,-,1.06,0.77,0.22,0.24,0.24
98,Turner Battle,2005,Buffalo,33,35.2,20.6,16.2,18.4,5.66,14.6,-,-,1.06,0.80,0.33,0.30,0.13
99,Mike Bell,2005,Fla Atlantic,27,35.1,23.7,20.1,22.9,6.08,16.8,-,-,1.13,0.93,0.26,0.07,0.13
100,Hosea Butler,2005,MVSU,28,35.1,21.0,15.5,17.7,4.96,13.5,-,-,0.97,0.87,0.23,0.36,0.16
101,Reggie Williams,2005,VMI,27,35.1,18.6,14.0,16.0,3.67,15.1,-,-,1.03,0.87,0.24,0.16,0.13
102,Darius Washington,2005,Memphis,38,35.1,18.3,13.6,15.5,4.93,15.3,-,-,1.00,0.72,0.35,0.25,0.23
103,Jeff Gardner,2005,Idaho St,27,35.1,14.4,10.6,12.0,1.68,13.1,-,-,0.91,0.67,0.35,0.34,0.23
104,Danny Horace,2005,Miami OH,30,35.1,23.3,18.7,21.4,6.55,14.0,-,-,1.10,0.74,0.45,0.09,0.15
105,John Goldsberry,2005,UNCW,27,35.0,21.3,15.4,17.5,4.94,10.7,-,-,1.13,0.77,0.30,0.45,0.20
106,Vedran Vukusic,2005,Northwestern,31,35.0,20.8,14.9,17.1,5.41,15.1,-,-,1.11,0.84,0.21,0.15,0.16
107,Jon Mends,2005,Youngstown St,27,35.0,5.8,5.9,6.8,-2.38,8.6,-,-,0.65,0.64,0.22,0.42,0.33
108,Darrel Mitchell,2005,LSU,30,35.0,15.9,11.8,13.5,2.63,12.8,-,-,1.02,0.81,0.24,0.23,0.17
109,Darnell Harris,2005,La Salle,39,35.0,11.4,7.9,9.0,0.38,11.8,-,-,0.92,0.85,0.17,0.08,0.11
110,Andrew Bogut,2005,Utah,35,35.0,35.7,28.3,32.4,15.14,16.7,-,-,1.22,0.77,0.36,0.14,0.16
111,Chet Mason,2005,Miami OH,30,35.0,18.5,14.5,16.6,4.02,14.2,-,-,0.94,0.80,0.33,0.23,0.22
112,Marquin Chandler,2005,San Jose St,29,35.0,21.9,17.8,20.4,5.61,19.0,-,-,1.03,0.85,0.21,0.06,0.16
113,Rodney Billups,2005,Denver,31,34.9,14.5,12.5,14.3,1.98,13.0,-,-,0.78,0.70,0.20,0.49,0.26
114,Bo McCalebb,2005,New Orleans,30,34.9,27.9,17.2,19.7,8.88,18.3,-,-,1.24,0.99,0.42,0.20,0.14
115,CJ Watson,2005,Tennessee,31,34.9,16.9,12.8,14.7,3.30,12.9,-,-,0.93,0.67,0.34,0.39,0.24
116,Louis Ford,2005,Howard,10,34.9,23.9,18.0,20.6,2.28,14.2,-,-,1.00,0.85,0.17,0.40,0.20
117,Ismael N'Diaye,2005,FIU,29,34.9,13.9,11.7,13.4,1.55,14.0,-,-,0.96,0.73,0.34,0.18,0.21
118,Andre Ingram,2005,American,28,34.9,17.4,12.4,14.2,3.22,15.1,-,-,1.01,0.87,0.21,0.14,0.14
119,Marc Jackson,2005,Utah,35,34.9,15.8,12.1,13.9,3.00,10.4,-,-,1.03,0.60,0.36,0.35,0.25
120,Fred Peete,2005,Kansas St,29,34.9,17.1,13.1,15.0,3.14,14.2,-,-,0.92,0.79,0.32,0.26,0.18
121,Matt Rohde,2005,Green Bay,28,34.9,13.7,9.5,10.9,1.42,9.8,-,-,1.18,0.86,0.30,0.21,0.13
122,Eric Castro,2005,SMU,28,34.9,20.8,16.3,18.7,4.86,12.5,-,-,1.14,0.84,0.32,0.15,0.21
123,Dwayne Jones,2005,St Joseph's,36,34.8,20.4,17.6,20.2,5.98,9.9,-,-,1.02,0.64,0.70,0.09,0.21
124,Akeem Clark,2005,IUPUI,29,34.8,18.0,11.6,13.3,3.62,11.6,-,-,1.23,1.07,0.22,0.20,0.11
125,Aaron Bruce,2005,Baylor,28,34.8,22.4,15.2,17.5,5.60,15.2,-,-,1.20,0.86,0.27,0.25,0.20
126,Andre Owens,2005,Houston,32,34.8,21.8,14.6,16.7,6.10,16.2,-,-,1.13,0.94,0.26,0.13,0.12
127,Antoine Agudio,2005,Hofstra,30,34.8,16.2,11.3,13.0,2.79,14.1,-,-,1.07,0.88,0.18,0.17,0.16
128,Pat Carroll,2005,St Joseph's,35,34.8,22.3,15.0,17.2,6.94,15.4,-,-,1.19,0.90,0.20,0.12,0.10
129,Chris Hernandez,2005,Stanford,30,34.7,19.1,13.4,15.4,4.29,14.7,-,-,1.04,0.72,0.34,0.27,0.19
130,Brian Bender,2005,Gardner-Webb,30,34.7,18.4,15.2,17.5,3.92,14.2,-,-,1.09,0.86,0.31,0.14,0.16
131,Terrence Todd,2005,Fairfield,30,34.7,18.2,13.4,15.4,3.84,15.9,-,-,1.00,0.89,0.25,0.17,0.14
132,David Schroeder,2005,Idaho St,3,34.7,24.0,18.0,20.8,0.68,11.3,-,-,1.36,1.06,0.12,0.24,0.12
133,Tamien Trent,2005,Fairleigh Dickinson,33,34.7,19.3,15.4,17.8,4.84,14.9,-,-,1.05,0.81,0.28,0.37,0.21
134,Dijon Thompson,2005,UCLA,28,34.6,22.3,18.9,21.8,5.56,17.5,-,-,1.05,0.79,0.28,0.13,0.19
135,Marcellus Sommerville,2005,Bradley,28,34.6,19.7,16.6,19.2,4.28,16.8,-,-,1.05,0.80,0.32,0.11,0.18
136,Ivan Almonte,2005,FIU,30,34.6,22.1,19.6,22.6,5.82,17.3,-,-,0.99,0.69,0.39,0.18,0.26
137,Sherard Reddick,2005,Savannah St,19,34.6,13.0,11.6,13.4,0.71,15.4,-,-,0.84,0.70,0.40,0.04,0.27
138,Ibrahim Jaaber,2005,Penn,29,34.6,18.5,14.4,16.7,3.82,10.8,-,-,1.07,0.85,0.31,0.26,0.19
139,Craig Smith,2005,Boston College,29,34.6,24.1,19.2,22.2,6.63,15.9,-,-,1.14,0.87,0.37,0.11,0.14
140,Julius Hodge,2005,N.C. State,34,34.6,26.2,19.4,22.4,9.03,15.2,-,-,1.12,0.77,0.49,0.31,0.17
141,Ralphy Holmes,2005,CSUF,26,34.6,23.1,19.2,22.2,5.50,14.7,-,-,1.15,0.97,0.18,0.18,0.15
142,Tyrone Riley,2005,San Francisco,31,34.6,21.6,17.2,19.8,5.73,14.0,-,-,1.13,0.90,0.27,0.09,0.13
143,Mark Tyndale,2005,Temple,30,34.6,16.7,10.7,12.4,3.06,13.6,-,-,0.92,0.86,0.40,0.19,0.13
144,Nicholas King,2005,Coppin St,29,34.6,15.6,10.7,12.4,2.39,15.3,-,-,0.92,0.82,0.30,0.08,0.17
145,Craig Benson,2005,Quinnipiac,25,34.6,10.3,7.5,8.7,-0.21,11.6,-,-,1.07,1.02,0.16,0.13,0.12
146,Ricky Soliver,2005,Iona,29,34.6,16.5,13.8,16.0,2.83,13.3,-,-,0.95,0.83,0.29,0.34,0.20
147,Brandon Freeman,2005,UALR,28,34.5,18.5,12.6,14.6,3.68,14.5,-,-,1.12,0.86,0.16,0.07,0.13
148,Will Funn,2005,Portland St,28,34.5,14.8,13.9,16.1,1.92,9.7,-,-,0.77,0.54,0.38,0.82,0.35
149,Ronald Ross,2005,Texas Tech,33,34.5,25.4,19.8,22.9,8.26,14.9,-,-,1.17,0.91,0.20,0.20,0.11
150,Daniel Ewing,2005,Duke,33,34.5,18.1,13.5,15.6,4.13,15.6,-,-,0.98,0.82,0.21,0.26,0.19
151,Juan Mendez,2005,Niagara,30,34.5,32.0,26.5,30.8,10.89,19.3,-,-,1.21,0.81,0.47,0.07,0.12
152,Kennedy Winston,2005,Alabama,32,34.4,20.9,15.5,18.0,5.54,16.4,-,-,1.09,0.84,0.26,0.16,0.15
153,Kevin Hamilton,2005,Holy Cross,32,34.4,22.3,15.9,18.5,6.27,16.3,-,-,0.96,0.78,0.25,0.17,0.17
154,David Brooks,2005,Niagara,30,34.4,19.8,15.4,17.9,4.61,14.8,-,-,1.15,0.96,0.25,0.18,0.15
155,John Reimold,2005,Bowling Green,29,34.4,25.0,18.5,21.5,7.05,14.3,-,-,1.30,0.84,0.29,0.13,0.14
156,Raymond Anthony,2005,Lamar,29,34.4,18.2,14.5,16.8,3.68,14.1,-,-,1.10,0.77,0.35,0.31,0.18
157,Sundiata Gaines,2005,Georgia,27,34.4,15.9,10.5,12.2,2.34,13.7,-,-,0.88,0.81,0.38,0.21,0.20
158,Jordan Farmar,2005,UCLA,29,34.4,15.1,12.7,14.8,2.12,15.0,-,-,0.88,0.67,0.31,0.35,0.26
159,Brandon Heath,2005,San Diego St,29,34.4,21.9,14.4,16.7,5.48,19.2,-,-,0.96,0.78,0.29,0.19,0.19
160,CJ Anderson,2005,Manhattan,28,34.4,25.4,19.6,22.9,6.98,14.4,-,-,1.12,0.82,0.46,0.20,0.15
161,Javier Mendiburu,2005,Green Bay,26,34.3,19.3,15.5,18.1,3.78,13.1,-,-,0.87,0.68,0.25,0.54,0.23
162,Guillermo Diaz,2005,Miami FL,29,34.3,23.6,15.7,18.3,6.35,16.9,-,-,1.10,0.85,0.28,0.15,0.14
163,Quincy Douby,2005,Rutgers,29,34.3,19.3,12.1,14.1,4.20,14.4,-,-,1.05,0.96,0.18,0.23,0.12
164,Kyle Bailey,2005,Santa Clara,31,34.3,17.5,13.6,15.9,3.51,15.1,-,-,0.98,0.89,0.24,0.28,0.17
165,Donald Carson,2005,Savannah St,28,34.3,10.9,8.6,10.0,0.05,15.2,-,-,0.84,0.89,0.29,0.06,0.21
166,Wayne Simien,2005,Kansas,26,34.3,28.4,24.4,28.5,7.80,16.8,-,-,1.21,0.79,0.40,0.08,0.14
167,Michael Sneed,2005,Texas Southern,26,34.3,22.1,18.4,21.5,5.01,15.2,-,-,1.09,0.84,0.36,0.12,0.17
168,Anthony Register,2005,Stetson,27,34.3,19.2,12.7,14.8,3.85,15.7,-,-,1.02,0.78,0.37,0.12,0.13
169,Edwin Draughan,2005,Yale,27,34.3,20.0,15.1,17.6,4.22,15.7,-,-,1.01,0.75,0.37,0.24,0.17
170,Peter Mulligan,2005,Manhattan,28,34.3,25.2,17.5,20.4,6.87,17.0,-,-,1.13,0.82,0.38,0.10,0.12
171,Ron Steele,2005,Alabama,32,34.3,14.8,12.4,14.5,2.18,8.0,-,-,0.99,0.66,0.25,0.63,0.26
172,Brandon Cotton,2005,Detroit,22,34.3,21.6,11.9,13.9,4.04,18.0,-,-,1.04,0.85,0.30,0.11,0.11
173,Terrell Everett,2005,Oklahoma,33,34.3,19.3,15.5,18.1,4.75,12.8,-,-,0.98,0.75,0.30,0.39,0.22
174,Jason Forte,2005,Brown,26,34.3,22.8,15.9,18.6,5.31,18.6,-,-,0.99,0.66,0.42,0.23,0.19
175,Lawrence Hamm,2005,Towson,29,34.2,18.0,14.8,17.3,3.53,10.7,-,-,1.12,0.87,0.32,0.16,0.19
176,Rob Gogerty,2005,UMBC,29,34.2,15.1,11.9,13.9,2.13,9.7,-,-,0.93,0.79,0.23,0.51,0.18
177,Zach Williams,2005,Wright St,30,34.2,13.2,10.5,12.3,1.19,11.0,-,-,0.94,0.77,0.34,0.23,0.25
178,Adam Morrison,2005,Gonzaga,31,34.2,24.0,18.4,21.5,6.92,16.4,-,-,1.16,0.90,0.26,0.17,0.10
179,Marcus Slaughter,2005,San Diego St,27,34.1,24.4,18.2,21.3,6.25,16.7,-,-,1.07,0.78,0.45,0.08,0.19
180,Daniel Ruffin,2005,Bradley,28,34.1,9.5,8.8,10.3,-0.64,8.5,-,-,0.74,0.73,0.14,0.55,0.31
181,Brian Fisk,2005,Lipscomb,28,34.1,17.9,13.6,15.9,3.36,14.9,-,-,0.95,0.88,0.24,0.23,0.17
182,Ben Jacobson,2005,UNI,32,34.1,22.6,15.9,18.6,6.42,16.1,-,-,1.11,0.84,0.19,0.17,0.13
183,Jarrius Jackson,2005,Texas Tech,33,34.1,19.2,14.5,17.1,4.67,14.0,-,-,1.09,0.82,0.27,0.25,0.13
184,Marcus Brown,2005,Georgia St,29,34.1,19.4,14.0,16.4,4.22,12.2,-,-,1.22,0.98,0.19,0.09,0.13
185,Jarrett Jack,2005,Georgia Tech,32,34.1,21.5,17.9,21.0,5.80,15.2,-,-,1.02,0.66,0.29,0.30,0.23
186,Tim Bush,2005,Baylor,24,34.1,14.5,11.5,13.4,1.51,13.0,-,-,0.97,0.82,0.27,0.13,0.20
187,Tim Jennings,2005,Gardner-Webb,30,34.1,14.4,11.5,13.5,1.84,13.3,-,-,0.95,0.84,0.23,0.20,0.25
188,Filiberto Rivera,2005,UTEP,32,34.1,22.7,17.1,20.0,6.42,12.6,-,-,1.07,0.72,0.34,0.57,0.18
189,Travis Diener,2005,Marquette,23,34.0,30.8,20.6,24.2,7.79,17.7,-,-,1.11,0.77,0.36,0.39,0.14
190,Jared Jordan,2005,Marist,27,34.0,18.1,14.7,17.2,3.33,12.5,-,-,0.94,0.78,0.26,0.50,0.21
191,Brandon Temple,2005,UMKC,27,34.0,16.9,11.9,14.0,2.80,13.2,-,-,1.07,0.89,0.15,0.20,0.16
192,Jamaal Wise,2005,Rhode Island,1,34.0,16.7,11.0,12.9,0.10,11.2,-,-,1.07,1.16,0.36,0.27,0.09
193,Mitchell Beauford,2005,Stony Brook,6,34.0,21.2,13.8,16.3,1.05,16.6,-,-,1.02,0.83,0.31,0.15,0.12
194,Chris Timberlake,2005,UNF,1,34.0,15.3,10.0,11.8,0.08,17.9,-,-,0.89,0.62,0.22,0.11,0.28
195,Adam Warren,2005,Dartmouth,1,34.0,20.5,16.0,18.8,0.16,7.5,-,-,1.19,0.93,0.40,0.13,0.00
196,Fowzi Abdelsamad,2005,UCD,28,34.0,16.1,10.2,12.0,2.49,13.7,-,-,1.11,0.87,0.22,0.07,0.12
197,Anthony Winchester,2005,WKU,31,34.0,27.2,19.8,23.3,8.57,13.8,-,-,1.32,0.91,0.27,0.16,0.15
198,DeEarnest McLemore,2005,Wagner,30,34.0,12.3,9.3,11.0,0.76,11.0,-,-,0.83,0.76,0.18,0.34,0.22
199,Jomo Belfor,2005,James Madison,28,34.0,11.0,9.7,11.4,0.09,12.2,-,-,0.78,0.60,0.39,0.26,0.30
