,Player,Year,Team,GP,Min,PER,EFF,EFF/40,EWA,Pos/G,Tm Pos/G,%Tm Pos,Pts/Pos,FGA/Pos,FTA/Pos,Ast/Pos,TO/Pos
131,Alvin Cruz,2003,Niagara,29,34.9,12.2,9.7,11.1,0.69,10.2,-,-,0.87,0.81,0.23,0.57,0.23
132,Chuck Eidson,2003,South Carolina,28,34.9,18.3,14.9,17.0,3.64,11.9,-,-,0.95,0.72,0.30,0.37,0.23
133,Anthony Green,2003,Binghamton,27,34.9,19.5,14.6,16.7,4.06,18.4,-,-,0.91,0.76,0.24,0.23,0.20
134,Chris Sumner,2003,Mt. St. Marys,27,34.9,12.4,9.6,11.0,0.75,8.2,-,-,0.88,0.75,0.23,0.55,0.32
135,Raoul Heinen,2003,GMU,25,34.9,14.7,11.6,13.3,1.67,11.2,-,-,0.98,0.73,0.27,0.30,0.23
136,Kevin Sheppard,2003,Jacksonville,29,34.9,18.8,13.7,15.7,4.02,17.0,-,-,0.96,0.71,0.28,0.27,0.20
137,Jimmy Baxter,2003,South Florida,29,34.9,18.6,14.9,17.1,3.90,14.1,-,-,1.03,0.95,0.11,0.19,0.13
138,Travis Diener,2003,Marquette,38,34.8,17.8,13.8,15.8,4.58,12.4,-,-,0.98,0.78,0.23,0.44,0.18
139,Kyle Wente,2003,Princeton,27,34.8,14.1,11.0,12.7,1.54,5.8,-,-,1.00,0.79,0.20,0.60,0.25
140,Chris Davis,2003,North Texas,26,34.8,20.2,16.6,19.0,4.24,17.9,-,-,1.06,0.79,0.43,0.17,0.21
141,Leonard Stokes,2003,Cincinnati,30,34.8,19.4,13.3,15.3,4.46,14.8,-,-,1.04,0.83,0.43,0.22,0.19
142,John Allen,2003,Seton Hall,30,34.8,13.6,11.2,12.9,1.46,15.8,-,-,0.88,0.82,0.21,0.17,0.22
143,Terrance McGee,2003,Missouri St,29,34.8,17.8,11.9,13.6,3.48,16.8,-,-,0.89,0.73,0.33,0.25,0.20
144,Rawle Marshall,2003,Oakland,28,34.8,24.6,19.8,22.7,6.67,17.0,-,-,1.06,0.85,0.34,0.17,0.16
145,Clint Cuffle,2003,Evansville,28,34.8,21.2,16.4,18.8,5.01,13.4,-,-,1.23,0.86,0.22,0.15,0.13
146,Tony Bland,2003,San Diego St,30,34.7,19.4,13.5,15.5,4.44,15.8,-,-,1.04,0.83,0.36,0.21,0.14
147,Landy Thompson,2003,Mt. St. Marys,27,34.7,17.5,11.4,13.2,3.13,14.8,-,-,1.05,0.95,0.32,0.17,0.15
148,Chris Young,2003,South Alabama,28,34.7,17.8,12.1,14.0,3.39,14.9,-,-,1.07,0.89,0.14,0.13,0.13
149,Jave Meade,2003,Holy Cross,31,34.7,20.3,15.7,18.2,5.09,10.2,-,-,1.03,0.70,0.41,0.61,0.22
150,Marcus Smallwood,2003,Northern Illinois,31,34.6,21.5,17.9,20.6,5.72,12.0,-,-,1.11,0.79,0.43,0.08,0.19
151,Julius Johnson,2003,Miami OH,28,34.6,17.9,10.8,12.4,3.44,13.6,-,-,1.08,0.79,0.35,0.08,0.13
152,Sharif Chambliss,2003,Penn St,28,34.6,16.0,10.4,12.0,2.49,13.5,-,-,1.09,0.88,0.19,0.14,0.14
153,Kason Mims,2003,Quinnipiac,29,34.6,16.5,13.8,16.0,2.85,14.4,-,-,0.93,0.71,0.41,0.32,0.20
154,Lamont McIntosh,2003,Georgia St,29,34.6,16.2,12.3,14.2,2.68,13.3,-,-,1.00,0.80,0.15,0.24,0.21
155,Juan Mendez,2003,Niagara,29,34.6,28.1,22.2,25.7,8.64,14.3,-,-,1.29,0.83,0.39,0.05,0.15
156,Mike Lenzly,2003,Wofford,29,34.6,22.1,17.6,20.4,5.64,13.2,-,-,1.19,0.80,0.29,0.31,0.21
157,Tim Keller,2003,Air Force,28,34.5,23.9,14.0,16.2,6.29,12.8,-,-,1.15,0.75,0.27,0.18,0.14
158,Omar Wellington,2003,Sacred Heart,29,34.5,16.1,12.6,14.5,2.65,13.0,-,-,0.92,0.79,0.15,0.35,0.21
159,Lucious Jordan,2003,Loyola MD,28,34.5,12.8,9.0,10.4,0.96,14.2,-,-,0.93,0.77,0.31,0.13,0.21
160,Mike Helms,2003,Oakland,28,34.5,26.1,17.9,20.8,7.34,23.6,-,-,1.14,0.81,0.40,0.08,0.16
161,Prosper Karangwa,2003,Siena,32,34.5,19.5,17.0,19.7,4.77,17.2,-,-,0.96,0.76,0.31,0.29,0.22
162,Jay Collins,2003,Southern Utah,28,34.5,17.6,13.9,16.1,3.27,11.4,-,-,0.92,0.66,0.32,0.56,0.25
163,Mike Hall,2003,GW,29,34.4,16.3,14.7,17.1,2.74,8.7,-,-,1.12,0.83,0.36,0.18,0.17
164,Earv Opong,2003,Albany,28,34.4,8.1,6.6,7.7,-1.31,8.2,-,-,0.66,0.68,0.10,0.47,0.29
165,Brian Evans,2003,TAMUCC,29,34.4,12.3,10.0,11.6,0.76,16.3,-,-,0.85,0.70,0.37,0.28,0.24
166,Bryant Matthews,2003,Virginia Tech,29,34.4,21.8,15.5,18.0,5.45,15.3,-,-,1.13,0.96,0.41,0.14,0.19
167,Lavelle Felton,2003,Louisiana Tech,27,34.4,16.6,13.8,16.1,2.67,14.3,-,-,0.96,0.75,0.14,0.23,0.24
168,Taron Downey,2003,Wake Forest,31,34.4,12.3,10.6,12.3,0.78,11.3,-,-,0.90,0.69,0.29,0.37,0.23
169,Devin Harris,2003,Wisconsin,32,34.4,22.3,15.7,18.3,6.27,11.4,-,-,1.12,0.78,0.33,0.27,0.14
170,Cliff Walker,2003,Jackson St,25,34.4,16.8,14.1,16.4,2.56,14.0,-,-,1.04,0.79,0.43,0.10,0.16
171,Ramond Marshall,2003,Dayton,30,34.3,15.9,11.2,13.1,2.61,12.3,-,-,1.00,0.84,0.21,0.39,0.15
172,Jason Forte,2003,Brown,29,34.3,17.1,13.3,15.5,3.13,14.9,-,-,0.87,0.63,0.46,0.36,0.23
173,Jimmy Boykin,2003,Coppin St,28,34.3,22.5,14.5,16.9,5.57,12.5,-,-,1.15,0.88,0.14,0.06,0.14
174,Derrick Tarver,2003,Akron,28,34.3,21.3,13.1,15.3,4.99,17.5,-,-,1.18,0.83,0.44,0.10,0.13
175,James Daniels,2003,Jacksonville,29,34.2,13.4,10.3,12.0,1.29,11.5,-,-,0.92,0.86,0.16,0.23,0.17
176,Robert Taylor,2003,Rider,28,34.2,20.0,14.1,16.5,4.35,12.0,-,-,1.09,0.85,0.23,0.20,0.14
177,Josh Childress,2003,Stanford,33,34.2,20.4,17.1,20.0,5.40,13.5,-,-,1.05,0.88,0.26,0.16,0.15
178,James Jones,2003,Miami FL,28,34.2,22.9,17.8,20.8,5.75,15.1,-,-,1.11,0.83,0.33,0.12,0.16
179,Drew Schifino,2003,West Virginia,29,34.2,22.1,14.9,17.5,5.55,19.0,-,-,1.06,0.89,0.32,0.12,0.13
180,Ron Slay,2003,Tennessee,29,34.2,23.5,19.2,22.4,6.23,20.1,-,-,1.06,0.74,0.33,0.10,0.19
181,Moses Malone,2003,SCSU,30,34.2,17.0,11.7,13.7,3.17,14.5,-,-,1.10,0.77,0.39,0.06,0.16
182,Marcus Bullock,2003,New Hampshire,26,34.1,10.9,8.3,9.8,0.02,9.8,-,-,0.94,0.84,0.22,0.20,0.14
183,Brandon Ellerbee,2003,Marist,29,34.1,14.4,11.3,13.3,1.75,11.0,-,-,0.97,0.84,0.16,0.35,0.19
184,Amit Tamir,2003,Cal,31,34.1,18.4,15.3,17.9,3.99,15.0,-,-,1.00,0.80,0.26,0.20,0.17
185,Brandon Miller,2003,Butler,33,34.1,17.7,11.5,13.4,3.84,11.8,-,-,1.01,0.71,0.29,0.29,0.18
186,Dee Brown,2003,Illinois,32,34.1,18.0,14.0,16.5,3.91,11.4,-,-,1.05,0.90,0.20,0.44,0.17
187,James Maye,2003,UNCG,29,34.0,19.6,15.3,18.0,4.29,15.2,-,-,1.07,0.90,0.22,0.12,0.14
188,Willie Green,2003,Detroit,30,34.0,29.8,19.8,23.3,9.63,19.9,-,-,1.14,0.83,0.32,0.12,0.11
189,Brion Rush,2003,Grambling,30,34.0,18.1,14.2,16.7,3.67,16.2,-,-,1.06,0.87,0.15,0.18,0.17
190,Chris Kaman,2003,Central Michigan,31,34.0,30.9,28.1,33.0,10.53,19.5,-,-,1.15,0.65,0.46,0.06,0.23
191,Dante Swanson,2003,Tulsa,32,34.0,21.4,16.1,19.0,5.72,13.1,-,-,1.15,0.86,0.19,0.23,0.16
192,Ricky Clemons,2003,Missouri,32,34.0,15.1,10.9,12.8,2.34,15.6,-,-,0.91,0.80,0.16,0.24,0.21
193,Todd Billet,2003,Virginia,32,34.0,13.6,10.3,12.2,1.53,12.5,-,-,1.08,0.82,0.22,0.27,0.23
194,Timmy Bowers,2003,Mississippi St.,31,34.0,20.2,14.6,17.2,4.94,13.7,-,-,1.07,0.81,0.19,0.22,0.19
195,Karelius Paul,2003,Central Ark,1,34.0,31.3,21.0,24.7,0.35,18.9,-,-,1.16,0.90,0.53,0.21,0.21
196,Erwin Dudley,2003,Alabama,29,34.0,22.2,17.9,21.1,5.58,13.1,-,-,1.13,0.82,0.38,0.08,0.16
197,Steve Miles,2003,American,30,34.0,18.6,13.6,16.0,3.97,16.1,-,-,1.02,0.85,0.20,0.14,0.16
198,Kyle Feuerbach,2003,Northern Arizona,28,34.0,9.6,8.9,10.5,-0.56,9.7,-,-,0.76,0.66,0.22,0.54,0.27
199,Levi Levine,2003,Albany,28,34.0,19.2,14.3,16.8,3.98,12.6,-,-,1.04,0.86,0.28,0.14,0.15
