,Player,Year,Team,GP,Min,PER,EFF,EFF/40,EWA,Pos/G,Tm Pos/G,%Tm Pos,Pts/Pos,FGA/Pos,FTA/Pos,Ast/Pos,TO/Pos
14,Gabriel Moore,2007,Indiana St,31,37.5,14.0,9.9,10.6,1.84,12.8,-,-,0.90,0.76,0.34,0.31,0.20
15,Rob McKiver,2007,Houston,33,37.5,18.2,12.8,13.7,4.52,20.5,-,-,0.94,0.79,0.24,0.17,0.15
16,Will Whittington,2007,Marist,34,37.4,17.7,13.1,14.0,4.38,14.7,-,-,1.19,0.91,0.26,0.12,0.12
17,Akbar Abdul-Ahad,2007,Idaho St,30,37.2,16.8,11.9,12.8,3.32,13.6,-,-,0.97,0.74,0.24,0.30,0.19
18,Brad Jones,2007,Wyoming,30,37.1,18.5,15.2,16.4,4.25,19.2,-,-,0.95,0.69,0.44,0.23,0.23
19,Paul Delaney,2007,UAB,31,37.1,20.7,16.3,17.5,5.64,16.3,-,-,0.95,0.68,0.41,0.32,0.22
20,Kevin Kanaskie,2007,Middle Tenn,32,37.0,15.6,12.9,13.9,2.80,13.7,-,-,0.89,0.70,0.28,0.42,0.22
21,JamesOn Curry,2007,Oklahoma St,35,37.0,18.5,14.8,16.0,4.95,16.8,-,-,1.03,0.76,0.25,0.22,0.19
22,Jerry Smith,2007,Samford,32,37.0,17.5,13.3,14.3,3.93,10.1,-,-,1.01,0.64,0.38,0.37,0.24
23,Brandon Ewing,2007,Wyoming,31,37.0,21.2,15.7,17.0,5.94,18.0,-,-,1.11,0.76,0.43,0.17,0.15
24,Adrian Banks,2007,Arkansas St,33,36.9,22.3,17.1,18.5,6.99,18.0,-,-,1.17,0.79,0.31,0.11,0.14
25,Brandon Heath,2007,San Diego St,33,36.9,19.7,15.2,16.5,5.40,19.0,-,-,1.02,0.85,0.21,0.19,0.17
26,Ibrahim Jaaber,2007,Penn,31,36.9,23.1,19.0,20.6,6.99,14.2,-,-,1.12,0.82,0.29,0.36,0.21
27,Quinton Day,2007,UMKC,32,36.9,19.1,13.5,14.7,4.86,18.2,-,-,0.93,0.78,0.19,0.22,0.19
28,Aaron Brooks,2007,Oregon,35,36.8,22.3,17.5,19.0,7.37,16.1,-,-,1.11,0.82,0.24,0.27,0.16
29,Jim Goffredo,2007,Harvard,28,36.8,12.8,9.1,9.9,1.01,15.9,-,-,0.96,0.83,0.24,0.08,0.14
30,Herb Courtney,2007,Delaware,31,36.7,22.8,17.5,19.1,6.79,18.4,-,-,0.98,0.79,0.34,0.07,0.15
31,David Barlow,2007,IUPUI,30,36.7,17.3,13.1,14.2,3.57,12.5,-,-,1.01,0.76,0.39,0.28,0.21
32,Tre Kelley,2007,South Carolina,29,36.7,22.6,15.2,16.5,6.26,18.8,-,-,1.00,0.83,0.22,0.27,0.15
33,Chris Oliver,2007,Radford,30,36.6,23.9,20.2,22.1,7.16,17.2,-,-,1.09,0.88,0.28,0.12,0.18
34,Tyrese Rice,2007,Boston College,33,36.6,22.0,16.8,18.3,6.70,16.4,-,-,1.07,0.75,0.35,0.33,0.20
35,Andre Harris,2007,Fairleigh Dickinson,30,36.6,21.7,18.1,19.8,5.97,17.5,-,-,1.07,0.88,0.28,0.08,0.15
36,Ryan Evanochko,2007,Green Bay,33,36.6,18.3,12.9,14.2,4.48,15.7,-,-,0.96,0.80,0.36,0.33,0.16
37,Tristan Blackwood,2007,CCSU,34,36.6,19.1,13.4,14.7,5.09,15.3,-,-,1.12,0.89,0.20,0.27,0.20
38,Brandon Wallace,2007,South Carolina,30,36.5,21.0,17.6,19.2,5.54,10.0,-,-,0.99,0.84,0.30,0.19,0.19
39,Gavin Grant,2007,N.C. State,36,36.5,15.0,13.8,15.1,2.74,16.0,-,-,0.92,0.66,0.32,0.24,0.26
40,Gary Neal,2007,Towson,32,36.5,29.8,20.8,22.8,11.02,22.0,-,-,1.15,0.85,0.31,0.16,0.11
41,Mark McAndrew,2007,Brown,29,36.4,20.2,15.7,17.2,4.92,13.7,-,-,1.15,0.68,0.40,0.16,0.20
42,Mike Gordon,2007,Binghamton,29,36.4,17.0,12.8,14.1,3.26,11.3,-,-,0.98,0.84,0.21,0.36,0.15
43,David Schroeder,2007,Idaho St,30,36.4,21.1,15.2,16.7,5.57,15.6,-,-,1.08,0.83,0.24,0.09,0.13
44,Jamar Wilson,2007,Albany,33,36.3,24.3,18.6,20.5,8.05,18.4,-,-,1.02,0.76,0.34,0.26,0.20
45,Sharaud Curry,2007,Providence,27,36.3,15.0,12.7,14.0,2.02,14.7,-,-,1.04,0.84,0.23,0.30,0.24
46,Charles Richardson,2007,Nebraska,31,36.3,14.2,12.2,13.5,1.87,9.2,-,-,0.85,0.68,0.28,0.63,0.25
47,Joe Zeglinski,2007,Hartford,31,36.3,15.7,10.9,12.0,2.73,11.5,-,-,1.11,1.06,0.21,0.11,0.09
48,Chris Timberlake,2007,UNF,29,36.3,13.3,10.4,11.5,1.29,12.3,-,-,0.90,0.78,0.20,0.33,0.20
49,Dwuan Rice,2007,CSUB,7,36.3,13.4,10.6,11.7,0.33,18.7,-,-,0.82,0.80,0.16,0.25,0.20
50,Brian Laing,2007,Seton Hall,29,36.3,21.0,17.0,18.7,5.35,15.0,-,-,1.10,0.92,0.26,0.14,0.14
51,Derek Raivio,2007,Gonzaga,34,36.3,21.9,16.6,18.3,6.77,14.8,-,-,1.22,0.83,0.31,0.18,0.12
52,Javier Mojica,2007,CCSU,34,36.3,22.6,18.0,19.9,7.21,15.6,-,-,1.08,0.86,0.23,0.20,0.16
53,DaShaun Wood,2007,Wright St,33,36.2,26.9,18.9,20.9,9.56,18.5,-,-,1.06,0.84,0.27,0.21,0.14
54,Steve Barnes,2007,Southern Utah,30,36.2,16.8,13.6,15.0,3.23,14.2,-,-,0.91,0.70,0.18,0.40,0.26
55,Frank Turner,2007,Canisius,31,36.1,15.6,13.2,14.6,2.68,13.0,-,-,0.91,0.69,0.36,0.41,0.29
56,Jahsha Bluntt,2007,Delaware St,34,36.1,22.0,13.8,15.3,6.83,13.1,-,-,1.18,0.90,0.30,0.12,0.15
57,Ed Tyson,2007,UMES,31,36.1,14.9,9.9,10.9,2.25,16.3,-,-,1.01,0.91,0.30,0.10,0.17
58,Jamelle Cornley,2007,Penn St,30,36.1,16.4,13.5,14.9,3.02,12.9,-,-,1.04,0.85,0.32,0.13,0.18
59,David Lawrence,2007,Col Of Charleston,33,36.0,15.9,13.8,15.3,3.02,11.9,-,-,1.02,0.86,0.23,0.18,0.16
60,Adam Gore,2007,Cornell,1,36.0,26.5,19.0,21.1,0.28,15.5,-,-,1.29,0.84,0.06,0.26,0.13
61,Whitney Davis,2007,Ohio,32,36.0,14.1,10.3,11.5,1.90,11.6,-,-,1.05,0.80,0.36,0.19,0.19
62,Raul Orta,2007,St. Peter's,30,36.0,13.8,10.5,11.7,1.57,13.6,-,-,0.98,0.87,0.17,0.15,0.13
63,Marcus Becker,2007,Brown,29,36.0,10.9,9.0,10.0,0.02,6.4,-,-,0.88,0.68,0.27,0.49,0.32
64,Drew Housman,2007,Harvard,28,36.0,13.4,10.6,11.8,1.31,14.7,-,-,0.90,0.70,0.31,0.23,0.26
65,Dontaye Draper,2007,Col Of Charleston,33,35.9,20.2,15.8,17.5,5.53,16.8,-,-,0.97,0.74,0.28,0.32,0.20
66,Martin Samarco,2007,Bowling Green,31,35.9,17.9,13.0,14.5,3.91,19.2,-,-,1.01,0.85,0.27,0.12,0.12
67,Carlton Spencer,2007,San Jose St,20,35.9,15.3,12.2,13.5,1.61,16.3,-,-,0.88,0.81,0.22,0.21,0.17
68,Will Ginn,2007,Jacksonville St,30,35.9,11.4,9.5,10.6,0.32,10.5,-,-,0.88,0.78,0.12,0.39,0.23
69,Jaycee Carroll,2007,Utah St,35,35.9,27.7,20.8,23.2,10.54,16.2,-,-,1.32,0.86,0.30,0.11,0.16
70,Kevin Durant,2007,Texas,35,35.9,34.8,28.1,31.4,14.96,21.9,-,-,1.18,0.84,0.33,0.06,0.13
71,Maurice Sumter,2007,Longwood,31,35.8,21.5,17.9,19.9,5.90,16.5,-,-,1.01,0.83,0.23,0.16,0.15
72,Tommie Liddell,2007,St. Louis,33,35.8,19.4,16.2,18.1,5.06,14.9,-,-,1.03,0.79,0.24,0.18,0.20
73,Stefan Blaszczynski,2007,Nicholls St,24,35.8,22.2,19.0,21.2,4.85,16.9,-,-,1.14,0.81,0.38,0.19,0.18
74,Oliver Lafayette,2007,Houston,33,35.8,19.0,14.8,16.5,4.81,14.6,-,-,0.99,0.88,0.27,0.21,0.14
75,Drew Neitzel,2007,Michigan St,35,35.7,22.3,15.9,17.8,7.14,17.3,-,-,1.05,0.77,0.23,0.25,0.14
76,Melvin Buckley,2007,South Florida,30,35.7,12.8,10.6,11.9,1.03,14.9,-,-,0.99,0.87,0.19,0.07,0.16
77,Quin Humphrey,2007,Youngstown St,31,35.6,24.5,18.6,20.9,7.51,17.7,-,-,1.06,0.79,0.33,0.17,0.15
78,Leonard Mendez,2007,Georgia St,30,35.6,18.9,14.1,15.8,4.30,12.3,-,-,1.12,0.83,0.20,0.17,0.16
79,A.J. Graves,2007,Butler,35,35.6,21.9,12.9,14.5,6.90,15.5,-,-,1.09,0.85,0.28,0.16,0.11
80,Martin Zeno,2007,Texas Tech,34,35.6,22.3,16.9,19.0,6.92,15.5,-,-,1.07,0.72,0.43,0.21,0.17
81,Chris Pugh,2007,UMBC,31,35.6,12.5,9.5,10.7,0.90,9.3,-,-,0.96,0.83,0.22,0.22,0.15
82,Brian Roberts,2007,Dayton,31,35.6,22.1,15.5,17.4,6.20,16.6,-,-,1.12,0.75,0.29,0.16,0.14
83,D.J. Augustin,2007,Texas,35,35.6,20.0,15.9,17.9,5.66,14.3,-,-,1.01,0.69,0.36,0.47,0.23
84,Keith Simmons,2007,Holy Cross,34,35.6,26.9,18.7,21.1,9.66,13.2,-,-,1.29,0.85,0.42,0.14,0.14
85,Ken Tutt,2007,Oral Roberts,34,35.6,15.4,10.8,12.2,2.74,16.6,-,-,0.97,0.79,0.24,0.15,0.17
86,David Dees,2007,La Lafayette,29,35.6,20.6,14.9,16.8,5.01,16.2,-,-,1.07,0.86,0.41,0.18,0.14
87,Brandon Worthy,2007,LMU,13,35.5,20.7,16.7,18.8,2.27,17.8,-,-,1.04,0.76,0.34,0.21,0.18
88,Pierre Curtis,2007,James Madison,30,35.5,11.7,9.3,10.5,0.48,13.5,-,-,0.85,0.60,0.41,0.28,0.26
89,Andre' Ratliff,2007,Grambling,24,35.5,14.2,9.6,10.8,1.42,18.2,-,-,0.90,0.79,0.22,0.21,0.19
90,A.J. Abrams,2007,Texas,35,35.5,17.1,11.7,13.2,3.85,12.8,-,-,1.21,0.98,0.18,0.12,0.11
91,Roy Bright,2007,Delaware St,33,35.5,21.3,13.2,14.9,6.09,13.7,-,-,1.13,0.94,0.23,0.07,0.12
92,Eugene Harvey,2007,Seton Hall,29,35.4,20.5,15.1,17.0,4.95,14.6,-,-,1.13,0.84,0.38,0.29,0.21
93,Mike Trimboli,2007,Vermont,33,35.4,18.9,14.5,16.4,4.68,16.6,-,-,0.95,0.78,0.25,0.30,0.20
94,A.J. Jackson,2007,Robert Morris,28,35.4,20.9,17.9,20.3,4.95,15.0,-,-,1.12,0.88,0.24,0.08,0.13
95,Ryan Wittman,2007,Cornell,28,35.4,18.7,12.5,14.1,3.90,13.3,-,-,1.17,0.88,0.17,0.10,0.11
96,Matt Janning,2007,Northeastern,32,35.4,14.3,11.2,12.7,1.93,11.7,-,-,0.99,0.84,0.20,0.24,0.21
97,Jermaine Anderson,2007,New Hampshire,27,35.3,19.0,13.3,15.0,3.90,14.5,-,-,1.00,0.72,0.27,0.24,0.21
98,Shaun Reynolds,2007,New Orleans,31,35.3,11.8,9.2,10.4,0.56,12.3,-,-,0.88,0.63,0.43,0.28,0.23
99,Tim Pollitz,2007,Miami OH,33,35.3,21.8,16.0,18.1,6.39,14.5,-,-,1.11,0.85,0.19,0.12,0.19
100,Wen Mukubu,2007,UAB,31,35.3,17.2,13.2,14.9,3.46,14.7,-,-,0.97,0.77,0.30,0.17,0.20
101,Josh McRoberts,2007,Duke,33,35.3,22.2,19.2,21.8,6.61,12.9,-,-,1.01,0.77,0.34,0.27,0.19
102,Geoff McDermott,2007,Providence,31,35.2,16.5,17.3,19.6,3.09,11.3,-,-,0.84,0.65,0.31,0.46,0.32
103,John Ford,2007,McNeese St,31,35.2,14.3,11.1,12.6,1.92,13.0,-,-,0.90,0.76,0.28,0.26,0.21
104,Antonio McMillion,2007,UMES,31,35.2,13.0,9.9,11.3,1.16,14.1,-,-,0.91,0.80,0.40,0.10,0.22
105,Robert Hines,2007,St. Francis (NY),31,35.2,15.9,12.1,13.7,2.73,17.4,-,-,0.95,0.85,0.32,0.14,0.22
106,Justin Ingram,2007,Toledo,32,35.2,17.7,12.8,14.6,3.83,15.8,-,-,0.92,0.82,0.22,0.18,0.14
107,Gerald Brown,2007,Loyola MD,29,35.1,23.8,17.0,19.4,6.57,21.4,-,-,1.04,0.75,0.38,0.13,0.19
108,Alex Harris,2007,UCSB,29,35.1,24.9,17.6,20.1,7.12,17.7,-,-,1.19,0.78,0.39,0.12,0.15
109,Tony Murphy,2007,Norfolk St,30,35.1,16.0,11.0,12.5,2.71,16.5,-,-,1.00,0.84,0.19,0.09,0.17
110,Tim Doyle,2007,Northwestern,31,35.1,18.8,13.5,15.4,4.29,12.3,-,-,0.93,0.70,0.31,0.41,0.24
111,Matt Lojeski,2007,Hawaii,32,35.1,23.4,20.5,23.4,7.00,14.6,-,-,1.16,0.79,0.26,0.31,0.20
112,Mike Nelson,2007,North Dakota St,28,35.0,19.0,14.5,16.6,4.00,13.6,-,-,1.15,0.86,0.18,0.21,0.15
113,Glen Davis,2007,LSU,29,35.0,26.1,21.1,24.1,7.71,15.9,-,-,1.11,0.80,0.42,0.14,0.18
114,Will Franklin,2007,Bradley,35,35.0,19.2,13.7,15.6,5.13,13.2,-,-,1.11,0.89,0.20,0.30,0.15
115,Golden Ingle,2007,Kennesaw St,31,35.0,12.0,8.3,9.4,0.64,13.8,-,-,0.80,0.81,0.30,0.42,0.25
116,De'Angelo Alexander,2007,Charlotte,30,35.0,22.3,16.3,18.7,5.99,14.8,-,-,1.19,1.00,0.27,0.12,0.14
117,LeVonn Jordan,2007,Elon,28,35.0,18.8,14.3,16.3,3.87,14.4,-,-,1.01,0.83,0.37,0.15,0.18
118,James Williams,2007,Long Island,29,34.9,13.9,9.4,10.8,1.56,16.6,-,-,0.98,0.83,0.24,0.11,0.17
119,Michael Van Schaick,2007,Fairfield,32,34.9,23.1,14.8,16.9,6.80,11.4,-,-,1.35,0.94,0.31,0.17,0.13
120,Caleb Green,2007,Oral Roberts,34,34.8,26.8,21.5,24.7,9.38,19.0,-,-,1.08,0.64,0.57,0.13,0.21
121,Anthony Fisher,2007,Tennessee Tech,32,34.8,20.2,15.5,17.8,5.18,16.2,-,-,1.06,0.74,0.40,0.26,0.16
122,Mustafa Shakur,2007,Arizona,31,34.8,17.3,15.4,17.7,3.48,13.3,-,-,0.89,0.62,0.33,0.52,0.28
123,Lawrence Kinnard,2007,UAB,31,34.8,17.8,14.0,16.1,3.75,12.1,-,-,1.07,0.83,0.21,0.09,0.19
124,Rashad Williams,2007,UNF,10,34.8,11.3,9.3,10.7,0.08,15.0,-,-,0.88,0.75,0.27,0.11,0.25
125,Ronald Timus,2007,Morgan St,31,34.8,17.5,12.2,14.0,3.60,12.8,-,-,1.14,0.82,0.51,0.11,0.18
126,Demetris Nichols,2007,Syracuse,35,34.8,22.0,17.7,20.3,6.78,16.2,-,-,1.17,0.89,0.23,0.10,0.14
127,Marquis Webb,2007,Rutgers,29,34.8,10.6,6.9,7.9,-0.11,10.1,-,-,1.00,0.86,0.24,0.12,0.18
128,Will Thomas,2007,GMU,33,34.8,23.3,17.4,20.0,7.10,11.0,-,-,1.22,0.79,0.37,0.20,0.14
129,Darris Nichols,2007,West Virginia,36,34.8,19.5,14.4,16.5,5.40,9.1,-,-,1.20,0.77,0.33,0.51,0.15
130,Brooks McKowen,2007,UNI,31,34.7,15.5,12.8,14.8,2.48,12.6,-,-,0.84,0.62,0.33,0.46,0.25
131,Damon Huffman,2007,Brown,23,34.7,21.2,13.9,16.0,4.12,11.7,-,-,1.26,0.76,0.33,0.16,0.15
132,Eric Maynor,2007,VCU,35,34.7,22.3,16.6,19.1,6.92,14.4,-,-,0.97,0.76,0.36,0.45,0.15
133,Mike Green,2007,Butler,36,34.6,21.4,15.0,17.3,6.53,14.4,-,-,0.97,0.64,0.51,0.28,0.20
134,Jack Leasure,2007,CCU,30,34.6,18.4,13.5,15.6,3.92,15.0,-,-,1.04,0.88,0.14,0.24,0.13
135,Adam Leonard,2007,EKU,33,34.6,17.0,11.2,12.9,3.53,11.8,-,-,1.06,0.85,0.12,0.22,0.17
136,Kyle Anslinger,2007,Evansville,31,34.6,14.1,10.7,12.4,1.75,9.4,-,-,1.14,0.85,0.21,0.15,0.11
137,Bobby Brown,2007,CSUF,27,34.6,21.2,17.0,19.7,4.84,18.6,-,-,1.09,0.80,0.23,0.28,0.19
138,Bo McCalebb,2007,New Orleans,31,34.5,32.8,22.0,25.4,11.69,21.9,-,-,1.14,0.88,0.36,0.15,0.13
139,Lawrence McKenzie,2007,Minnesota,31,34.5,14.9,10.8,12.5,2.16,15.8,-,-,0.94,0.77,0.19,0.18,0.20
140,Giordan Watson,2007,Central Michigan,31,34.5,21.3,14.4,16.6,5.56,19.4,-,-,0.97,0.76,0.29,0.21,0.20
141,Johnnie Bryant,2007,Utah,30,34.5,18.6,12.3,14.2,4.03,13.0,-,-,1.16,0.88,0.20,0.21,0.13
142,Ahmad Nivins,2007,St Joseph's,32,34.5,24.1,17.5,20.3,7.30,13.0,-,-,1.24,0.68,0.59,0.03,0.20
143,Ben McCauley,2007,N.C. State,36,34.5,21.5,18.0,20.8,6.62,12.8,-,-,1.13,0.79,0.32,0.25,0.20
144,Germaine Sparkes,2007,UNF,29,34.5,6.4,6.1,7.1,-2.20,10.8,-,-,0.70,0.75,0.30,0.20,0.24
145,Adam Haluska,2007,Iowa,31,34.5,26.1,18.0,20.8,8.15,17.9,-,-,1.15,0.84,0.35,0.14,0.10
146,Andre Ingram,2007,American,30,34.5,20.2,14.3,16.6,4.83,13.6,-,-,1.12,0.88,0.23,0.13,0.10
147,Nate Funk,2007,Creighton,33,34.5,24.1,16.1,18.7,7.54,15.5,-,-,1.14,0.83,0.28,0.19,0.14
148,Carl Elliott,2007,GW,32,34.5,18.4,14.7,17.0,4.16,14.8,-,-,0.87,0.74,0.28,0.33,0.23
149,Matt McCraw,2007,Air Force,33,34.5,18.1,12.8,14.8,4.14,9.4,-,-,1.16,0.79,0.24,0.33,0.15
150,Brandon Costner,2007,N.C. State,36,34.4,20.2,16.7,19.4,5.77,15.9,-,-,1.06,0.71,0.38,0.11,0.20
151,Derrick Low,2007,Washington St,34,34.4,18.5,11.6,13.5,4.45,12.7,-,-,1.09,0.86,0.18,0.17,0.11
152,Bennet Davis,2007,Northeastern,32,34.4,20.4,15.4,17.9,5.23,15.2,-,-,0.99,0.83,0.35,0.15,0.16
153,LaDarious Weaver,2007,Tennessee St,32,34.4,15.8,10.4,12.1,2.75,12.5,-,-,1.09,0.97,0.12,0.14,0.11
154,Jeremy Chappell,2007,Robert Morris,28,34.4,19.7,15.5,18.0,4.26,12.5,-,-,1.15,0.98,0.17,0.21,0.14
155,Jonas Brown,2007,La Monroe,32,34.4,13.3,9.9,11.5,1.37,13.1,-,-,0.93,0.78,0.27,0.23,0.24
156,Patrick Beverley,2007,Arkansas,35,34.4,19.7,15.1,17.6,5.30,12.4,-,-,1.12,0.81,0.32,0.25,0.16
157,Jacques Jones,2007,Texas Southern,31,34.4,16.3,13.8,16.1,2.89,13.9,-,-,1.03,0.82,0.36,0.13,0.22
158,Garrett Temple,2007,LSU,32,34.3,13.9,11.9,13.9,1.71,10.2,-,-,0.84,0.70,0.21,0.42,0.25
159,Andrew Hayles,2007,Alabama St,30,34.3,12.8,7.8,9.1,1.00,14.8,-,-,0.98,0.95,0.21,0.09,0.16
160,Lorenzo Miles,2007,Niagara,34,34.3,15.1,11.2,13.1,2.46,12.7,-,-,1.02,0.83,0.33,0.28,0.18
161,Jason Richards,2007,Davidson,34,34.3,19.0,16.3,19.0,4.76,14.1,-,-,0.96,0.73,0.30,0.52,0.22
162,Donnell Covington,2007,Charleston So,30,34.3,18.9,14.9,17.4,4.12,14.7,-,-,0.97,0.80,0.15,0.34,0.21
163,Dionte Christmas,2007,Temple,30,34.3,24.2,17.6,20.5,6.87,16.8,-,-,1.19,0.82,0.29,0.12,0.14
164,Ivan Radenovic,2007,Arizona,31,34.3,22.1,18.7,21.9,5.97,12.4,-,-,1.22,0.77,0.45,0.17,0.17
165,Keenan Jeppesen,2007,Brown,7,34.3,8.0,6.9,8.0,-0.34,14.8,-,-,0.70,0.73,0.25,0.19,0.29
166,Maureece Rice,2007,GW,32,34.3,19.2,13.2,15.4,4.57,13.8,-,-,1.14,0.94,0.21,0.15,0.13
167,Mark Porter,2007,Wagner,30,34.3,17.4,14.5,16.9,3.34,15.8,-,-,0.87,0.66,0.31,0.33,0.26
168,Aubin Scott,2007,Long Island,23,34.3,15.6,13.7,16.0,1.88,9.3,-,-,1.05,0.74,0.29,0.25,0.23
169,Jamaal Womack,2007,St. Francis (NY),31,34.3,11.0,7.5,8.8,0.08,11.1,-,-,0.96,0.87,0.20,0.16,0.18
170,DeAndre Rice,2007,Fla Atlantic,21,34.2,23.7,17.3,20.3,4.59,17.1,-,-,1.20,0.77,0.30,0.14,0.17
171,Colin Falls,2007,Notre Dame,30,34.2,18.5,14.0,16.3,3.94,12.7,-,-,1.20,0.82,0.27,0.19,0.11
172,Jeremy Goode,2007,Mt. St. Marys,31,34.2,14.3,10.3,12.1,1.84,12.2,-,-,0.82,0.71,0.33,0.41,0.25
173,Obie Nwadike,2007,CCSU,31,34.2,23.0,18.5,21.6,6.43,12.8,-,-,1.12,0.68,0.63,0.11,0.20
174,Mark Tyndale,2007,Temple,24,34.2,27.0,20.4,23.9,6.59,16.4,-,-,1.18,0.77,0.40,0.17,0.17
175,Tyrece Gibbs,2007,New Hampshire,29,34.2,13.2,10.1,11.8,1.18,9.6,-,-,0.99,0.85,0.20,0.18,0.19
176,Jimmy Hudson,2007,Bethune Cookman,30,34.2,10.6,7.1,8.3,-0.10,13.4,-,-,0.85,0.82,0.20,0.12,0.17
177,Greg Sprink,2007,Navy,30,34.2,20.9,15.6,18.2,5.17,14.9,-,-,1.14,0.78,0.33,0.16,0.17
178,Eric Flato,2007,Yale,27,34.2,19.3,12.4,14.5,3.88,14.8,-,-,1.04,0.81,0.26,0.24,0.16
179,Chad McKenzie,2007,Louisiana Tech,30,34.1,15.8,13.5,15.8,2.52,14.6,-,-,0.88,0.83,0.25,0.16,0.23
180,Tasmin Mitchell,2007,LSU,32,34.1,20.2,15.4,18.1,5.12,12.8,-,-,1.14,0.91,0.25,0.14,0.13
181,Julian Mascoll,2007,EKU,33,34.1,18.7,13.7,16.1,4.39,12.5,-,-,0.89,0.62,0.26,0.39,0.32
182,Royce Parran,2007,Chicago St,29,34.1,19.5,14.6,17.1,4.28,15.1,-,-,0.96,0.75,0.24,0.31,0.20
183,Dennard Abraham,2007,Towson,30,34.1,13.7,11.5,13.5,1.47,10.6,-,-,1.06,0.94,0.24,0.08,0.12
184,Justin Bell,2007,UCR,30,34.1,10.9,8.1,9.5,0.03,12.3,-,-,0.83,0.88,0.09,0.35,0.23
185,Jason Thompson,2007,Rider,31,34.1,28.4,23.5,27.5,9.26,18.2,-,-,1.11,0.76,0.43,0.12,0.17
186,Ben Woodside,2007,North Dakota St,28,34.1,21.8,16.2,19.0,5.19,16.0,-,-,1.03,0.67,0.34,0.32,0.21
187,Ayinde Ubaka,2007,Cal,34,34.1,18.3,12.7,14.9,4.29,13.8,-,-,1.01,0.80,0.25,0.31,0.16
188,Kevin Spann,2007,St. Peter's,30,34.0,10.7,8.3,9.7,-0.07,14.4,-,-,0.80,0.79,0.13,0.24,0.22
189,Richie Williams,2007,San Diego St,33,34.0,12.3,11.5,13.5,0.81,8.3,-,-,0.85,0.60,0.23,0.55,0.37
190,Geary Claxton,2007,Penn St,26,34.0,21.2,15.8,18.6,4.56,15.2,-,-,1.08,0.87,0.42,0.12,0.16
191,Jonathan Han,2007,Fairfield,32,34.0,12.1,9.3,10.9,0.70,9.7,-,-,0.79,0.65,0.30,0.47,0.31
192,Nathan Peavy,2007,Miami OH,33,34.0,21.6,15.7,18.5,6.01,12.3,-,-,1.14,0.77,0.37,0.08,0.15
193,Carlos Rivera,2007,Hofstra,33,34.0,21.3,15.2,17.9,5.85,11.7,-,-,1.14,0.78,0.35,0.34,0.19
194,Tywain McKee,2007,Coppin St,32,34.0,22.2,14.1,16.6,6.14,16.2,-,-,1.07,0.87,0.35,0.19,0.19
195,Trant Simpson,2007,Alabama A&M,28,34.0,13.2,10.8,12.7,1.12,16.5,-,-,0.79,0.67,0.33,0.36,0.30
196,Kevin Bell,2007,Fresno St,32,33.9,12.8,10.7,12.6,1.07,11.7,-,-,0.82,0.70,0.28,0.47,0.22
197,Donte Gennie,2007,Ga Southern,31,33.9,17.8,12.7,14.9,3.63,14.8,-,-,1.10,0.88,0.18,0.18,0.15
198,Kevin Hammack,2007,Citadel,30,33.9,17.0,11.6,13.6,3.11,14.3,-,-,0.91,0.73,0.29,0.23,0.22
