,Player,Year,Team,GP,Min,PER,EFF,EFF/40,EWA,Pos/G,Tm Pos/G,%Tm Pos,Pts/Pos,FGA/Pos,FTA/Pos,Ast/Pos,TO/Pos
69,Jeremy Wise,2009,Southern Miss,32,35.7,22.2,15.7,17.6,6.45,17.1,-,-,0.97,0.67,0.39,0.27,0.19
70,Jordan Hill,2009,Arizona,34,35.7,26.6,22.3,25.0,9.52,16.4,-,-,1.12,0.84,0.32,0.09,0.17
71,Kevin Kanaskie,2009,Middle Tenn,32,35.7,16.5,12.9,14.5,3.24,11.8,-,-,1.00,0.78,0.31,0.32,0.14
72,Craig Moore,2009,Northwestern,31,35.6,19.7,13.3,15.0,4.86,12.4,-,-,1.16,0.88,0.16,0.22,0.15
73,Alan Voskuil,2009,Texas Tech,33,35.6,16.7,14.1,15.9,3.42,11.4,-,-,1.22,0.85,0.26,0.18,0.12
74,Alex Ruoff,2009,West Virginia,33,35.6,20.7,15.2,17.0,5.76,13.8,-,-,1.14,0.84,0.27,0.25,0.15
75,Josh Akognon,2009,CSUF,32,35.6,22.7,15.0,16.8,6.75,22.0,-,-,1.08,0.88,0.21,0.07,0.12
76,David Gonzalvez,2009,Richmond,36,35.6,21.2,15.3,17.2,6.61,13.9,-,-,1.15,0.87,0.26,0.14,0.12
77,Tone Boyle,2009,Milwaukee,30,35.5,12.9,9.0,10.1,1.12,13.3,-,-,0.99,0.81,0.28,0.08,0.14
78,Brandon Brooks,2009,Alabama St,32,35.5,21.5,17.3,19.4,6.03,13.7,-,-,1.00,0.65,0.38,0.48,0.24
79,Dylan Grimsley,2009,South Dakota,4,35.5,8.1,9.0,10.1,-0.19,13.2,-,-,0.78,0.95,0.13,0.19,0.17
80,John Holland,2009,Boston U.,30,35.5,25.3,17.0,19.2,7.68,13.9,-,-,1.30,0.96,0.29,0.08,0.12
81,Eric Maynor,2009,VCU,34,35.5,29.9,21.2,23.9,11.45,20.9,-,-,1.07,0.75,0.34,0.30,0.14
82,Matt Spadafora,2009,UMBC,32,35.5,10.3,8.5,9.6,-0.31,9.3,-,-,0.88,0.85,0.29,0.27,0.13
83,Harry Marshall,2009,Indiana St,22,35.5,15.0,11.2,12.6,1.63,14.8,-,-,0.92,0.73,0.35,0.29,0.23
84,D.J. Rivera,2009,Binghamton,32,35.4,25.1,17.6,19.9,8.06,17.1,-,-,1.16,0.89,0.38,0.06,0.10
85,R.L. Horton,2009,Southern Miss,32,35.4,12.9,8.8,9.9,1.20,14.8,-,-,0.86,0.81,0.25,0.15,0.11
86,Josh Mayo,2009,Ill Chicago,30,35.4,19.2,13.0,14.7,4.41,16.2,-,-,1.05,0.84,0.28,0.21,0.15
87,Jonathan Hall,2009,St. Bonaventure,30,35.4,14.9,14.1,15.9,2.18,13.6,-,-,0.95,0.79,0.26,0.23,0.24
88,Kyndall Dykes,2009,New Orleans,26,35.4,20.4,14.3,16.2,4.41,17.1,-,-,1.01,0.80,0.33,0.10,0.14
89,Cameron Tyler,2009,Fairleigh Dickinson,30,35.4,13.0,10.0,11.3,1.18,16.2,-,-,0.82,0.67,0.39,0.33,0.27
90,Mike Trimboli,2009,Vermont,32,35.3,21.3,16.6,18.8,5.91,14.5,-,-,1.10,0.77,0.37,0.33,0.19
91,Jerome Randle,2009,Cal,33,35.3,24.2,17.7,20.1,7.73,15.9,-,-,1.15,0.73,0.31,0.32,0.18
92,Rodney Green,2009,La Salle,31,35.3,21.2,16.2,18.4,5.63,17.8,-,-,1.00,0.76,0.32,0.19,0.18
93,Vaughn Duggins,2009,Wright St,4,35.3,14.1,9.0,10.2,0.23,13.4,-,-,0.87,0.84,0.33,0.11,0.11
94,Terrance Calvin,2009,UAPB,29,35.2,12.3,11.3,12.9,0.78,14.7,-,-,0.82,0.73,0.34,0.25,0.25
95,Michael Bramos,2009,Miami OH,30,35.2,21.6,14.4,16.4,5.65,17.5,-,-,1.02,0.82,0.27,0.10,0.11
96,Bryan Dougher,2009,Stony Brook,30,35.2,11.4,6.7,7.6,0.28,11.1,-,-,1.00,0.92,0.24,0.17,0.15
97,Gary Patterson,2009,IUPUI,25,35.2,12.3,8.1,9.2,0.64,9.9,-,-,0.98,0.86,0.20,0.28,0.14
98,John Roberson,2009,Texas Tech,33,35.2,15.1,13.7,15.6,2.45,16.0,-,-,0.87,0.73,0.22,0.40,0.22
99,Kevin Lisch,2009,St. Louis,31,35.1,17.9,11.7,13.3,3.83,14.4,-,-,0.97,0.79,0.29,0.17,0.12
100,Sherron Collins,2009,Kansas,35,35.1,19.9,15.2,17.3,5.54,18.7,-,-,1.01,0.79,0.25,0.27,0.18
101,Josh Johnson,2009,Presbyterian,29,35.1,13.6,10.3,11.7,1.40,10.5,-,-,0.94,0.80,0.22,0.20,0.20
102,Shy Ely,2009,Evansville,31,35.1,20.8,16.0,18.3,5.39,18.2,-,-,1.04,0.79,0.38,0.09,0.12
103,Charles Jenkins,2009,Hofstra,32,35.1,22.4,16.6,18.9,6.48,20.7,-,-,0.95,0.76,0.35,0.21,0.16
104,Paul Delaney,2009,UAB,33,35.1,25.3,18.4,21.0,8.36,13.7,-,-,1.17,0.71,0.43,0.25,0.16
105,Kenny Dawkins,2009,Lamar,25,35.0,18.4,14.7,16.8,3.29,16.4,-,-,0.93,0.76,0.24,0.26,0.17
106,Robert Jarvis,2009,Oral Roberts,31,35.0,15.1,10.2,11.6,2.32,18.0,-,-,0.95,0.84,0.20,0.11,0.14
107,Dionte Christmas,2009,Temple,34,35.0,22.3,16.7,19.0,6.80,18.8,-,-,1.04,0.82,0.25,0.15,0.15
108,Jerel McNeal,2009,Marquette,35,35.0,24.1,18.1,20.6,8.11,19.0,-,-,1.04,0.80,0.27,0.21,0.15
109,Kevin Sims,2009,Tulane,31,35.0,16.6,11.8,13.5,3.11,12.3,-,-,1.05,0.75,0.35,0.32,0.18
110,John Cantrell,2009,Chicago St,32,35.0,24.3,18.8,21.4,7.49,16.1,-,-,1.23,0.94,0.31,0.13,0.12
111,Davis Baker,2009,Southern Utah,31,35.0,19.9,14.4,16.4,4.88,16.3,-,-,1.07,0.84,0.21,0.08,0.14
112,Tyler Cain,2009,South Dakota,4,35.0,22.4,22.0,25.1,0.80,14.1,-,-,1.05,0.78,0.18,0.21,0.23
113,Tommie Liddell,2009,St. Louis,32,35.0,14.4,11.3,12.9,1.97,12.7,-,-,0.89,0.81,0.24,0.21,0.19
114,Mike Smith,2009,ETSU,34,34.9,20.3,17.9,20.4,5.58,14.2,-,-,1.08,0.80,0.34,0.15,0.13
115,Darrin Govens,2009,St Joseph's,32,34.9,13.6,9.9,11.4,1.53,13.4,-,-,0.93,0.84,0.17,0.20,0.14
116,David Holston,2009,Chicago St,32,34.9,30.2,22.7,25.9,10.76,23.3,-,-,1.12,0.85,0.24,0.27,0.18
117,Daniel Emerson,2009,Mercer,32,34.9,18.6,17.3,19.9,4.34,13.5,-,-,1.02,0.71,0.43,0.17,0.24
118,Jheryl Wilson,2009,NJIT,28,34.9,10.7,7.9,9.0,-0.04,15.5,-,-,0.81,0.77,0.29,0.15,0.23
119,Sam Hinnant,2009,ECU,30,34.9,16.7,11.7,13.4,3.04,13.6,-,-,1.10,0.88,0.26,0.14,0.11
120,Tasheed Carr,2009,St Joseph's,31,34.9,18.3,14.2,16.3,4.04,14.7,-,-,0.97,0.79,0.32,0.29,0.17
121,Chris Harris,2009,Navy,30,34.9,15.9,11.0,12.6,2.65,14.6,-,-,1.06,0.86,0.29,0.13,0.12
122,Jaytornah Wisseh,2009,Long Island,30,34.8,17.7,12.7,14.6,3.55,16.9,-,-,0.90,0.73,0.37,0.26,0.19
123,Tyrone Lewis,2009,Niagara,35,34.8,19.1,13.5,15.5,5.00,15.1,-,-,1.07,0.98,0.28,0.13,0.14
124,Osiris Eldridge,2009,Illinois St,34,34.8,19.1,14.4,16.5,4.89,13.7,-,-,1.02,0.88,0.23,0.18,0.15
125,Jeremy Lin,2009,Harvard,28,34.8,26.3,19.3,22.2,7.51,17.4,-,-,1.02,0.68,0.35,0.24,0.22
126,Jamelle Cornley,2009,Penn St,37,34.8,18.7,13.5,15.5,5.06,13.0,-,-,1.11,0.89,0.27,0.10,0.14
127,Courtney Pigram,2009,ETSU,34,34.8,17.2,12.6,14.5,3.75,19.2,-,-,0.92,0.84,0.20,0.21,0.17
128,Courtney Beasley,2009,Southern Miss,32,34.8,21.5,15.5,17.9,5.90,13.5,-,-,1.10,0.94,0.30,0.11,0.09
129,Jake O'Brien,2009,Boston U.,30,34.8,15.2,11.3,13.0,2.26,11.1,-,-,1.12,0.93,0.24,0.07,0.11
130,Domonic Tilford,2009,South Alabama,31,34.7,17.7,12.1,13.9,3.69,16.3,-,-,1.00,0.81,0.21,0.18,0.16
131,Tyler Quinney,2009,Southern Utah,30,34.7,16.3,12.9,14.8,2.84,12.9,-,-,1.08,0.75,0.42,0.12,0.21
132,Amorrow Morgan,2009,Idaho St,31,34.7,15.7,11.2,12.9,2.64,15.1,-,-,0.90,0.69,0.33,0.24,0.23
133,Reid Augst,2009,UNCA,31,34.7,18.4,14.4,16.6,4.03,13.9,-,-,1.11,0.84,0.35,0.18,0.18
134,Lewis Clinch,2009,Georgia Tech,24,34.7,13.2,10.3,11.9,0.99,16.0,-,-,0.97,0.90,0.17,0.19,0.16
135,Jio Fontan,2009,Fordham,28,34.6,14.8,9.4,10.9,1.92,18.1,-,-,0.85,0.77,0.33,0.26,0.20
136,Curtis Jerrells,2009,Baylor,39,34.6,22.2,16.5,19.1,7.63,16.2,-,-,1.01,0.73,0.34,0.30,0.19
137,Zach Urbanus,2009,Citadel,33,34.6,14.9,10.8,12.5,2.32,9.2,-,-,1.09,0.81,0.18,0.32,0.17
138,Adrian Williams,2009,Brown,27,34.6,12.7,9.1,10.5,0.88,10.3,-,-,1.06,0.81,0.23,0.12,0.16
139,Bryan Ayala,2009,NCCU,18,34.6,12.9,9.9,11.5,0.63,14.6,-,-,0.81,0.77,0.30,0.27,0.22
140,Paris Horne,2009,St. John's,33,34.6,18.0,12.2,14.1,4.05,12.5,-,-,1.17,1.01,0.21,0.17,0.16
141,A.J. Slaughter,2009,WKU,32,34.6,19.9,13.5,15.6,5.00,15.2,-,-,1.06,0.85,0.27,0.24,0.14
142,D.J. Kennedy,2009,St. John's,34,34.6,19.2,15.1,17.4,4.91,12.8,-,-,1.01,0.76,0.43,0.23,0.17
143,Damian Saunders,2009,Duquesne,34,34.6,23.1,19.7,22.8,7.20,11.4,-,-,1.15,0.85,0.25,0.20,0.18
144,Paul George,2009,Fresno St,34,34.6,20.9,16.1,18.7,5.88,12.7,-,-,1.13,0.82,0.30,0.15,0.18
145,Jeff Adrien,2009,Connecticut,36,34.6,20.1,17.9,20.7,5.73,12.7,-,-,1.07,0.82,0.41,0.13,0.14
146,Shemik Thompson,2009,CCSU,28,34.6,13.9,10.6,12.2,1.46,14.7,-,-,0.78,0.71,0.25,0.33,0.26
147,Greivis Vasquez,2009,Maryland,35,34.6,22.2,17.3,20.0,6.82,18.1,-,-,0.97,0.85,0.20,0.28,0.16
148,Chris Matthews,2009,St. Bonaventure,30,34.6,10.4,9.1,10.5,-0.24,13.9,-,-,0.87,0.81,0.12,0.21,0.18
149,Chaisson Allen,2009,Northeastern,32,34.6,18.1,12.8,14.9,4.03,10.6,-,-,0.98,0.81,0.31,0.29,0.18
150,Jarred DuBois,2009,LMU,31,34.5,12.4,8.5,9.8,0.82,15.2,-,-,0.89,0.80,0.30,0.18,0.20
151,Chase Adams,2009,Centenary,31,34.5,24.0,16.8,19.5,7.03,12.5,-,-,1.17,0.84,0.36,0.36,0.16
152,Paul Graham,2009,Fla Atlantic,31,34.5,19.1,12.4,14.4,4.41,18.2,-,-,1.02,0.89,0.25,0.11,0.11
153,Jeremy Goode,2009,Mt. St. Marys,33,34.5,19.7,12.5,14.5,5.02,14.5,-,-,1.03,0.84,0.37,0.28,0.16
154,Chris Skrelja,2009,Brown,28,34.5,9.1,10.0,11.6,-0.85,9.0,-,-,0.68,0.60,0.36,0.42,0.31
155,Leon Buchanan,2009,Morehead St,36,34.5,20.3,15.4,17.9,5.83,12.3,-,-,1.23,0.77,0.52,0.08,0.18
156,Louie Krogman,2009,South Dakota,4,34.5,11.3,8.8,10.1,0.03,13.6,-,-,0.92,0.89,0.15,0.20,0.11
157,Cecil Gresham,2009,Bryant,29,34.5,16.6,11.6,13.5,2.89,12.3,-,-,1.09,0.89,0.28,0.11,0.15
158,Paul McCoy,2009,SMU,29,34.5,17.5,12.4,14.4,3.34,13.5,-,-,0.99,0.83,0.24,0.23,0.19
159,Cameron Wells,2009,Citadel,33,34.5,20.8,15.0,17.4,5.63,16.0,-,-,0.97,0.79,0.26,0.19,0.17
160,Ben Woodside,2009,North Dakota St,33,34.5,31.2,21.5,25.0,11.51,21.6,-,-,1.08,0.71,0.39,0.29,0.15
161,Will Walker,2009,DePaul,33,34.4,17.6,10.8,12.5,3.86,13.1,-,-,1.11,1.00,0.18,0.11,0.10
162,Bilal Benn,2009,Niagara,35,34.4,20.9,17.9,20.9,6.05,13.7,-,-,1.01,0.88,0.24,0.19,0.21
163,Chris Warren,2009,Mississippi,11,34.4,24.1,14.7,17.1,2.50,19.2,-,-,1.02,0.81,0.33,0.21,0.13
164,Jodie Meeks,2009,Kentucky,36,34.4,25.6,18.6,21.6,9.12,20.1,-,-,1.18,0.78,0.32,0.09,0.13
165,Brian Johnson,2009,Delaware,32,34.3,13.5,10.8,12.5,1.48,10.3,-,-,0.97,0.74,0.28,0.48,0.24
166,Anthony Mason Jr,2009,St. John's,3,34.3,14.1,11.0,12.8,0.17,16.4,-,-,0.86,0.77,0.31,0.20,0.20
167,Mac Hopson,2009,Idaho,33,34.3,25.1,17.8,20.8,8.02,16.4,-,-,1.00,0.73,0.35,0.36,0.18
168,Earl Clark,2009,Louisville,37,34.3,19.5,17.5,20.4,5.47,14.7,-,-,0.97,0.81,0.26,0.22,0.22
169,Antonio Anderson,2009,Memphis,37,34.3,16.5,13.8,16.1,3.60,10.8,-,-,0.95,0.73,0.34,0.41,0.21
170,Ryan Brooks,2009,Temple,34,34.3,14.0,10.6,12.4,1.87,9.3,-,-,1.14,0.94,0.19,0.18,0.12
171,Scott Rodgers,2009,Drexel,28,34.3,13.6,10.1,11.8,1.32,15.9,-,-,0.86,0.77,0.38,0.19,0.18
172,Luke Harangody,2009,Notre Dame,34,34.2,31.0,25.3,29.5,11.67,20.9,-,-,1.11,0.92,0.32,0.10,0.09
173,Jawan Carter,2009,Delaware,32,34.2,16.3,10.8,12.7,2.96,13.8,-,-,1.09,0.79,0.40,0.19,0.18
174,Terrence Williams,2009,Louisville,37,34.2,22.2,19.5,22.8,7.16,13.3,-,-,0.94,0.79,0.24,0.37,0.17
175,Kevin Coble,2009,Northwestern,31,34.2,23.8,16.1,18.8,6.86,14.1,-,-,1.10,0.87,0.23,0.17,0.10
176,Sylven Landesberg,2009,Virginia,28,34.2,20.1,15.5,18.1,4.43,16.0,-,-,1.03,0.77,0.41,0.17,0.17
177,Baron Sauls,2009,Houston Baptist,29,34.2,19.4,14.9,17.4,4.22,14.7,-,-,1.03,0.81,0.26,0.27,0.22
178,Alex Barnett,2009,Dartmouth,28,34.1,26.4,17.5,20.5,7.40,17.9,-,-,1.08,0.87,0.24,0.11,0.13
179,David Kool,2009,Western Mich,31,34.1,20.3,13.7,16.0,5.00,18.2,-,-,0.98,0.76,0.32,0.11,0.15
180,Joe Zeglinski,2009,Hartford,10,34.1,20.7,14.6,17.1,1.68,13.3,-,-,1.15,1.03,0.14,0.18,0.07
181,Mark Socoby,2009,Maine,30,34.1,14.6,10.3,12.0,1.91,13.8,-,-,0.89,0.72,0.34,0.19,0.17
182,Chris Howard,2009,South Florida,31,34.1,11.8,9.2,10.8,0.49,9.5,-,-,0.81,0.72,0.34,0.43,0.24
183,James Feldeine,2009,Quinnipiac,31,34.1,20.1,14.5,17.0,4.87,17.4,-,-,0.97,0.84,0.25,0.14,0.18
184,Garrett Williamson,2009,St Joseph's,32,34.1,11.6,10.5,12.3,0.43,8.3,-,-,0.73,0.64,0.36,0.54,0.27
185,James Florence,2009,Mercer,32,34.1,21.7,14.7,17.2,5.93,21.6,-,-,0.96,0.79,0.30,0.17,0.18
186,Garrett Callahan,2009,South Dakota St,33,34.1,18.5,12.2,14.3,4.32,14.3,-,-,1.11,0.78,0.29,0.13,0.17
187,Bryan Mullins,2009,Southern Ill,22,34.1,17.5,12.5,14.7,2.48,9.1,-,-,1.03,0.85,0.20,0.62,0.19
188,Anthony Nelson,2009,Niagara,34,34.1,15.4,12.9,15.1,2.61,8.4,-,-,0.96,0.67,0.53,0.65,0.25
189,Ken Horton,2009,CCSU,28,34.1,24.2,17.1,20.0,6.33,13.5,-,-,1.22,0.88,0.31,0.11,0.15
190,Ryan Wittman,2009,Cornell,31,34.1,22.2,15.7,18.4,5.98,16.4,-,-,1.12,0.86,0.19,0.16,0.11
191,Wesley Jenkins,2009,St. Peter's,28,34.0,16.5,10.2,12.0,2.71,16.9,-,-,0.93,0.90,0.20,0.06,0.13
192,Wesley Matthews,2009,Marquette,35,34.0,24.6,18.6,21.8,8.15,15.9,-,-,1.15,0.73,0.46,0.15,0.15
193,J.R. Blount,2009,Loyola IL,32,34.0,14.7,10.0,11.7,2.13,15.8,-,-,0.89,0.83,0.36,0.21,0.18
194,Eugene Harvey,2009,Seton Hall,32,34.0,17.2,12.8,15.0,3.43,12.9,-,-,0.97,0.79,0.32,0.38,0.22
195,Matt Gatens,2009,Iowa,32,34.0,17.0,11.4,13.4,3.35,9.7,-,-,1.12,0.84,0.27,0.23,0.17
196,Josh Olsen,2009,Utah Valley,25,34.0,15.4,12.1,14.2,1.95,11.5,-,-,0.97,0.71,0.22,0.31,0.23
197,Jahmar Young,2009,New Mexico St,32,33.9,23.2,16.8,19.9,6.69,15.9,-,-,1.13,0.78,0.33,0.20,0.14
198,Jason Holsinger,2009,Evansville,31,33.9,13.0,9.3,11.0,1.12,13.1,-,-,0.95,0.76,0.26,0.26,0.17
