,Player,Year,Team,GP,Min,PER,EFF,EFF/40,EWA,Pos/G,Tm Pos/G,%Tm Pos,Pts/Pos,FGA/Pos,FTA/Pos,Ast/Pos,TO/Pos
17,Levi Levine,2004,Albany,28,37.8,14.2,12.1,12.8,1.78,16.5,-,-,0.86,0.82,0.21,0.15,0.21
18,Odell Bradley,2004,IUPUI,29,37.6,25.6,21.1,22.5,8.04,21.2,-,-,1.09,0.79,0.36,0.11,0.16
19,Willie Depron,2004,Nicholls St,27,37.5,16.6,13.8,14.7,2.93,18.2,-,-,0.85,0.79,0.27,0.20,0.18
20,Jeff Horner,2004,Iowa,29,37.4,17.4,16.2,17.3,3.57,12.3,-,-,1.06,0.68,0.32,0.34,0.21
21,Elijah Ingram,2004,St. John's,19,37.4,11.6,8.5,9.1,0.26,16.1,-,-,0.82,0.79,0.13,0.14,0.22
22,Ronnie Price,2004,Utah Valley,3,37.3,17.7,12.0,12.9,0.38,22.7,-,-,0.87,0.82,0.21,0.07,0.16
23,Andres Rodriguez,2004,American,31,37.3,17.6,14.2,15.2,3.87,12.5,-,-,0.82,0.64,0.33,0.58,0.26
24,Hakim Warrick,2004,Syracuse,31,37.3,24.6,20.7,22.2,7.95,17.9,-,-,1.11,0.79,0.45,0.15,0.17
25,Kameron Gray,2004,Cal Poly,27,37.3,15.2,12.9,13.8,2.17,14.2,-,-,0.92,0.78,0.17,0.22,0.18
26,Terrence Todd,2004,Fairfield,18,37.2,16.6,13.0,14.0,1.91,16.6,-,-,0.90,0.80,0.21,0.20,0.19
27,Rashad Wright,2004,Georgia,29,37.1,18.1,12.9,13.9,3.87,14.0,-,-,1.02,0.78,0.29,0.22,0.15
28,T.J. Parker,2004,Northwestern,29,37.1,11.4,9.0,9.7,0.32,10.2,-,-,0.86,0.80,0.23,0.39,0.19
29,Andre Emmett,2004,Texas Tech,34,37.0,25.6,19.9,21.5,9.26,17.3,-,-,1.19,0.84,0.38,0.11,0.12
30,Jerry Johnson,2004,Rider,31,37.0,20.9,15.1,16.4,5.73,18.5,-,-,1.01,0.80,0.25,0.21,0.17
31,Andre Owens,2004,Houston,27,37.0,18.4,13.2,14.3,3.76,17.1,-,-,0.94,0.85,0.23,0.17,0.16
32,Romain Sato,2004,Xavier,37,36.9,22.3,18.2,19.7,7.82,14.4,-,-,1.13,0.83,0.39,0.16,0.12
33,Bradley Mosley,2004,South Florida,27,36.9,13.1,9.8,10.6,1.11,16.1,-,-,0.90,0.81,0.26,0.21,0.19
34,Ike Diogu,2004,Arizona St,27,36.9,27.3,24.0,26.0,8.14,18.8,-,-,1.21,0.67,0.59,0.09,0.19
35,Seamus Boxley,2004,Portland St,27,36.6,19.7,17.9,19.6,4.35,14.3,-,-,1.03,0.67,0.46,0.13,0.23
36,Ron Robinson,2004,CCSU,27,36.5,23.8,20.6,22.6,6.36,18.1,-,-,1.00,0.78,0.33,0.13,0.18
37,Jermaine Robinson,2004,Cleveland St.,29,36.5,16.0,11.5,12.6,2.71,21.4,-,-,0.92,0.77,0.35,0.12,0.20
38,Vedran Vukusic,2004,Northwestern,28,36.4,18.8,14.2,15.6,4.05,13.5,-,-,1.06,0.81,0.23,0.21,0.20
39,Mike Bell,2004,Fla Atlantic,27,36.4,21.8,19.3,21.3,5.35,16.8,-,-,1.07,0.92,0.22,0.08,0.16
40,Brandon Cole,2004,IUPUI,31,36.4,14.8,13.0,14.3,2.24,10.1,-,-,1.08,0.96,0.19,0.16,0.15
41,Matt Crenshaw,2004,IUPUI,32,36.3,19.5,16.5,18.2,5.02,10.8,-,-,1.08,0.63,0.46,0.52,0.22
42,D.J. Munir,2004,Stony Brook,30,36.3,16.4,11.7,12.8,3.04,17.3,-,-,0.89,0.80,0.21,0.17,0.15
43,Devin Harris,2004,Wisconsin,32,36.3,29.5,19.7,21.7,10.78,17.0,-,-,1.15,0.76,0.40,0.26,0.12
44,Taylor Coppenrath,2004,Vermont,24,36.3,30.6,22.1,24.4,8.57,18.9,-,-,1.27,0.88,0.47,0.07,0.11
45,Marlon Smith,2004,Penn St,28,36.2,9.8,7.5,8.3,-0.53,15.6,-,-,0.86,0.81,0.18,0.14,0.25
46,Gerry McNamara,2004,Syracuse,31,36.2,20.0,14.3,15.8,5.11,16.4,-,-,1.05,0.78,0.28,0.23,0.16
47,Akeem Clark,2004,IUPUI,32,36.2,17.3,12.7,14.0,3.75,12.6,-,-,1.26,0.95,0.24,0.11,0.16
48,Luis Flores,2004,Manhattan,31,36.2,28.0,18.7,20.7,9.60,20.1,-,-,1.19,0.85,0.39,0.08,0.12
49,Rob Monroe,2004,Quinnipiac,25,36.1,17.8,14.5,16.0,3.12,15.4,-,-,1.00,0.82,0.28,0.33,0.13
50,Andre Barrett,2004,Seton Hall,31,36.1,23.7,17.8,19.7,7.17,16.0,-,-,1.08,0.83,0.24,0.37,0.17
51,Carl Krauser,2004,Pittsburgh,32,36.1,20.4,15.3,16.9,5.49,16.1,-,-,0.96,0.73,0.35,0.28,0.19
52,James Williams,2004,Long Island,26,36.1,9.6,9.2,10.2,-0.55,13.6,-,-,0.84,0.67,0.32,0.28,0.28
53,Erik Benzel,2004,Denver,27,36.1,17.8,13.1,14.6,3.38,12.8,-,-,1.12,0.88,0.11,0.18,0.12
54,Anthony Register,2004,Stetson,27,36.0,17.4,12.9,14.3,3.20,14.2,-,-,1.01,0.74,0.34,0.18,0.20
55,Chris Gray,2004,Central Ark,1,36.0,10.7,9.0,10.0,-0.00,14.8,-,-,0.61,0.61,0.40,0.40,0.20
56,TJ Sorrentine,2004,Vermont,31,36.0,15.1,11.1,12.4,2.35,17.2,-,-,0.86,0.79,0.18,0.27,0.17
57,Adam Hess,2004,William & Mary,28,36.0,22.7,18.1,20.1,5.97,17.2,-,-,1.18,0.96,0.34,0.14,0.12
58,Tee Trotter,2004,UMES,28,35.9,17.2,9.8,10.9,3.20,20.2,-,-,0.95,0.79,0.28,0.10,0.19
59,Ian Boylan,2004,CSUN,30,35.8,21.2,15.8,17.6,5.53,12.9,-,-,1.13,0.83,0.34,0.28,0.19
60,Landy Thompson,2004,Mt. St. Marys,29,35.8,17.4,11.9,13.3,3.38,17.9,-,-,0.98,0.84,0.27,0.16,0.18
61,Kason Mims,2004,Quinnipiac,29,35.8,15.6,14.6,16.3,2.48,14.9,-,-,0.88,0.71,0.37,0.38,0.25
62,J.J. Montgomery,2004,Arkansas St,28,35.8,19.2,13.5,15.1,4.18,16.2,-,-,1.11,0.83,0.49,0.07,0.19
63,Chris Quinn,2004,Notre Dame,32,35.8,20.2,14.1,15.8,5.35,12.6,-,-,1.13,0.88,0.24,0.26,0.09
64,Mike Monserez,2004,Butler,30,35.8,18.1,13.6,15.2,3.89,12.9,-,-,0.91,0.75,0.32,0.36,0.24
65,Michael Kuebler,2004,Hawaii,33,35.7,20.3,14.0,15.6,5.57,15.4,-,-,1.18,0.92,0.22,0.15,0.13
66,Tim Smith,2004,ETSU,32,35.7,18.3,15.2,17.1,4.25,19.1,-,-,0.93,0.80,0.27,0.24,0.21
67,A.W. Hamilton,2004,Marshall,29,35.6,12.4,11.0,12.3,0.81,10.6,-,-,0.83,0.74,0.19,0.51,0.24
68,Julius Page,2004,Pittsburgh,36,35.6,11.9,8.2,9.2,0.70,11.8,-,-,0.93,0.85,0.24,0.15,0.12
69,Rob Gogerty,2004,UMBC,28,35.6,14.9,11.3,12.7,2.00,11.4,-,-,0.92,0.86,0.11,0.35,0.15
70,Jeff Schiffner,2004,Penn,27,35.6,16.9,12.3,13.8,2.89,13.5,-,-,1.06,0.84,0.25,0.25,0.15
71,Whit Holcomb-Faye,2004,Radford,27,35.6,17.6,11.7,13.1,3.22,18.4,-,-,0.95,0.79,0.37,0.22,0.18
72,Jason Parker,2004,Tulsa,29,35.5,17.5,12.1,13.6,3.41,18.3,-,-,0.93,0.82,0.25,0.16,0.15
73,Jonathan Bluitt,2004,Oral Roberts,27,35.5,14.3,13.1,14.8,1.64,11.0,-,-,0.91,0.66,0.34,0.56,0.25
74,Bryant Matthews,2004,Virginia Tech,29,35.4,29.9,21.4,24.2,9.78,18.3,-,-,1.20,0.87,0.49,0.08,0.16
75,Bruce Price,2004,Tennessee St,27,35.4,18.7,12.9,14.5,3.77,17.8,-,-,0.99,0.81,0.39,0.23,0.18
76,Chris Duhon,2004,Duke,37,35.4,16.6,14.4,16.3,3.80,11.3,-,-,0.89,0.74,0.22,0.54,0.25
77,Vernard Hollins,2004,Wright St,28,35.4,20.3,15.1,17.1,4.69,17.5,-,-,0.93,0.70,0.42,0.27,0.19
78,Julius Johnson,2004,Miami OH,29,35.4,20.6,13.0,14.6,4.99,16.2,-,-,1.08,0.82,0.44,0.08,0.12
79,Ramond Marshall,2004,Dayton,32,35.4,15.1,10.9,12.3,2.41,16.6,-,-,0.88,0.79,0.26,0.31,0.17
80,Nick Jacobson,2004,Utah,33,35.4,18.9,11.6,13.2,4.68,14.6,-,-,1.13,0.87,0.20,0.09,0.12
81,Ken Tutt,2004,Oral Roberts,28,35.4,20.8,14.9,16.8,4.92,17.5,-,-,1.18,0.88,0.22,0.12,0.11
82,Timmy Bowers,2004,Mississippi St.,30,35.3,18.7,14.5,16.4,4.15,15.5,-,-,0.97,0.83,0.19,0.31,0.22
83,Desmon Farmer,2004,USC,28,35.3,18.7,13.7,15.6,3.89,18.0,-,-,1.08,0.87,0.32,0.10,0.14
84,Steven Smith,2004,La Salle,30,35.2,21.7,17.0,19.3,5.74,15.8,-,-,1.08,0.86,0.27,0.07,0.17
85,Kim Adams,2004,Arkansas St,28,35.2,18.1,17.5,19.8,3.59,8.8,-,-,1.06,0.74,0.26,0.20,0.26
86,Damien Wilkins,2004,Georgia,30,35.2,17.6,13.5,15.4,3.58,12.2,-,-,1.04,0.79,0.41,0.24,0.21
87,Ka'Ron Barnes,2004,Cornell,27,35.1,20.6,15.1,17.2,4.59,22.0,-,-,0.92,0.75,0.26,0.21,0.19
88,Daryll Hill,2004,St. John's,27,35.1,14.6,9.5,10.8,1.79,17.2,-,-,0.86,0.86,0.19,0.22,0.20
89,Matt Sayman,2004,Baylor,29,35.1,11.2,9.5,10.8,0.18,10.3,-,-,0.79,0.65,0.30,0.39,0.31
90,Curtis Stinson,2004,Iowa St,33,35.1,19.2,16.1,18.3,4.82,16.7,-,-,0.97,0.83,0.22,0.26,0.23
91,Kevin Cooper,2004,Prairie View,27,35.1,11.8,8.0,9.1,0.48,18.5,-,-,0.82,0.82,0.19,0.13,0.17
92,Blake Walker,2004,Portland St,27,35.1,16.6,12.6,14.4,2.72,15.4,-,-,1.05,0.94,0.29,0.10,0.14
93,Paul Millsap,2004,Louisiana Tech,30,35.1,26.7,22.9,26.1,8.32,12.9,-,-,1.20,0.77,0.47,0.06,0.17
94,Josh Fisher,2004,St. Louis,32,35.1,18.6,14.2,16.2,4.35,11.8,-,-,0.99,0.72,0.35,0.36,0.19
95,Dennis Trammell,2004,Ball State,28,35.1,16.6,12.8,14.5,2.83,11.6,-,-,1.14,0.93,0.22,0.25,0.19
96,Julian Sensley,2004,Hawaii,33,35.1,21.4,17.7,20.2,6.11,11.2,-,-,1.10,0.83,0.30,0.31,0.16
97,Rickey Paulding,2004,Missouri,30,35.0,17.6,12.7,14.5,3.56,13.5,-,-,1.12,0.89,0.35,0.21,0.19
98,Andrew Wisniewski,2004,Centenary,28,35.0,29.6,20.0,22.9,9.17,17.9,-,-,1.22,0.76,0.39,0.24,0.18
99,Shane Schilling,2004,Cal Poly,24,35.0,16.9,14.2,16.2,2.55,17.4,-,-,0.93,0.82,0.21,0.12,0.19
100,Shane Schilling,2004,Cal Poly,24,35.0,16.9,14.2,16.2,2.55,17.4,-,-,0.93,0.82,0.21,0.12,0.19
101,John Cox,2004,San Francisco,1,35.0,7.6,7.0,8.0,-0.06,15.5,-,-,0.65,0.90,0.32,0.06,0.13
102,Andrew Wisniewski,2004,Centenary,28,35.0,29.6,20.0,22.9,9.17,17.9,-,-,1.22,0.76,0.39,0.24,0.18
103,Brandon Bass,2004,LSU,29,35.0,20.1,16.2,18.5,4.69,11.2,-,-,1.14,0.74,0.48,0.05,0.17
104,Brian Swift,2004,South Florida,27,35.0,12.2,10.0,11.4,0.65,11.3,-,-,0.88,0.71,0.13,0.39,0.27
105,Terrance Thomas,2004,Baylor,26,35.0,21.0,15.3,17.6,4.61,15.5,-,-,1.03,0.83,0.28,0.21,0.19
106,Lionel Chalmers,2004,Xavier,37,34.9,19.3,13.5,15.4,5.48,15.9,-,-,1.04,0.77,0.25,0.20,0.17
107,Dee Brown,2004,Illinois,33,34.9,18.4,13.5,15.5,4.36,12.8,-,-,1.04,0.92,0.17,0.35,0.15
108,Ryan Stys,2004,Hartford,29,34.9,15.8,11.3,12.9,2.50,13.7,-,-,0.97,0.83,0.27,0.18,0.15
109,Radee Skipworth,2004,VMI,23,34.9,16.4,13.0,14.8,2.24,16.4,-,-,0.97,0.84,0.29,0.06,0.15
110,Rawle Marshall,2004,Oakland,30,34.9,19.8,14.5,16.6,4.69,16.4,-,-,1.07,0.82,0.37,0.12,0.18
111,Bruce Horan,2004,Butler,30,34.9,14.9,8.7,10.0,2.10,8.9,-,-,1.19,0.97,0.09,0.12,0.04
112,Maurice Carter,2004,Robert Morris,29,34.9,16.1,11.1,12.8,2.66,16.1,-,-,0.92,0.77,0.27,0.20,0.16
113,Chakowby Hicks,2004,Norfolk St,29,34.9,22.0,15.9,18.2,5.62,16.2,-,-,0.98,0.74,0.37,0.18,0.24
114,Tremmell Darden,2004,Niagara,32,34.9,22.0,17.6,20.2,6.20,15.2,-,-,1.18,0.79,0.44,0.20,0.17
115,Julius Hodge,2004,N.C. State,31,34.9,26.1,20.3,23.3,8.19,16.2,-,-,1.12,0.74,0.38,0.22,0.19
116,Drake Diener,2004,DePaul,32,34.8,18.7,13.7,15.7,4.40,9.7,-,-,1.31,0.84,0.27,0.26,0.14
117,Craig Franklin,2004,Chicago St,32,34.8,16.4,11.2,12.9,3.08,14.6,-,-,0.98,0.79,0.34,0.18,0.19
118,Ryan Gomes,2004,Providence,29,34.8,28.4,22.6,26.0,8.82,15.5,-,-,1.22,0.84,0.34,0.15,0.17
119,Allan Ray,2004,Villanova,35,34.7,19.1,14.3,16.4,5.02,16.5,-,-,1.05,0.80,0.25,0.17,0.15
120,Mike Wells,2004,WKU,28,34.7,20.3,15.9,18.3,4.59,14.2,-,-,1.11,0.88,0.25,0.18,0.15
121,Courtney Pritchard,2004,Wagner,28,34.7,13.6,11.8,13.6,1.34,12.6,-,-,0.81,0.69,0.23,0.45,0.26
122,Brandon Bowman,2004,Georgetown,28,34.7,20.1,16.4,18.9,4.48,16.5,-,-,0.97,0.82,0.29,0.11,0.22
123,DeAndre Haynes,2004,Kent St,31,34.7,16.1,13.5,15.6,2.83,12.4,-,-,0.84,0.69,0.25,0.47,0.26
124,Brandon Carter,2004,Binghamton,30,34.6,14.8,10.8,12.5,2.08,9.9,-,-,1.11,0.85,0.33,0.17,0.16
125,Brandon Carter,2004,Binghamton,30,34.6,14.8,10.8,12.5,2.08,9.9,-,-,1.11,0.85,0.33,0.17,0.16
126,Mark Linebaugh,2004,Colgate,29,34.6,14.2,9.8,11.3,1.68,13.5,-,-,0.94,0.88,0.25,0.22,0.14
127,Sergio Sanchez,2004,UTPA,28,34.6,15.7,11.7,13.5,2.35,12.5,-,-,1.03,0.79,0.28,0.36,0.22
128,Brion Rush,2004,Grambling,29,34.6,19.6,15.3,17.7,4.37,18.8,-,-,1.03,0.84,0.22,0.16,0.18
129,Luke Jackson,2004,Oregon,31,34.6,29.4,23.3,27.0,9.90,17.8,-,-,1.19,0.78,0.34,0.25,0.17
130,Tory Cavalieri,2004,St. Francis (NY),28,34.5,17.1,14.4,16.7,3.00,11.4,-,-,0.86,0.70,0.24,0.51,0.29
131,Kevin Downey,2004,Canisius,30,34.5,16.0,12.7,14.7,2.65,12.9,-,-,1.02,0.82,0.15,0.29,0.19
132,Ben Gordon,2004,Connecticut,39,34.5,22.1,17.8,20.6,7.56,17.4,-,-,1.07,0.81,0.25,0.26,0.16
133,Jaime Lloreda,2004,LSU,22,34.5,25.2,20.3,23.5,5.43,15.6,-,-,1.09,0.70,0.50,0.09,0.22
134,Pierre Pierce,2004,Iowa,29,34.5,16.5,13.4,15.6,2.80,17.3,-,-,0.94,0.73,0.38,0.21,0.23
135,Miah Davis,2004,Pacific,32,34.5,20.7,14.9,17.3,5.43,13.1,-,-,1.12,0.70,0.40,0.24,0.16
136,Mike Skrocki,2004,Richmond,34,34.4,19.3,12.4,14.4,4.94,14.3,-,-,1.12,0.84,0.33,0.14,0.12
137,Sean Banks,2004,Memphis,30,34.4,20.8,15.4,17.9,5.13,15.1,-,-,1.15,0.82,0.42,0.08,0.16
138,John Allen,2004,Seton Hall,31,34.4,15.3,11.8,13.7,2.40,12.5,-,-,0.99,0.80,0.35,0.18,0.17
139,Jaron Brown,2004,Pittsburgh,36,34.4,19.0,13.7,16.0,5.01,10.8,-,-,1.08,0.87,0.30,0.26,0.21
140,Josh Atkinson,2004,Oral Roberts,28,34.4,13.1,10.9,12.6,1.11,11.1,-,-,1.01,0.84,0.16,0.26,0.17
141,Odartey Blankson,2004,UNLV,31,34.4,25.0,21.5,25.0,7.52,15.1,-,-,1.16,0.77,0.38,0.10,0.17
142,Kennedy Winston,2004,Alabama,33,34.3,21.6,14.8,17.3,6.07,15.4,-,-,1.11,0.85,0.35,0.13,0.14
143,Antonio Burks,2004,Memphis,30,34.3,23.7,17.0,19.8,6.58,15.4,-,-,1.04,0.80,0.25,0.36,0.16
144,David Moss,2004,Indiana St,25,34.3,20.8,14.2,16.5,4.24,14.2,-,-,0.96,0.79,0.29,0.25,0.16
145,Ahmad Smith,2004,St. Bonaventure,27,34.3,14.1,10.9,12.7,1.53,9.8,-,-,1.05,1.04,0.29,0.21,0.14
146,E.J. Gordon,2004,Stetson,27,34.3,20.3,14.5,16.9,4.36,18.0,-,-,0.93,0.89,0.35,0.17,0.20
147,Gordon Klaiber,2004,Fairleigh Dickinson,28,34.3,21.7,16.1,18.8,5.21,14.5,-,-,1.14,0.94,0.23,0.05,0.12
148,Ricky Minard,2004,Morehead St,29,34.3,29.2,22.6,26.4,9.09,21.2,-,-,1.03,0.76,0.35,0.24,0.17
149,John Lucas,2004,Oklahoma St,35,34.3,21.0,15.0,17.5,6.09,13.3,-,-,1.13,0.86,0.21,0.34,0.14
150,Lamar Hurd,2004,Oregon St,28,34.3,8.8,8.3,9.6,-0.96,7.6,-,-,0.69,0.77,0.23,0.64,0.28
151,Darshan Luckey,2004,St. Francis (PA),28,34.3,18.6,12.1,14.1,3.71,18.7,-,-,0.94,0.78,0.33,0.08,0.17
152,Blake Stepp,2004,Gonzaga,30,34.2,21.6,18.0,21.0,5.50,14.2,-,-,1.04,0.76,0.23,0.49,0.21
153,Jose Juan Barea,2004,Northeastern,26,34.2,22.8,16.2,18.9,5.29,20.8,-,-,0.99,0.86,0.27,0.28,0.14
154,Tim Begley,2004,Penn,27,34.2,19.3,14.5,16.9,3.88,11.7,-,-,1.12,0.78,0.20,0.36,0.22
155,Jeff Gloger,2004,UCI,28,34.2,18.0,14.7,17.2,3.43,9.7,-,-,0.93,0.66,0.39,0.43,0.28
156,Travis Diener,2004,Marquette,31,34.2,26.8,18.5,21.6,8.41,16.6,-,-,1.13,0.82,0.30,0.36,0.14
157,Jason Forte,2004,Brown,26,34.2,21.1,16.5,19.3,4.53,16.8,-,-,1.00,0.72,0.34,0.30,0.21
158,Drew Schifino,2004,West Virginia,11,34.2,21.0,13.1,15.3,1.91,16.1,-,-,1.09,0.91,0.41,0.08,0.16
159,Aerick Sanders,2004,San Diego St,30,34.2,26.6,21.1,24.7,8.04,12.6,-,-,1.27,0.95,0.31,0.08,0.13
160,Adam Mark,2004,Belmont,30,34.2,29.9,23.6,27.6,9.74,14.9,-,-,1.25,0.79,0.31,0.19,0.19
161,Kevin Reed,2004,Maine,30,34.2,19.7,15.6,18.3,4.50,14.2,-,-,1.02,0.84,0.19,0.09,0.16
162,Brandon Lipsey,2004,UMKC,29,34.1,14.4,11.8,13.9,1.77,7.8,-,-,1.14,0.91,0.24,0.11,0.15
163,Kris Humphries,2004,Minnesota,29,34.1,26.0,20.1,23.6,7.49,20.4,-,-,1.06,0.84,0.39,0.03,0.14
164,Michael Gardener,2004,Southeastern LA,29,34.1,18.6,13.9,16.3,3.82,14.0,-,-,1.01,0.73,0.33,0.35,0.21
165,Bryan Hopkins,2004,SMU,29,34.1,22.1,15.1,17.8,5.57,17.9,-,-,0.99,0.74,0.22,0.21,0.21
166,Delmar Wilson,2004,Mercer,25,34.1,15.5,12.9,15.1,1.97,13.9,-,-,0.96,0.79,0.24,0.14,0.23
167,Adam Quick,2004,Portland,28,34.1,14.2,11.3,13.2,1.60,9.8,-,-,0.99,0.74,0.19,0.44,0.20
168,Marcus Whitaker,2004,Fairleigh Dickinson,29,34.1,12.9,10.0,11.8,1.00,8.0,-,-,0.79,0.78,0.21,0.69,0.24
169,Ed O'Neil,2004,Charleston So,28,34.0,14.5,11.1,13.1,1.73,12.3,-,-,0.76,0.69,0.25,0.47,0.26
170,Chris Young,2004,South Alabama,28,34.0,16.1,9.9,11.6,2.49,12.1,-,-,1.06,0.91,0.13,0.16,0.12
171,Ben Jacobson,2004,UNI,31,34.0,16.8,12.1,14.3,3.14,14.5,-,-,0.97,0.80,0.22,0.16,0.14
172,Jared Dudley,2004,Boston College,34,34.0,19.6,14.9,17.5,5.08,10.5,-,-,1.14,0.79,0.49,0.27,0.20
173,Yakhouba Diawara,2004,Pepperdine,14,34.0,25.6,18.2,21.4,3.51,13.2,-,-,1.42,0.93,0.53,0.06,0.09
174,John Gilchrist,2004,Maryland,32,34.0,20.7,16.4,19.3,5.35,14.3,-,-,1.07,0.83,0.27,0.35,0.21
175,Marcus Melvin,2004,N.C. State,31,34.0,20.2,16.8,19.8,4.92,13.0,-,-,1.10,0.82,0.27,0.15,0.18
176,Mike Green,2004,Towson,29,34.0,12.4,10.3,12.2,0.78,13.0,-,-,0.78,0.69,0.33,0.34,0.27
177,James Gillingham,2004,Bradley,30,33.9,20.1,14.6,17.2,4.72,14.1,-,-,1.07,0.67,0.50,0.19,0.17
178,Jave Meade,2004,Holy Cross,28,33.9,17.4,12.4,14.6,3.09,10.3,-,-,0.90,0.80,0.42,0.54,0.18
179,Jameer Nelson,2004,St Joseph's,32,33.9,30.8,21.7,25.5,10.79,18.6,-,-,1.11,0.83,0.25,0.29,0.15
180,Delonte Holland,2004,DePaul,32,33.9,21.9,15.4,18.2,5.97,14.6,-,-,1.13,0.89,0.31,0.14,0.14
181,Josh Pace,2004,Syracuse,31,33.9,16.5,13.2,15.5,2.95,9.7,-,-,0.98,0.90,0.20,0.34,0.17
182,Deron Williams,2004,Illinois,30,33.9,19.7,14.6,17.2,4.48,14.6,-,-,0.96,0.82,0.17,0.42,0.17
183,Donnie McGrath,2004,Providence,29,33.9,13.1,9.1,10.8,1.12,9.7,-,-,1.03,0.87,0.16,0.35,0.15
184,Garrett Richardson,2004,Tennessee St,28,33.9,18.5,13.1,15.5,3.62,11.8,-,-,1.01,0.89,0.14,0.34,0.16
185,LeRoy Hurd,2004,UTSA,33,33.9,22.9,18.6,22.0,6.70,17.7,-,-,1.09,0.75,0.38,0.10,0.19
186,CJ Watson,2004,Tennessee,29,33.9,17.6,14.2,16.7,3.33,11.9,-,-,0.97,0.72,0.30,0.42,0.21
187,Aaron Miles,2004,Kansas,33,33.8,16.2,14.1,16.6,3.01,11.0,-,-,0.82,0.68,0.28,0.66,0.24
188,Scott Henry,2004,Idaho St,31,33.8,19.6,17.4,20.5,4.56,13.1,-,-,1.08,0.82,0.23,0.16,0.20
189,Greg Davis,2004,Troy,31,33.8,24.5,18.1,21.4,7.15,15.9,-,-,0.98,0.83,0.21,0.52,0.18
190,Zabian Dowdell,2004,Virginia Tech,28,33.8,13.6,9.7,11.5,1.33,12.5,-,-,0.86,0.81,0.17,0.25,0.18
191,Marquis Poole,2004,Idaho St,28,33.8,23.5,17.4,20.6,5.97,19.4,-,-,0.98,0.75,0.34,0.31,0.20
192,Jake Sullivan,2004,Iowa St,33,33.8,15.9,11.0,13.0,2.84,13.1,-,-,1.12,0.84,0.21,0.13,0.10
193,Wesley Stokes,2004,San Diego St,30,33.8,13.1,10.0,11.9,1.17,15.3,-,-,0.79,0.73,0.22,0.38,0.25
194,Dewarick Spencer,2004,Arkansas St,28,33.8,24.6,18.3,21.6,6.51,16.7,-,-,1.14,0.78,0.27,0.16,0.19
195,Maurice Searight,2004,Grambling,28,33.8,13.0,13.0,15.3,1.00,8.1,-,-,0.72,0.63,0.24,0.86,0.39
196,Ron Lewis,2004,Bowling Green,31,33.8,19.1,14.5,17.2,4.29,16.3,-,-,1.04,0.72,0.46,0.18,0.18
197,Mike Slattery,2004,Delaware,28,33.8,16.5,12.9,15.2,2.66,12.1,-,-,0.91,0.75,0.25,0.49,0.21
198,Aubrey Conerly,2004,Jacksonville,28,33.8,12.0,9.6,11.4,0.57,9.2,-,-,0.90,0.68,0.38,0.40,0.21
