,Player,Year,Team,GP,Min,PER,EFF,EFF/40,EWA,Pos/G,Tm Pos/G,%Tm Pos,Pts/Pos,FGA/Pos,FTA/Pos,Ast/Pos,TO/Pos
34,Cortez Edwards,2018,Southern Miss,23,36.7,20.2,16.8,18.3,3.92,14.1,65.9,21.4%,1.07,0.92,0.20,0.19,0.14
35,Pinky Wiley,2018,Delaware St,26,36.7,7.8,6.4,7.0,-1.42,11.1,66.6,16.7%,0.79,0.77,0.15,0.26,0.23
36,Nick Masterson,2018,Kennesaw St,26,36.7,19.3,16.1,17.6,4.02,11.1,70.2,15.8%,1.37,0.87,0.24,0.30,0.14
37,Brian Beard,2018,FIU,24,36.6,20.1,15.9,17.3,4.08,19.5,70.9,27.5%,0.87,0.70,0.35,0.28,0.16
38,Jordan Howard,2018,Central Ark,26,36.6,24.6,20.8,22.8,6.51,22.5,75.7,29.7%,1.15,0.80,0.31,0.13,0.10
39,Junior Robinson,2018,Mt. St. Marys,27,36.6,24.4,18.9,20.6,6.64,19.9,66.7,29.8%,1.11,0.80,0.30,0.25,0.15
40,Kurk Lee,2018,Drexel,28,36.5,11.7,10.0,10.9,0.44,14.0,69.4,20.2%,0.90,0.84,0.19,0.23,0.18
41,Jashuan Agosto,2018,Long Island,27,36.5,11.6,11.6,12.7,0.38,13.1,72.1,18.1%,0.89,0.77,0.22,0.33,0.18
42,Jacob Gilyard,2018,Richmond,26,36.5,16.1,12.8,14.0,2.50,10.4,68.3,15.2%,1.04,0.85,0.20,0.39,0.16
43,Brock Stull,2018,Milwaukee,25,36.5,12.8,11.8,12.9,0.90,14.4,67.1,21.5%,0.90,0.83,0.19,0.24,0.15
44,Darius Thompson,2018,WKU,25,36.5,20.7,17.7,19.4,4.50,13.5,69.1,19.5%,1.09,0.79,0.28,0.36,0.13
45,Rashawn Powell,2018,La Salle,26,36.5,16.3,13.8,15.1,2.57,18.2,69.4,26.2%,0.92,0.81,0.20,0.23,0.14
46,J.R. Lynch,2018,Hartford,26,36.4,15.8,14.3,15.7,2.35,14.7,66.8,21.9%,0.94,0.77,0.22,0.27,0.17
47,Justin Strings,2018,Sacramento St,25,36.4,18.7,16.1,17.7,3.59,19.0,66.1,28.7%,0.98,0.88,0.27,0.12,0.11
48,Jon Davis,2018,Charlotte,23,36.4,14.6,12.2,13.4,1.56,18.2,70.2,25.9%,0.89,0.75,0.34,0.28,0.22
49,Tyree Griffin,2018,Southern Miss,23,36.4,19.2,15.5,17.0,3.49,15.9,65.9,24.2%,0.95,0.81,0.25,0.35,0.16
50,Logan McIntosh,2018,UMES,24,36.4,14.3,12.1,13.3,1.52,14.0,65.9,21.2%,0.90,0.73,0.34,0.32,0.20
51,Shake Milton,2018,SMU,22,36.4,24.5,19.2,21.1,5.46,16.1,63.2,25.5%,1.12,0.77,0.31,0.27,0.14
52,David Cohn,2018,William & Mary,24,36.3,20.0,17.5,19.3,4.00,13.3,70.6,18.8%,1.09,0.68,0.28,0.46,0.21
53,Blake Simmons,2018,Evansville,26,36.3,11.8,11.2,12.3,0.47,10.7,65.3,16.4%,0.97,0.79,0.16,0.20,0.19
54,Jaylen Adams,2018,St. Bonaventure,20,36.3,24.5,20.1,22.1,4.95,17.8,68.9,25.9%,1.12,0.71,0.36,0.31,0.17
55,Emmett Naar,2018,St Mary's,28,36.2,17.4,14.8,16.4,3.30,11.1,63.5,17.5%,0.89,0.68,0.21,0.77,0.27
56,Desmond Williams,2018,FAMU,28,36.2,17.6,14.4,15.9,3.41,18.4,69.4,26.5%,0.99,0.82,0.36,0.10,0.17
57,Stephen Thompson,2018,Oregon St,26,36.2,19.2,15.0,16.6,3.91,14.6,67.7,21.5%,1.10,0.87,0.22,0.23,0.14
58,Otis Livingston,2018,GMU,27,36.1,18.7,15.0,16.6,3.85,17.3,69.4,24.9%,0.98,0.76,0.23,0.26,0.16
59,Jahad Thomas,2018,UMass Lowell,23,36.1,24.3,21.6,23.9,5.57,18.8,70.4,26.8%,1.07,0.78,0.34,0.22,0.20
60,Tyler Nelson,2018,Fairfield,27,36.1,21.4,17.5,19.4,5.12,20.6,72.9,28.3%,1.06,0.81,0.28,0.16,0.12
61,Colton Weisbrod,2018,Lamar,24,36.1,18.7,16.3,18.1,3.40,14.2,69.5,20.4%,1.08,0.82,0.43,0.13,0.16
62,Keith Braxton,2018,St. Francis (PA),25,36.1,23.4,21.8,24.1,5.64,16.1,70.3,23.0%,1.04,0.76,0.30,0.20,0.17
63,Tres Tinkle,2018,Oregon St,26,36.1,23.1,20.5,22.7,5.74,16.4,67.7,24.3%,1.10,0.78,0.31,0.22,0.17
64,Ben Lammers,2018,Georgia Tech,27,36.1,18.5,16.7,18.5,3.71,11.1,64.5,17.2%,0.99,0.90,0.24,0.12,0.14
65,Makale Foreman,2018,Chattanooga,27,36.1,10.2,8.0,8.9,-0.30,8.8,67.6,13.0%,1.12,0.91,0.14,0.20,0.15
66,B.J. Tyson,2018,ECU,25,36.0,15.3,13.1,14.5,2.03,14.7,68.8,21.4%,1.00,0.86,0.24,0.19,0.13
67,Ahmaad Rorie,2018,Montana,25,36.0,18.4,14.8,16.4,3.41,16.4,69.5,23.5%,1.04,0.90,0.20,0.22,0.13
68,Jalen Hayes,2018,Oakland,25,36.0,21.2,20.8,23.1,4.67,17.2,72.3,23.7%,1.12,0.84,0.29,0.11,0.14
69,Jordan Chatman,2018,Boston College,26,36.0,13.9,10.8,12.0,1.42,10.5,69.2,15.2%,1.19,0.92,0.23,0.15,0.07
70,Henry Caruso,2018,Santa Clara,26,36.0,18.9,15.4,17.1,3.76,9.7,63.9,15.2%,1.23,0.85,0.40,0.18,0.13
71,Joe Chealey,2018,Col Of Charleston,26,36.0,21.4,16.1,17.8,4.91,16.9,65.4,25.9%,1.04,0.75,0.43,0.20,0.10
72,Laurynas Motuzis,2018,American,27,36.0,14.7,12.2,13.5,1.87,15.1,66.4,22.7%,0.96,0.83,0.23,0.12,0.14
73,D'Marcus Simonds,2018,Georgia St,25,36.0,23.8,19.3,21.4,5.80,21.7,67.4,32.2%,0.98,0.81,0.29,0.21,0.17
74,Nick Weiler-Babb,2018,Iowa St,22,36.0,19.0,18.5,20.6,3.21,12.2,68.9,17.7%,0.92,0.70,0.29,0.55,0.20
75,Stuckey Mosley,2018,James Madison,27,35.9,19.9,15.6,17.4,4.40,17.8,69.9,25.5%,1.06,0.85,0.24,0.12,0.11
76,Kenrich Williams,2018,TCU,26,35.9,22.0,21.0,23.5,5.20,12.1,70.5,17.1%,1.13,0.84,0.27,0.34,0.18
77,Montell Goodwin,2018,Eastern Illinois,25,35.9,15.6,12.1,13.5,2.14,15.4,65.8,23.4%,0.98,0.89,0.16,0.18,0.12
78,Darrell Davis,2018,Dayton,26,35.8,16.3,14.2,15.9,2.56,15.7,67.4,23.3%,1.03,0.74,0.27,0.19,0.18
79,Joseph Chartouny,2018,Fordham,24,35.8,17.9,15.5,17.3,3.04,13.8,66.6,20.7%,0.86,0.74,0.32,0.32,0.18
80,James Thompson,2018,Eastern Michigan,23,35.8,27.2,23.5,26.3,6.73,12.0,66.8,17.9%,1.31,0.74,0.50,0.02,0.15
81,Sammy Mojica,2018,Drexel,28,35.8,12.4,9.8,10.9,0.77,10.6,69.4,15.3%,1.05,0.97,0.21,0.12,0.12
82,Kevin Vannatta,2018,UNCA,26,35.8,13.8,13.3,14.9,1.36,10.1,69.0,14.7%,1.03,0.75,0.30,0.30,0.19
83,C.J. Burks,2018,Marshall,24,35.8,18.3,16.8,18.7,3.18,19.2,76.7,25.1%,1.09,0.83,0.16,0.15,0.17
84,Josh Okogie,2018,Georgia Tech,19,35.8,24.1,18.3,20.4,4.51,15.9,64.5,24.7%,1.17,0.84,0.46,0.14,0.15
85,Marcus Barham,2018,FAMU,25,35.8,14.2,11.4,12.8,1.50,16.4,69.4,23.6%,1.00,0.85,0.22,0.12,0.18
86,Malik Benlevi,2018,Georgia St,25,35.8,17.9,15.6,17.4,3.13,7.7,67.4,11.5%,1.27,0.96,0.15,0.23,0.09
87,Javon Bess,2018,St. Louis,26,35.7,17.8,14.8,16.6,3.24,12.7,65.0,19.6%,1.04,0.76,0.52,0.17,0.16
88,KJ Feagin,2018,Santa Clara,26,35.7,19.0,14.3,16.1,3.77,16.8,63.9,26.3%,1.05,0.87,0.17,0.26,0.14
89,Ryan Allen,2018,Delaware,25,35.7,14.5,10.6,11.8,1.65,15.3,65.7,23.2%,1.05,0.89,0.14,0.08,0.10
90,Olin Carter,2018,San Diego,27,35.7,11.8,9.7,10.9,0.46,12.1,66.1,18.3%,0.98,0.90,0.16,0.13,0.09
91,Tra Holder,2018,Arizona St,26,35.7,21.6,17.7,19.8,4.97,17.5,72.1,24.3%,1.10,0.79,0.37,0.22,0.14
92,Matt Farrell,2018,Notre Dame,22,35.7,20.8,15.7,17.6,3.91,15.8,66.1,24.0%,1.05,0.83,0.16,0.35,0.15
93,Joe Cremo,2018,Albany,28,35.7,22.3,17.0,19.0,5.72,15.6,65.2,24.0%,1.14,0.78,0.32,0.24,0.14
94,Kassius Robertson,2018,Missouri,26,35.7,18.4,13.9,15.6,3.49,15.3,66.6,22.9%,1.11,0.74,0.29,0.16,0.15
95,Jonah Radebaugh,2018,No. Colorado,25,35.6,10.8,11.3,12.7,0.01,6.0,72.7,8.3%,1.13,0.90,0.22,0.24,0.12
96,Amar Stukes,2018,La Salle,27,35.6,11.7,10.1,11.4,0.41,7.9,69.4,11.3%,1.06,0.81,0.27,0.40,0.18
97,Jerome Robinson,2018,Boston College,27,35.6,23.8,18.6,20.9,6.21,17.9,69.2,25.8%,1.18,0.77,0.28,0.18,0.15
98,Brendan Barry,2018,Dartmouth,22,35.6,13.0,11.0,12.4,0.87,9.8,67.0,14.6%,1.03,0.80,0.18,0.44,0.16
99,Devin Harris,2018,Jacksonville,22,35.5,16.5,16.5,18.5,2.21,15.2,72.1,21.0%,0.83,0.66,0.35,0.35,0.24
100,Justin Simon,2018,St. John's,26,35.5,19.0,17.8,20.1,3.77,12.7,70.8,18.0%,0.92,0.76,0.31,0.38,0.19
101,Max Strus,2018,DePaul,26,35.5,17.9,15.7,17.6,3.27,15.4,70.3,21.9%,1.09,0.86,0.26,0.17,0.16
102,Paul Jackson,2018,Eastern Michigan,23,35.5,13.2,10.3,11.7,0.99,17.5,66.8,26.1%,0.86,0.78,0.23,0.24,0.19
103,Divine Myles,2018,Stetson,26,35.5,22.4,18.3,20.6,5.32,15.7,71.9,21.9%,1.12,0.84,0.31,0.25,0.10
104,Christian Keeling,2018,Charleston So,21,35.5,19.8,15.3,17.2,3.32,18.0,66.9,26.9%,1.00,0.79,0.33,0.13,0.14
105,Jeremiah Martin,2018,Memphis,26,35.5,25.9,18.9,21.3,6.91,18.0,65.9,27.3%,1.07,0.74,0.39,0.22,0.15
106,Jarren Greenwood,2018,McNeese St,20,35.5,13.0,11.2,12.6,0.78,13.5,70.8,19.1%,0.93,0.72,0.37,0.23,0.17
107,Ikenna Ndugba,2018,Bryant,29,35.4,13.6,12.5,14.1,1.43,16.0,69.8,22.9%,0.85,0.75,0.26,0.29,0.19
108,MaCio Teague,2018,UNCA,26,35.4,19.8,15.8,17.8,4.10,15.7,69.0,22.8%,1.08,0.81,0.24,0.17,0.13
109,Sam Merrill,2018,Utah St,27,35.4,20.3,16.0,18.1,4.49,13.7,67.8,20.2%,1.18,0.81,0.20,0.23,0.13
110,Jason Dunne,2018,Hartford,26,35.4,16.8,13.4,15.1,2.74,14.5,66.8,21.7%,1.06,0.85,0.15,0.18,0.16
111,Dylan Windler,2018,Belmont,29,35.4,25.3,22.9,25.8,7.41,14.2,67.6,21.1%,1.22,0.77,0.29,0.18,0.16
112,Kajon Mack,2018,Tennessee Tech,26,35.3,15.1,13.7,15.5,1.95,12.9,71.0,18.1%,1.01,0.82,0.32,0.28,0.17
113,Travis Munnings,2018,La Monroe,22,35.3,19.2,16.1,18.2,3.24,13.4,66.0,20.3%,1.13,0.91,0.21,0.14,0.12
114,Cody Martin,2018,Nevada,27,35.3,21.8,19.1,21.6,5.19,12.6,70.2,17.9%,1.11,0.79,0.35,0.31,0.16
115,Muhammad Abdur-Rahkman,2018,Michigan,28,35.3,16.7,12.9,14.7,2.91,10.5,64.9,16.1%,1.12,0.91,0.28,0.30,0.05
116,Kobe Gantz,2018,Delaware St,4,35.3,22.3,17.0,19.3,0.81,16.0,66.6,24.1%,1.01,0.64,0.50,0.22,0.20
117,Trae Young,2018,Oklahoma,27,35.2,30.3,25.6,29.1,9.20,27.9,76.3,36.6%,1.02,0.70,0.33,0.33,0.19
118,Byron Ashe,2018,Longwood,25,35.2,9.8,9.3,10.6,-0.45,15.9,68.7,23.2%,0.80,0.82,0.18,0.14,0.19
119,Kobe Webster,2018,Western Ill,21,35.2,16.2,12.8,14.5,1.96,17.8,69.1,25.8%,0.94,0.82,0.17,0.19,0.15
120,Joe Kilgore,2018,TAMUCC,21,35.2,19.6,16.2,18.5,3.24,18.1,68.5,26.4%,0.96,0.81,0.26,0.19,0.15
121,Jevon Carter,2018,West Virginia,27,35.2,24.5,20.7,23.5,6.45,16.7,69.8,23.9%,1.01,0.82,0.26,0.41,0.17
122,Charles Williams,2018,Howard,27,35.1,17.0,12.7,14.5,2.90,18.1,71.9,25.2%,1.07,0.92,0.17,0.03,0.09
123,Luwane Pipkins,2018,Massachusetts,27,35.1,21.1,16.0,18.3,4.85,21.0,67.3,31.3%,0.99,0.80,0.21,0.19,0.16
124,Michael Smith,2018,Columbia,22,35.0,18.0,13.8,15.8,2.75,18.3,70.7,25.9%,0.97,0.84,0.25,0.26,0.13
125,Tyler Seibring,2018,Elon,26,35.0,22.0,18.8,21.5,5.06,12.8,69.2,18.5%,1.27,0.94,0.15,0.17,0.10
126,C.J. Anderson,2018,Massachusetts,26,35.0,12.2,12.2,13.9,0.62,10.9,67.3,16.2%,0.84,0.73,0.27,0.46,0.23
127,Isaiah Wright,2018,San Diego,27,35.0,17.6,15.7,18.0,3.19,14.7,66.1,22.2%,0.94,0.67,0.32,0.35,0.21
128,Shannon Evans,2018,Arizona St,26,35.0,19.5,15.5,17.7,3.92,15.8,72.1,21.9%,1.06,0.82,0.29,0.24,0.10
129,Jose Alvarado,2018,Georgia Tech,25,35.0,16.2,12.8,14.7,2.34,11.9,64.5,18.4%,1.02,0.74,0.27,0.26,0.20
130,Liam O'Reilly,2018,Gardner-Webb,25,35.0,13.5,12.4,14.1,1.17,15.9,68.4,23.3%,0.88,0.79,0.13,0.20,0.19
131,David Dileo,2018,Central Michigan,24,35.0,14.4,12.6,14.4,1.51,9.7,68.3,14.1%,1.11,0.96,0.28,0.13,0.10
132,Bryce Canda,2018,Portland St,24,35.0,15.4,13.8,15.8,1.93,13.9,75.3,18.4%,1.01,0.97,0.16,0.18,0.11
133,Matt Morgan,2018,Cornell,22,35.0,24.8,20.2,23.1,5.36,20.1,71.6,28.0%,1.13,0.75,0.34,0.18,0.13
134,Elijah Pemberton,2018,Hofstra,26,34.9,18.1,14.2,16.3,3.30,13.6,69.0,19.7%,1.18,0.80,0.43,0.16,0.16
135,Ryan Taylor,2018,Evansville,22,34.9,19.2,14.3,16.4,3.22,20.9,65.3,32.0%,1.03,0.86,0.18,0.06,0.12
136,Kelan Martin,2018,Butler,28,34.9,22.9,18.8,21.5,5.87,19.1,70.1,27.2%,1.08,0.85,0.22,0.11,0.12
137,James Demery,2018,St Joseph's,25,34.9,18.1,14.2,16.3,3.18,15.3,71.1,21.5%,1.12,0.92,0.34,0.07,0.10
138,Donte Clark,2018,Texas Southern,27,34.9,17.2,14.3,16.4,3.00,18.4,72.1,25.5%,0.98,0.78,0.39,0.13,0.14
139,Bogdan Bliznyuk,2018,Eastern Wash.,25,34.8,24.4,21.0,24.2,5.90,18.7,68.7,27.3%,1.07,0.74,0.29,0.21,0.18
140,James Batemon,2018,LMU,25,34.8,21.5,16.8,19.2,4.65,15.6,67.1,23.3%,1.11,0.75,0.40,0.30,0.20
141,Barry Brown,2018,Kansas St,27,34.8,19.7,14.5,16.6,4.14,15.7,65.1,24.1%,1.03,0.79,0.31,0.22,0.16
142,Grant Benzinger,2018,Wright St,27,34.8,16.3,13.4,15.4,2.58,12.5,69.3,18.1%,1.17,0.92,0.26,0.10,0.10
143,Joe Rosga,2018,Denver,25,34.8,19.7,15.9,18.3,3.85,14.0,67.8,20.6%,1.17,0.76,0.29,0.20,0.17
144,C.J. Massinburg,2018,Buffalo,26,34.8,22.8,19.9,22.9,5.40,14.2,73.9,19.3%,1.24,0.85,0.37,0.18,0.12
145,Sean Lloyd,2018,Southern Ill,28,34.8,17.8,14.3,16.5,3.37,11.5,67.3,17.1%,1.12,0.82,0.34,0.19,0.16
146,Jordan McLaughlin,2018,USC,28,34.8,21.9,17.8,20.5,5.34,11.7,68.6,17.1%,1.04,0.75,0.30,0.66,0.20
147,Nick Mayo,2018,EKU,27,34.7,21.7,18.7,21.6,5.06,15.9,68.3,23.4%,1.10,0.77,0.26,0.13,0.20
148,Myles Stephens,2018,Princeton,24,34.7,17.7,14.5,16.7,2.83,13.4,66.6,20.1%,1.08,0.84,0.22,0.11,0.16
149,Jermaine Marrow,2018,Hampton,26,34.7,19.6,17.4,20.1,3.96,22.4,74.5,30.0%,0.94,0.80,0.27,0.24,0.16
150,Khalil Small,2018,Green Bay,26,34.7,18.6,16.3,18.8,3.49,16.0,72.8,22.0%,1.08,0.85,0.31,0.19,0.19
151,Ryan Betley,2018,Penn,25,34.7,16.4,13.8,15.9,2.41,13.2,71.4,18.5%,1.11,0.83,0.28,0.10,0.11
152,Jahlil Tripp,2018,Pacific,28,34.7,16.5,14.9,17.1,2.76,11.2,66.1,16.9%,0.94,0.76,0.32,0.36,0.25
153,Jon Gudmundsson,2018,Davidson,25,34.6,21.5,18.4,21.2,4.62,13.2,65.0,20.3%,1.05,0.74,0.25,0.39,0.17
154,Payton Pritchard,2018,Oregon,27,34.6,19.4,16.1,18.6,4.00,13.8,69.2,19.9%,1.08,0.79,0.22,0.35,0.16
155,Amir Bell,2018,Princeton,24,34.6,16.7,14.1,16.3,2.43,10.5,66.6,15.8%,0.98,0.81,0.29,0.36,0.14
156,Dorian Pickens,2018,Stanford,16,34.6,16.1,12.9,14.9,1.46,13.8,70.9,19.5%,1.10,0.81,0.25,0.15,0.15
157,Ivy Smith,2018,Grambling,26,34.6,17.7,15.0,17.4,3.07,17.2,72.5,23.8%,0.91,0.67,0.44,0.28,0.19
158,Tyler Kohl,2018,CCSU,28,34.6,21.3,18.4,21.3,5.06,17.8,66.8,26.7%,0.95,0.78,0.26,0.23,0.20
159,Ryan Welage,2018,San Jose St,24,34.6,18.5,14.9,17.3,3.17,16.6,69.0,24.0%,1.09,0.85,0.24,0.07,0.12
160,Amanze Egekeze,2018,Belmont,29,34.6,21.8,17.8,20.6,5.46,12.9,67.6,19.1%,1.31,0.85,0.28,0.08,0.10
161,Austin Nehls,2018,CCSU,29,34.6,11.6,8.9,10.3,0.41,8.9,66.8,13.3%,1.09,0.94,0.23,0.14,0.10
162,Sean O'Brien,2018,Colgate,26,34.5,16.1,13.1,15.2,2.38,10.3,66.3,15.5%,1.07,0.86,0.24,0.36,0.12
163,Trevon Bluiett,2018,Xavier,28,34.5,23.2,19.3,22.4,5.97,16.4,71.7,22.9%,1.21,0.80,0.33,0.16,0.12
164,Marcquise Reed,2018,Clemson,26,34.5,20.5,16.0,18.6,4.32,14.9,67.4,22.1%,1.05,0.77,0.30,0.23,0.16
165,B.J. Johnson,2018,La Salle,22,34.5,24.0,19.0,22.0,4.98,18.3,69.4,26.4%,1.12,0.89,0.28,0.04,0.13
166,Dylan Osetkowski,2018,Texas,27,34.5,16.0,13.0,15.0,2.39,13.7,68.7,19.9%,1.02,0.87,0.30,0.09,0.17
167,David Crisp,2018,Washington,27,34.5,11.9,9.2,10.7,0.48,13.0,70.3,18.6%,0.90,0.80,0.26,0.25,0.18
168,Reggie Dillard,2018,Presbyterian,25,34.5,13.0,9.4,11.0,0.95,16.0,64.2,24.9%,0.95,0.81,0.23,0.11,0.17
169,Fletcher Magee,2018,Wofford,25,34.5,25.8,18.3,21.3,6.42,19.0,66.6,28.6%,1.22,0.85,0.17,0.09,0.10
170,Jairus Lyles,2018,UMBC,23,34.5,25.6,20.3,23.6,5.82,20.6,68.1,30.3%,1.05,0.77,0.28,0.17,0.15
171,Sviatoslav Mykhailiuk,2018,Kansas,28,34.5,18.1,14.7,17.1,3.51,13.0,69.6,18.6%,1.18,0.97,0.11,0.22,0.12
172,Jordan Johnson,2018,UNLV,27,34.4,18.3,15.6,18.2,3.47,13.2,74.0,17.8%,1.05,0.66,0.41,0.44,0.20
173,Elijah Bryant,2018,BYU,29,34.4,24.0,20.1,23.3,6.52,15.3,67.2,22.8%,1.16,0.72,0.32,0.16,0.15
174,Kevin Maura,2018,UMBC,23,34.4,17.8,13.7,15.9,2.75,9.1,68.1,13.3%,1.17,0.83,0.24,0.54,0.21
175,Wesley Person,2018,Troy,25,34.4,19.3,13.7,15.9,3.63,15.1,68.7,22.0%,1.20,0.84,0.33,0.11,0.13
176,Davon Bell,2018,Presbyterian,25,34.4,18.9,14.3,16.6,3.46,13.6,64.2,21.1%,0.94,0.73,0.33,0.38,0.17
177,Jordan Caroline,2018,Nevada,28,34.4,20.7,18.1,21.1,4.73,15.3,70.2,21.8%,1.11,0.82,0.43,0.13,0.13
178,Grayson Allen,2018,Duke,27,34.3,19.4,15.7,18.3,3.97,13.7,70.6,19.4%,1.11,0.82,0.25,0.34,0.15
179,Darnell Edge,2018,Fairleigh Dickinson,24,34.3,15.5,12.0,14.0,1.90,12.4,69.5,17.9%,1.08,0.83,0.24,0.18,0.14
180,Tony Carr,2018,Penn St,27,34.3,23.0,17.7,20.6,5.64,18.4,68.3,27.0%,1.06,0.86,0.25,0.26,0.13
181,Marcus Lovett,2018,St. John's,6,34.3,15.4,11.2,13.0,0.47,15.9,70.8,22.5%,1.01,0.90,0.16,0.12,0.10
182,Jaelan Sanford,2018,Toledo,26,34.3,19.6,15.6,18.2,3.89,14.2,69.8,20.4%,1.16,0.84,0.29,0.23,0.12
183,Trejon Jacob,2018,FIU,24,34.3,16.7,12.6,14.7,2.42,13.3,70.9,18.7%,1.10,0.90,0.25,0.05,0.09
184,Paul Miller,2018,North Dakota St,25,34.2,22.0,17.7,20.7,4.78,19.6,66.9,29.3%,0.98,0.77,0.24,0.19,0.16
