,Player,Year,Team,GP,Min,PER,EFF,EFF/40,EWA,Pos/G,Tm Pos/G,%Tm Pos,Pts/Pos,FGA/Pos,FTA/Pos,Ast/Pos,TO/Pos
19,Josh Robinson,2017,Austin Peay,27,36.9,20.0,15.3,16.6,4.56,19.3,71.1,27.2%,1.06,0.76,0.32,0.17,0.14
20,Rodney Purvis,2017,Connecticut,32,36.8,13.6,11.4,12.4,1.65,14.5,64.4,22.6%,0.93,0.83,0.20,0.17,0.12
21,Dominic Artis,2017,UTEP,31,36.8,18.9,17.3,18.8,4.57,17.3,67.6,25.5%,0.88,0.73,0.27,0.33,0.18
22,Cameron Morse,2017,Youngstown St,30,36.8,19.6,15.2,16.6,4.84,23.1,74.0,31.2%,1.01,0.89,0.22,0.13,0.10
23,John Konchar,2017,IPFW,30,36.6,25.7,24.4,26.7,8.12,11.6,74.1,15.6%,1.35,0.82,0.29,0.33,0.14
24,Omega Harris,2017,UTEP,30,36.6,15.9,13.0,14.2,2.78,17.1,67.6,25.4%,0.98,0.76,0.27,0.12,0.16
25,Gian Clavell,2017,Colorado St,27,36.6,24.2,18.3,20.0,6.57,18.6,66.5,28.0%,1.10,0.89,0.25,0.09,0.11
26,Devin Morgan,2017,Delaware St,30,36.5,14.6,11.4,12.5,2.06,14.6,67.4,21.7%,0.99,0.88,0.19,0.20,0.12
27,Matt Williams,2017,UCF,36,36.5,15.2,12.1,13.2,2.86,14.6,65.2,22.4%,1.03,0.87,0.14,0.13,0.12
28,Darrion Allen,2017,Longwood,28,36.5,11.7,9.8,10.8,0.42,15.2,69.8,21.8%,0.92,0.81,0.28,0.09,0.16
29,Sean O'Brien,2017,Colgate,31,36.5,15.3,12.6,13.9,2.54,11.4,66.4,17.2%,1.10,0.81,0.19,0.35,0.19
30,B.J. Taylor,2017,UCF,29,36.4,18.7,14.0,15.4,4.12,18.0,65.2,27.6%,0.97,0.77,0.34,0.19,0.12
31,Shawndre Jones,2017,Richmond,35,36.4,17.8,14.4,15.8,4.45,15.0,68.9,21.8%,1.12,0.81,0.28,0.26,0.13
32,Joe Rahon,2017,St Mary's,34,36.4,14.8,12.8,14.0,2.48,9.1,60.2,15.1%,0.91,0.79,0.17,0.62,0.19
33,Levan Alston,2017,Temple,32,36.4,17.9,14.8,16.3,4.09,13.3,67.3,19.8%,1.04,0.90,0.18,0.31,0.11
34,Ethan Telfair,2017,Idaho St,27,36.4,16.6,13.3,14.7,2.81,20.2,69.8,29.0%,0.85,0.77,0.33,0.24,0.17
35,Dajuan Graf,2017,NCCU,31,36.4,17.6,15.0,16.5,3.82,14.2,67.2,21.1%,1.00,0.73,0.28,0.37,0.20
36,Phillip Carr,2017,Morgan St,24,36.3,20.3,18.3,20.2,4.12,14.8,69.1,21.4%,1.11,0.89,0.32,0.08,0.13
37,Jaelan Sanford,2017,Toledo,33,36.3,14.4,11.5,12.7,2.10,12.4,70.6,17.6%,1.08,0.82,0.26,0.25,0.15
38,Jack Gibbs,2017,Davidson,31,36.2,23.0,18.3,20.2,6.77,20.2,68.8,29.3%,1.09,0.80,0.32,0.20,0.13
39,Jeremy Senglin,2017,Weber St,32,36.2,23.1,17.6,19.4,7.06,19.0,68.6,27.7%,1.11,0.77,0.26,0.15,0.13
40,Matthew Butler,2017,UT Martin,33,36.2,10.0,9.3,10.3,-0.51,15.3,68.9,22.3%,0.86,0.77,0.14,0.24,0.21
41,Daniel Dion,2017,New Hampshire,29,36.2,15.4,11.6,12.8,2.37,12.2,66.5,18.3%,1.11,0.79,0.25,0.19,0.14
42,Jackson Kent,2017,James Madison,32,36.2,17.3,13.8,15.2,3.74,13.2,65.3,20.2%,1.05,0.78,0.27,0.18,0.14
43,Stephen Thompson,2017,Oregon St,26,36.2,15.8,12.2,13.4,2.33,16.6,66.1,25.2%,0.98,0.86,0.26,0.18,0.17
44,Frank Mason,2017,Kansas,36,36.1,25.8,20.9,23.2,9.67,18.0,70.8,25.5%,1.16,0.76,0.37,0.29,0.13
45,Jaaron Simmons,2017,Ohio,30,36.1,15.7,14.3,15.8,2.64,18.5,70.9,26.1%,0.87,0.72,0.25,0.35,0.22
46,Dallas Moore,2017,UNF,30,36.1,24.5,18.5,20.5,7.37,20.4,71.1,28.6%,1.15,0.90,0.21,0.18,0.13
47,Austin Nehls,2017,CCSU,29,36.1,15.1,11.3,12.5,2.23,11.4,66.1,17.2%,1.18,0.86,0.36,0.14,0.12
48,Tyler Nelson,2017,Fairfield,31,36.1,20.9,16.6,18.4,5.60,16.9,71.2,23.7%,1.16,0.85,0.29,0.21,0.13
49,Tyler Lydon,2017,Syracuse,34,36.1,20.6,19.1,21.2,5.97,11.3,67.2,16.9%,1.16,0.83,0.30,0.18,0.15
50,Patrick Cole,2017,NCCU,31,36.1,20.7,18.2,20.2,5.50,21.6,67.2,32.2%,0.92,0.76,0.31,0.26,0.18
51,Jazz Johnson,2017,Portland,31,36.0,16.2,12.0,13.4,2.98,15.9,66.2,24.1%,1.01,0.78,0.26,0.15,0.15
52,Adam Grant,2017,Bryant,31,36.0,13.4,11.4,12.7,1.45,13.1,70.6,18.5%,1.02,0.91,0.20,0.20,0.16
53,Trayvon Palmer,2017,Chicago St,29,36.0,16.7,15.9,17.7,3.07,14.8,69.5,21.2%,0.96,0.79,0.33,0.09,0.20
54,Dequon Miller,2017,Missouri St,32,35.9,14.5,10.9,12.1,2.13,13.2,66.1,20.0%,0.97,0.81,0.27,0.29,0.17
55,Nick Mayo,2017,EKU,29,35.9,21.5,18.7,20.8,5.54,17.4,69.6,25.0%,1.07,0.77,0.33,0.15,0.17
56,Garret Covington,2017,Western Ill,26,35.9,18.1,14.5,16.1,3.39,20.0,70.8,28.3%,0.99,0.78,0.24,0.16,0.15
57,Bryce Washington,2017,La Lafayette,31,35.9,22.1,21.2,23.6,6.26,11.2,71.7,15.7%,1.17,0.76,0.42,0.19,0.18
58,Jalen Moore,2017,Utah St,30,35.9,19.8,16.9,18.8,4.83,15.3,67.8,22.6%,1.12,0.82,0.27,0.17,0.13
59,Nisre Zouzoua,2017,Bryant,30,35.9,20.0,15.2,16.9,4.91,18.6,70.6,26.4%,1.10,0.88,0.28,0.08,0.10
60,Calaen Robinson,2017,Portland St,28,35.9,14.2,12.9,14.4,1.71,13.1,75.6,17.3%,0.94,0.76,0.20,0.31,0.20
61,Zaynah Robinson,2017,Norfolk St,31,35.8,16.6,13.2,14.8,3.18,14.5,69.9,20.8%,0.94,0.83,0.26,0.31,0.12
62,Joe Cremo,2017,Albany,34,35.8,20.8,16.6,18.6,6.06,15.6,63.6,24.6%,1.03,0.76,0.28,0.24,0.17
63,Xavier Moon,2017,Morehead St,28,35.8,20.1,16.5,18.4,4.61,15.5,69.9,22.1%,1.07,0.84,0.21,0.31,0.13
64,Aleksa Jugovic,2017,Tennessee Tech,30,35.8,15.1,11.6,13.0,2.27,14.2,69.5,20.4%,1.07,0.81,0.27,0.15,0.13
65,Jimmie Taylor,2017,Rider,33,35.8,16.7,14.2,15.9,3.46,13.4,73.1,18.4%,1.16,0.90,0.32,0.14,0.11
66,Ben Lammers,2017,Georgia Tech,36,35.8,24.0,22.0,24.6,8.47,12.8,67.9,18.9%,1.11,0.88,0.28,0.16,0.14
67,Markelle Fultz,2017,Washington,25,35.7,28.3,22.8,25.6,7.76,21.5,71.8,30.0%,1.08,0.82,0.31,0.27,0.15
68,Keon Johnson,2017,Winthrop,30,35.6,23.4,17.9,20.1,6.69,20.7,71.5,29.0%,1.11,0.79,0.31,0.13,0.11
69,Damon Lynn,2017,NJIT,19,35.6,21.7,15.2,17.1,3.68,19.8,69.6,28.4%,1.07,0.85,0.28,0.17,0.13
70,Tanner Leissner,2017,New Hampshire,29,35.6,21.8,17.5,19.7,5.62,15.1,66.5,22.7%,1.16,0.84,0.40,0.12,0.12
71,Jon Elmore,2017,Marshall,34,35.6,20.6,18.5,20.8,5.90,19.8,76.9,25.7%,1.01,0.74,0.35,0.30,0.16
72,Shannon Evans,2017,Arizona St,32,35.6,17.9,14.7,16.5,4.00,14.6,71.6,20.3%,1.03,0.81,0.25,0.30,0.13
73,Daniel Dingle,2017,Temple,32,35.6,14.7,12.5,14.0,2.21,12.7,67.3,18.8%,0.99,0.79,0.30,0.27,0.20
74,Stephan Jiggetts,2017,Fairleigh Dickinson,29,35.6,12.5,10.8,12.1,0.86,14.8,68.9,21.5%,0.93,0.70,0.35,0.28,0.21
75,Olin Carter,2017,San Diego,29,35.6,14.0,10.2,11.5,1.63,14.4,64.4,22.4%,1.01,0.85,0.18,0.14,0.10
76,Randy Onwuasor,2017,Southern Utah,31,35.5,23.2,19.3,21.7,6.79,23.4,72.4,32.3%,1.02,0.82,0.33,0.14,0.15
77,Jalen Bradley,2017,Oral Roberts,28,35.5,16.4,13.6,15.4,2.76,13.9,70.6,19.7%,1.00,0.85,0.21,0.28,0.12
78,Jacolby Mobley,2017,UT Martin,28,35.5,18.9,13.7,15.4,3.98,16.9,68.9,24.5%,1.16,0.89,0.29,0.12,0.12
79,Luke Kennard,2017,Duke,37,35.5,24.7,19.2,21.6,9.09,15.5,68.4,22.6%,1.26,0.85,0.33,0.16,0.10
80,Steven Spieth,2017,Brown,28,35.5,22.2,19.6,22.1,5.63,15.8,70.5,22.4%,1.14,0.68,0.41,0.21,0.22
81,James Daniel,2017,Howard,2,35.5,13.7,8.5,9.6,0.10,17.5,67.2,26.1%,0.97,1.00,0.26,0.23,0.17
82,Khalid Hart,2017,Marist,32,35.5,20.5,14.6,16.5,5.46,15.9,68.3,23.2%,1.13,0.80,0.34,0.14,0.10
83,Matt Hauser,2017,Santa Clara,30,35.5,14.2,11.1,12.5,1.76,10.8,63.8,16.9%,0.94,0.81,0.20,0.49,0.15
84,Tra Holder,2017,Arizona St,32,35.4,17.6,13.8,15.6,3.83,14.2,71.6,19.8%,1.14,0.83,0.42,0.23,0.14
85,Marcus Marshall,2017,Nevada,35,35.4,21.2,16.0,18.1,6.38,17.1,69.7,24.5%,1.15,0.81,0.33,0.21,0.10
86,Jalen Adams,2017,Connecticut,31,35.4,17.1,14.5,16.4,3.44,15.8,64.4,24.5%,0.89,0.79,0.19,0.38,0.20
87,Jonathan Wade,2017,Norfolk St,32,35.4,20.1,16.6,18.8,5.21,17.8,69.9,25.4%,1.07,0.74,0.36,0.10,0.18
88,Shake Milton,2017,SMU,35,35.4,19.5,15.2,17.2,5.36,12.3,62.5,19.7%,1.06,0.81,0.21,0.37,0.14
89,Zak Irvin,2017,Michigan,38,35.4,16.2,12.8,14.4,3.63,13.3,63.2,21.0%,0.98,0.85,0.15,0.22,0.14
90,Jon Davis,2017,Charlotte,29,35.4,20.9,16.7,18.9,5.16,19.0,72.9,26.1%,1.01,0.72,0.33,0.22,0.16
91,Jeremy Morgan,2017,UNI,28,35.4,20.6,16.3,18.4,4.83,15.6,64.2,24.2%,0.96,0.76,0.29,0.18,0.14
92,Monte Morris,2017,Iowa St,35,35.3,25.0,20.3,23.0,8.74,14.2,70.5,20.2%,1.16,0.93,0.22,0.44,0.08
93,Jahmal Mcmurray,2017,South Florida,3,35.3,13.6,10.0,11.3,0.15,20.7,68.4,30.3%,0.98,0.82,0.16,0.10,0.23
94,Davon Reed,2017,Miami FL,33,35.3,19.9,14.9,16.9,5.28,13.7,63.8,21.4%,1.09,0.83,0.24,0.18,0.15
95,Ahmad Caver,2017,Old Dominion,31,35.3,15.8,11.9,13.5,2.71,14.4,63.3,22.7%,0.91,0.81,0.27,0.34,0.15
96,Devonte Graham,2017,Kansas,36,35.3,17.6,14.2,16.1,4.28,12.3,70.8,17.3%,1.09,0.83,0.21,0.34,0.15
97,Marcus Graves,2017,Sacramento St,29,35.2,15.7,13.0,14.8,2.48,16.0,67.6,23.6%,0.87,0.77,0.28,0.32,0.17
98,Josh Hawkinson,2017,Washington St,30,35.2,23.2,22.1,25.1,6.52,13.0,68.4,19.1%,1.18,0.79,0.31,0.20,0.13
99,Christen Cunningham,2017,Samford,34,35.2,14.6,12.6,14.3,2.22,12.1,70.3,17.3%,0.92,0.77,0.30,0.51,0.18
100,Tai Webster,2017,Nebraska,30,35.2,18.6,14.9,17.0,4.08,18.2,69.4,26.3%,0.95,0.78,0.30,0.22,0.18
101,Jay Wright,2017,La Lafayette,31,35.2,18.9,14.3,16.2,4.36,15.5,71.7,21.6%,1.06,0.80,0.34,0.25,0.16
102,Cameron Reynolds,2017,Tulane,31,35.2,18.8,16.3,18.5,4.31,15.4,70.6,21.8%,1.11,0.91,0.22,0.09,0.10
103,Fred Sims,2017,Chicago St,28,35.1,13.7,10.5,12.0,1.40,20.8,69.5,29.9%,0.89,0.90,0.16,0.07,0.11
104,Jordan Caroline,2017,Nevada,35,35.1,19.9,17.0,19.4,5.58,13.2,69.7,18.9%,1.14,0.82,0.54,0.15,0.13
105,Alec Peters,2017,Valparaiso,28,35.1,28.7,24.2,27.5,8.77,19.2,68.6,27.9%,1.17,0.82,0.35,0.12,0.13
106,Mike Miklusak,2017,Western Ill,23,35.1,18.0,17.8,20.2,2.89,15.6,70.8,22.1%,0.99,0.80,0.20,0.15,0.14
107,Trevon Bluiett,2017,Xavier,36,35.1,20.0,16.1,18.4,5.78,17.1,67.2,25.5%,1.08,0.78,0.32,0.12,0.13
108,Yuta Watanabe,2017,GW,28,35.1,17.3,13.9,15.9,3.14,11.3,65.6,17.2%,1.08,0.85,0.29,0.22,0.16
109,Marquise Moore,2017,GMU,33,35.1,23.9,21.8,24.9,7.54,17.1,69.1,24.8%,0.98,0.71,0.39,0.21,0.17
110,Chris Flemmings,2017,UNCW,33,35.1,18.2,15.3,17.5,4.26,13.9,69.2,20.1%,1.07,0.83,0.24,0.16,0.16
111,Lonzo Ball,2017,UCLA,36,35.1,25.0,23.1,26.4,8.90,12.6,72.8,17.3%,1.16,0.76,0.22,0.61,0.20
112,Marcus Johnson,2017,UALR,30,35.0,14.1,10.4,11.9,1.73,14.1,64.9,21.7%,0.94,0.81,0.25,0.20,0.15
113,Perrion Callandret,2017,Idaho,1,35.0,-7.5,-2.0,-2.3,-0.32,11.0,67.7,16.2%,0.18,0.91,0.00,0.18,0.09
114,Egor Koulechov,2017,Rice,33,35.0,22.6,20.7,23.7,6.76,15.7,73.1,21.4%,1.15,0.81,0.32,0.14,0.14
115,J.J. Frazier,2017,Georgia,33,35.0,22.9,17.4,19.9,6.92,19.0,68.5,27.7%,1.01,0.76,0.34,0.22,0.12
116,Jordan Dartis,2017,Ohio,30,35.0,16.1,13.2,15.1,2.77,10.5,70.9,14.9%,1.19,0.81,0.24,0.16,0.09
117,MaCio Teague,2017,UNCA,31,34.9,22.3,17.5,20.1,6.16,13.2,69.1,19.0%,1.22,0.85,0.27,0.21,0.07
118,Jaylen Franklin,2017,Abilene Christian,23,34.9,13.8,11.3,12.9,1.19,13.6,68.1,20.0%,0.82,0.72,0.33,0.34,0.19
119,J.R. Holder,2017,Jacksonville,29,34.9,19.4,14.2,16.3,4.33,15.9,68.8,23.1%,1.13,0.80,0.34,0.12,0.18
120,Tyler Hall,2017,Montana St,30,34.8,27.7,21.7,24.9,8.80,19.7,72.3,27.2%,1.19,0.81,0.26,0.14,0.10
121,Tres Tinkle,2017,Oregon St,6,34.8,26.2,21.0,24.1,1.60,20.5,66.1,31.0%,0.98,0.66,0.47,0.11,0.15
122,Eric Garcia,2017,Wofford,30,34.8,21.3,17.1,19.6,5.45,12.5,68.3,18.3%,1.12,0.73,0.34,0.54,0.16
123,Derrick Walton,2017,Michigan,38,34.8,24.7,18.3,21.0,9.10,13.6,63.2,21.5%,1.14,0.76,0.33,0.37,0.13
124,Dennis Smith,2017,N.C. State,32,34.8,23.4,18.9,21.8,6.99,18.0,71.1,25.3%,1.01,0.73,0.35,0.34,0.19
125,Jeremiah Martin,2017,Memphis,32,34.8,15.5,12.8,14.7,2.59,10.2,69.1,14.8%,1.00,0.77,0.34,0.43,0.19
126,KJ Feagin,2017,Santa Clara,19,34.8,20.1,15.6,18.0,3.04,13.6,63.8,21.3%,1.08,0.83,0.13,0.33,0.16
127,Jake Wiley,2017,Eastern Wash.,32,34.8,32.4,26.6,30.6,11.94,17.7,69.3,25.5%,1.19,0.71,0.33,0.13,0.22
128,Cleveland Thomas,2017,WKU,32,34.8,16.6,12.2,14.0,3.19,12.3,66.4,18.5%,1.12,0.91,0.22,0.21,0.11
129,James McGee,2017,Southern Utah,31,34.7,15.3,11.6,13.4,2.38,13.2,72.4,18.2%,1.11,0.81,0.30,0.20,0.14
130,Khris Lane,2017,Longwood,28,34.7,20.7,17.6,20.4,4.77,15.3,69.8,21.9%,1.11,0.85,0.20,0.08,0.15
131,Tookie Brown,2017,Ga Southern,31,34.6,19.9,14.5,16.8,4.83,17.9,69.2,25.8%,0.97,0.75,0.34,0.22,0.13
132,Otis Livingston,2017,GMU,33,34.6,16.0,12.3,14.2,2.94,14.8,69.1,21.4%,0.96,0.76,0.26,0.20,0.14
133,Jalen Ross,2017,Hartford,29,34.6,18.2,13.0,15.1,3.66,20.8,69.5,30.0%,0.95,0.75,0.32,0.10,0.14
134,Admon Gilder,2017,Texas A&M,31,34.6,17.7,13.9,16.1,3.68,13.4,65.8,20.4%,1.02,0.82,0.24,0.29,0.20
135,Jahad Thomas,2017,UMass Lowell,30,34.6,25.1,23.3,26.9,7.38,17.4,72.3,24.1%,1.06,0.71,0.32,0.26,0.22
136,Torian Graham,2017,Arizona St,32,34.6,19.0,14.8,17.1,4.49,16.3,71.6,22.7%,1.12,0.94,0.11,0.07,0.08
137,Michael Carey,2017,Wagner,29,34.6,20.0,16.7,19.3,4.59,13.3,64.5,20.6%,1.07,0.91,0.21,0.12,0.17
138,Jairus Lyles,2017,UMBC,31,34.6,22.1,17.7,20.5,6.02,18.2,71.9,25.3%,1.04,0.82,0.34,0.14,0.12
139,Steve Vasturia,2017,Notre Dame,36,34.6,17.3,13.9,16.1,4.01,12.2,66.5,18.4%,1.08,0.85,0.23,0.27,0.13
140,TreLun Banks,2017,Southern,29,34.6,10.3,8.8,10.2,-0.27,14.7,68.6,21.5%,0.75,0.71,0.27,0.32,0.22
141,Jonathan Williams,2017,Toledo,31,34.5,19.1,14.5,16.8,4.44,18.4,70.6,26.0%,1.07,0.82,0.29,0.17,0.15
142,Nate Mason,2017,Minnesota,34,34.5,18.1,14.3,16.5,4.22,15.8,70.5,22.4%,0.97,0.84,0.29,0.32,0.12
143,Matt Scott,2017,Niagara,33,34.5,20.6,17.3,20.1,5.56,16.1,71.1,22.7%,1.05,0.81,0.32,0.19,0.16
144,Dedric Lawson,2017,Memphis,32,34.5,27.8,23.8,27.6,9.31,17.5,69.1,25.4%,1.10,0.84,0.37,0.19,0.14
145,Joshua Braun,2017,Grand Canyon,20,34.5,19.9,15.0,17.4,3.13,13.6,70.4,19.4%,1.27,0.83,0.43,0.11,0.11
146,Malachi Alexander,2017,Holy Cross,32,34.5,18.3,13.5,15.6,4.09,12.8,60.7,21.0%,1.05,0.82,0.27,0.15,0.14
147,Chris Clemons,2017,Campbell,33,34.5,29.6,20.2,23.4,10.61,23.9,66.3,36.0%,1.06,0.81,0.26,0.10,0.12
148,Jahvaughn Powell,2017,Nicholls St,27,34.5,13.6,12.6,14.6,1.27,14.4,71.4,20.2%,0.86,0.67,0.19,0.36,0.27
149,Joe Rosga,2017,Denver,30,34.5,18.6,15.0,17.4,4.00,14.1,68.2,20.6%,1.08,0.79,0.23,0.23,0.16
150,Lamond Murray,2017,Pepperdine,30,34.4,21.5,16.7,19.4,5.48,19.9,68.5,29.0%,1.06,0.86,0.22,0.06,0.13
151,Divine Myles,2017,Stetson,28,34.4,20.6,17.2,20.0,4.70,15.6,73.5,21.3%,1.10,0.80,0.31,0.24,0.13
152,Elijah Long,2017,Mt. St. Marys,36,34.4,17.1,14.4,16.7,3.85,17.2,67.5,25.6%,0.87,0.70,0.29,0.25,0.20
153,Rashad Lindsey,2017,Arkansas St,29,34.4,11.4,9.2,10.7,0.30,10.5,67.9,15.5%,0.97,0.77,0.27,0.25,0.16
154,Matt Farrell,2017,Notre Dame,36,34.4,18.6,14.1,16.3,4.81,13.8,66.5,20.7%,1.02,0.78,0.21,0.40,0.18
155,Gabe Taylor,2017,Portland,31,34.4,13.3,10.9,12.7,1.34,11.4,66.2,17.3%,1.00,0.84,0.27,0.06,0.14
156,Corey Henson,2017,Wagner,28,34.4,15.7,10.9,12.7,2.32,15.0,64.5,23.2%,0.99,0.80,0.21,0.18,0.16
157,Jaron Blossomgame,2017,Clemson,33,34.3,23.4,17.4,20.3,7.12,15.3,66.7,23.0%,1.16,0.87,0.33,0.10,0.11
158,C.J. Bryce,2017,UNCW,33,34.3,20.2,15.8,18.5,5.28,15.0,69.2,21.7%,1.13,0.90,0.28,0.19,0.13
159,Sindarius Thornwell,2017,South Carolina,31,34.3,30.6,22.6,26.4,10.45,17.6,69.1,25.4%,1.22,0.81,0.48,0.16,0.14
160,Damyean Dotson,2017,Houston,32,34.3,24.3,18.1,21.1,7.36,13.6,64.9,21.0%,1.27,0.98,0.12,0.08,0.08
161,Jamel Artis,2017,Pittsburgh,32,34.3,21.4,16.4,19.1,5.78,15.9,66.9,23.8%,1.14,0.81,0.31,0.21,0.16
162,Jonah Radebaugh,2017,No. Colorado,27,34.3,12.4,11.6,13.5,0.75,6.5,70.1,9.2%,1.16,0.89,0.14,0.29,0.15
163,Ikenna Iroegbu,2017,Washington St,30,34.2,14.9,12.3,14.4,2.07,12.5,68.4,18.2%,1.00,0.77,0.33,0.29,0.17
164,Jordan Howard,2017,Central Ark,30,34.2,21.5,16.3,19.1,5.46,18.0,71.6,25.2%,1.08,0.76,0.28,0.16,0.13
165,Fletcher Magee,2017,Wofford,30,34.2,19.8,14.4,16.8,4.57,16.7,68.3,24.5%,1.11,0.84,0.22,0.11,0.10
166,Brandon Tabb,2017,Bethune Cookman,30,34.2,18.7,14.9,17.4,4.04,16.8,70.4,23.9%,1.05,0.91,0.21,0.09,0.08
167,Sam Hunt,2017,NC A&T,30,34.2,10.1,6.9,8.1,-0.35,12.9,64.6,20.0%,0.94,0.81,0.19,0.13,0.17
168,Bryant Mcintosh,2017,Northwestern,36,34.2,15.3,12.4,14.5,2.77,17.0,65.2,26.1%,0.87,0.81,0.18,0.31,0.16
169,Charlie Brown,2017,St Joseph's,31,34.2,14.7,11.7,13.7,2.05,12.0,68.8,17.4%,1.07,0.93,0.22,0.09,0.10
170,Nate Kratch,2017,Santa Clara,32,34.2,14.1,13.0,15.2,1.77,9.8,63.8,15.4%,1.07,0.93,0.06,0.11,0.12
171,Ehab Amin,2017,TAMUCC,33,34.2,24.8,19.2,22.4,7.84,16.2,69.3,23.4%,1.06,0.85,0.28,0.18,0.16
172,David Nichols,2017,Albany,34,34.2,18.7,13.7,16.0,4.57,19.1,63.6,30.0%,0.94,0.85,0.15,0.17,0.14
173,V.J. Beachem,2017,Notre Dame,36,34.2,17.1,12.8,15.0,3.87,13.2,66.5,19.9%,1.10,0.93,0.15,0.07,0.08
174,Marquis Wright,2017,Siena,33,34.2,19.0,14.8,17.3,4.57,16.5,69.6,23.7%,1.02,0.86,0.30,0.30,0.17
175,Semi Ojeleye,2017,SMU,35,34.1,26.8,19.1,22.4,9.48,14.4,62.5,23.0%,1.32,0.86,0.44,0.11,0.10
176,Shawn Prudhomme,2017,Southern,29,34.1,19.7,15.6,18.2,4.36,16.1,68.6,23.4%,1.07,0.89,0.21,0.09,0.13
177,Martez Walker,2017,Oakland,32,34.1,17.6,14.1,16.5,3.71,14.7,73.0,20.1%,1.19,0.88,0.36,0.10,0.13
178,Joe Chealey,2017,Col Of Charleston,34,34.1,24.3,16.4,19.2,7.76,15.9,64.8,24.5%,1.14,0.74,0.46,0.20,0.11
179,Jordan McLaughlin,2017,USC,36,34.1,19.5,15.4,18.0,5.28,12.3,68.8,17.9%,1.05,0.80,0.27,0.44,0.18
180,Paul Miller,2017,North Dakota St,28,34.1,20.0,15.5,18.1,4.38,15.9,68.3,23.3%,1.07,0.77,0.30,0.11,0.13
181,Ryan Jones,2017,UMass Lowell,30,34.1,13.4,11.9,14.0,1.29,13.2,72.3,18.2%,1.02,0.76,0.21,0.22,0.23
182,Derrick Griffin,2017,Texas Southern,13,34.1,23.2,19.1,22.4,2.74,7.8,68.7,11.3%,1.45,0.81,0.56,0.05,0.12
183,Charlie Jones,2017,American,29,34.1,16.4,14.3,16.8,2.75,6.2,64.4,9.6%,1.09,0.76,0.22,0.43,0.20
184,Brian Bernardi,2017,Hofstra,30,34.1,11.7,8.4,9.9,0.44,11.9,68.2,17.5%,1.00,0.86,0.22,0.15,0.10
