,Player,Year,Team,GP,Min,PER,EFF,EFF/40,EWA,Pos/G,Tm Pos/G,%Tm Pos,Pts/Pos,FGA/Pos,FTA/Pos,Ast/Pos,TO/Pos
535,Stephen Madison,2013,Idaho,29,31.3,19.3,12.8,16.3,3.83,13.5,63.4,21.4%,1.05,0.77,0.35,0.16,0.19
536,Lamont Middleton,2013,NC A&T,37,31.3,14.1,9.2,11.8,1.90,13.0,66.9,19.4%,0.94,0.74,0.48,0.18,0.21
537,Matt Van Scyoc,2013,Citadel,28,31.3,11.1,8.0,10.2,0.11,11.1,64.8,17.1%,0.97,0.77,0.24,0.10,0.21
538,Aaron Cosby,2013,Seton Hall,32,31.3,15.0,9.9,12.6,2.09,12.8,65.7,19.5%,1.01,0.73,0.27,0.23,0.22
539,Julian Norfleet,2013,Mt. St. Marys,32,31.3,15.3,10.1,12.9,2.23,11.2,67.6,16.5%,0.97,0.89,0.14,0.28,0.15
540,Mychal Ladd,2013,Washington St,26,31.3,16.8,11.4,14.6,2.43,10.3,62.7,16.5%,1.02,0.88,0.30,0.23,0.17
541,Isaiah Armwood,2013,GW,30,31.3,21.3,17.3,22.1,4.89,12.0,68.4,17.5%,0.99,0.74,0.36,0.14,0.22
542,Chris Cunningham,2013,San Jose St,28,31.3,14.5,12.5,16.0,1.59,11.3,68.0,16.6%,0.92,0.72,0.42,0.10,0.27
543,Dre Evans,2013,Southeastern LA,29,31.3,11.2,7.2,9.3,0.16,9.9,66.7,14.9%,0.94,0.82,0.15,0.22,0.20
544,Wes Eikmeier,2013,Colorado St,33,31.3,13.9,8.4,10.7,1.59,14.0,64.1,21.8%,0.92,0.80,0.23,0.16,0.12
545,Mikh McKinney,2013,Sacramento St,27,31.3,16.5,10.2,13.1,2.40,12.5,63.2,19.7%,0.99,0.83,0.33,0.20,0.17
546,Roberto Nelson,2013,Oregon St,32,31.3,22.5,14.0,17.9,5.81,15.2,69.2,22.0%,1.17,0.83,0.41,0.16,0.15
547,Robert Covington,2013,Tennessee St,21,31.2,25.1,17.9,22.9,4.67,14.6,68.9,21.1%,1.09,0.86,0.31,0.09,0.18
548,Tony Snell,2013,New Mexico,35,31.2,17.3,11.2,14.3,3.51,12.3,64.9,18.9%,1.02,0.79,0.24,0.24,0.17
549,Jeremiah Samarrippas,2013,Tennessee Tech,27,31.2,11.2,7.7,9.9,0.15,11.9,65.6,18.1%,0.82,0.81,0.12,0.36,0.28
550,Jourdan DeMuynck,2013,Prairie View,29,31.2,18.5,12.4,15.9,3.45,16.8,68.1,24.6%,0.96,0.91,0.25,0.09,0.17
551,Marcus Marshall,2013,Missouri St,30,31.2,16.5,9.6,12.3,2.63,11.2,61.3,18.3%,1.00,0.73,0.38,0.18,0.13
552,Tyler Strange,2013,Gardner-Webb,31,31.2,10.8,8.2,10.5,-0.00,8.0,64.7,12.4%,0.76,0.74,0.12,0.49,0.27
553,Shawn Long,2013,La Lafayette,32,31.2,22.0,17.5,22.5,5.56,15.5,71.5,21.6%,0.99,0.88,0.25,0.06,0.17
554,Jamie Adams,2013,FAMU,28,31.2,12.2,7.4,9.4,0.59,17.7,71.3,24.8%,0.79,0.76,0.24,0.16,0.20
555,Ronnie Johnson,2013,Purdue,34,31.2,12.1,8.5,10.9,0.68,12.8,66.1,19.4%,0.80,0.78,0.32,0.32,0.21
556,Peyton Siva,2013,Louisville,40,31.2,17.6,12.4,15.9,4.23,11.7,67.4,17.4%,0.85,0.73,0.21,0.49,0.23
557,Majok Majok,2013,Ball State,29,31.2,16.9,12.7,16.3,2.73,10.9,65.6,16.6%,0.96,0.66,0.62,0.06,0.22
558,Langston Hall,2013,Mercer,31,31.2,20.5,13.5,17.3,4.64,10.9,63.4,17.2%,1.04,0.74,0.31,0.46,0.20
559,Jordan Baker,2013,Pepperdine,29,31.1,13.2,9.5,12.2,1.09,13.9,64.6,21.5%,0.84,0.73,0.24,0.22,0.25
560,Chase Hallam,2013,Denver,32,31.1,19.7,12.3,15.8,4.41,8.1,60.1,13.5%,1.18,0.93,0.19,0.25,0.15
561,Gorgui Dieng,2013,Louisville,33,31.1,24.1,18.8,24.1,6.79,9.1,67.4,13.5%,1.08,0.78,0.37,0.22,0.20
562,Stephan Hicks,2013,CSUN,25,31.1,22.9,16.2,20.8,4.67,13.4,70.9,19.0%,1.15,0.82,0.43,0.07,0.15
563,Cleveland Melvin,2013,DePaul,32,31.1,21.7,15.3,19.8,5.37,15.2,72.4,21.0%,1.09,0.93,0.25,0.05,0.15
564,Nik Cochran,2013,Davidson,33,31.1,17.9,11.8,15.2,3.60,8.3,64.7,12.9%,1.22,0.62,0.44,0.39,0.23
565,Chris Gaston,2013,Fordham,17,31.1,19.9,14.9,19.2,2.39,14.6,68.7,21.3%,0.98,0.82,0.31,0.07,0.18
566,Korie Lucious,2013,Iowa St,35,31.1,12.5,9.3,11.9,0.90,11.4,70.7,16.2%,0.88,0.77,0.17,0.49,0.29
567,Ferg Myrick,2013,New Hampshire,27,31.0,15.7,10.3,13.2,2.04,15.0,64.1,23.5%,0.91,0.86,0.32,0.08,0.15
568,John Golden,2013,Dartmouth,27,31.0,10.3,6.5,8.4,-0.24,8.4,64.4,13.0%,0.90,0.82,0.29,0.17,0.14
569,Dartaye Ruffin,2013,Drexel,31,31.0,13.1,10.3,13.3,1.11,7.1,62.4,11.4%,0.95,0.85,0.30,0.07,0.20
570,Frankie Sullivan,2013,Auburn,32,31.0,15.5,10.6,13.6,2.32,16.7,67.8,24.7%,0.87,0.75,0.27,0.17,0.18
571,Karl Cochran,2013,Wofford,32,31.0,17.2,10.6,13.6,3.14,18.1,63.4,28.6%,0.85,0.90,0.11,0.09,0.13
572,John Caleb Sanders,2013,Liberty,33,31.0,20.1,13.2,17.0,4.70,14.0,66.8,20.9%,1.02,0.78,0.36,0.28,0.19
573,Chase Tapley,2013,San Diego St,31,31.0,20.1,12.5,16.1,4.43,13.1,66.8,19.6%,1.02,0.88,0.15,0.20,0.10
574,C.J. McCollum,2013,Lehigh,12,31.0,35.2,21.8,28.2,4.51,20.0,66.4,30.1%,1.20,0.81,0.30,0.15,0.13
575,E.J. Singler,2013,Oregon,37,31.0,16.2,11.9,15.4,3.09,11.8,70.1,16.8%,0.99,0.79,0.29,0.24,0.21
576,Chase Tapley,2013,San Diego St,31,31.0,20.1,12.5,16.1,4.43,13.1,66.8,19.6%,1.02,0.88,0.15,0.20,0.10
577,Dwayne Davis,2013,Southern Miss,32,31.0,20.9,14.5,18.8,4.99,16.4,66.5,24.6%,1.00,0.73,0.24,0.16,0.21
578,Kyle Boswell,2013,UCSB,27,31.0,16.1,9.5,12.2,2.20,11.1,65.1,17.1%,1.17,0.80,0.28,0.10,0.13
579,C.J. McCollum,2013,Lehigh,12,31.0,35.2,21.8,28.2,4.51,20.0,66.4,30.1%,1.20,0.81,0.30,0.15,0.13
580,Austin Morgan,2013,Yale,29,31.0,13.1,7.5,9.7,1.01,11.3,64.5,17.4%,0.96,0.74,0.30,0.17,0.18
581,Tevin Svihovec,2013,No. Colorado,28,31.0,16.6,11.0,14.2,2.49,13.1,65.7,20.0%,0.94,0.71,0.34,0.24,0.22
582,Elijah Johnson,2013,Kansas,37,31.0,11.9,9.5,12.3,0.62,12.5,68.8,18.2%,0.79,0.71,0.17,0.36,0.25
583,Roosevelt Jones,2013,Butler,35,31.0,15.9,11.6,14.9,2.72,11.0,64.6,17.0%,0.92,0.75,0.37,0.32,0.26
584,Riley Grabau,2013,Wyoming,31,31.0,7.5,4.7,6.1,-1.60,6.5,61.4,10.7%,0.90,0.78,0.23,0.37,0.18
585,Chris Perez,2013,Stetson,31,31.0,17.3,11.9,15.4,3.08,13.5,68.7,19.6%,1.12,0.87,0.34,0.15,0.20
586,Deonte Alexander,2013,Lipscomb,28,31.0,17.1,11.7,15.1,2.71,12.7,71.7,17.7%,1.07,0.89,0.11,0.13,0.15
587,Jeromie Hill,2013,UTSA,26,31.0,17.8,11.9,15.4,2.79,13.5,65.6,20.5%,0.97,0.84,0.30,0.11,0.19
588,Jake Eastman,2013,Bradley,35,30.9,12.8,9.5,12.3,1.06,6.7,66.6,10.0%,0.95,0.84,0.21,0.39,0.18
589,Ryan Sypkens,2013,UCD,29,30.9,18.3,12.0,15.5,3.32,11.5,67.4,17.1%,1.22,0.93,0.08,0.14,0.13
590,Jeff Withey,2013,Kansas,37,30.9,27.7,20.8,27.0,9.59,11.9,68.8,17.3%,1.15,0.72,0.44,0.08,0.17
591,Tilman Dunbar,2013,Navy,30,30.9,12.3,7.8,10.1,0.66,12.7,60.7,21.0%,0.75,0.74,0.28,0.38,0.21
592,Shane Rillieux,2013,Nicholls St,29,30.9,5.7,4.7,6.1,-2.28,7.3,67.8,10.7%,0.70,0.61,0.45,0.36,0.25
593,Trevor Gruis,2013,South Dakota,28,30.9,19.2,14.3,18.5,3.60,11.8,66.8,17.6%,1.06,0.71,0.37,0.15,0.21
594,Jerrold Brooks,2013,Southern Miss,35,30.9,16.0,9.8,12.7,2.81,10.9,66.5,16.4%,1.03,0.90,0.12,0.20,0.11
595,David Laury,2013,Iona,25,30.9,24.4,19.9,25.8,5.21,12.2,72.2,16.9%,1.07,0.79,0.36,0.16,0.17
596,Alec Brown,2013,Green Bay,33,30.9,19.2,13.4,17.4,4.25,13.6,64.7,21.1%,1.03,0.82,0.32,0.08,0.20
597,Louis Montes,2013,Sacred Heart,29,30.9,19.6,13.8,17.9,3.91,13.1,69.5,18.9%,1.10,0.81,0.43,0.08,0.17
598,Joab Jerome,2013,Winthrop,28,30.9,15.0,10.1,13.1,1.81,11.6,61.7,18.7%,0.93,0.64,0.42,0.19,0.28
599,Shabazz Muhammad,2013,UCLA,32,30.8,22.1,13.6,17.7,5.53,14.0,70.5,19.8%,1.28,1.02,0.40,0.06,0.11
600,Nik Stauskas,2013,Michigan,38,30.8,17.8,10.7,13.9,4.08,9.2,64.3,14.3%,1.21,0.84,0.24,0.15,0.13
601,Robert Sampson,2013,ECU,29,30.8,18.0,15.7,20.4,3.20,8.9,70.3,12.6%,1.04,0.84,0.29,0.08,0.17
602,Amos Olatayo,2013,La Monroe,23,30.8,20.2,13.1,17.0,3.30,14.8,67.1,22.0%,1.07,0.87,0.35,0.06,0.15
603,D.J. Byrd,2013,Purdue,34,30.8,15.3,10.8,14.1,2.31,10.0,66.1,15.1%,1.01,0.83,0.18,0.27,0.17
604,Brandon Britt,2013,William & Mary,29,30.8,19.3,11.2,14.5,3.79,13.0,64.4,20.2%,1.08,0.74,0.36,0.15,0.16
605,Grant Gibbs,2013,Creighton,36,30.8,18.2,14.1,18.3,4.09,8.6,64.7,13.4%,0.98,0.69,0.25,0.68,0.25
606,Scott Suggs,2013,Washington,31,30.8,14.0,8.6,11.2,1.49,12.1,66.1,18.4%,1.00,0.84,0.16,0.11,0.16
607,D.J. Cole,2013,Youngstown St,31,30.8,11.1,8.2,10.6,0.13,8.6,68.9,12.4%,0.84,0.70,0.31,0.40,0.23
608,Donte Hill,2013,Old Dominion,30,30.8,11.9,8.7,11.3,0.50,9.4,66.1,14.3%,0.87,0.77,0.33,0.30,0.26
609,Xavier Blount,2013,Montana St,23,30.7,14.2,9.1,11.8,1.20,10.4,67.3,15.4%,1.00,0.81,0.40,0.13,0.16
610,Simuel Frazier,2013,Howard,26,30.7,8.4,6.1,8.0,-0.97,12.5,61.4,20.3%,0.66,0.68,0.22,0.31,0.29
611,Jordan Swing,2013,UAB,32,30.7,21.2,16.0,20.8,5.07,12.5,71.2,17.6%,1.11,0.84,0.23,0.21,0.15
612,J.J. Mann,2013,Belmont,31,30.7,19.1,13.4,17.4,3.90,9.6,68.6,14.0%,1.09,0.88,0.13,0.27,0.16
613,Dennis Tinnon,2013,Marshall,31,30.7,16.8,14.2,18.5,2.83,10.1,69.3,14.6%,1.01,0.83,0.29,0.14,0.22
614,Michael Harthun,2013,Portland St,24,30.7,16.0,10.0,13.1,1.91,9.7,65.3,14.8%,1.15,0.84,0.22,0.19,0.14
615,Luke Martinez,2013,Wyoming,10,30.7,27.4,15.0,19.5,2.54,12.2,61.4,19.9%,1.28,0.81,0.29,0.12,0.16
616,Josh Richardson,2013,Tennessee,33,30.7,13.9,9.8,12.7,1.58,8.1,64.1,12.6%,0.98,0.79,0.29,0.19,0.21
617,Mathiang Muo,2013,Charleston So,26,30.7,15.0,10.4,13.5,1.66,10.2,67.5,15.2%,1.11,0.94,0.20,0.08,0.15
618,Aaron Moore,2013,Portland St,26,30.7,21.8,15.5,20.3,4.37,12.4,65.3,18.9%,1.08,0.80,0.34,0.12,0.17
619,Derrick Marks,2013,Boise St,29,30.7,24.6,15.9,20.7,6.09,17.4,66.4,26.1%,0.98,0.71,0.34,0.21,0.20
620,Will Weeks,2013,UNCA,29,30.7,15.9,11.3,14.8,2.24,8.8,69.7,12.7%,1.07,0.67,0.52,0.20,0.22
621,Ronald Roberts,2013,St Joseph's,32,30.7,21.7,15.2,19.8,5.32,9.6,63.8,15.0%,1.16,0.80,0.48,0.10,0.17
622,Javon McCrea,2013,Buffalo,32,30.7,31.3,21.5,28.1,10.02,15.9,65.1,24.4%,1.14,0.81,0.35,0.13,0.19
623,Daman Starring,2013,UCI,35,30.7,16.3,11.1,14.5,2.95,12.9,67.3,19.1%,1.01,0.81,0.24,0.15,0.15
624,Walter Offutt,2013,Ohio,34,30.7,15.7,11.4,14.9,2.52,9.8,68.1,14.5%,1.08,0.82,0.30,0.21,0.16
625,Walter Offutt,2013,Ohio,34,30.7,15.7,11.4,14.9,2.52,9.8,68.1,14.5%,1.08,0.82,0.30,0.21,0.16
626,Eric Wise,2013,USC,32,30.7,17.8,12.6,16.4,3.41,11.3,68.2,16.6%,1.06,0.89,0.28,0.15,0.15
627,Chris Udofia,2013,Denver,32,30.7,27.4,17.2,22.5,8.12,11.6,60.1,19.3%,1.14,0.84,0.31,0.28,0.16
628,Eric Moreland,2013,Oregon St,29,30.7,22.0,18.6,24.3,4.94,9.2,69.2,13.3%,1.02,0.69,0.37,0.17,0.24
629,Andre Stringer,2013,LSU,31,30.6,12.1,7.9,10.3,0.62,10.3,70.0,14.7%,1.01,0.85,0.18,0.20,0.17
630,Garlon Green,2013,TCU,32,30.6,9.6,6.5,8.5,-0.59,11.3,61.1,18.6%,0.88,0.87,0.20,0.09,0.19
631,Jerome Frink,2013,FIU,32,30.6,14.8,11.1,14.5,1.95,9.8,69.6,14.1%,1.03,0.83,0.35,0.06,0.21
632,Jarred DuBois,2013,Utah,31,30.6,17.4,11.0,14.3,3.11,12.5,63.3,19.8%,1.01,0.72,0.33,0.23,0.18
633,Kerron Johnson,2013,Belmont,31,30.6,21.3,14.4,18.8,4.95,14.9,68.6,21.7%,0.96,0.61,0.46,0.32,0.21
634,Lonnie Robinson,2013,Fairleigh Dickinson,31,30.6,10.9,7.7,10.1,0.03,9.3,69.8,13.3%,0.93,0.71,0.32,0.21,0.20
635,David Kravish,2013,Cal,33,30.6,16.7,13.4,17.5,2.97,7.5,66.8,11.3%,1.05,0.94,0.17,0.13,0.13
636,Kyisean Reed,2013,Utah St,15,30.6,26.0,16.9,22.0,3.46,10.1,62.7,16.1%,1.21,0.75,0.50,0.15,0.16
637,Reggie Spencer,2013,Northeastern,34,30.6,17.1,12.3,16.1,3.23,9.3,65.1,14.2%,1.08,0.83,0.35,0.16,0.18
638,Jackie Carmichael,2013,Illinois St,33,30.6,27.6,20.3,26.6,8.45,15.8,70.1,22.6%,1.10,0.77,0.41,0.05,0.15
639,Alex Abreu,2013,Akron,28,30.6,17.1,11.7,15.3,2.69,10.8,67.4,16.0%,0.95,0.72,0.26,0.55,0.28
640,Travis Smith,2013,Mercer,34,30.6,19.1,11.7,15.3,4.26,12.4,63.4,19.6%,1.13,0.78,0.30,0.14,0.16
641,Bobby Austin,2013,Furman,29,30.6,9.3,6.8,8.8,-0.66,8.7,64.1,13.6%,0.88,0.82,0.19,0.17,0.21
642,Bernard Thompson,2013,FGCU,35,30.5,21.8,13.9,18.3,5.86,13.3,69.7,19.1%,1.09,0.84,0.30,0.13,0.17
643,Akil Mitchell,2013,Virginia,35,30.5,26.3,17.9,23.4,8.24,11.7,61.4,19.0%,1.13,0.80,0.37,0.13,0.15
644,Devyn Marble,2013,Iowa,37,30.5,20.9,13.4,17.5,5.67,14.5,67.2,21.6%,1.03,0.80,0.35,0.21,0.15
645,Adjehi Baru,2013,Col Of Charleston,34,30.5,18.3,13.6,17.8,3.88,9.4,63.7,14.7%,1.04,0.69,0.50,0.07,0.20
646,Damian Eargle,2013,Youngstown St,29,30.5,19.1,13.9,18.3,3.63,12.1,68.9,17.6%,0.96,0.84,0.36,0.05,0.14
647,Angus Brandt,2013,Oregon St,4,30.5,18.7,15.5,20.3,0.48,11.3,69.2,16.3%,1.00,0.95,0.04,0.16,0.20
648,Leonard Washington,2013,Wyoming,30,30.5,24.1,16.6,21.8,6.06,12.5,61.4,20.4%,0.98,0.75,0.36,0.14,0.17
649,Marshall Harris,2013,Citadel,28,30.5,11.2,8.3,10.9,0.15,8.8,64.8,13.6%,0.74,0.59,0.34,0.58,0.30
650,Taariq Cephas,2013,Coppin St,31,30.5,10.0,7.5,9.9,-0.40,9.4,70.1,13.4%,0.80,0.74,0.17,0.33,0.28
651,Konner Tucker,2013,UTEP,25,30.5,11.7,7.2,9.4,0.33,9.9,62.7,15.8%,1.02,0.76,0.25,0.15,0.17
652,Jarvis Garner,2013,Central Ark,26,30.5,17.2,13.1,17.2,2.51,16.0,74.8,21.5%,0.94,0.84,0.23,0.07,0.16
653,Stacy Wilson,2013,Murray St,29,30.4,15.2,10.4,13.6,1.93,14.1,67.8,20.8%,0.93,0.81,0.18,0.18,0.21
654,Murphy Burnatowski,2013,Colgate,32,30.4,23.0,14.5,19.0,5.89,16.0,66.3,24.1%,1.09,0.93,0.22,0.08,0.12
655,Tymell Murphy,2013,FIU,32,30.4,25.3,18.2,23.9,7.03,12.9,69.6,18.5%,1.13,0.83,0.23,0.15,0.20
656,Dantrell Thomas,2013,Nicholls St,23,30.4,18.2,12.7,16.7,2.59,14.1,67.8,20.8%,0.98,0.88,0.28,0.19,0.18
657,Jeff Early,2013,Southern Ill,29,30.4,24.1,15.3,20.1,5.83,11.3,62.9,18.0%,1.13,0.88,0.31,0.09,0.14
658,Matt Rum,2013,William & Mary,29,30.4,9.6,8.4,11.1,-0.55,6.7,64.4,10.5%,0.76,0.75,0.13,0.41,0.25
659,Stacy Davis,2013,Pepperdine,29,30.4,16.1,12.0,15.8,2.32,12.0,64.6,18.6%,0.92,0.79,0.29,0.11,0.20
660,Lorne Jackson,2013,Pepperdine,29,30.4,17.4,11.3,14.8,2.89,15.1,64.6,23.4%,0.89,0.72,0.29,0.19,0.21
661,Jonathan Williams,2013,Wagner,27,30.4,22.9,15.9,21.0,4.91,13.8,69.5,19.9%,1.13,0.78,0.33,0.07,0.18
662,Du'Vaughn Maxwell,2013,Hampton,31,30.4,17.9,13.6,18.0,3.32,10.3,70.3,14.6%,1.01,0.80,0.40,0.08,0.20
663,Dwight Powell,2013,Stanford,34,30.4,23.8,17.9,23.5,6.68,14.4,68.3,21.1%,1.03,0.78,0.34,0.15,0.17
664,Levi Randolph,2013,Alabama,35,30.3,14.9,9.5,12.5,2.14,7.5,62.5,12.1%,1.08,0.88,0.30,0.22,0.17
665,Jalen Cannon,2013,St. Francis (NY),30,30.3,26.3,18.1,23.8,7.01,11.8,67.9,17.3%,1.25,0.87,0.39,0.06,0.12
666,John Papale,2013,Boston U.,30,30.3,13.6,8.5,11.3,1.28,7.8,65.8,11.9%,1.19,0.98,0.09,0.14,0.09
667,Myles Mack,2013,Rutgers,31,30.3,23.1,13.6,18.0,5.73,12.1,64.7,18.7%,1.12,0.79,0.23,0.22,0.15
668,Trae Golden,2013,Tennessee,31,30.3,17.0,10.2,13.4,2.91,12.6,64.1,19.7%,0.96,0.74,0.41,0.31,0.16
669,P.J. Miller,2013,NJIT,25,30.3,13.3,8.1,10.7,0.94,11.3,70.1,16.1%,0.91,0.77,0.45,0.31,0.23
670,Jordan Callahan,2013,Tulane,35,30.3,15.1,9.1,12.1,2.26,10.4,65.4,16.0%,1.01,0.89,0.15,0.20,0.12
671,Mark Lyons,2013,Arizona,35,30.3,19.3,11.6,15.3,4.45,15.5,66.8,23.2%,1.01,0.75,0.27,0.18,0.18
672,Trey McKinney-Jones,2013,Miami FL,36,30.3,15.1,9.5,12.5,2.33,8.5,64.0,13.4%,1.07,0.84,0.22,0.18,0.11
673,Jarell Eddie,2013,Virginia Tech,32,30.3,16.2,11.5,15.1,2.62,12.6,69.0,18.2%,0.98,0.82,0.24,0.10,0.16
674,Jamal Olasewere,2013,Long Island,32,30.3,26.3,19.0,25.1,7.45,17.8,70.5,25.2%,1.06,0.68,0.47,0.08,0.19
675,Taran Brown,2013,UCSB,29,30.3,12.6,9.7,12.8,0.79,12.3,65.1,18.8%,0.87,0.89,0.14,0.16,0.20
676,Russ Smith,2013,Louisville,40,30.3,25.5,14.8,19.5,8.85,17.2,67.4,25.5%,1.09,0.81,0.40,0.17,0.16
677,Rod Odom,2013,Vanderbilt,33,30.3,14.6,8.8,11.6,1.87,9.5,61.7,15.4%,1.09,0.95,0.35,0.09,0.14
678,Ameen Tanksley,2013,Niagara,33,30.3,17.2,12.2,16.1,3.20,10.3,69.8,14.7%,1.10,0.91,0.33,0.12,0.12
679,Jordan Adams,2013,UCLA,33,30.3,24.1,15.4,20.3,6.58,13.5,70.5,19.1%,1.13,0.83,0.34,0.13,0.09
680,T.J. Carpenter,2013,Nicholls St,26,30.3,13.4,9.8,12.9,1.01,10.1,67.8,14.9%,0.99,0.86,0.18,0.16,0.16
681,Kendal Brown-Surles,2013,Southern Ill,29,30.2,8.4,5.4,7.1,-1.04,7.0,62.9,11.1%,0.82,0.80,0.16,0.33,0.22
682,Brandon Barnes,2013,CSUB,26,30.2,14.9,10.0,13.2,1.58,10.9,67.8,16.1%,1.04,0.89,0.34,0.12,0.20
683,Kwamain Mitchell,2013,St. Louis,24,30.2,15.4,9.5,12.5,1.65,11.6,65.0,17.8%,0.91,0.75,0.29,0.27,0.17
684,James McAdoo,2013,UNC,35,30.2,16.7,12.5,16.5,3.07,15.3,71.7,21.3%,0.93,0.86,0.32,0.08,0.18
685,Aaron Bright,2013,Stanford,30,30.2,11.0,6.9,9.1,0.06,10.7,68.3,15.7%,0.87,0.81,0.20,0.32,0.15
686,D.J. Covington,2013,VMI,28,30.2,24.8,18.0,23.9,5.86,12.6,72.2,17.4%,1.16,0.87,0.32,0.07,0.17
687,Nate Hutcheson,2013,Western Mich,34,30.2,13.8,9.5,12.6,1.50,10.6,65.8,16.1%,0.94,0.79,0.35,0.16,0.19
688,Desmar Jackson,2013,Southern Ill,30,30.2,23.7,14.0,18.6,5.82,15.3,62.9,24.2%,1.01,0.83,0.29,0.13,0.18
689,Paul Egwuonwu,2013,Montana St,25,30.2,16.9,13.0,17.3,2.27,10.1,67.3,15.0%,0.96,0.82,0.29,0.14,0.17
690,Christian Standhardinger,2013,Hawaii,31,30.1,25.1,17.0,22.6,6.65,13.6,69.8,19.5%,1.14,0.83,0.43,0.10,0.14
691,Ned Cox,2013,Evansville,34,30.1,15.3,9.7,12.9,2.31,10.3,65.9,15.6%,1.04,0.90,0.17,0.30,0.11
692,Kris Brewer,2013,Kent St,34,30.1,13.0,8.8,11.7,1.13,9.6,66.8,14.4%,0.94,0.63,0.32,0.27,0.28
693,Steve Glowiak,2013,Sacred Heart,28,30.1,14.6,9.1,12.1,1.58,9.3,69.5,13.3%,1.13,0.98,0.15,0.16,0.16
694,Art Bernardi,2013,Houston Baptist,29,30.1,18.4,13.1,17.4,3.28,15.0,69.6,21.6%,0.95,0.82,0.30,0.08,0.19
695,Greg Rice,2013,IUPUI,30,30.1,11.3,7.9,10.5,0.24,11.4,66.8,17.1%,0.79,0.71,0.22,0.30,0.21
696,Will Triggs,2013,Austin Peay,28,30.1,17.5,12.2,16.2,2.78,11.7,70.7,16.6%,1.05,0.75,0.43,0.17,0.21
697,Chris Wilson,2013,St Joseph's,32,30.1,11.1,7.7,10.2,0.14,7.9,63.8,12.3%,0.83,0.76,0.26,0.45,0.23
698,Darrun Hilliard,2013,Villanova,33,30.1,15.5,9.6,12.7,2.30,12.0,68.1,17.7%,0.96,0.72,0.39,0.14,0.16
699,Tim Kamczyc,2013,Cleveland St.,29,30.0,11.5,7.7,10.2,0.29,7.7,65.1,11.8%,1.01,0.96,0.18,0.17,0.14
700,Nick Minnerath,2013,Detroit,31,30.0,21.3,14.7,19.6,4.83,12.7,69.7,18.3%,1.18,0.94,0.24,0.08,0.11
701,Andre Hollins,2013,Minnesota,34,30.0,22.0,13.7,18.2,5.70,13.9,63.6,21.8%,1.05,0.77,0.29,0.25,0.17
702,Colton Iverson,2013,Colorado St,33,30.0,26.8,18.1,24.1,7.86,12.1,64.1,18.9%,1.16,0.72,0.53,0.11,0.17
703,Marcus Dubose,2013,ETSU,2,30.0,25.3,15.0,20.0,0.43,14.1,66.3,21.2%,1.10,0.78,0.43,0.14,0.07
704,Ed Daniel,2013,Murray St,29,30.0,26.0,18.1,24.2,6.58,11.2,67.8,16.6%,1.14,0.68,0.64,0.09,0.19
705,Shayne Whittington,2013,Western Mich,34,30.0,25.3,18.1,24.1,7.35,12.1,65.8,18.3%,1.10,0.80,0.36,0.10,0.16
706,JaQuon Parker,2013,Cincinnati,34,30.0,15.5,9.2,12.2,2.39,9.9,65.7,15.1%,1.10,0.92,0.43,0.16,0.16
707,Fabyon Harris,2013,Texas A&M,33,30.0,18.4,9.8,13.1,3.72,9.7,62.9,15.4%,1.23,0.92,0.26,0.13,0.17
708,Trevis Simpson,2013,UNCG,27,30.0,20.2,12.6,16.9,3.76,18.2,71.6,25.4%,1.03,0.89,0.26,0.08,0.11
709,Darion Rackley,2013,Jacksonville St,16,29.9,15.9,8.6,11.5,1.21,12.3,63.7,19.2%,1.05,0.70,0.53,0.11,0.24
710,Rashad Whack,2013,Mt. St. Marys,32,29.9,20.5,12.2,16.2,4.60,12.4,67.6,18.4%,1.11,0.91,0.23,0.13,0.14
711,Mike Fitzgerald,2013,Air Force,30,29.9,16.9,11.5,15.4,2.71,9.0,64.5,14.0%,1.15,0.75,0.33,0.18,0.16
712,David Walker,2013,Northeastern,34,29.9,13.4,8.1,10.8,1.29,5.8,65.1,9.0%,1.07,0.79,0.29,0.41,0.21
713,Gary Harris,2013,Michigan St,33,29.9,19.8,11.0,14.7,4.39,10.6,63.9,16.5%,1.23,0.92,0.26,0.12,0.14
714,Edward Townsel,2013,Arkansas St,30,29.9,17.1,9.7,13.0,2.78,12.6,68.1,18.5%,1.04,0.92,0.24,0.09,0.12
715,Justin Burrell,2013,Holy Cross,30,29.9,14.2,8.8,11.8,1.49,13.6,62.5,21.8%,0.89,0.78,0.17,0.27,0.21
716,Prince Obasi,2013,Seattle,29,29.9,12.4,9.9,13.2,0.67,10.6,70.9,14.9%,0.79,0.74,0.26,0.41,0.26
717,Kelsey Howard,2013,Jackson St,28,29.9,18.1,10.7,14.3,3.05,12.1,70.2,17.2%,1.17,0.94,0.28,0.05,0.13
718,Kyle Anderson,2013,UCLA,35,29.9,20.6,16.6,22.2,5.08,10.7,70.5,15.2%,0.90,0.78,0.31,0.32,0.19
719,Isaiah Austin,2013,Baylor,35,29.9,20.4,15.5,20.7,4.98,12.5,68.7,18.2%,1.04,0.90,0.23,0.09,0.15
720,Adam Kemp,2013,Marist,31,29.9,20.2,15.3,20.4,4.34,9.6,68.7,13.9%,1.09,0.71,0.53,0.04,0.20
721,Eric Ferguson,2013,Ga Southern,31,29.9,21.7,13.3,17.8,4.99,13.0,63.1,20.5%,1.02,0.78,0.36,0.07,0.18
