,Player,Year,Team,GP,Min,PER,EFF,EFF/40,EWA,Pos/G,Tm Pos/G,%Tm Pos,Pts/Pos,FGA/Pos,FTA/Pos,Ast/Pos,TO/Pos
69,Evan Turner,2010,Ohio St,30,35.8,30.9,25.3,28.3,10.69,20.1,64.4,31.2%,1.01,0.73,0.29,0.30,0.21
70,Michael Roll,2010,UCLA,32,35.8,17.7,13.3,14.9,3.90,13.1,65.5,20.0%,1.07,0.85,0.11,0.27,0.15
71,Roderick Flemings,2010,Hawaii,26,35.7,17.8,13.6,15.2,3.25,15.9,65.8,24.2%,1.03,0.88,0.36,0.15,0.13
72,David Kool,2010,Western Mich,32,35.7,28.1,19.1,21.4,9.80,18.5,65.4,28.3%,1.18,0.82,0.39,0.14,0.12
73,Tommy Mason-Griffin,2010,Oklahoma,31,35.7,16.5,12.4,13.8,3.14,14.8,67.6,22.0%,0.95,0.80,0.20,0.33,0.19
74,Devin Gibson,2010,UTSA,27,35.7,19.1,14.1,15.9,3.98,12.5,64.5,19.4%,0.99,0.74,0.44,0.34,0.18
75,Kenny Hayes,2010,Miami FL,31,35.6,17.9,12.0,13.5,3.89,14.6,61.1,23.9%,1.00,0.79,0.26,0.22,0.17
76,Jacques Streeter,2010,CSUF,28,35.6,13.4,10.3,11.6,1.26,13.5,70.3,19.2%,0.89,0.77,0.31,0.35,0.18
77,Cameron Wells,2010,Citadel,30,35.6,24.7,17.1,19.2,7.40,17.7,59.5,29.8%,0.98,0.85,0.29,0.24,0.13
78,Michael Vogler,2010,Troy,30,35.6,18.1,14.4,16.2,3.89,11.6,67.2,17.3%,0.99,0.76,0.24,0.46,0.21
79,Dominique Morrison,2010,Oral Roberts,32,35.6,19.1,14.8,16.6,4.72,14.7,67.7,21.8%,1.05,0.82,0.34,0.17,0.12
80,Ricky Franklin,2010,Milwaukee,32,35.6,16.0,12.7,14.2,2.92,15.3,66.4,23.0%,0.96,0.75,0.24,0.25,0.20
81,Yves Mekongo Mbala,2010,La Salle,24,35.6,11.2,9.8,11.0,0.15,11.7,68.3,17.1%,0.94,0.71,0.46,0.15,0.23
82,Colt Ryan,2010,Evansville,29,35.6,15.5,12.1,13.6,2.41,14.5,65.6,22.1%,0.99,0.85,0.27,0.20,0.16
83,Andrew Goudelock,2010,Col Of Charleston,33,35.6,24.2,17.9,20.1,7.81,17.8,69.0,25.9%,1.09,0.92,0.12,0.22,0.11
84,Jio Fontan,2010,Fordham,5,35.6,12.8,8.8,9.9,0.18,18.0,71.8,25.1%,0.83,0.63,0.48,0.23,0.19
85,Robo Kreps,2010,Ill Chicago,29,35.6,15.8,10.9,12.3,2.57,16.1,66.5,24.1%,0.95,0.83,0.29,0.12,0.14
86,Frisco Sandidge,2010,Delaware St,24,35.6,19.5,12.8,14.4,3.70,10.8,57.8,18.7%,1.11,0.83,0.43,0.14,0.19
87,D.J. Cooper,2010,Ohio,36,35.6,21.1,16.8,18.8,6.54,13.4,69.4,19.2%,1.01,0.83,0.32,0.43,0.20
88,Anatoly Kolesnikov,2010,Nicholls St,26,35.6,24.6,17.3,19.4,6.36,19.3,64.2,30.0%,1.10,0.77,0.39,0.10,0.16
89,Jordan Sugars,2010,Navy,30,35.5,19.4,16.6,18.6,4.53,13.3,71.8,18.6%,1.18,0.93,0.21,0.10,0.16
90,Aaron Johnson,2010,UAB,34,35.5,14.4,11.3,12.8,2.16,10.5,64.7,16.3%,0.91,0.59,0.40,0.46,0.26
91,Morgan Sabia,2010,Hartford,30,35.5,15.3,12.4,13.9,2.36,11.4,64.3,17.7%,1.03,0.94,0.15,0.09,0.13
92,Anthony Johnson,2010,Montana,30,35.5,26.2,17.1,19.2,8.14,17.0,62.6,27.1%,1.18,0.72,0.45,0.17,0.17
93,Ekpe Udoh,2010,Baylor,33,35.5,24.5,21.1,23.8,8.00,13.1,67.0,19.5%,1.04,0.83,0.35,0.20,0.19
94,Dwight Lewis,2010,USC,29,35.5,13.7,8.9,10.0,1.46,15.3,62.7,24.5%,0.90,0.79,0.23,0.10,0.17
95,Ricky Cadell,2010,St. Francis (NY),27,35.5,14.8,9.7,11.0,1.89,15.6,65.4,23.9%,1.02,0.88,0.23,0.12,0.17
96,Justin Graham,2010,San Jose St,30,35.5,13.6,12.2,13.8,1.47,11.1,66.7,16.6%,0.82,0.69,0.31,0.43,0.28
97,Ben Hansbrough,2010,Notre Dame,35,35.5,18.7,14.2,16.0,4.85,10.6,63.9,16.6%,1.13,0.77,0.35,0.41,0.17
98,Anthony Campbell,2010,Austin Peay,29,35.4,19.1,14.8,16.7,4.24,14.3,68.0,21.0%,1.09,0.76,0.30,0.11,0.19
99,Christopher Jones,2010,Prairie View,22,35.4,16.7,14.0,15.8,2.27,9.6,68.0,14.1%,0.88,0.61,0.48,0.52,0.29
100,Nolan Smith,2010,Duke,32,35.4,21.3,14.3,16.2,5.89,15.2,66.3,22.9%,1.16,0.94,0.28,0.20,0.12
101,Chaisson Allen,2010,Northeastern,33,35.4,21.0,14.5,16.5,5.93,12.8,61.3,20.8%,1.06,0.81,0.25,0.28,0.18
102,Anthony Nelson,2010,Niagara,33,35.4,15.4,12.9,14.6,2.64,10.4,69.2,15.0%,0.96,0.66,0.51,0.48,0.25
103,Jamie Harris,2010,Drexel,32,35.3,14.6,10.2,11.5,2.10,15.2,64.6,23.5%,0.96,0.85,0.26,0.23,0.16
104,Vernon Teel,2010,LMU,33,35.2,22.1,17.5,19.9,6.50,15.0,69.8,21.6%,1.02,0.69,0.46,0.37,0.24
105,Brigham Waginger,2010,WCU,31,35.2,15.5,12.7,14.5,2.57,9.3,69.2,13.5%,0.96,0.80,0.19,0.48,0.23
106,Klay Thompson,2010,Washington St,29,35.2,20.8,15.1,17.2,5.09,19.3,67.1,28.7%,1.01,0.81,0.28,0.12,0.18
107,Darryl Shazier,2010,Bucknell,31,35.2,15.3,11.3,12.9,2.45,10.5,65.3,16.0%,0.97,0.78,0.27,0.36,0.15
108,Donald Sims,2010,Appalachian St.,32,35.2,25.5,16.8,19.2,8.20,18.0,66.2,27.2%,1.15,0.75,0.29,0.12,0.15
109,Wesley Johnson,2010,Syracuse,32,35.2,24.1,21.3,24.2,7.41,14.2,69.7,20.4%,1.12,0.81,0.29,0.16,0.16
110,Kemba Walker,2010,Connecticut,33,35.2,20.8,15.6,17.7,5.74,15.2,67.4,22.5%,0.97,0.72,0.39,0.33,0.19
111,Omar Johnson,2010,UTSA,27,35.1,13.2,9.2,10.5,1.11,11.4,64.5,17.6%,0.99,0.77,0.31,0.30,0.23
112,Gerald McLemore,2010,Maine,29,35.1,14.3,9.8,11.2,1.75,14.1,64.9,21.6%,1.02,0.85,0.16,0.09,0.13
113,Chris Gaston,2010,Fordham,29,35.1,20.2,18.2,20.8,4.76,19.2,71.8,26.8%,0.93,0.78,0.33,0.08,0.24
114,Craig Brackins,2010,Iowa St,32,35.1,20.6,17.6,20.0,5.45,16.5,69.9,23.6%,1.00,0.87,0.29,0.13,0.13
115,D.J. Gay,2010,San Diego St,33,35.1,13.4,8.8,10.0,1.47,10.6,63.5,16.7%,0.99,0.82,0.31,0.30,0.16
116,Norris Cole,2010,Cleveland St.,31,35.1,20.4,14.1,16.0,5.18,17.2,64.4,26.7%,0.96,0.78,0.30,0.26,0.16
117,Kimmani Barrett,2010,La Salle,16,35.1,16.2,12.0,13.7,1.50,11.4,68.3,16.7%,1.17,0.83,0.33,0.12,0.17
118,Dorian Green,2010,Colorado St,31,35.0,11.9,8.6,9.8,0.56,12.5,66.1,18.9%,0.92,0.73,0.34,0.19,0.18
119,Chris Wright,2010,Georgetown,32,35.0,20.7,15.0,17.2,5.50,14.6,65.6,22.2%,1.06,0.80,0.27,0.28,0.15
120,Davis Baker,2010,Southern Utah,27,35.0,18.6,14.2,16.3,3.67,17.0,68.0,25.0%,1.01,0.79,0.28,0.05,0.15
121,Khalid Mutakabbir,2010,Presbyterian,31,35.0,7.7,6.4,7.3,-1.69,10.6,66.1,16.0%,0.78,0.76,0.24,0.22,0.27
122,Dorenzo Hudson,2010,Virginia Tech,33,35.0,17.1,11.8,13.5,3.61,13.9,68.7,20.2%,1.09,0.87,0.34,0.14,0.12
123,Scott Thomas,2010,Bowling Green,29,35.0,18.8,14.6,16.7,4.03,13.7,63.5,21.6%,0.96,0.80,0.32,0.20,0.15
124,Jay Threatt,2010,Delaware St,25,35.0,18.1,11.6,13.3,3.17,8.7,57.8,15.1%,0.92,0.83,0.31,0.52,0.20
125,Artsiom Parakhouski,2010,Radford,29,34.9,29.8,25.1,28.8,9.55,17.6,70.9,24.8%,1.19,0.78,0.53,0.06,0.14
126,David Nurse,2010,Western Ill,27,34.9,8.8,6.7,7.7,-0.97,9.0,61.6,14.6%,0.96,0.80,0.24,0.15,0.18
127,Chris Harris,2010,Navy,30,34.9,18.7,12.8,14.6,4.12,22.0,71.8,30.6%,0.96,0.78,0.31,0.08,0.13
128,Carlos Medlock,2010,Eastern Michigan,29,34.9,16.6,12.1,13.8,2.92,16.4,65.3,25.2%,0.93,0.69,0.38,0.24,0.21
129,Jared Rehmel,2010,Central Ark,26,34.9,9.2,6.1,7.0,-0.73,10.3,64.8,15.9%,0.92,0.86,0.24,0.16,0.18
130,John Wall,2010,Kentucky,32,34.9,21.9,17.3,19.8,6.15,17.5,70.1,25.0%,0.94,0.68,0.36,0.37,0.23
131,Armon Bassett,2010,Ohio,33,34.8,19.7,13.9,16.0,5.10,17.3,69.4,24.9%,0.99,0.74,0.35,0.21,0.14
132,Armon Johnson,2010,Nevada,33,34.8,18.7,14.6,16.7,4.53,16.3,70.1,23.3%,0.96,0.80,0.21,0.34,0.21
133,Anthony Miles,2010,Lamar,27,34.8,16.3,13.5,15.5,2.56,14.7,69.3,21.2%,0.94,0.72,0.38,0.24,0.21
134,Jahmar Young,2010,New Mexico St,32,34.8,21.5,16.2,18.6,5.90,18.8,71.0,26.5%,1.07,0.77,0.30,0.17,0.15
135,Dee Bost,2010,Mississippi St.,35,34.8,16.3,13.2,15.2,3.32,14.6,67.8,21.5%,0.87,0.69,0.27,0.36,0.23
136,Barry Stewart,2010,Mississippi St.,35,34.8,14.5,10.5,12.0,2.24,11.4,67.8,16.9%,1.04,0.92,0.23,0.23,0.13
137,Sean Baptiste,2010,Fairleigh Dickinson,29,34.8,16.5,12.6,14.5,2.84,15.4,68.3,22.5%,1.03,0.84,0.28,0.07,0.14
138,Malcolm Lee,2010,UCLA,32,34.8,15.0,11.8,13.5,2.33,12.5,65.5,19.1%,0.97,0.77,0.34,0.25,0.21
139,Daniel Emerson,2010,Mercer,30,34.7,23.2,20.8,23.9,6.42,13.8,69.7,19.7%,1.13,0.68,0.50,0.10,0.21
140,Michael Glasker,2010,NCCU,22,34.7,5.2,5.2,6.0,-2.15,10.0,67.0,15.0%,0.61,0.76,0.12,0.45,0.34
141,Jeremy Nash,2010,Northwestern,34,34.7,14.4,11.5,13.2,2.13,9.1,62.9,14.5%,0.98,0.81,0.31,0.34,0.17
142,Jerome Randle,2010,Cal,33,34.7,21.3,14.6,16.9,5.94,17.2,66.9,25.7%,1.07,0.77,0.24,0.26,0.20
143,Wesley Jenkins,2010,St. Peter's,29,34.7,14.0,10.6,12.3,1.61,16.3,66.1,24.7%,0.84,0.83,0.17,0.10,0.15
144,Jason Flagler,2010,SCSU,28,34.6,20.2,16.0,18.5,4.53,13.6,68.1,20.0%,1.17,0.90,0.19,0.07,0.11
145,Kyle Austin,2010,UCR,27,34.6,22.8,15.0,17.3,5.55,15.6,62.5,24.9%,1.14,0.91,0.44,0.10,0.14
146,Michael Tveidt,2010,North Dakota St,27,34.6,16.2,13.3,15.3,2.49,15.9,69.1,23.0%,0.96,0.90,0.17,0.09,0.13
147,Ashton Gibbs,2010,Pittsburgh,35,34.6,19.3,12.5,14.4,5.12,14.0,63.6,22.1%,1.12,0.84,0.33,0.13,0.09
148,Jheryl Wilson,2010,NJIT,26,34.6,14.6,11.3,13.1,1.69,15.6,67.6,23.1%,0.94,0.84,0.26,0.15,0.19
149,Drew Viney,2010,LMU,31,34.6,21.7,17.7,20.5,5.82,15.2,69.8,21.8%,1.09,0.86,0.26,0.12,0.13
150,Amorrow Morgan,2010,Idaho St,28,34.6,15.5,9.8,11.3,2.26,16.8,64.1,26.2%,0.94,0.75,0.32,0.08,0.20
151,Travis Taylor,2010,Monmouth,24,34.6,20.4,16.7,19.3,3.95,17.5,66.3,26.4%,1.02,0.72,0.37,0.09,0.24
152,David Gonzalvez,2010,Richmond,36,34.6,21.2,14.5,16.7,6.42,12.9,65.7,19.7%,1.12,0.83,0.29,0.19,0.12
153,Austin Freeman,2010,Georgetown,31,34.5,21.8,15.5,18.0,5.87,13.6,65.6,20.7%,1.22,0.87,0.22,0.18,0.14
154,Mike Singletary,2010,Texas Tech,35,34.5,18.0,15.5,17.9,4.33,15.1,73.3,20.7%,0.99,0.70,0.45,0.15,0.18
155,Noruwa Agho,2010,Columbia,28,34.5,19.4,12.5,14.4,4.13,15.2,63.6,24.0%,1.04,0.82,0.30,0.12,0.16
156,Mac Koshwal,2010,DePaul,19,34.5,26.3,19.6,22.7,5.04,15.1,62.6,24.1%,1.05,0.77,0.39,0.14,0.22
157,Markeith Cummings,2010,Kennesaw St,31,34.5,20.6,14.7,17.0,5.18,16.0,65.6,24.4%,1.09,0.85,0.36,0.13,0.19
158,Brock Young,2010,ECU,28,34.5,16.5,12.5,14.5,2.73,18.2,68.1,26.7%,0.85,0.66,0.37,0.28,0.24
159,Rotnei Clarke,2010,Arkansas,30,34.5,18.8,12.9,15.0,4.11,12.9,71.3,18.1%,1.20,0.85,0.20,0.10,0.09
160,Lavoy Allen,2010,Temple,35,34.5,23.7,19.9,23.1,7.74,10.3,61.7,16.6%,1.12,0.89,0.24,0.23,0.15
161,Kyle Roemer,2010,Colgate,29,34.4,21.0,15.2,17.7,5.07,17.7,66.6,26.5%,1.06,0.87,0.21,0.08,0.15
162,William Buford,2010,Ohio St,36,34.4,21.0,15.6,18.1,6.25,13.6,64.4,21.1%,1.07,0.89,0.24,0.23,0.13
163,Denis Clemente,2010,Kansas St,32,34.4,17.6,12.5,14.6,3.72,15.2,72.0,21.2%,1.06,0.92,0.25,0.27,0.13
164,Evan Washington,2010,Air Force,29,34.4,15.5,11.2,13.0,2.32,10.5,58.0,18.1%,0.94,0.67,0.42,0.29,0.20
165,Damian Lillard,2010,Weber St,29,34.4,25.3,17.6,20.5,7.17,18.7,68.4,27.4%,1.08,0.76,0.33,0.19,0.13
166,Kyle Gibson,2010,Louisiana Tech,30,34.4,22.6,15.4,17.9,6.05,17.2,68.4,25.1%,1.09,0.79,0.41,0.18,0.13
167,Josh Young,2010,Drake,33,34.4,20.0,13.4,15.6,5.18,13.1,62.6,20.9%,1.10,0.79,0.38,0.21,0.13
168,Corey Hassan,2010,Sacred Heart,28,34.4,22.6,17.5,20.4,5.62,17.3,70.0,24.7%,1.11,0.90,0.22,0.12,0.16
169,Ben Uzoh,2010,Tulsa,34,34.4,22.4,16.7,19.5,6.73,14.5,66.6,21.7%,1.05,0.79,0.31,0.32,0.16
170,Jake Barnett,2010,Toledo,32,34.3,12.9,9.3,10.9,1.16,14.3,61.3,23.3%,0.92,0.81,0.20,0.11,0.20
171,Demetri McCamey,2010,Illinois,35,34.3,21.3,16.4,19.1,6.28,16.1,66.7,24.1%,0.95,0.71,0.25,0.42,0.21
172,Julius Cheeks,2010,MVSU,30,34.3,14.6,11.0,12.9,1.94,13.8,68.9,20.0%,0.94,0.78,0.25,0.20,0.18
173,John Holland,2010,Boston U.,34,34.3,24.1,18.0,21.0,7.70,16.1,69.5,23.2%,1.19,0.82,0.37,0.07,0.13
174,Patrick Christopher,2010,Cal,33,34.3,22.9,16.7,19.5,6.81,14.1,66.9,21.0%,1.16,0.93,0.21,0.14,0.10
175,Marcus Neal,2010,Delaware St,25,34.2,15.2,9.4,10.9,1.87,12.8,57.8,22.1%,1.06,0.97,0.19,0.12,0.17
176,Dominic Waters,2010,Portland St,30,34.2,23.3,16.4,19.2,6.39,17.7,68.2,26.0%,1.06,0.72,0.27,0.28,0.19
177,Mark Payne,2010,UCD,22,34.2,23.8,17.5,20.5,4.85,13.2,68.1,19.4%,1.13,0.68,0.46,0.33,0.20
178,Brenton Butler,2010,Fordham,29,34.2,13.8,9.2,10.8,1.46,18.2,71.8,25.4%,0.89,0.84,0.28,0.13,0.13
179,Donavan Bragg,2010,CSUB,29,34.2,11.1,8.7,10.2,0.11,11.2,68.5,16.3%,0.85,0.73,0.26,0.23,0.22
180,Jamarr Sanders,2010,UAB,34,34.2,15.5,11.7,13.7,2.71,10.5,64.7,16.2%,1.00,0.86,0.16,0.25,0.18
181,Tyrone Lewis,2010,Niagara,27,34.2,21.9,15.1,17.7,5.09,14.4,69.2,20.8%,1.18,0.96,0.29,0.12,0.10
182,Jimmy Butler,2010,Marquette,33,34.2,26.4,18.4,21.6,8.74,10.9,64.4,16.9%,1.34,0.74,0.66,0.19,0.11
183,Devin Ebanks,2010,West Virginia,34,34.1,20.1,16.0,18.7,5.37,11.6,64.1,18.1%,1.04,0.80,0.39,0.21,0.19
184,Tim Williams,2010,South Alabama,30,34.1,19.2,14.6,17.1,4.25,16.0,66.9,23.9%,1.00,0.88,0.25,0.14,0.16
